arm,split,direction,entry_time_server,entry_time_utc,exit_time_server,exit_reason,entry,sl_initial,tp,tp_binding,r_pips,hl_e,ts_bars,swap_events,swap_weighted,gross_r,cost_pips_x1,net_r_x1,net_r_x1_5,net_r_x2,feature_time_utc,decision_time_utc,execution_time_utc
control,train,-1,2016-03-11 09:00:00,2016-03-11 07:00:00,2016-03-11 15:00:00,SL,1.11623,1.12225,1.10720,TP_cap,60.2,10.84,22,0,0,0.6509,1.50,0.6260,0.6135,0.6010,2016-03-11 07:00:00,2016-03-11 07:00:00,2016-03-11 07:00:00
control,train,-1,2016-03-17 10:00:00,2016-03-17 08:00:00,2016-03-17 11:00:00,SL,1.12594,1.12986,1.12005,TP_cap,39.2,12.73,26,0,0,-1.0000,1.50,-1.0382,-1.0573,-1.0764,2016-03-17 08:00:00,2016-03-17 08:00:00,2016-03-17 08:00:00
control,train,-1,2016-03-30 10:00:00,2016-03-30 07:00:00,2016-03-30 11:00:00,SL,1.13038,1.13323,1.12611,TP_cap,28.5,1499.48,2999,0,0,-1.0000,1.50,-1.0526,-1.0790,-1.1053,2016-03-30 07:00:00,2016-03-30 07:00:00,2016-03-30 07:00:00
control,train,-1,2016-03-30 17:00:00,2016-03-30 14:00:00,2016-03-30 17:00:00,SL,1.13267,1.13613,1.12748,TP_cap,34.6,198.13,397,0,0,-1.0000,1.50,-1.0434,-1.0651,-1.0868,2016-03-30 14:00:00,2016-03-30 14:00:00,2016-03-30 14:00:00
control,train,-1,2016-03-31 13:00:00,2016-03-31 10:00:00,2016-03-31 15:00:00,SL,1.13654,1.13977,1.13170,TP_cap,32.3,46.32,93,0,0,-1.0000,1.50,-1.0465,-1.0697,-1.0929,2016-03-31 10:00:00,2016-03-31 10:00:00,2016-03-31 10:00:00
control,train,-1,2016-04-01 12:00:00,2016-04-01 09:00:00,2016-04-01 14:00:00,SL,1.13992,1.14263,1.13586,TP_cap,27.1,17.83,36,0,0,-1.0000,1.50,-1.0554,-1.0831,-1.1108,2016-04-01 09:00:00,2016-04-01 09:00:00,2016-04-01 09:00:00
control,train,-1,2016-04-11 17:00:00,2016-04-11 14:00:00,2016-04-12 00:00:00,TIME_STOP,1.14406,1.14815,1.13892,TP_mean,40.9,3.31,7,1,1,0.8655,2.30,0.8092,0.7811,0.7530,2016-04-11 14:00:00,2016-04-11 14:00:00,2016-04-11 14:00:00
control,train,1,2016-04-13 12:00:00,2016-04-13 09:00:00,2016-04-13 13:00:00,SL,1.13374,1.13054,1.13855,TP_cap,32.0,5.26,11,0,0,-1.0000,1.50,-1.0468,-1.0702,-1.0936,2016-04-13 09:00:00,2016-04-13 09:00:00,2016-04-13 09:00:00
control,train,1,2016-04-14 13:00:00,2016-04-14 10:00:00,2016-04-15 17:00:00,TP,1.12555,1.12219,1.13059,TP_cap,33.6,85.19,171,1,1,1.5000,2.30,1.4315,1.3972,1.3630,2016-04-14 10:00:00,2016-04-14 10:00:00,2016-04-14 10:00:00
control,train,-1,2016-04-29 14:00:00,2016-04-29 11:00:00,2016-04-29 15:00:00,SL,1.13954,1.14274,1.13474,TP_cap,32.0,14.62,30,0,0,-1.0000,1.50,-1.0469,-1.0703,-1.0937,2016-04-29 11:00:00,2016-04-29 11:00:00,2016-04-29 11:00:00
control,train,1,2016-05-13 16:00:00,2016-05-13 13:00:00,2016-05-13 17:00:00,SL,1.13166,1.12869,1.13612,TP_cap,29.7,16.79,34,0,0,-1.0000,1.50,-1.0505,-1.0757,-1.1009,2016-05-13 13:00:00,2016-05-13 13:00:00,2016-05-13 13:00:00
control,train,1,2016-05-18 10:00:00,2016-05-18 07:00:00,2016-05-18 21:00:00,SL,1.12761,1.12550,1.13078,TP_cap,21.1,8.54,18,0,0,-1.0000,1.50,-1.0710,-1.1064,-1.1419,2016-05-18 07:00:00,2016-05-18 07:00:00,2016-05-18 07:00:00
control,train,1,2016-05-20 18:00:00,2016-05-20 15:00:00,2016-05-23 10:00:00,TIME_STOP,1.12117,1.11857,1.12506,TP_cap,26.0,7.50,16,1,1,0.7898,2.30,0.7012,0.6569,0.6126,2016-05-20 15:00:00,2016-05-20 15:00:00,2016-05-20 15:00:00
control,train,1,2016-05-23 17:00:00,2016-05-23 14:00:00,2016-05-23 21:00:00,TP,1.11925,1.11679,1.12294,TP_cap,24.6,8.45,17,0,0,1.5000,1.50,1.4390,1.4084,1.3779,2016-05-23 14:00:00,2016-05-23 14:00:00,2016-05-23 14:00:00
control,train,1,2016-05-24 16:00:00,2016-05-24 13:00:00,2016-05-24 22:00:00,SL,1.11606,1.11325,1.12027,TP_cap,28.1,11.18,23,0,0,-1.0000,1.50,-1.0534,-1.0801,-1.1068,2016-05-24 13:00:00,2016-05-24 13:00:00,2016-05-24 13:00:00
control,train,1,2016-05-25 11:00:00,2016-05-25 08:00:00,2016-05-26 03:00:00,TP,1.11459,1.11250,1.11772,TP_cap,20.9,13.06,27,1,3,1.5000,3.90,1.3133,1.2199,1.1266,2016-05-25 08:00:00,2016-05-25 08:00:00,2016-05-25 08:00:00
control,train,-1,2016-06-02 11:00:00,2016-06-02 08:00:00,2016-06-02 15:00:00,SL,1.12126,1.12405,1.11708,TP_cap,27.9,83.46,167,0,0,0.3705,1.50,0.3167,0.2898,0.2629,2016-06-02 08:00:00,2016-06-02 08:00:00,2016-06-02 08:00:00
control,train,-1,2016-06-03 16:00:00,2016-06-03 13:00:00,2016-06-03 17:00:00,SL,1.12868,1.13395,1.12078,TP_cap,52.7,8.47,17,0,0,-1.0000,1.50,-1.0285,-1.0427,-1.0569,2016-06-03 13:00:00,2016-06-03 13:00:00,2016-06-03 13:00:00
control,train,-1,2016-06-06 16:00:00,2016-06-06 13:00:00,2016-06-06 19:00:00,SL,1.13484,1.13826,1.12972,TP_cap,34.2,28.50,57,0,0,-1.0000,1.50,-1.0439,-1.0659,-1.0878,2016-06-06 13:00:00,2016-06-06 13:00:00,2016-06-06 13:00:00
control,train,1,2016-06-16 15:00:00,2016-06-16 12:00:00,2016-06-16 17:00:00,SL,1.11763,1.11351,1.12381,TP_cap,41.2,15.18,31,0,0,-1.0000,1.50,-1.0364,-1.0546,-1.0728,2016-06-16 12:00:00,2016-06-16 12:00:00,2016-06-16 12:00:00
control,train,-1,2016-06-23 14:00:00,2016-06-23 11:00:00,2016-06-23 18:00:00,SL,1.13972,1.14455,1.13247,TP_cap,48.3,14.26,29,0,0,0.3437,1.50,0.3127,0.2971,0.2816,2016-06-23 11:00:00,2016-06-23 11:00:00,2016-06-23 11:00:00
control,train,1,2016-06-24 10:00:00,2016-06-24 07:00:00,2016-06-24 13:00:00,SL,1.10333,1.08893,1.12493,TP_cap,144.0,93.34,187,0,0,0.1920,1.50,0.1816,0.1764,0.1712,2016-06-24 07:00:00,2016-06-24 07:00:00,2016-06-24 07:00:00
control,train,1,2016-06-27 18:00:00,2016-06-27 15:00:00,2016-06-28 13:00:00,TP,1.09728,1.08822,1.11087,TP_cap,90.6,18.95,38,1,1,1.5000,2.30,1.4746,1.4619,1.4492,2016-06-27 15:00:00,2016-06-27 15:00:00,2016-06-27 15:00:00
control,train,1,2016-07-08 16:00:00,2016-07-08 13:00:00,2016-07-08 16:00:00,TP,1.10242,1.09895,1.10762,TP_cap,34.7,17.46,35,0,0,1.5000,1.50,1.4567,1.4351,1.4134,2016-07-08 13:00:00,2016-07-08 13:00:00,2016-07-08 13:00:00
control,train,1,2016-07-11 11:00:00,2016-07-11 08:00:00,2016-07-11 16:00:00,TP,1.10247,1.09924,1.10698,TP_mean,32.3,5.72,12,0,0,1.3941,1.50,1.3477,1.3245,1.3013,2016-07-11 08:00:00,2016-07-11 08:00:00,2016-07-11 08:00:00
control,train,-1,2016-07-12 11:00:00,2016-07-12 08:00:00,2016-07-12 17:00:00,TP,1.11095,1.11392,1.10697,TP_mean,29.7,8.89,18,0,0,1.3386,1.50,1.2881,1.2629,1.2376,2016-07-12 08:00:00,2016-07-12 08:00:00,2016-07-12 08:00:00
control,train,-1,2016-07-14 15:00:00,2016-07-14 12:00:00,2016-07-14 20:00:00,SL,1.11514,1.11879,1.10966,TP_cap,36.5,20.63,42,0,0,0.6147,1.50,0.5737,0.5532,0.5326,2016-07-14 12:00:00,2016-07-14 12:00:00,2016-07-14 12:00:00
control,train,-1,2016-07-15 12:00:00,2016-07-15 09:00:00,2016-07-15 16:00:00,TP,1.11382,1.11697,1.10913,TP_mean,31.5,7.89,16,0,0,1.4900,1.50,1.4424,1.4186,1.3948,2016-07-15 09:00:00,2016-07-15 09:00:00,2016-07-15 09:00:00
control,train,1,2016-07-19 18:00:00,2016-07-19 15:00:00,2016-07-21 11:00:00,SL,1.10104,1.09792,1.10571,TP_cap,31.2,25.30,51,2,4,0.3410,4.70,0.1901,0.1147,0.0393,2016-07-19 15:00:00,2016-07-19 15:00:00,2016-07-19 15:00:00
control,train,1,2016-07-21 18:00:00,2016-07-21 15:00:00,2016-07-22 03:00:00,TIME_STOP,1.09931,1.09490,1.10345,TP_mean,44.1,4.26,9,1,1,0.8778,2.30,0.8257,0.7996,0.7735,2016-07-21 15:00:00,2016-07-21 15:00:00,2016-07-21 15:00:00
control,train,1,2016-07-22 18:00:00,2016-07-22 15:00:00,2016-07-25 11:00:00,TIME_STOP,1.09800,1.09462,1.10238,TP_mean,33.8,8.40,17,1,1,-0.4467,2.30,-0.5147,-0.5487,-0.5828,2016-07-22 15:00:00,2016-07-22 15:00:00,2016-07-22 15:00:00
control,train,-1,2016-07-28 10:00:00,2016-07-28 07:00:00,2016-07-28 10:00:00,SL,1.10883,1.11188,1.10425,TP_cap,30.5,nan,nan,0,0,-1.0000,1.50,-1.0492,-1.0737,-1.0983,2016-07-28 07:00:00,2016-07-28 07:00:00,2016-07-28 07:00:00
control,train,-1,2016-07-28 16:00:00,2016-07-28 13:00:00,2016-07-29 06:00:00,SL,1.10991,1.11309,1.10513,TP_cap,31.8,nan,nan,1,1,0.2631,2.30,0.1908,0.1547,0.1186,2016-07-28 13:00:00,2016-07-28 13:00:00,2016-07-28 13:00:00
control,train,-1,2016-07-29 14:00:00,2016-07-29 11:00:00,2016-07-29 15:00:00,SL,1.11115,1.11386,1.10709,TP_cap,27.1,31.03,63,0,0,-1.0000,1.50,-1.0554,-1.0830,-1.1107,2016-07-29 11:00:00,2016-07-29 11:00:00,2016-07-29 11:00:00
control,train,-1,2016-08-01 13:00:00,2016-08-01 10:00:00,2016-08-02 10:00:00,SL,1.11751,1.12018,1.11351,TP_cap,26.7,43.26,87,1,1,-1.0000,2.30,-1.0862,-1.1293,-1.1724,2016-08-01 10:00:00,2016-08-01 10:00:00,2016-08-01 10:00:00
control,train,1,2016-08-05 17:00:00,2016-08-05 14:00:00,2016-08-05 20:00:00,TP,1.10499,1.10175,1.10985,TP_cap,32.4,nan,nan,0,0,1.5000,1.50,1.4537,1.4306,1.4075,2016-08-05 14:00:00,2016-08-05 14:00:00,2016-08-05 14:00:00
control,train,-1,2016-08-10 15:00:00,2016-08-10 12:00:00,2016-08-10 21:00:00,SL,1.11850,1.12098,1.11479,TP_cap,24.8,nan,nan,0,0,0.1939,1.50,0.1333,0.1030,0.0727,2016-08-10 12:00:00,2016-08-10 12:00:00,2016-08-10 12:00:00
control,train,-1,2016-08-16 10:00:00,2016-08-16 07:00:00,2016-08-16 10:00:00,SL,1.12413,1.12639,1.12073,TP_cap,22.6,6.29,13,0,0,-1.0000,1.50,-1.0663,-1.0994,-1.1325,2016-08-16 07:00:00,2016-08-16 07:00:00,2016-08-16 07:00:00
control,train,-1,2016-08-18 10:00:00,2016-08-18 07:00:00,2016-08-18 21:00:00,SL,1.13153,1.13479,1.12664,TP_cap,32.6,12.35,25,0,0,-1.0000,1.50,-1.0460,-1.0690,-1.0920,2016-08-18 07:00:00,2016-08-18 07:00:00,2016-08-18 07:00:00
control,train,1,2016-08-29 10:00:00,2016-08-29 07:00:00,2016-08-29 15:00:00,SL,1.11963,1.11669,1.12404,TP_cap,29.4,22.25,45,0,0,-1.0000,1.50,-1.0510,-1.0766,-1.1021,2016-08-29 07:00:00,2016-08-29 07:00:00,2016-08-29 07:00:00
control,train,1,2016-08-30 10:00:00,2016-08-30 07:00:00,2016-08-30 15:00:00,SL,1.11745,1.11531,1.12066,TP_cap,21.4,19.56,40,0,0,-1.0000,1.50,-1.0701,-1.1051,-1.1401,2016-08-30 07:00:00,2016-08-30 07:00:00,2016-08-30 07:00:00
control,train,1,2016-08-31 10:00:00,2016-08-31 07:00:00,2016-09-01 09:00:00,SL,1.11369,1.11138,1.11715,TP_cap,23.1,22.66,46,1,3,0.5050,3.90,0.3359,0.2513,0.1668,2016-08-31 07:00:00,2016-08-31 07:00:00,2016-08-31 07:00:00
control,train,-1,2016-09-06 18:00:00,2016-09-06 15:00:00,2016-09-07 12:00:00,TIME_STOP,1.12381,1.12682,1.11929,TP_cap,30.1,8.99,18,1,1,-0.0365,2.30,-0.1129,-0.1510,-0.1892,2016-09-06 15:00:00,2016-09-06 15:00:00,2016-09-06 15:00:00
control,train,-1,2016-09-08 11:00:00,2016-09-08 08:00:00,2016-09-08 13:00:00,SL,1.12678,1.12888,1.12363,TP_cap,21.0,17.75,36,0,0,-1.0000,1.50,-1.0714,-1.1071,-1.1428,2016-09-08 08:00:00,2016-09-08 08:00:00,2016-09-08 08:00:00
control,train,1,2016-09-16 16:00:00,2016-09-16 13:00:00,2016-09-16 18:00:00,SL,1.11843,1.11587,1.12228,TP_cap,25.6,4.94,10,0,0,-1.0000,1.50,-1.0585,-1.0878,-1.1170,2016-09-16 13:00:00,2016-09-16 13:00:00,2016-09-16 13:00:00
control,train,1,2016-09-19 10:00:00,2016-09-19 07:00:00,2016-09-19 17:00:00,TP,1.11602,1.11406,1.11897,TP_cap,19.6,22.03,45,0,0,1.5000,1.50,1.4236,1.3854,1.3472,2016-09-19 07:00:00,2016-09-19 07:00:00,2016-09-19 07:00:00
control,train,-1,2016-09-22 12:00:00,2016-09-22 09:00:00,2016-09-23 06:00:00,TP,1.12368,1.12655,1.11938,TP_cap,28.7,nan,nan,1,1,1.5000,2.30,1.4198,1.3797,1.3396,2016-09-22 09:00:00,2016-09-22 09:00:00,2016-09-22 09:00:00
control,train,1,2016-09-30 14:00:00,2016-09-30 11:00:00,2016-09-30 16:00:00,TP,1.11651,1.11372,1.12070,TP_cap,27.9,22.20,45,0,0,1.5000,1.50,1.4463,1.4195,1.3926,2016-09-30 11:00:00,2016-09-30 11:00:00,2016-09-30 11:00:00
control,train,1,2016-10-04 10:00:00,2016-10-04 07:00:00,2016-10-04 12:00:00,SL,1.11729,1.11539,1.12015,TP_cap,19.0,5.46,11,0,0,-1.0000,1.50,-1.0788,-1.1182,-1.1576,2016-10-04 07:00:00,2016-10-04 07:00:00,2016-10-04 07:00:00
control,train,1,2016-10-07 10:00:00,2016-10-07 07:00:00,2016-10-07 15:00:00,SL,1.11141,1.10882,1.11530,TP_cap,25.9,24.25,49,0,0,0.4309,1.50,0.3730,0.3441,0.3152,2016-10-07 07:00:00,2016-10-07 07:00:00,2016-10-07 07:00:00
control,train,1,2016-10-11 10:00:00,2016-10-11 07:00:00,2016-10-11 13:00:00,SL,1.11166,1.10962,1.11472,TP_cap,20.4,15.84,32,0,0,-1.0000,1.50,-1.0735,-1.1103,-1.1471,2016-10-11 07:00:00,2016-10-11 07:00:00,2016-10-11 07:00:00
control,train,1,2016-10-13 10:00:00,2016-10-13 07:00:00,2016-10-14 06:00:00,SL,1.10133,1.09825,1.10595,TP_cap,30.8,24.22,49,1,1,0.7591,2.30,0.6845,0.6472,0.6099,2016-10-13 07:00:00,2016-10-13 07:00:00,2016-10-13 07:00:00
control,train,1,2016-10-14 18:00:00,2016-10-14 15:00:00,2016-10-14 22:00:00,SL,1.10010,1.09707,1.10465,TP_cap,30.3,10.23,21,0,0,-1.0000,1.50,-1.0494,-1.0742,-1.0989,2016-10-14 15:00:00,2016-10-14 15:00:00,2016-10-14 15:00:00
control,train,1,2016-10-17 11:00:00,2016-10-17 08:00:00,2016-10-18 03:00:00,TP,1.09759,1.09506,1.10139,TP_cap,25.3,9.16,19,1,1,1.5000,2.30,1.4092,1.3638,1.3184,2016-10-17 08:00:00,2016-10-17 08:00:00,2016-10-17 08:00:00
control,train,1,2016-10-20 18:00:00,2016-10-20 15:00:00,2016-10-21 10:00:00,SL,1.09244,1.08854,1.09810,TP_mean,39.0,11.60,24,1,1,-1.0000,2.30,-1.0589,-1.0884,-1.1179,2016-10-20 15:00:00,2016-10-20 15:00:00,2016-10-20 15:00:00
control,train,1,2016-10-25 16:00:00,2016-10-25 13:00:00,2016-10-25 18:00:00,TP,1.08577,1.08355,1.08910,TP_cap,22.2,10.13,21,0,0,1.5000,1.50,1.4324,1.3986,1.3649,2016-10-25 13:00:00,2016-10-25 13:00:00,2016-10-25 13:00:00
control,train,-1,2016-11-01 10:00:00,2016-11-01 08:00:00,2016-11-01 13:00:00,SL,1.09848,1.10053,1.09541,TP_cap,20.5,8.69,18,0,0,-1.0000,1.50,-1.0732,-1.1099,-1.1465,2016-11-01 08:00:00,2016-11-01 08:00:00,2016-11-01 08:00:00
control,train,-1,2016-11-09 09:00:00,2016-11-09 07:00:00,2016-11-09 10:00:00,TP,1.12194,1.13010,1.10970,TP_cap,81.6,17.65,36,0,0,1.5000,1.50,1.4816,1.4724,1.4632,2016-11-09 07:00:00,2016-11-09 07:00:00,2016-11-09 07:00:00
control,train,1,2016-11-09 17:00:00,2016-11-09 15:00:00,2016-11-10 15:00:00,TIME_STOP,1.09506,1.08515,1.10639,TP_mean,99.1,10.79,22,1,3,-0.5983,3.90,-0.6376,-0.6573,-0.6770,2016-11-09 15:00:00,2016-11-09 15:00:00,2016-11-09 15:00:00
control,train,1,2016-11-10 17:00:00,2016-11-10 15:00:00,2016-11-14 00:00:00,TIME_STOP,1.08700,1.08138,1.09543,TP_cap,56.2,15.41,31,2,2,-0.6831,3.10,-0.7382,-0.7658,-0.7934,2016-11-10 15:00:00,2016-11-10 15:00:00,2016-11-10 15:00:00
control,train,1,2016-11-14 09:00:00,2016-11-14 07:00:00,2016-11-14 10:00:00,SL,1.07899,1.07484,1.08521,TP_cap,41.5,13.26,27,0,0,-1.0000,1.50,-1.0362,-1.0543,-1.0724,2016-11-14 07:00:00,2016-11-14 07:00:00,2016-11-14 07:00:00
control,train,1,2016-11-15 14:00:00,2016-11-15 12:00:00,2016-11-15 16:00:00,SL,1.07661,1.07241,1.08291,TP_cap,42.0,4.57,10,0,0,-1.0000,1.50,-1.0357,-1.0536,-1.0715,2016-11-15 12:00:00,2016-11-15 12:00:00,2016-11-15 12:00:00
control,train,1,2016-11-16 10:00:00,2016-11-16 08:00:00,2016-11-16 18:00:00,SL,1.07051,1.06660,1.07638,TP_cap,39.1,6.52,14,0,0,-1.0000,1.50,-1.0383,-1.0575,-1.0767,2016-11-16 08:00:00,2016-11-16 08:00:00,2016-11-16 08:00:00
control,train,1,2016-11-18 09:00:00,2016-11-18 07:00:00,2016-11-18 15:00:00,SL,1.05982,1.05600,1.06555,TP_cap,38.2,10.02,21,0,0,0.1572,1.50,0.1180,0.0983,0.0787,2016-11-18 07:00:00,2016-11-18 07:00:00,2016-11-18 07:00:00
control,train,-1,2016-12-02 09:00:00,2016-12-02 07:00:00,2016-12-02 14:00:00,TP,1.06791,1.07104,1.06321,TP_cap,31.3,6.41,13,0,0,1.5000,1.50,1.4521,1.4281,1.4042,2016-12-02 07:00:00,2016-12-02 07:00:00,2016-12-02 07:00:00
control,train,-1,2016-12-05 14:00:00,2016-12-05 12:00:00,2016-12-05 19:00:00,SL,1.06964,1.07652,1.06324,TP_mean,68.8,5.75,12,0,0,-1.0000,1.50,-1.0218,-1.0327,-1.0436,2016-12-05 12:00:00,2016-12-05 12:00:00,2016-12-05 12:00:00
control,train,-1,2016-12-06 10:00:00,2016-12-06 08:00:00,2016-12-06 19:00:00,TP,1.07620,1.08036,1.06997,TP_cap,41.6,12.61,26,0,0,1.5000,1.50,1.4639,1.4459,1.4278,2016-12-06 08:00:00,2016-12-06 08:00:00,2016-12-06 08:00:00
control,train,1,2016-12-09 15:00:00,2016-12-09 13:00:00,2016-12-12 15:00:00,TP,1.05517,1.05082,1.06169,TP_cap,43.5,nan,nan,1,1,1.5000,2.30,1.4471,1.4206,1.3942,2016-12-09 13:00:00,2016-12-09 13:00:00,2016-12-09 13:00:00
control,train,1,2016-12-15 14:00:00,2016-12-15 12:00:00,2016-12-16 14:00:00,SL,1.04111,1.03557,1.04942,TP_cap,55.4,45.04,91,1,1,0.4742,2.30,0.4327,0.4119,0.3912,2016-12-15 12:00:00,2016-12-15 12:00:00,2016-12-15 12:00:00
control,train,1,2016-12-20 15:00:00,2016-12-20 13:00:00,2016-12-20 20:00:00,TP,1.03555,1.03217,1.04061,TP_cap,33.8,10.26,21,0,0,1.5000,1.50,1.4556,1.4333,1.4111,2016-12-20 13:00:00,2016-12-20 13:00:00,2016-12-20 13:00:00
control,train,-1,2016-12-28 09:00:00,2016-12-28 07:00:00,2016-12-28 10:00:00,TP,1.04713,1.04883,1.04503,TP_mean,17.0,2.47,5,0,0,1.2340,1.50,1.1459,1.1019,1.0579,2016-12-28 07:00:00,2016-12-28 07:00:00,2016-12-28 07:00:00
control,train,1,2016-12-28 14:00:00,2016-12-28 12:00:00,2016-12-28 14:00:00,SL,1.04170,1.03944,1.04464,TP_mean,22.6,4.55,10,0,0,-1.0000,1.50,-1.0662,-1.0994,-1.1325,2016-12-28 12:00:00,2016-12-28 12:00:00,2016-12-28 12:00:00
control,train,-1,2016-12-30 09:00:00,2016-12-30 07:00:00,2016-12-30 11:00:00,SL,1.05262,1.05745,1.04618,TP_mean,48.3,14.77,30,0,0,-1.0000,1.50,-1.0310,-1.0466,-1.0621,2016-12-30 07:00:00,2016-12-30 07:00:00,2016-12-30 07:00:00
control,train,-1,2017-01-12 14:00:00,2017-01-12 12:00:00,2017-01-13 08:00:00,SL,1.06518,1.07003,1.05791,TP_cap,48.5,10.10,21,1,1,0.4654,2.30,0.4179,0.3942,0.3705,2017-01-12 12:00:00,2017-01-12 12:00:00,2017-01-12 12:00:00
control,train,-1,2017-01-17 14:00:00,2017-01-17 12:00:00,2017-01-18 10:00:00,SL,1.07090,1.07469,1.06521,TP_cap,37.9,11.88,24,1,1,0.3526,2.30,0.2919,0.2616,0.2312,2017-01-17 12:00:00,2017-01-17 12:00:00,2017-01-17 12:00:00
control,train,-1,2017-01-24 17:00:00,2017-01-24 15:00:00,2017-01-25 09:00:00,TP,1.07606,1.07930,1.07120,TP_cap,32.4,10.14,21,1,1,1.5000,2.30,1.4291,1.3936,1.3581,2017-01-24 15:00:00,2017-01-24 15:00:00,2017-01-24 15:00:00
control,train,1,2017-01-30 15:00:00,2017-01-30 13:00:00,2017-01-30 17:00:00,TP,1.06290,1.05966,1.06776,TP_cap,32.4,28.72,58,0,0,1.5000,1.50,1.4537,1.4306,1.4074,2017-01-30 13:00:00,2017-01-30 13:00:00,2017-01-30 13:00:00
control,train,-1,2017-01-31 17:00:00,2017-01-31 15:00:00,2017-02-01 21:00:00,SL,1.07909,1.08325,1.07286,TP_cap,41.6,15.89,32,1,1,0.7909,2.30,0.7356,0.7079,0.6802,2017-01-31 15:00:00,2017-01-31 15:00:00,2017-01-31 15:00:00
control,train,1,2017-02-07 11:00:00,2017-02-07 09:00:00,2017-02-08 10:00:00,SL,1.06738,1.06441,1.07184,TP_cap,29.7,88.83,178,1,1,-1.0000,2.30,-1.0773,-1.1160,-1.1546,2017-02-07 09:00:00,2017-02-07 09:00:00,2017-02-07 09:00:00
control,train,1,2017-02-08 12:00:00,2017-02-08 10:00:00,2017-02-08 16:00:00,TP,1.06441,1.06159,1.06864,TP_cap,28.2,41.66,84,0,0,1.5000,1.50,1.4468,1.4202,1.3936,2017-02-08 10:00:00,2017-02-08 10:00:00,2017-02-08 10:00:00
control,train,1,2017-02-10 10:00:00,2017-02-10 08:00:00,2017-02-10 16:00:00,SL,1.06395,1.06148,1.06765,TP_cap,24.7,7.01,15,0,0,-1.0000,1.50,-1.0608,-1.0912,-1.1216,2017-02-10 08:00:00,2017-02-10 08:00:00,2017-02-10 08:00:00
control,train,1,2017-02-13 16:00:00,2017-02-13 14:00:00,2017-02-13 17:00:00,SL,1.06234,1.05985,1.06584,TP_mean,24.9,5.78,12,0,0,-1.0000,1.50,-1.0602,-1.0903,-1.1203,2017-02-13 14:00:00,2017-02-13 14:00:00,2017-02-13 14:00:00
control,train,1,2017-02-14 10:00:00,2017-02-14 08:00:00,2017-02-14 11:00:00,SL,1.06070,1.05851,1.06399,TP_cap,21.9,5.20,11,0,0,0.4305,1.50,0.3620,0.3278,0.2935,2017-02-14 08:00:00,2017-02-14 08:00:00,2017-02-14 08:00:00
control,train,1,2017-02-14 16:00:00,2017-02-14 14:00:00,2017-02-14 17:00:00,SL,1.06127,1.05870,1.06423,TP_mean,25.7,3.30,7,0,0,-1.0000,1.50,-1.0585,-1.0877,-1.1169,2017-02-14 14:00:00,2017-02-14 14:00:00,2017-02-14 14:00:00
control,train,1,2017-02-21 12:00:00,2017-02-21 10:00:00,2017-02-22 09:00:00,SL,1.05422,1.05190,1.05771,TP_cap,23.2,39.57,80,1,1,-1.0000,2.30,-1.0989,-1.1484,-1.1979,2017-02-21 10:00:00,2017-02-21 10:00:00,2017-02-21 10:00:00
control,train,1,2017-03-01 14:00:00,2017-03-01 12:00:00,2017-03-01 21:00:00,SL,1.05349,1.05043,1.05746,TP_mean,30.6,7.62,16,0,0,0.3946,1.50,0.3456,0.3211,0.2966,2017-03-01 12:00:00,2017-03-01 12:00:00,2017-03-01 12:00:00
control,train,1,2017-03-02 17:00:00,2017-03-02 15:00:00,2017-03-03 13:00:00,TP,1.05048,1.04786,1.05441,TP_cap,26.2,19.29,39,1,1,1.5000,2.30,1.4122,1.3684,1.3245,2017-03-02 15:00:00,2017-03-02 15:00:00,2017-03-02 15:00:00
control,train,-1,2017-03-10 16:00:00,2017-03-10 14:00:00,2017-03-10 18:00:00,SL,1.06457,1.06759,1.06004,TP_cap,30.2,15.00,30,0,0,-1.0000,1.50,-1.0496,-1.0745,-1.0993,2017-03-10 14:00:00,2017-03-10 14:00:00,2017-03-10 14:00:00
control,train,-1,2017-03-17 09:00:00,2017-03-17 07:00:00,2017-03-17 10:00:00,SL,1.07807,1.08043,1.07453,TP_cap,23.6,15.28,31,0,0,0.4936,1.50,0.4301,0.3984,0.3666,2017-03-17 07:00:00,2017-03-17 07:00:00,2017-03-17 07:00:00
control,train,-1,2017-03-21 11:00:00,2017-03-21 09:00:00,2017-03-22 03:00:00,TIME_STOP,1.07954,1.08217,1.07559,TP_cap,26.3,7.69,16,1,1,-0.1405,2.30,-0.2278,-0.2715,-0.3151,2017-03-21 09:00:00,2017-03-21 09:00:00,2017-03-21 09:00:00
control,train,-1,2017-03-22 09:00:00,2017-03-22 07:00:00,2017-03-22 11:00:00,TP,1.08135,1.08378,1.07771,TP_cap,24.3,6.60,14,0,0,1.5000,1.50,1.4382,1.4073,1.3764,2017-03-22 07:00:00,2017-03-22 07:00:00,2017-03-22 07:00:00
control,train,-1,2017-03-22 17:00:00,2017-03-22 15:00:00,2017-03-23 08:00:00,TIME_STOP,1.08167,1.08464,1.07721,TP_cap,29.7,7.01,15,1,3,0.9044,3.90,0.7733,0.7077,0.6421,2017-03-22 15:00:00,2017-03-22 15:00:00,2017-03-22 15:00:00
control,train,-1,2017-03-27 10:00:00,2017-03-27 07:00:00,2017-03-27 15:00:00,SL,1.08630,1.08889,1.08242,TP_cap,25.9,11.84,24,0,0,-1.0000,1.50,-1.0580,-1.0870,-1.1160,2017-03-27 07:00:00,2017-03-27 07:00:00,2017-03-27 07:00:00
