case_id,position_id,ts_recv_utc,seconds_before_decision,raw_i5,aligned_i5,spread_ticks
F009_PID000000484,484,2019-12-10T01:29:18.365973504+00:00,41.634026496,0.004739336492890996,0.004739336492890996,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.365983232+00:00,41.634016768,0.00792393026941363,0.00792393026941363,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.366004480+00:00,41.63399552,0.0047694753577106515,0.0047694753577106515,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.366095360+00:00,41.63390464,0.0031847133757961785,0.0031847133757961785,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.366459136+00:00,41.633540864,-0.016233766233766232,-0.016233766233766232,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.377978368+00:00,41.622021632,-0.016233766233766232,-0.016233766233766232,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.377990400+00:00,41.6220096,-0.019543973941368076,-0.019543973941368076,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.378113024+00:00,41.621886976,-0.02287581699346405,-0.02287581699346405,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.386457088+00:00,41.613542912,0.0927536231884058,0.0927536231884058,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.386914048+00:00,41.613085952,0.08613138686131387,0.08613138686131387,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.386924032+00:00,41.613075968,0.07396449704142012,0.07396449704142012,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.387386880+00:00,41.61261312,0.08076358296622614,0.08076358296622614,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.387520512+00:00,41.612479488,0.08076358296622614,0.08076358296622614,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.444954624+00:00,41.555045376,0.08076358296622614,0.08076358296622614,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.462622208+00:00,41.537377792,0.08345534407027819,0.08345534407027819,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.501392384+00:00,41.498607616,-0.033003300330033,-0.033003300330033,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.501560064+00:00,41.498439936,-0.03130148270181219,-0.03130148270181219,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.501759488+00:00,41.498240512,-0.02287581699346405,-0.02287581699346405,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.502206464+00:00,41.497793536,-0.03130148270181219,-0.03130148270181219,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.502509312+00:00,41.497490688,-0.03130148270181219,-0.03130148270181219,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.511412992+00:00,41.488587008,-0.027914614121510674,-0.027914614121510674,1.0000000000021103
