event_time,utc_time,tag,action,order_type,volume,price,sl,tp,reason,retcode,deal,order,symbol,position_id,entry_price,initial_sl,initial_tp,risk_pts,initial_risk_account,close_source,deal_reason,achievedr,net_profit,swap,commission,fee,deal_profit,deal_commission,deal_swap,deal_fee,deal_net,is_final_close,engine_name,hypothesis_id
2018.02.05 17:05:00,2018.02.05 15:05:00,LASR_XAU_SWEEP_MODEL0,OPEN,SELL,0.26000000,1333.24,1334.19,1328.99,DEAL_REASON_EXPERT,0,2,2,XAUUSD,2,1333.24,1334.19,1328.99,95.0000,24.70000000,DEAL_REASON_EXPERT,DEAL_REASON_EXPERT,-0.01417004,-0.35000000,0.00000000,-0.35000000,0.00000000,0.00000000,-0.35000000,0.00000000,0.00000000,-0.35000000,0,SWEEP,HYP-LASR-XAUUSD-M5-001
2018.02.05 17:07:41,2018.02.05 15:07:41,LASR_XAU_SWEEP_MODEL0,CLOSE,SELL,0.26000000,1334.22,1334.19,1328.99,DEAL_REASON_SL,0,3,3,XAUUSD,2,1333.24,1334.19,1328.99,95.0000,24.70000000,DEAL_REASON_SL,DEAL_REASON_SL,-1.05991903,-26.18000000,0.00000000,-0.35000000,0.00000000,-25.48000000,-0.35000000,0.00000000,0.00000000,-25.83000000,1,SWEEP,HYP-LASR-XAUUSD-M5-001
2018.02.07 14:25:00,2018.02.07 12:25:00,LASR_XAU_SWEEP_MODEL0,OPEN,BUY,0.20000000,1324.71,1323.50,1330.73,DEAL_REASON_EXPERT,0,4,4,XAUUSD,4,1324.71,1323.50,1330.73,121.0000,24.20000000,DEAL_REASON_EXPERT,DEAL_REASON_EXPERT,-0.01074380,-0.26000000,0.00000000,-0.26000000,0.00000000,0.00000000,-0.26000000,0.00000000,0.00000000,-0.26000000,0,SWEEP,HYP-LASR-XAUUSD-M5-001
