hypothesis_id,origin_id,direction,pivot_side,pivot_index,pivot_time_utc,pivot_confirm_index,pivot_confirm_time_utc,pivot_price,break_index,break_time_utc,hold_index,hold_time_utc,retest_index,retest_time_utc,decision_time_utc,passage_lag,entry_reference_available,entry_reference_index,entry_reference_time_utc,entry_reference_price,atr14_mt5_retest,complex_extreme,initial_stop,initial_risk_pips,geometry_valid,cost_r_0_5,cost_r_1_5,cost_r_2_25,cost_r_3_0,calendar_year
HYP-SCC-EURUSD-M5-001,HIGH:211042:2021-11-03T00:55:00,LONG,HIGH,211042,2021-11-03 00:20:00,211044,2021-11-03 00:30:00,1.15789,211049,2021-11-03 00:55:00,211050,2021-11-03 01:00:00,211055,2021-11-03 01:25:00,2021-11-03 01:25:00,5,True,211056,2021-11-03 01:30:00,1.1579,0.000165714285714,1.1577,1.15765857143,2.41428571429,True,0.207100591716,0.621301775148,0.931952662722,1.2426035503,2021
HYP-SCC-EURUSD-M5-001,LOW:211328:2021-11-04T01:00:00,SHORT,LOW,211328,2021-11-04 00:10:00,211330,2021-11-04 00:20:00,1.16113,211338,2021-11-04 01:00:00,211339,2021-11-04 01:05:00,211342,2021-11-04 01:20:00,2021-11-04 01:20:00,3,True,211343,2021-11-04 01:25:00,1.16091,0.000185714285714,1.16127,1.16131642857,4.06428571429,True,0.1230228471,0.3690685413,0.553602811951,0.738137082601,2021
HYP-SCC-EURUSD-M5-001,HIGH:211869:2021-11-07T23:05:00,LONG,HIGH,211869,2021-11-07 22:25:00,211871,2021-11-07 22:35:00,1.15641,211877,2021-11-07 23:05:00,211878,2021-11-07 23:10:00,211882,2021-11-07 23:30:00,2021-11-07 23:30:00,4,True,211883,2021-11-07 23:35:00,1.1566,0.000262142857143,1.15638,1.15631446429,2.85535714286,True,0.175109443402,0.525328330206,0.787992495309,1.05065666041,2021
HYP-SCC-EURUSD-M5-001,HIGH:213322:2021-11-15T00:00:00,LONG,HIGH,213322,2021-11-14 23:40:00,213324,2021-11-14 23:50:00,1.14428,213326,2021-11-15 00:00:00,213327,2021-11-15 00:05:00,213332,2021-11-15 00:30:00,2021-11-15 00:30:00,5,True,213333,2021-11-15 00:35:00,1.1444,0.000129285714286,1.1441,1.14406767857,3.32321428572,True,0.150456743686,0.451370231058,0.677055346588,0.902740462117,2021
HYP-SCC-EURUSD-M5-001,HIGH:215052:2021-11-23T00:20:00,LONG,HIGH,215052,2021-11-23 00:00:00,215054,2021-11-23 00:10:00,1.12419,215056,2021-11-23 00:20:00,215057,2021-11-23 00:25:00,215059,2021-11-23 00:35:00,2021-11-23 00:35:00,2,True,215060,2021-11-23 00:40:00,1.12419,0.000132857142857,1.12409,1.12405678571,1.33214285714,True,0.375335120644,1.12600536193,1.6890080429,2.25201072386,2021
HYP-SCC-EURUSD-M5-001,LOW:215344:2021-11-24T00:55:00,SHORT,LOW,215344,2021-11-24 00:25:00,215346,2021-11-24 00:35:00,1.12433,215350,2021-11-24 00:55:00,215351,2021-11-24 01:00:00,215352,2021-11-24 01:05:00,2021-11-24 01:05:00,1,True,215353,2021-11-24 01:10:00,1.12431,0.000239285714286,1.12437,1.12442982143,1.19821428572,True,0.417287630402,1.25186289121,1.87779433681,2.50372578241,2021
HYP-SCC-EURUSD-M5-001,LOW:217061:2021-12-02T00:10:00,SHORT,LOW,217061,2021-12-01 23:55:00,217063,2021-12-02 00:05:00,1.13179,217064,2021-12-02 00:10:00,217065,2021-12-02 00:15:00,217068,2021-12-02 00:30:00,2021-12-02 00:30:00,3,True,217069,2021-12-02 00:35:00,1.13168,0.000135714285714,1.13184,1.13187392857,1.93928571429,True,0.257826887661,0.773480662984,1.16022099448,1.54696132597,2021
HYP-SCC-EURUSD-M5-001,HIGH:218206:2021-12-08T00:00:00,LONG,HIGH,218206,2021-12-07 23:35:00,218208,2021-12-07 23:45:00,1.12727,218211,2021-12-08 00:00:00,218212,2021-12-08 00:05:00,218222,2021-12-08 00:55:00,2021-12-08 00:55:00,10,True,218223,2021-12-08 01:00:00,1.12738,0.000172142857143,1.12719,1.12714696429,2.33035714286,True,0.214559386973,0.643678160919,0.965517241379,1.28735632184,2021
HYP-SCC-EURUSD-M5-001,LOW:219029:2021-12-12T22:10:00,SHORT,LOW,219029,2021-12-10 20:15:00,219031,2021-12-10 20:25:00,1.1311,219050,2021-12-12 22:10:00,219051,2021-12-12 22:15:00,219053,2021-12-12 22:25:00,2021-12-12 22:25:00,2,True,219054,2021-12-12 22:30:00,1.13117,0.000336428571429,1.13143,1.13151410714,3.44107142857,True,0.145303580695,0.435910742086,0.653866113129,0.871821484172,2021
HYP-SCC-EURUSD-M5-001,LOW:219076:2021-12-13T00:50:00,SHORT,LOW,219076,2021-12-13 00:20:00,219078,2021-12-13 00:30:00,1.1311,219082,2021-12-13 00:50:00,219083,2021-12-13 00:55:00,219087,2021-12-13 01:15:00,2021-12-13 01:15:00,4,True,219088,2021-12-13 01:20:00,1.13105,0.000195714285714,1.13115,1.13119892857,1.48928571428,True,0.335731414869,1.00719424461,1.51079136691,2.01438848921,2021
HYP-SCC-EURUSD-M5-001,HIGH:219645:2021-12-15T00:05:00,LONG,HIGH,219645,2021-12-14 23:50:00,219647,2021-12-15 00:00:00,1.12588,219648,2021-12-15 00:05:00,219649,2021-12-15 00:10:00,219650,2021-12-15 00:15:00,2021-12-15 00:15:00,1,True,219651,2021-12-15 00:20:00,1.12589,0.000149285714286,1.12574,1.12570267857,1.87321428571,True,0.266920877026,0.800762631077,1.20114394662,1.60152526215,2021
HYP-SCC-EURUSD-M5-001,HIGH:220208:2021-12-17T00:10:00,LONG,HIGH,220208,2021-12-16 22:45:00,220210,2021-12-16 22:55:00,1.13312,220225,2021-12-17 00:10:00,220226,2021-12-17 00:15:00,220229,2021-12-17 00:30:00,2021-12-17 00:30:00,3,True,220230,2021-12-17 00:35:00,1.13317,0.000208571428571,1.13303,1.13297785714,1.92142857143,True,0.260223048327,0.780669144981,1.17100371747,1.56133828996,2021
HYP-SCC-EURUSD-M5-001,HIGH:221079:2021-12-22T00:05:00,LONG,HIGH,221079,2021-12-21 23:40:00,221081,2021-12-21 23:50:00,1.12868,221084,2021-12-22 00:05:00,221085,2021-12-22 00:10:00,221086,2021-12-22 00:15:00,2021-12-22 00:15:00,1,True,221087,2021-12-22 00:20:00,1.12873,0.000175714285714,1.12859,1.12854607143,1.83928571429,True,0.271844660194,0.815533980582,1.22330097087,1.63106796116,2021
HYP-SCC-EURUSD-M5-001,LOW:224734:2022-01-09T22:10:00,SHORT,LOW,224734,2022-01-07 20:40:00,224736,2022-01-07 20:50:00,1.13573,224750,2022-01-09 22:10:00,224751,2022-01-09 22:15:00,224753,2022-01-09 22:25:00,2022-01-09 22:25:00,2,True,224754,2022-01-09 22:30:00,1.13549,0.000255,1.13581,1.13587375,3.8375,True,0.130293159609,0.390879478827,0.586319218241,0.781758957654,2022
HYP-SCC-EURUSD-M5-001,HIGH:224775:2022-01-10T00:30:00,LONG,HIGH,224775,2022-01-10 00:15:00,224777,2022-01-10 00:25:00,1.13547,224778,2022-01-10 00:30:00,224779,2022-01-10 00:35:00,224785,2022-01-10 01:05:00,2022-01-10 01:05:00,6,True,224786,2022-01-10 01:10:00,1.13552,0.00018,1.13529,1.135245,2.75,True,0.181818181818,0.545454545454,0.818181818181,1.09090909091,2022
HYP-SCC-EURUSD-M5-001,HIGH:225053:2022-01-11T00:20:00,LONG,HIGH,225053,2022-01-10 23:25:00,225055,2022-01-10 23:35:00,1.13322,225064,2022-01-11 00:20:00,225065,2022-01-11 00:25:00,225066,2022-01-11 00:30:00,2022-01-11 00:30:00,1,True,225067,2022-01-11 00:35:00,1.13325,0.000157142857143,1.13317,1.13313071429,1.19285714286,True,0.419161676647,1.25748502994,1.88622754491,2.51497005988,2022
HYP-SCC-EURUSD-M5-001,LOW:227350:2022-01-21T00:25:00,SHORT,LOW,227350,2022-01-20 23:15:00,227352,2022-01-20 23:35:00,1.13071,227362,2022-01-21 00:25:00,227363,2022-01-21 00:30:00,227364,2022-01-21 00:35:00,2022-01-21 00:35:00,1,True,227365,2022-01-21 00:40:00,1.13062,0.000306428571429,1.13097,1.13104660714,4.26607142857,True,0.117203850984,0.351611552951,0.527417329427,0.703223105902,2022
HYP-SCC-EURUSD-M5-001,LOW:228781:2022-01-28T00:10:00,SHORT,LOW,228781,2022-01-27 22:55:00,228783,2022-01-27 23:05:00,1.11418,228796,2022-01-28 00:10:00,228797,2022-01-28 00:15:00,228799,2022-01-28 00:25:00,2022-01-28 00:25:00,2,True,228800,2022-01-28 00:30:00,1.11415,0.000212857142857,1.11427,1.11432321429,1.73214285714,True,0.288659793814,0.865979381442,1.29896907216,1.73195876288,2022
HYP-SCC-EURUSD-M5-001,LOW:229367:2022-02-01T00:15:00,SHORT,LOW,229367,2022-02-01 00:00:00,229369,2022-02-01 00:10:00,1.12279,229370,2022-02-01 00:15:00,229371,2022-02-01 00:20:00,229373,2022-02-01 00:30:00,2022-02-01 00:30:00,2,True,229374,2022-02-01 00:35:00,1.12245,0.000187142857143,1.12289,1.12293678571,4.86785714286,True,0.102714600147,0.30814380044,0.46221570066,0.616287600881,2022
HYP-SCC-EURUSD-M5-001,LOW:229934:2022-02-03T00:20:00,SHORT,LOW,229934,2022-02-02 23:15:00,229936,2022-02-02 23:25:00,1.1298,229947,2022-02-03 00:20:00,229948,2022-02-03 00:25:00,229952,2022-02-03 00:45:00,2022-02-03 00:45:00,4,True,229953,2022-02-03 00:50:00,1.12969,0.000165714285714,1.12984,1.12988142857,1.91428571428,True,0.261194029851,0.783582089553,1.17537313433,1.56716417911,2022
HYP-SCC-EURUSD-M5-001,LOW:230219:2022-02-04T00:00:00,SHORT,LOW,230219,2022-02-03 23:05:00,230221,2022-02-03 23:15:00,1.14352,230230,2022-02-04 00:00:00,230231,2022-02-04 00:05:00,230232,2022-02-04 00:10:00,2022-02-04 00:10:00,1,True,230233,2022-02-04 00:15:00,1.14339,0.000205,1.14359,1.14364125,2.5125,True,0.199004975124,0.597014925373,0.895522388059,1.19402985075,2022
HYP-SCC-EURUSD-M5-001,HIGH:230803:2022-02-08T00:35:00,LONG,HIGH,230803,2022-02-08 00:00:00,230805,2022-02-08 00:10:00,1.14412,230810,2022-02-08 00:35:00,230811,2022-02-08 00:40:00,230813,2022-02-08 00:50:00,2022-02-08 00:50:00,2,True,230814,2022-02-08 00:55:00,1.14424,0.000232857142857,1.14407,1.14401178571,2.28214285714,True,0.219092331768,0.657276995305,0.985915492958,1.31455399061,2022
HYP-SCC-EURUSD-M5-001,HIGH:231935:2022-02-13T22:35:00,LONG,HIGH,231935,2022-02-13 22:20:00,231937,2022-02-13 22:30:00,1.13431,231938,2022-02-13 22:35:00,231939,2022-02-13 22:40:00,231940,2022-02-13 22:45:00,2022-02-13 22:45:00,1,True,231941,2022-02-13 22:50:00,1.1344,0.000353571428571,1.13402,1.13393160714,4.68392857143,True,0.106747998475,0.320243995425,0.480365993138,0.64048799085,2022
HYP-SCC-EURUSD-M5-001,LOW:233383:2022-02-20T23:25:00,SHORT,LOW,233383,2022-02-20 23:00:00,233385,2022-02-20 23:10:00,1.13163,233388,2022-02-20 23:25:00,233389,2022-02-20 23:30:00,233390,2022-02-20 23:35:00,2022-02-20 23:35:00,1,True,233391,2022-02-20 23:40:00,1.13157,0.000265714285714,1.13202,1.13208642857,5.16428571429,True,0.0968188105118,0.290456431535,0.435684647303,0.580912863071,2022
HYP-SCC-EURUSD-M5-001,LOW:237426:2022-03-11T00:40:00,SHORT,LOW,237426,2022-03-11 00:10:00,237428,2022-03-11 00:20:00,1.10078,237432,2022-03-11 00:40:00,237433,2022-03-11 00:45:00,237434,2022-03-11 00:50:00,2022-03-11 00:50:00,1,True,237435,2022-03-11 00:55:00,1.10056,0.000483571428571,1.10107,1.10119089286,6.30892857143,True,0.0792527596943,0.237758279083,0.356637418624,0.475516558166,2022
HYP-SCC-EURUSD-M5-001,LOW:238291:2022-03-16T00:40:00,SHORT,LOW,238291,2022-03-16 00:15:00,238293,2022-03-16 00:25:00,1.09632,238296,2022-03-16 00:40:00,238297,2022-03-16 00:45:00,238301,2022-03-16 01:05:00,2022-03-16 01:05:00,4,True,238302,2022-03-16 01:10:00,1.09602,0.000430714285714,1.0968,1.09690767857,8.87678571429,True,0.05632669483,0.16898008449,0.253470126735,0.33796016898,2022
HYP-SCC-EURUSD-M5-001,HIGH:239135:2022-03-21T00:35:00,LONG,HIGH,239135,2022-03-20 23:40:00,239137,2022-03-20 23:50:00,1.10464,239146,2022-03-21 00:35:00,239147,2022-03-21 00:40:00,239148,2022-03-21 00:45:00,2022-03-21 00:45:00,1,True,239149,2022-03-21 00:50:00,1.10465,0.000307857142857,1.10451,1.10443303571,2.16964285714,True,0.230452674897,0.691358024692,1.03703703704,1.38271604938,2022
HYP-SCC-EURUSD-M5-001,HIGH:239995:2022-03-24T00:00:00,LONG,HIGH,239995,2022-03-23 23:20:00,239997,2022-03-23 23:30:00,1.10069,240003,2022-03-24 00:00:00,240004,2022-03-24 00:05:00,240008,2022-03-24 00:25:00,2022-03-24 00:25:00,4,True,240009,2022-03-24 00:30:00,1.10073,0.000267142857143,1.10048,1.10041321429,3.16785714286,True,0.157835400225,0.473506200676,0.710259301014,0.947012401353,2022
HYP-SCC-EURUSD-M5-001,LOW:241957:2022-04-03T21:10:00,SHORT,LOW,241957,2022-04-01 19:00:00,241959,2022-04-01 19:10:00,1.10389,241982,2022-04-03 21:10:00,241983,2022-04-03 21:15:00,241984,2022-04-03 21:20:00,2022-04-03 21:20:00,1,True,241985,2022-04-03 21:25:00,1.10378,0.000302857142857,1.10392,1.10399571429,2.15714285714,True,0.23178807947,0.695364238411,1.04304635762,1.39072847682,2022
HYP-SCC-EURUSD-M5-001,HIGH:242300:2022-04-05T00:00:00,LONG,HIGH,242300,2022-04-04 23:40:00,242302,2022-04-04 23:50:00,1.0976,242304,2022-04-05 00:00:00,242305,2022-04-05 00:05:00,242306,2022-04-05 00:10:00,2022-04-05 00:10:00,1,True,242307,2022-04-05 00:15:00,1.09759,0.000211428571429,1.09731,1.09725714286,3.32857142857,True,0.150214592275,0.450643776824,0.675965665236,0.901287553648,2022
HYP-SCC-EURUSD-M5-001,HIGH:242873:2022-04-07T00:00:00,LONG,HIGH,242873,2022-04-06 23:25:00,242875,2022-04-06 23:35:00,1.08996,242880,2022-04-07 00:00:00,242881,2022-04-07 00:05:00,242885,2022-04-07 00:25:00,2022-04-07 00:25:00,4,True,242886,2022-04-07 00:30:00,1.09013,0.000260714285714,1.08967,1.08960482143,5.25178571429,True,0.0952057123427,0.285617137028,0.428425705542,0.571234274056,2022
HYP-SCC-EURUSD-M5-001,LOW:243441:2022-04-11T00:15:00,SHORT,LOW,243441,2022-04-10 22:50:00,243443,2022-04-10 23:00:00,1.0886,243458,2022-04-11 00:15:00,243459,2022-04-11 00:20:00,243460,2022-04-11 00:25:00,2022-04-11 00:25:00,1,True,243461,2022-04-11 00:30:00,1.08846,0.000310714285714,1.08912,1.08919767857,7.37678571429,True,0.0677801984992,0.203340595497,0.305010893246,0.406681190995,2022
HYP-SCC-EURUSD-M5-001,HIGH:244861:2022-04-17T21:35:00,LONG,HIGH,244861,2022-04-17 21:20:00,244863,2022-04-17 21:30:00,1.0807,244864,2022-04-17 21:35:00,244865,2022-04-17 21:40:00,244866,2022-04-17 21:45:00,2022-04-17 21:45:00,1,True,244867,2022-04-17 21:50:00,1.08072,0.000335714285714,1.08042,1.08033607143,3.83928571428,True,0.13023255814,0.390697674419,0.586046511628,0.781395348837,2022
HYP-SCC-EURUSD-M5-001,LOW:245181:2022-04-19T00:40:00,SHORT,LOW,245181,2022-04-19 00:00:00,245183,2022-04-19 00:10:00,1.07762,245189,2022-04-19 00:40:00,245190,2022-04-19 00:45:00,245191,2022-04-19 00:50:00,2022-04-19 00:50:00,1,True,245192,2022-04-19 00:55:00,1.07748,0.00038,1.07808,1.078175,6.95,True,0.0719424460432,0.21582733813,0.323741007194,0.431654676259,2022
HYP-SCC-EURUSD-M5-001,HIGH:245469:2022-04-20T01:00:00,LONG,HIGH,245469,2022-04-20 00:00:00,245471,2022-04-20 00:10:00,1.07971,245481,2022-04-20 01:00:00,245482,2022-04-20 01:05:00,245483,2022-04-20 01:10:00,2022-04-20 01:10:00,1,True,245484,2022-04-20 01:15:00,1.0798,0.000349285714286,1.0795,1.07941267857,3.87321428572,True,0.129091747349,0.387275242047,0.58091286307,0.774550484094,2022
HYP-SCC-EURUSD-M5-001,HIGH:246042:2022-04-22T00:05:00,LONG,HIGH,246042,2022-04-21 23:45:00,246044,2022-04-21 23:55:00,1.08371,246046,2022-04-22 00:05:00,246047,2022-04-22 00:10:00,246048,2022-04-22 00:15:00,2022-04-22 00:15:00,1,True,246049,2022-04-22 00:20:00,1.08379,0.000268571428571,1.08359,1.08352285714,2.67142857143,True,0.187165775401,0.561497326203,0.842245989305,1.12299465241,2022
HYP-SCC-EURUSD-M5-001,HIGH:246289:2022-04-24T21:15:00,LONG,HIGH,246289,2022-04-22 20:20:00,246291,2022-04-22 20:30:00,1.08006,246298,2022-04-24 21:15:00,246299,2022-04-24 21:20:00,246301,2022-04-24 21:30:00,2022-04-24 21:30:00,2,True,246302,2022-04-24 21:35:00,1.08019,0.000407142857143,1.07974,1.07963821429,5.51785714286,True,0.0906148867314,0.271844660194,0.407766990291,0.543689320388,2022
HYP-SCC-EURUSD-M5-001,HIGH:246616:2022-04-26T00:05:00,LONG,HIGH,246616,2022-04-25 23:45:00,246618,2022-04-25 23:55:00,1.07146,246620,2022-04-26 00:05:00,246621,2022-04-26 00:10:00,246622,2022-04-26 00:15:00,2022-04-26 00:15:00,1,True,246623,2022-04-26 00:20:00,1.07167,0.000261428571429,1.07132,1.07125464286,4.15357142857,True,0.1203783319,0.361134995701,0.541702493551,0.722269991402,2022
HYP-SCC-EURUSD-M5-001,LOW:246907:2022-04-27T00:20:00,SHORT,LOW,246907,2022-04-27 00:00:00,246909,2022-04-27 00:10:00,1.06401,246911,2022-04-27 00:20:00,246912,2022-04-27 00:25:00,246913,2022-04-27 00:30:00,2022-04-27 00:30:00,1,True,246914,2022-04-27 00:35:00,1.06395,0.000293571428571,1.06408,1.06415339286,2.03392857143,True,0.245829675154,0.737489025461,1.10623353819,1.47497805092,2022
HYP-SCC-EURUSD-M5-001,LOW:247189:2022-04-28T00:20:00,SHORT,LOW,247189,2022-04-27 23:30:00,247191,2022-04-27 23:40:00,1.05491,247199,2022-04-28 00:20:00,247200,2022-04-28 00:25:00,247204,2022-04-28 00:45:00,2022-04-28 00:45:00,4,True,247205,2022-04-28 00:50:00,1.05486,0.000280714285714,1.05508,1.05515017857,2.90178571429,True,0.172307692308,0.516923076923,0.775384615384,1.03384615385,2022
HYP-SCC-EURUSD-M5-001,LOW:249170:2022-05-08T21:20:00,SHORT,LOW,249170,2022-05-06 20:45:00,249172,2022-05-06 20:55:00,1.05401,249176,2022-05-08 21:20:00,249177,2022-05-08 21:25:00,249178,2022-05-08 21:30:00,2022-05-08 21:30:00,1,True,249179,2022-05-08 21:35:00,1.0539,0.000375714285714,1.05424,1.05433392857,4.33928571429,True,0.115226337449,0.345679012346,0.518518518519,0.691358024691,2022
HYP-SCC-EURUSD-M5-001,LOW:249200:2022-05-09T00:10:00,SHORT,LOW,249200,2022-05-08 23:20:00,249202,2022-05-08 23:30:00,1.05308,249210,2022-05-09 00:10:00,249211,2022-05-09 00:15:00,249212,2022-05-09 00:20:00,2022-05-09 00:20:00,1,True,249213,2022-05-09 00:25:00,1.05289,0.000373571428571,1.0533,1.05339339286,5.03392857143,True,0.0993260021284,0.297978006385,0.446967009578,0.595956012771,2022
HYP-SCC-EURUSD-M5-001,HIGH:250652:2022-05-16T00:45:00,LONG,HIGH,250652,2022-05-16 00:30:00,250654,2022-05-16 00:40:00,1.04057,250655,2022-05-16 00:45:00,250656,2022-05-16 00:50:00,250665,2022-05-16 01:35:00,2022-05-16 01:35:00,9,True,250666,2022-05-16 01:40:00,1.04059,0.000422142857143,1.04026,1.04015446429,4.35535714286,True,0.114801148012,0.344403444035,0.516605166052,0.688806888069,2022
HYP-SCC-EURUSD-M5-001,LOW:254091:2022-06-01T00:00:00,SHORT,LOW,254091,2022-05-31 23:25:00,254093,2022-05-31 23:35:00,1.07323,254098,2022-06-01 00:00:00,254099,2022-06-01 00:05:00,254100,2022-06-01 00:10:00,2022-06-01 00:10:00,1,True,254101,2022-06-01 00:15:00,1.0732,0.000225714285714,1.07346,1.07351642857,3.16428571429,True,0.158013544018,0.474040632054,0.711060948081,0.948081264108,2022
HYP-SCC-EURUSD-M5-001,LOW:255249:2022-06-07T00:20:00,SHORT,LOW,255249,2022-06-07 00:05:00,255251,2022-06-07 00:15:00,1.06876,255252,2022-06-07 00:20:00,255253,2022-06-07 00:25:00,255257,2022-06-07 00:45:00,2022-06-07 00:45:00,4,True,255258,2022-06-07 00:50:00,1.06866,0.000321428571429,1.06887,1.06895035714,2.90357142857,True,0.172201722017,0.516605166052,0.774907749077,1.0332103321,2022
HYP-SCC-EURUSD-M5-001,LOW:255540:2022-06-08T00:45:00,SHORT,LOW,255540,2022-06-08 00:25:00,255542,2022-06-08 00:35:00,1.06952,255544,2022-06-08 00:45:00,255545,2022-06-08 00:50:00,255546,2022-06-08 00:55:00,2022-06-08 00:55:00,1,True,255547,2022-06-08 01:00:00,1.06931,0.000297142857143,1.06985,1.06992428571,6.14285714286,True,0.0813953488372,0.244186046512,0.366279069767,0.488372093023,2022
HYP-SCC-EURUSD-M5-001,HIGH:257256:2022-06-16T00:00:00,LONG,HIGH,257256,2022-06-15 23:40:00,257258,2022-06-15 23:50:00,1.04589,257260,2022-06-16 00:00:00,257261,2022-06-16 00:05:00,257268,2022-06-16 00:40:00,2022-06-16 00:40:00,7,True,257269,2022-06-16 00:45:00,1.04622,0.000469285714286,1.04575,1.04563267857,5.87321428571,True,0.0851322590453,0.255396777136,0.383095165704,0.510793554272,2022
HYP-SCC-EURUSD-M5-001,HIGH:258115:2022-06-21T00:00:00,LONG,HIGH,258115,2022-06-20 23:15:00,258117,2022-06-20 23:25:00,1.05182,258124,2022-06-21 00:00:00,258125,2022-06-21 00:05:00,258127,2022-06-21 00:15:00,2022-06-21 00:15:00,2,True,258128,2022-06-21 00:20:00,1.05191,0.000314285714286,1.05166,1.05158142857,3.28571428571,True,0.152173913044,0.456521739131,0.684782608696,0.913043478261,2022
HYP-SCC-EURUSD-M5-001,HIGH:259245:2022-06-26T22:05:00,LONG,HIGH,259245,2022-06-26 21:35:00,259247,2022-06-26 21:45:00,1.05553,259251,2022-06-26 22:05:00,259252,2022-06-26 22:10:00,259253,2022-06-26 22:15:00,2022-06-26 22:15:00,1,True,259254,2022-06-26 22:20:00,1.05555,0.000247142857143,1.05529,1.05522821429,3.21785714286,True,0.15538290788,0.46614872364,0.699223085461,0.932297447281,2022
HYP-SCC-EURUSD-M5-001,LOW:260132:2022-06-30T00:05:00,SHORT,LOW,260132,2022-06-29 23:30:00,260134,2022-06-29 23:40:00,1.04414,260139,2022-06-30 00:05:00,260140,2022-06-30 00:10:00,260141,2022-06-30 00:15:00,2022-06-30 00:15:00,1,True,260142,2022-06-30 00:20:00,1.04393,0.000271428571429,1.0445,1.04456785714,6.37857142857,True,0.0783874580067,0.23516237402,0.35274356103,0.47032474804,2022
HYP-SCC-EURUSD-M5-001,LOW:260422:2022-07-01T00:05:00,SHORT,LOW,260422,2022-06-30 23:40:00,260424,2022-06-30 23:50:00,1.04747,260427,2022-07-01 00:05:00,260428,2022-07-01 00:10:00,260436,2022-07-01 00:50:00,2022-07-01 00:50:00,8,True,260437,2022-07-01 00:55:00,1.04725,0.000351428571429,1.04776,1.04784785714,5.97857142857,True,0.0836320191159,0.250896057348,0.376344086022,0.501792114695,2022
HYP-SCC-EURUSD-M5-001,HIGH:260672:2022-07-03T22:10:00,LONG,HIGH,260672,2022-07-01 20:30:00,260674,2022-07-01 20:40:00,1.0433,260687,2022-07-03 22:10:00,260688,2022-07-03 22:15:00,260690,2022-07-03 22:25:00,2022-07-03 22:25:00,2,True,260691,2022-07-03 22:30:00,1.04338,0.000358571428571,1.04297,1.04288035714,4.99642857143,True,0.100071479628,0.300214438885,0.450321658327,0.60042887777,2022
HYP-SCC-EURUSD-M5-001,LOW:261884:2022-07-08T02:25:00,SHORT,LOW,261884,2022-07-08 02:00:00,261886,2022-07-08 02:10:00,1.01738,261889,2022-07-08 02:25:00,261890,2022-07-08 02:30:00,261892,2022-07-08 02:40:00,2022-07-08 02:40:00,2,True,261893,2022-07-08 02:45:00,1.01734,0.000361428571429,1.0177,1.01779035714,4.50357142857,True,0.111022997621,0.333068992863,0.499603489294,0.666137985725,2022
HYP-SCC-EURUSD-M5-001,LOW:262160:2022-07-11T01:35:00,SHORT,LOW,262160,2022-07-11 01:05:00,262162,2022-07-11 01:15:00,1.01456,262166,2022-07-11 01:35:00,262167,2022-07-11 01:40:00,262175,2022-07-11 02:20:00,2022-07-11 02:20:00,8,True,262176,2022-07-11 02:25:00,1.01456,0.000394285714286,1.01465,1.01474857143,1.88571428572,True,0.265151515151,0.795454545454,1.19318181818,1.59090909091,2022
HYP-SCC-EURUSD-M5-001,LOW:265022:2022-07-25T00:30:00,SHORT,LOW,265022,2022-07-25 00:05:00,265024,2022-07-25 00:15:00,1.01914,265027,2022-07-25 00:30:00,265028,2022-07-25 00:35:00,265029,2022-07-25 00:40:00,2022-07-25 00:40:00,1,True,265030,2022-07-25 00:45:00,1.01912,0.000353571428571,1.01946,1.01954839286,4.28392857143,True,0.116715298041,0.350145894123,0.525218841184,0.700291788245,2022
HYP-SCC-EURUSD-M5-001,HIGH:265585:2022-07-27T00:05:00,LONG,HIGH,265585,2022-07-26 23:20:00,265587,2022-07-26 23:30:00,1.01337,265594,2022-07-27 00:05:00,265595,2022-07-27 00:10:00,265599,2022-07-27 00:30:00,2022-07-27 00:30:00,4,True,265600,2022-07-27 00:35:00,1.0134,0.000295,1.01316,1.01308625,3.1375,True,0.159362549801,0.478087649402,0.717131474103,0.956175298804,2022
HYP-SCC-EURUSD-M5-001,HIGH:266439:2022-08-01T00:15:00,LONG,HIGH,266439,2022-07-31 23:00:00,266441,2022-07-31 23:10:00,1.02168,266454,2022-08-01 00:15:00,266455,2022-08-01 00:20:00,266458,2022-08-01 00:35:00,2022-08-01 00:35:00,3,True,266459,2022-08-01 00:40:00,1.02185,0.000412142857143,1.0216,1.02149696429,3.53035714286,True,0.1416287304,0.424886191199,0.637329286798,0.849772382398,2022
HYP-SCC-EURUSD-M5-001,HIGH:267308:2022-08-04T00:30:00,LONG,HIGH,267308,2022-08-04 00:05:00,267310,2022-08-04 00:15:00,1.01614,267313,2022-08-04 00:30:00,267314,2022-08-04 00:35:00,267315,2022-08-04 00:40:00,2022-08-04 00:40:00,1,True,267316,2022-08-04 00:45:00,1.01629,0.000341428571429,1.01581,1.01572464286,5.65357142857,True,0.0884396715098,0.265319014529,0.397978521794,0.530638029059,2022
HYP-SCC-EURUSD-M5-001,LOW:267875:2022-08-08T00:00:00,SHORT,LOW,267875,2022-08-07 23:40:00,267877,2022-08-07 23:50:00,1.01713,267879,2022-08-08 00:00:00,267880,2022-08-08 00:05:00,267891,2022-08-08 01:00:00,2022-08-08 01:00:00,11,True,267892,2022-08-08 01:05:00,1.0166,0.000402142857143,1.01742,1.01752053571,9.20535714286,True,0.0543161978661,0.162948593598,0.244422890398,0.325897187197,2022
