symbol,engine,decision_time_utc,direction,decision_close,atr14,initial_risk_price,asian_high,asian_low,volume_ratio
EURUSD,ASIAN_RANGE_SWEEP_RECLAIM,2022-12-15 13:50:00+00:00,1,1.06473,0.0010231164709124934,0.0007746232941825415,1.06826,1.06457,1.7923121055651177
EURUSD,ASIAN_RANGE_SWEEP_RECLAIM,2022-12-16 08:00:00+00:00,1,1.064,0.0005489278159986013,0.0009797855631998864,1.06625,1.06345,2.0142039850069047
EURUSD,ASIAN_RANGE_SWEEP_RECLAIM,2022-12-16 14:30:00+00:00,1,1.06354,0.0007464299131143574,0.0015792859826226913,1.06625,1.06345,1.975763588689675
EURUSD,ASIAN_RANGE_SWEEP_RECLAIM,2022-12-19 12:55:00+00:00,-1,1.06063,0.0005390701382988536,0.0009678140276598857,1.06131,1.05822,1.4030561619368922
EURUSD,ASIAN_RANGE_SWEEP_RECLAIM,2022-12-19 15:45:00+00:00,1,1.05862,0.0007051076561002326,0.0009910215312198822,1.06131,1.05822,2.2046779310853686
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-20 07:25:00+00:00,1,1.0613,0.0006634472152925333,0.0024763447215292445,1.0652,1.05791,1.0754774173992119
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-20 12:45:00+00:00,-1,1.06179,0.000596994691019031,0.002889699469101892,1.0652,1.05791,1.02181006354113
EURUSD,ASIAN_RANGE_SWEEP_RECLAIM,2022-12-21 08:20:00+00:00,-1,1.06234,0.0005087742595454582,0.0007717548519090567,1.06265,1.06069,1.712211784799317
EURUSD,ASIAN_RANGE_SWEEP_RECLAIM,2022-12-21 12:15:00+00:00,1,1.06078,0.0005397135750074245,0.00039794271500159795,1.06265,1.06069,1.244649324991768
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-21 12:35:00+00:00,1,1.06248,0.0005778199035762895,0.00206778199035762,1.06265,1.06069,1.0528488852188274
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-21 13:20:00+00:00,1,1.0643,0.0005680475256108669,0.0038868047525610905,1.06265,1.06069,1.2846744048790084
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-22 12:55:00+00:00,1,1.06368,0.0004856572002487886,0.0023385657200247767,1.06487,1.06059,1.6511452303045557
EURUSD,ASIAN_RANGE_SWEEP_RECLAIM,2022-12-22 13:35:00+00:00,1,1.06089,0.0006079448408633255,0.0006615889681729215,1.06487,1.06059,3.0299494360171138
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-26 08:35:00+00:00,-1,1.06183,0.00015792842110940605,0.0012257928421108844,1.06342,1.05974,1.231953801732435
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-26 11:05:00+00:00,1,1.06257,0.0001599498406139839,0.000525994984061473,1.06342,1.05974,1.2917115177610332
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-26 12:20:00+00:00,-1,1.06224,0.0001561569396786751,0.0004956156939679435,1.06342,1.05974,1.9686162624821686
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-26 12:40:00+00:00,-1,1.06196,0.00018053645236784112,0.0007780536452368647,1.06342,1.05974,2.732394366197183
EURUSD,BAR_RANGE_COMPRESSION_BREAKOUT,2022-12-27 09:55:00+00:00,1,1.06606,0.0004611544350580646,0.0015661154435058222,1.06605,1.06343,1.362962962962963
