observation_date,WIMFSL
2003-10-20,1182.4
2003-10-27,1184.0
2003-11-03,1184.7
2003-11-10,1174.8
2003-11-17,1164.5
2003-11-24,1170.2
2003-12-01,1150.4
2003-12-08,1147.8
2003-12-15,1136.3
2003-12-22,1136.7
2003-12-29,1128.8
2004-01-05,1143.1
2004-01-12,1140.8
2004-01-19,1142.3
2004-01-26,1139.8
2004-02-02,1138.6
2004-02-09,1132.8
2004-02-16,1134.0
2004-02-23,1140.7
2004-03-01,1139.0
2004-03-08,1138.7
2004-03-15,1138.7
2004-03-22,1141.3
2004-03-29,1143.5
2004-04-05,1139.8
2004-04-12,1142.2
2004-04-19,1143.4
2004-04-26,1148.1
2004-05-03,1148.7
2004-05-10,1143.2
2004-05-17,1154.1
2004-05-24,1152.1
2004-05-31,1143.0
2004-06-07,1142.2
2004-06-14,1144.4
2004-06-21,1145.5
2004-06-28,1147.5
2004-07-05,1126.3
2004-07-12,1125.3
2004-07-19,1133.6
2004-07-26,1138.2
2004-08-02,1138.6
2004-08-09,1133.2
2004-08-16,1122.3
2004-08-23,1121.2
2004-08-30,1106.0
2004-09-06,1107.3
2004-09-13,1110.9
2004-09-20,1109.0
2004-09-27,1110.7
2004-10-04,1102.4
2004-10-11,1089.2
2004-10-18,1088.8
2004-10-25,1086.7
2004-11-01,1094.5
2004-11-08,1098.1
2004-11-15,1084.9
2004-11-22,1084.6
2004-11-29,1090.0
2004-12-06,1085.1
2004-12-13,1084.0
2004-12-20,1071.8
2004-12-27,1091.3
2005-01-03,1101.2
2005-01-10,1089.6
2005-01-17,1078.5
2005-01-24,1082.2
2005-01-31,1079.4
2005-02-07,1075.0
2005-02-14,1067.7
2005-02-21,1076.1
2005-02-28,1071.4
2005-03-07,1072.4
2005-03-14,1065.9
2005-03-21,1065.6
2005-03-28,1069.4
2005-04-04,1073.6
2005-04-11,1075.9
2005-04-18,1080.2
2005-04-25,1082.8
2005-05-02,1078.4
2005-05-09,1074.8
2005-05-16,1071.2
2005-05-23,1077.3
2005-05-30,1083.5
2005-06-06,1082.8
2005-06-13,1090.0
2005-06-20,1085.1
2005-06-27,1100.6
2005-07-04,1103.3
2005-07-11,1100.5
2005-07-18,1101.7
2005-07-25,1113.5
2005-08-01,1116.9
2005-08-08,1116.0
2005-08-15,1107.2
2005-08-22,1110.2
2005-08-29,1119.9
2005-09-05,1121.1
2005-09-12,1124.9
2005-09-19,1135.2
2005-09-26,1132.6
2005-10-03,1130.8
2005-10-10,1129.1
2005-10-17,1139.6
2005-10-24,1145.4
2005-10-31,1143.0
2005-11-07,1133.4
2005-11-14,1138.6
2005-11-21,1146.2
2005-11-28,1143.1
2005-12-05,1136.0
2005-12-12,1151.9
2005-12-19,1151.9
2005-12-26,1164.5
2006-01-02,1179.2
2006-01-09,1177.3
2006-01-16,1165.7
2006-01-23,1163.4
2006-01-30,1157.3
2006-02-06,1171.1
2006-02-13,1160.7
2006-02-20,1161.8
2006-02-27,1178.9
2006-03-06,1176.4
2006-03-13,1176.4
2006-03-20,1170.1
2006-03-27,1178.8
2006-04-03,1188.5
2006-04-10,1187.7
2006-04-17,1188.2
2006-04-24,1195.8
2006-05-01,1191.8
2006-05-08,1209.3
2006-05-15,1204.8
2006-05-22,1208.4
2006-05-29,1213.4
2006-06-05,1208.8
2006-06-12,1220.6
2006-06-19,1239.6
2006-06-26,1241.4
2006-07-03,1239.2
2006-07-10,1251.1
2006-07-17,1247.3
2006-07-24,1252.5
2006-07-31,1252.8
2006-08-07,1269.1
2006-08-14,1262.4
2006-08-21,1267.8
2006-08-28,1271.8
2006-09-04,1273.3
2006-09-11,1282.8
2006-09-18,1290.5
2006-09-25,1292.7
2006-10-02,1289.4
2006-10-09,1309.6
2006-10-16,1313.7
2006-10-23,1314.4
2006-10-30,1303.9
2006-11-06,1321.3
2006-11-13,1316.5
2006-11-20,1323.9
2006-11-27,1333.8
2006-12-04,1352.5
2006-12-11,1355.8
2006-12-18,1375.1
2006-12-25,1377.9
2007-01-01,1373.8
2007-01-08,1374.3
2007-01-15,1353.2
2007-01-22,1347.1
2007-01-29,1350.9
2007-02-05,1339.4
2007-02-12,1362.0
2007-02-19,1373.6
2007-02-26,1388.0
2007-03-05,1382.8
2007-03-12,1397.3
2007-03-19,1401.6
2007-03-26,1406.3
2007-04-02,1411.9
2007-04-09,1427.5
2007-04-16,1436.0
2007-04-23,1434.0
2007-04-30,1438.0
2007-05-07,1465.7
2007-05-14,1466.4
2007-05-21,1477.0
2007-05-28,1477.1
2007-06-04,1475.8
2007-06-11,1493.4
2007-06-18,1506.6
2007-06-25,1513.0
2007-07-02,1523.4
2007-07-09,1542.2
2007-07-16,1548.7
2007-07-23,1545.5
2007-07-30,1555.0
2007-08-06,1573.7
2007-08-13,1599.5
2007-08-20,1633.5
2007-08-27,1669.5
2007-09-03,1671.9
2007-09-10,1710.4
2007-09-17,1738.8
2007-09-24,1754.1
2007-10-01,1781.3
2007-10-08,1812.0
2007-10-15,1808.0
2007-10-22,1830.3
2007-10-29,1862.1
2007-11-05,1851.6
2007-11-12,1894.8
2007-11-19,1905.2
2007-11-26,1901.6
2007-12-03,1922.6
2007-12-10,1940.5
2007-12-17,1942.1
2007-12-24,1948.5
2007-12-31,1928.8
2008-01-07,1922.9
2008-01-14,1940.1
2008-01-21,1948.7
2008-01-28,1994.0
2008-02-04,2036.6
2008-02-11,2072.4
2008-02-18,2099.6
2008-02-25,2108.8
2008-03-03,2137.3
2008-03-10,2160.3
2008-03-17,2168.0
2008-03-24,2188.7
2008-03-31,2211.9
2008-04-07,2215.0
2008-04-14,2227.7
2008-04-21,2220.3
2008-04-28,2227.2
2008-05-05,2196.7
2008-05-12,2233.5
2008-05-19,2259.8
2008-05-26,2273.1
2008-06-02,2276.8
2008-06-09,2288.6
2008-06-16,2282.2
2008-06-23,2279.7
2008-06-30,2262.8
2008-07-07,2280.0
2008-07-14,2297.3
2008-07-21,2292.3
2008-07-28,2290.6
2008-08-04,2302.1
2008-08-11,2317.3
2008-08-18,2322.4
2008-08-25,2306.6
2008-09-01,2315.0
2008-09-08,2337.3
2008-09-15,2316.8
2008-09-22,2233.0
2008-09-29,2223.0
2008-10-06,2227.6
2008-10-13,2242.7
2008-10-20,2286.3
2008-10-27,2299.8
2008-11-03,2328.2
2008-11-10,2347.3
2008-11-17,2363.6
2008-11-24,2390.6
2008-12-01,2407.5
2008-12-08,2415.8
2008-12-15,2424.8
2008-12-22,2445.1
2008-12-29,2462.1
2009-01-05,2474.9
2009-01-12,2489.9
2009-01-19,2515.4
2009-01-26,2497.4
2009-02-02,2519.5
2009-02-09,2534.0
2009-02-16,2529.8
2009-02-23,2520.3
2009-03-02,2535.4
2009-03-09,2556.9
2009-03-16,2550.3
2009-03-23,2547.2
2009-03-30,2540.4
2009-04-06,2545.2
2009-04-13,2541.2
2009-04-20,2553.1
2009-04-27,2562.8
2009-05-04,2581.6
2009-05-11,2571.4
2009-05-18,2571.1
2009-05-25,2557.9
2009-06-01,2573.9
2009-06-08,2564.4
2009-06-15,2552.7
2009-06-22,2531.2
2009-06-29,2557.8
2009-07-06,2545.4
2009-07-13,2526.1
2009-07-20,2522.2
2009-07-27,2532.8
2009-08-03,2528.6
2009-08-10,2496.3
2009-08-17,2474.6
2009-08-24,2453.7
2009-08-31,2458.1
2009-09-07,2457.3
2009-09-14,2426.8
2009-09-21,2410.9
2009-09-28,2418.2
2009-10-05,2377.1
2009-10-12,2377.1
2009-10-19,2347.8
2009-10-26,2322.7
2009-11-02,2327.4
2009-11-09,2302.1
2009-11-16,2288.7
2009-11-23,2291.4
2009-11-30,2278.1
2009-12-07,2261.4
2009-12-14,2241.4
2009-12-21,2217.4
2009-12-28,2206.7
2010-01-04,2217.8
2010-01-11,2214.7
2010-01-18,2193.0
2010-01-25,2162.3
2010-02-01,2144.3
2010-02-08,2144.5
2010-02-15,2131.4
2010-02-22,2104.2
2010-03-01,2109.3
2010-03-08,2090.8
2010-03-15,2063.9
2010-03-22,2027.7
2010-03-29,2021.5
2010-04-05,2006.7
2010-04-12,1980.2
2010-04-19,1956.0
2010-04-26,1937.9
2010-05-03,1943.0
2010-05-10,1930.0
2010-05-17,1928.9
2010-05-24,1903.5
2010-05-31,1896.6
2010-06-07,1894.2
2010-06-14,1886.3
2010-06-21,1886.3
2010-06-28,1896.7
2010-07-05,1905.1
2010-07-12,1904.3
2010-07-19,1894.2
2010-07-26,1882.3
2010-08-02,1894.8
2010-08-09,1914.5
2010-08-16,1907.9
2010-08-23,1906.8
2010-08-30,1906.4
2010-09-06,1914.0
2010-09-13,1909.4
2010-09-20,1911.3
2010-09-27,1906.7
2010-10-04,1910.1
2010-10-11,1900.2
2010-10-18,1898.4
2010-10-25,1883.6
2010-11-01,1903.4
2010-11-08,1904.0
2010-11-15,1895.7
2010-11-22,1888.1
2010-11-29,1891.4
2010-12-06,1887.5
2010-12-13,1882.3
2010-12-20,1858.1
2010-12-27,1841.8
2011-01-03,1846.5
2011-01-10,1827.3
2011-01-17,1820.0
2011-01-24,1796.1
2011-01-31,1790.1
2011-02-07,1783.4
2011-02-14,1785.3
2011-02-21,1802.6
2011-02-28,1798.0
2011-03-07,1807.2
2011-03-14,1809.0
2011-03-21,1820.8
2011-03-28,1814.7
2011-04-04,1831.6
2011-04-11,1839.2
2011-04-18,1855.3
2011-04-25,1835.5
2011-05-02,1857.2
2011-05-09,1863.9
2011-05-16,1870.3
2011-05-23,1863.0
2011-05-30,1862.5
2011-06-06,1852.2
2011-06-13,1851.5
2011-06-20,1843.3
2011-06-27,1834.1
2011-07-04,1826.1
2011-07-11,1820.8
2011-07-18,1828.1
2011-07-25,1809.1
2011-08-01,1770.2
2011-08-08,1703.4
2011-08-15,1729.0
2011-08-22,1728.0
2011-08-29,1723.6
2011-09-05,1739.8
2011-09-12,1740.7
2011-09-19,1743.0
2011-09-26,1735.7
2011-10-03,1744.5
2011-10-10,1743.9
2011-10-17,1735.6
2011-10-24,1739.1
2011-10-31,1730.1
2011-11-07,1724.8
2011-11-14,1729.8
2011-11-21,1735.5
2011-11-28,1727.7
2011-12-05,1728.5
2011-12-12,1725.0
2011-12-19,1731.7
2011-12-26,1752.7
2012-01-02,1737.1
2012-01-09,1727.8
2012-01-16,1732.1
2012-01-23,1733.7
2012-01-30,1718.7
2012-02-06,1712.7
2012-02-13,1708.2
2012-02-20,1722.5
2012-02-27,1729.4
2012-03-05,1725.0
2012-03-12,1723.5
2012-03-19,1732.6
2012-03-26,1732.8
2012-04-02,1718.1
2012-04-09,1711.2
2012-04-16,1707.5
2012-04-23,1733.1
2012-04-30,1734.0
2012-05-07,1729.1
2012-05-14,1719.6
2012-05-21,1716.7
2012-05-28,1710.3
2012-06-04,1724.4
2012-06-11,1710.7
2012-06-18,1713.6
2012-06-25,1709.4
2012-07-02,1712.7
2012-07-09,1705.9
2012-07-16,1710.9
2012-07-23,1707.2
2012-07-30,1721.6
2012-08-06,1728.9
2012-08-13,1720.6
2012-08-20,1726.7
2012-08-27,1717.4
2012-09-03,1718.3
2012-09-10,1718.4
2012-09-17,1726.1
2012-09-24,1730.8
2012-10-01,1726.0
2012-10-08,1712.7
2012-10-15,1707.1
2012-10-22,1726.7
2012-10-29,1711.3
2012-11-05,1695.0
2012-11-12,1712.0
2012-11-19,1705.7
2012-11-26,1713.2
2012-12-03,1712.4
2012-12-10,1723.2
2012-12-17,1714.7
2012-12-24,1715.0
2012-12-31,1716.1
2013-01-07,1737.3
2013-01-14,1742.8
2013-01-21,1743.3
2013-01-28,1744.6
2013-02-04,1755.7
2013-02-11,1753.4
2013-02-18,1744.5
2013-02-25,1731.2
2013-03-04,1734.2
2013-03-11,1722.5
2013-03-18,1735.6
2013-03-25,1732.4
2013-04-01,1733.1
2013-04-08,1750.4
2013-04-15,1743.2
2013-04-22,1744.4
2013-04-29,1741.0
2013-05-06,1724.9
2013-05-13,1732.2
2013-05-20,1732.0
2013-05-27,1747.3
2013-06-03,1756.0
2013-06-10,1745.1
2013-06-17,1742.9
2013-06-24,1737.1
2013-07-01,1730.5
2013-07-08,1730.4
2013-07-15,1739.9
2013-07-22,1756.3
2013-07-29,1748.6
2013-08-05,1748.4
2013-08-12,1739.3
2013-08-19,1736.1
2013-08-26,1737.6
2013-09-02,1743.0
2013-09-09,1743.2
2013-09-16,1759.6
2013-09-23,1779.7
2013-09-30,1797.2
2013-10-07,1789.3
2013-10-14,1759.9
2013-10-21,1721.2
2013-10-28,1764.3
2013-11-04,1773.7
2013-11-11,1769.2
2013-11-18,1763.7
2013-11-25,1754.0
2013-12-02,1757.2
2013-12-09,1765.2
2013-12-16,1756.6
2013-12-23,1741.8
2013-12-30,1745.3
2014-01-06,1762.3
2014-01-13,1755.1
2014-01-20,1752.9
2014-01-27,1763.7
2014-02-03,1765.5
2014-02-10,1767.2
2014-02-17,1768.3
2014-02-24,1735.0
2014-03-03,1751.5
2014-03-10,1753.0
2014-03-17,1753.3
2014-03-24,1750.0
2014-03-31,1740.3
2014-04-07,1742.2
2014-04-14,1727.2
2014-04-21,1724.7
2014-04-28,1734.5
2014-05-05,1733.3
2014-05-12,1737.9
2014-05-19,1735.1
2014-05-26,1727.3
2014-06-02,1727.1
2014-06-09,1721.0
2014-06-16,1729.3
2014-06-23,1724.3
2014-06-30,1726.1
2014-07-07,1739.7
2014-07-14,1730.5
2014-07-21,1723.9
2014-07-28,1716.9
2014-08-04,1716.1
2014-08-11,1708.3
2014-08-18,1709.6
2014-08-25,1713.0
2014-09-01,1723.4
2014-09-08,1724.4
2014-09-15,1728.3
2014-09-22,1729.8
2014-09-29,1730.7
2014-10-06,1751.8
2014-10-13,1756.4
2014-10-20,1747.8
2014-10-27,1743.2
2014-11-03,1757.3
2014-11-10,1758.4
2014-11-17,1762.8
2014-11-24,1771.8
2014-12-01,1768.6
2014-12-08,1779.1
2014-12-15,1781.3
2014-12-22,1782.2
2014-12-29,1792.6
2015-01-05,1801.9
2015-01-12,1785.2
2015-01-19,1785.3
2015-01-26,1791.4
2015-02-02,1789.9
2015-02-09,1786.6
2015-02-16,1782.1
2015-02-23,1783.7
2015-03-02,1787.2
2015-03-09,1774.7
2015-03-16,1791.2
2015-03-23,1802.1
2015-03-30,1813.7
2015-04-06,1784.9
2015-04-13,1784.7
2015-04-20,1778.6
2015-04-27,1784.4
2015-05-04,1782.9
2015-05-11,1787.0
2015-05-18,1781.7
2015-05-25,1796.9
2015-06-01,1793.6
2015-06-08,1795.1
2015-06-15,1788.6
2015-06-22,1800.8
2015-06-29,1799.9
2015-07-06,1811.5
2015-07-13,1815.2
2015-07-20,1811.6
2015-07-27,1828.4
2015-08-03,1829.0
2015-08-10,1836.6
2015-08-17,1828.4
2015-08-24,1832.5
2015-08-31,1828.8
2015-09-07,1820.8
2015-09-14,1800.6
2015-09-21,1801.7
2015-09-28,1805.6
2015-10-05,1811.2
2015-10-12,1823.8
2015-10-19,1843.5
2015-10-26,1841.8
2015-11-02,1852.2
2015-11-09,1837.4
2015-11-16,1834.8
2015-11-23,1832.1
2015-11-30,1827.2
2015-12-07,1836.3
2015-12-14,1832.5
2015-12-21,1789.9
2015-12-28,1798.3
2016-01-04,1799.1
2016-01-11,1711.2
2016-01-18,1724.2
2016-01-25,1731.3
2016-02-01,1736.2
2016-02-08,1744.2
2016-02-15,1737.6
2016-02-22,1752.6
2016-02-29,1761.4
2016-03-07,1789.2
2016-03-14,1784.5
2016-03-21,1777.2
2016-03-28,1774.7
2016-04-04,1795.1
2016-04-11,1774.9
2016-04-18,1791.5
2016-04-25,1779.4
2016-05-02,1787.5
2016-05-09,1789.9
2016-05-16,1787.0
2016-05-23,1790.7
2016-05-30,1797.8
2016-06-06,1799.2
2016-06-13,1789.4
2016-06-20,1796.0
2016-06-27,1805.9
2016-07-04,1815.7
2016-07-11,1795.1
2016-07-18,1805.9
2016-07-25,1801.3
2016-08-01,1796.8
2016-08-08,1816.4
2016-08-15,1814.8
2016-08-22,1792.1
2016-08-29,1808.9
2016-09-05,1815.4
2016-09-12,1788.5
2016-09-19,1768.7
2016-09-26,1782.8
2016-10-03,1786.3
2016-10-10,1751.0
2016-10-17,1748.6
2016-10-24,1733.7
2016-10-31,1735.1
2016-11-07,1756.3
2016-11-14,1742.4
2016-11-21,1739.6
2016-11-28,1748.0
2016-12-05,1753.4
2016-12-12,1754.8
2016-12-19,1743.5
2016-12-26,1740.5
2017-01-02,1738.3
2017-01-09,1731.4
2017-01-16,1712.2
2017-01-23,1703.1
2017-01-30,1719.0
2017-02-06,1726.0
2017-02-13,1711.2
2017-02-20,1716.0
2017-02-27,1716.5
2017-03-06,1711.7
2017-03-13,1711.6
2017-03-20,1717.9
2017-03-27,1706.6
2017-04-03,1703.3
2017-04-10,1709.4
2017-04-17,1718.7
2017-04-24,1729.9
2017-05-01,1743.5
2017-05-08,1744.7
2017-05-15,1746.4
2017-05-22,1742.2
2017-05-29,1737.5
2017-06-05,1741.7
2017-06-12,1739.3
2017-06-19,1732.5
2017-06-26,1732.0
2017-07-03,1727.1
2017-07-10,1727.6
2017-07-17,1717.3
2017-07-24,1714.0
2017-07-31,1731.0
2017-08-07,1740.8
2017-08-14,1750.5
2017-08-21,1758.4
2017-08-28,1776.8
2017-09-04,1768.8
2017-09-11,1779.8
2017-09-18,1803.9
2017-09-25,1796.2
2017-10-02,1794.6
2017-10-09,1799.5
2017-10-16,1799.0
2017-10-23,1813.3
2017-10-30,1803.8
2017-11-06,1785.4
2017-11-13,1784.9
2017-11-20,1782.0
2017-11-27,1794.9
2017-12-04,1819.5
2017-12-11,1815.9
2017-12-18,1828.3
2017-12-25,1830.3
2018-01-01,1836.3
2018-01-08,1834.0
2018-01-15,1838.5
2018-01-22,1837.6
2018-01-29,1838.1
2018-02-05,1827.0
2018-02-12,1836.3
2018-02-19,1836.7
2018-02-26,1851.1
2018-03-05,1849.2
2018-03-12,1854.9
2018-03-19,1832.3
2018-03-26,1858.5
2018-04-02,1857.4
2018-04-09,1869.5
2018-04-16,1871.9
2018-04-23,1878.2
2018-04-30,1877.3
2018-05-07,1879.4
2018-05-14,1876.3
2018-05-21,1881.8
2018-05-28,1873.5
2018-06-04,1881.8
2018-06-11,1907.4
2018-06-18,1895.8
2018-06-25,1863.8
2018-07-02,1878.6
2018-07-09,1868.8
2018-07-16,1882.3
2018-07-23,1882.1
2018-07-30,1873.5
2018-08-06,1881.9
2018-08-13,1864.8
2018-08-20,1864.1
2018-08-27,1851.2
2018-09-03,1856.9
2018-09-10,1874.0
2018-09-17,1875.1
2018-09-24,1870.4
2018-10-01,1867.3
2018-10-08,1855.1
2018-10-15,1863.2
2018-10-22,1857.0
2018-10-29,1852.0
2018-11-05,1848.1
2018-11-12,1852.1
2018-11-19,1862.5
2018-11-26,1874.1
2018-12-03,1852.2
2018-12-10,1823.3
2018-12-17,1877.9
2018-12-24,1894.4
2018-12-31,1884.7
2019-01-07,1881.8
2019-01-14,1895.7
2019-01-21,1895.0
2019-01-28,1895.0
2019-02-04,1891.8
2019-02-11,1908.0
2019-02-18,1921.5
2019-02-25,1913.3
2019-03-04,1915.7
2019-03-11,1935.8
2019-03-18,1944.8
2019-03-25,1924.7
2019-04-01,1944.3
2019-04-08,1954.5
2019-04-15,1949.7
2019-04-22,1939.3
2019-04-29,1944.6
2019-05-06,1963.7
2019-05-13,1966.1
2019-05-20,1976.0
2019-05-27,1993.0
2019-06-03,2002.6
2019-06-10,2003.6
2019-06-17,2020.2
2019-06-24,2055.9
2019-07-01,2048.9
2019-07-08,2081.8
2019-07-15,2081.6
2019-07-22,2089.2
2019-07-29,2102.7
2019-08-05,2098.8
2019-08-12,2122.3
2019-08-19,2136.8
2019-08-26,2142.1
2019-09-02,2132.3
2019-09-09,2144.2
2019-09-16,2154.9
2019-09-23,2170.3
2019-09-30,2184.2
2019-10-07,2201.7
2019-10-14,2200.1
2019-10-21,2206.0
2019-10-28,2206.5
2019-11-04,2226.3
2019-11-11,2249.2
2019-11-18,2253.5
2019-11-25,2225.8
2019-12-02,2248.6
2019-12-09,2253.1
2019-12-16,2255.5
2019-12-23,2256.7
2019-12-30,2246.1
2020-01-06,2264.6
2020-01-13,2268.6
2020-01-20,2273.5
2020-01-27,2275.9
2020-02-03,2268.7
2020-02-10,2260.0
2020-02-17,2255.4
2020-02-24,2270.4
2020-03-02,2260.9
2020-03-09,2283.9
2020-03-16,2366.8
2020-03-23,2546.1
2020-03-30,2780.6
2020-04-06,2957.1
2020-04-13,3021.6
2020-04-20,3109.5
2020-04-27,3245.3
2020-05-04,3313.8
2020-05-11,3339.9
2020-05-18,3344.8
2020-05-25,3329.4
2020-06-01,3318.0
2020-06-08,3272.6
2020-06-15,3242.7
2020-06-22,3246.6
2020-06-29,3248.6
2020-07-06,3205.4
2020-07-13,3200.4
2020-07-20,3123.7
2020-07-27,3150.4
2020-08-03,3136.4
2020-08-10,3122.9
2020-08-17,3090.1
2020-08-24,3072.7
2020-08-31,3066.7
2020-09-07,3041.6
2020-09-14,3003.9
2020-09-21,2980.8
2020-09-28,2969.2
2020-10-05,2953.2
2020-10-12,2932.3
2020-10-19,2926.6
2020-10-26,2915.4
2020-11-02,2894.3
2020-11-09,2865.3
2020-11-16,2839.9
2020-11-23,2859.7
2020-11-30,2835.3
2020-12-07,2836.9
2020-12-14,2836.1
2020-12-21,2790.3
2020-12-28,2834.1
2021-01-04,2789.8
2021-01-11,2807.8
2021-01-18,2816.9
2021-01-25,2826.1
2021-02-01,2840.9
