symbol,direction,entry_date,exit_date,gross_pips,net_a_pips,net_b_pips,family
USDJPY,1,2024-01-12,2024-03-08,214.40000000000055,212.90000000000055,211.40000000000055,control
EURUSD,1,2024-03-08,2024-03-15,-49.800000000002065,-51.300000000002065,-52.800000000002065,control
GBPUSD,1,2024-03-15,2024-03-22,-133.2,-134.7,-136.2,control
USDJPY,1,2024-03-22,2024-05-17,419.80000000000075,418.30000000000075,416.80000000000075,control
EURUSD,1,2024-05-17,2024-05-24,-22.800000000000598,-24.300000000000598,-25.800000000000598,control
GBPUSD,1,2024-05-24,2024-05-31,4.300000000001525,2.800000000001525,1.3000000000015248,control
USDJPY,1,2024-05-31,2024-06-07,-45.79999999999984,-47.29999999999984,-48.79999999999984,control
GBPUSD,1,2024-06-07,2024-06-14,-29.69999999999917,-31.19999999999917,-32.69999999999917,control
USDJPY,1,2024-06-14,2024-07-12,50.60000000000002,49.10000000000002,47.60000000000002,control
EURUSD,1,2024-07-12,2024-07-19,-21.599999999999397,-23.099999999999397,-24.599999999999397,control
GBPUSD,1,2024-07-19,2024-08-02,-107.60000000000102,-109.10000000000102,-110.60000000000102,control
EURUSD,1,2024-08-09,2024-08-30,131.3999999999993,129.8999999999993,128.3999999999993,control
GBPUSD,1,2024-08-30,2024-10-04,-0.7999999999985796,-2.2999999999985796,-3.7999999999985796,control
USDJPY,1,2024-10-04,2024-11-29,99.89999999999952,98.39999999999952,96.89999999999952,control
GBPUSD,1,2024-12-13,2024-12-20,-52.299999999998455,-53.799999999998455,-55.299999999998455,control
USDJPY,1,2024-12-20,2025-01-17,-16.40000000000157,-17.90000000000157,-19.40000000000157,control
EURUSD,1,2025-01-24,2025-02-07,-165.69999999999973,-167.19999999999973,-168.69999999999973,control
GBPUSD,1,2025-02-07,2025-03-07,519.4999999999994,517.9999999999994,516.4999999999994,control
EURUSD,1,2025-03-07,2025-05-09,414.09999999999945,412.59999999999945,411.09999999999945,control
GBPUSD,1,2025-05-09,2025-05-16,-21.800000000000708,-23.300000000000708,-24.800000000000708,control
USDJPY,1,2025-05-16,2025-05-30,-161.19999999999948,-162.69999999999948,-164.19999999999948,control
GBPUSD,1,2025-05-30,2025-06-13,120.89999999999934,119.39999999999934,117.89999999999934,control
EURUSD,1,2025-06-13,2025-07-11,139.1999999999993,137.6999999999993,136.1999999999993,control
USDJPY,1,2025-07-11,2025-08-15,-25.699999999997658,-27.199999999997658,-28.699999999997658,control
GBPUSD,1,2025-08-15,2025-08-22,-26.69999999999728,-28.19999999999728,-29.69999999999728,control
USDJPY,1,2025-08-22,2025-08-29,5.699999999998795,4.199999999998795,2.699999999998795,control
EURUSD,1,2025-08-29,2025-09-05,34.19999999999978,32.69999999999978,31.199999999999783,control
USDJPY,1,2025-09-05,2025-09-12,26.69999999999959,25.19999999999959,23.69999999999959,control
EURUSD,1,2025-09-12,2025-09-26,-35.00000000000058,-36.50000000000058,-38.00000000000058,control
USDJPY,1,2025-09-26,2025-10-03,-201.6999999999996,-203.1999999999996,-204.6999999999996,control
EURUSD,1,2025-10-03,2025-10-10,-118.30000000000007,-119.80000000000007,-121.30000000000007,control
USDJPY,1,2025-10-10,2025-11-07,224.50000000000045,223.00000000000045,221.50000000000045,control
USDJPY,1,2025-11-14,2025-12-05,80.29999999999973,78.79999999999973,77.29999999999973,control
GBPUSD,1,2025-12-05,2026-01-16,45.699999999999626,44.199999999999626,42.699999999999626,control
USDJPY,1,2026-01-16,2026-01-30,-327.1000000000015,-328.6000000000015,-330.1000000000015,control
GBPUSD,1,2026-01-30,2026-02-06,-72.40000000000136,-73.90000000000136,-75.40000000000136,control
EURUSD,1,2026-02-06,2026-02-27,-0.9000000000014552,-2.400000000001455,-3.900000000001455,control
USDJPY,1,2026-02-27,2026-04-10,326.20000000000005,324.70000000000005,323.20000000000005,control
EURUSD,1,2026-04-10,2026-05-01,-7.999999999999119,-9.499999999999119,-10.999999999999119,control
GBPUSD,1,2026-05-01,2026-05-15,-243.99999999999977,-245.49999999999977,-246.99999999999977,control
USDJPY,1,2026-05-29,2026-06-30,327.200000000002,325.700000000002,324.200000000002,control
