symbol,direction,entry_time,exit_time,gross_pips,net_a_pips,net_b_pips,family,carry
EURUSD,-1,2023-10-31T00:00:00+00:00,2023-10-31T08:00:00+00:00,-58.89999999999951,-60.39999999999951,-61.89999999999951,candidate,-1.3099999999999996
EURUSD,-1,2023-11-01T00:00:00+00:00,2023-11-01T08:00:00+00:00,19.800000000000928,18.300000000000928,16.800000000000928,candidate,-1.3499999999999996
EURUSD,-1,2023-11-02T00:00:00+00:00,2023-11-02T08:00:00+00:00,-25.999999999999357,-27.499999999999357,-28.999999999999357,candidate,-1.3200000000000003
EURUSD,-1,2023-11-03T00:00:00+00:00,2023-11-03T08:00:00+00:00,-25.999999999999357,-27.499999999999357,-28.999999999999357,candidate,-1.33
EURUSD,-1,2023-11-06T00:00:00+00:00,2023-11-06T08:00:00+00:00,-18.899999999999473,-20.399999999999473,-21.899999999999473,candidate,-1.33
EURUSD,-1,2023-11-07T00:00:00+00:00,2023-11-07T08:00:00+00:00,26.600000000001067,25.100000000001067,23.600000000001067,candidate,-1.3200000000000003
EURUSD,-1,2023-11-08T00:00:00+00:00,2023-11-08T08:00:00+00:00,26.500000000000412,25.000000000000412,23.500000000000412,candidate,-1.3200000000000003
EURUSD,-1,2023-11-09T00:00:00+00:00,2023-11-09T08:00:00+00:00,14.300000000000423,12.800000000000423,11.300000000000423,candidate,-1.3200000000000003
EURUSD,-1,2023-11-10T00:00:00+00:00,2023-11-10T08:00:00+00:00,-5.399999999999849,-6.899999999999849,-8.39999999999985,candidate,-1.3200000000000003
EURUSD,-1,2023-11-13T00:00:00+00:00,2023-11-13T08:00:00+00:00,-3.0999999999981043,-4.599999999998104,-6.099999999998104,candidate,-1.33
EURUSD,-1,2023-11-14T00:00:00+00:00,2023-11-14T08:00:00+00:00,-17.099999999998783,-18.599999999998783,-20.099999999998783,candidate,-1.3200000000000003
EURUSD,-1,2023-11-15T00:00:00+00:00,2023-11-15T08:00:00+00:00,19.800000000000928,18.300000000000928,16.800000000000928,candidate,-1.3200000000000003
EURUSD,-1,2023-11-16T00:00:00+00:00,2023-11-16T08:00:00+00:00,-7.299999999998974,-8.799999999998974,-10.299999999998974,candidate,-1.3200000000000003
EURUSD,-1,2023-11-17T00:00:00+00:00,2023-11-17T08:00:00+00:00,-0.10000000000065512,-1.6000000000006551,-3.100000000000655,candidate,-1.3200000000000003
EURUSD,-1,2023-11-20T00:00:00+00:00,2023-11-20T08:00:00+00:00,-28.399999999999537,-29.899999999999537,-31.399999999999537,candidate,-1.33
EURUSD,-1,2023-11-21T00:00:00+00:00,2023-11-21T08:00:00+00:00,8.60000000000083,7.100000000000829,5.600000000000829,candidate,-1.3099999999999996
EURUSD,-1,2023-11-22T00:00:00+00:00,2023-11-22T08:00:00+00:00,10.999999999998789,9.499999999998789,7.9999999999987885,candidate,-1.3099999999999996
EURUSD,-1,2023-11-23T00:00:00+00:00,2023-11-23T08:00:00+00:00,-28.300000000001102,-29.800000000001102,-31.300000000001102,candidate,-1.3099999999999996
EURUSD,-1,2023-11-24T00:00:00+00:00,2023-11-24T08:00:00+00:00,-0.9999999999998899,-2.49999999999989,-3.99999999999989,candidate,-1.33
EURUSD,-1,2023-11-27T00:00:00+00:00,2023-11-27T08:00:00+00:00,-1.7000000000000348,-3.200000000000035,-4.700000000000035,candidate,-1.33
EURUSD,-1,2023-11-28T00:00:00+00:00,2023-11-28T08:00:00+00:00,4.00000000000178,2.50000000000178,1.00000000000178,candidate,-1.3200000000000003
EURUSD,-1,2023-11-29T00:00:00+00:00,2023-11-29T08:00:00+00:00,31.49999999999986,29.99999999999986,28.49999999999986,candidate,-1.3200000000000003
EURUSD,-1,2023-11-30T00:00:00+00:00,2023-11-30T08:00:00+00:00,44.69999999999974,43.19999999999974,41.69999999999974,candidate,-1.3099999999999996
EURUSD,-1,2023-12-01T00:00:00+00:00,2023-12-01T08:00:00+00:00,8.999999999999009,7.499999999999009,5.999999999999009,candidate,-1.33
EURUSD,-1,2023-12-04T00:00:00+00:00,2023-12-04T08:00:00+00:00,-1.2999999999996348,-2.799999999999635,-4.299999999999635,candidate,-1.33
EURUSD,-1,2023-12-05T00:00:00+00:00,2023-12-05T08:00:00+00:00,6.999999999999229,5.499999999999229,3.999999999999229,candidate,-1.37
