symbol,direction,entry_date,exit_date,gross_pips,net_a_pips,net_b_pips,family,d_spec_oi,exit_reason
GBPUSD,-1,2022-03-07,2022-03-11,176.60000000000008,175.10000000000008,173.60000000000008,candidate,-0.03695207887892991,friday_flat
EURUSD,1,2022-03-14,2022-03-18,134.79999999999936,133.29999999999936,131.79999999999936,candidate,0.07325980301744808,friday_flat
GBPUSD,-1,2022-03-14,2022-03-17,-177.49285714285577,-178.99285714285577,-180.49285714285577,candidate,-0.07841274481145864,stop
USDJPY,-1,2022-03-14,2022-03-15,-106.81071428571443,-108.31071428571443,-109.81071428571443,candidate,0.01810880617970798,stop
GBPUSD,-1,2022-03-21,2022-03-25,-14.700000000000824,-16.200000000000824,-17.700000000000824,candidate,-0.08371786770601573,friday_flat
USDJPY,1,2022-03-21,2022-03-25,298.6999999999995,297.1999999999995,295.6999999999995,candidate,-0.0582827495312877,friday_flat
EURUSD,1,2022-03-28,2022-04-01,60.50000000000111,59.00000000000111,57.50000000000111,candidate,0.448736855604001,friday_flat
GBPUSD,1,2022-03-28,2022-04-01,-59.80000000000096,-61.30000000000096,-62.80000000000096,candidate,0.024367437867887507,friday_flat
USDJPY,1,2022-03-28,2022-04-01,55.49999999999926,53.99999999999926,52.49999999999926,candidate,-0.13178175899702282,friday_flat
GBPUSD,1,2022-04-04,2022-04-08,-49.89999999999828,-51.39999999999828,-52.89999999999828,candidate,0.06732779176787823,friday_flat
USDJPY,1,2022-04-04,2022-04-08,168.40000000000117,166.90000000000117,165.40000000000117,candidate,-0.057109362614623405,friday_flat
EURUSD,-1,2022-04-11,2022-04-15,104.60000000000136,103.10000000000136,101.60000000000136,candidate,-0.6790268019776217,friday_flat
GBPUSD,-1,2022-04-11,2022-04-15,-37.4999999999992,-38.9999999999992,-40.4999999999992,candidate,-0.03755886278361159,friday_flat
USDJPY,1,2022-04-11,2022-04-15,234.29999999999893,232.79999999999893,231.29999999999893,candidate,-0.016935227502611293,friday_flat
EURUSD,1,2022-04-18,2022-04-22,1.500000000000945,9.450218385609332e-13,-1.499999999999055,candidate,0.0719003501928277,friday_flat
GBPUSD,-1,2022-04-18,2022-04-22,206.60000000000122,205.10000000000122,203.60000000000122,candidate,-0.049392245441840815,friday_flat
USDJPY,1,2022-04-18,2022-04-22,222.50000000000085,221.00000000000085,219.50000000000085,candidate,-0.03655619531953562,friday_flat
GBPUSD,-1,2022-04-25,2022-04-29,256.7000000000008,255.20000000000078,253.70000000000078,candidate,-0.016996020502626948,friday_flat
EURUSD,1,2022-05-02,2022-05-06,1.7999999999984695,0.2999999999984695,-1.2000000000015305,candidate,0.03843974722161691,friday_flat
GBPUSD,-1,2022-05-02,2022-05-06,242.2000000000013,240.7000000000013,239.2000000000013,candidate,-0.07525147365025367,friday_flat
USDJPY,-1,2022-05-02,2022-05-06,-82.69999999999982,-84.19999999999982,-85.69999999999982,candidate,0.05789617428937583,friday_flat
EURUSD,1,2022-05-09,2022-05-12,-154.39285714285765,-155.89285714285765,-157.39285714285765,candidate,0.02430821626223925,stop
USDJPY,1,2022-05-09,2022-05-12,-222.05357142857167,-223.55357142857167,-225.05357142857167,candidate,-0.029386255803275342,stop
EURUSD,1,2022-05-16,2022-05-20,162.29999999999967,160.79999999999967,159.29999999999967,candidate,0.015504842665336492,friday_flat
EURUSD,1,2022-05-23,2022-05-27,170.80000000000206,169.30000000000206,167.80000000000206,candidate,0.039795338260375214,friday_flat
USDJPY,-1,2022-05-23,2022-05-27,72.89999999999992,71.39999999999992,69.89999999999992,candidate,0.01927826677938568,friday_flat
EURUSD,1,2022-05-30,2022-06-03,-16.100000000001113,-17.600000000001113,-19.100000000001113,candidate,0.42932496278558024,friday_flat
USDJPY,-1,2022-05-30,2022-05-31,-183.19285714285627,-184.69285714285627,-186.19285714285627,candidate,0.03685470546582594,stop
EURUSD,-1,2022-06-06,2022-06-10,193.90000000000018,192.40000000000018,190.90000000000018,candidate,-0.6397545078262524,friday_flat
GBPUSD,1,2022-06-06,2022-06-10,-180.48214285714346,-181.98214285714346,-183.48214285714346,candidate,0.05062064765640756,stop
EURUSD,-1,2022-06-13,2022-06-17,17.499999999999183,15.999999999999183,14.499999999999183,candidate,-0.03078666968941283,friday_flat
USDJPY,1,2022-06-13,2022-06-16,-186.0857142857128,-187.5857142857128,-189.0857142857128,candidate,-0.03323385478136018,stop
