symbol,direction,entry_time,exit_time,gross_pips,net_a_pips,net_b_pips,family,delta_carry
EURUSD,-1,2019-04-22T00:00:00+00:00,2019-04-24T00:00:00+00:00,24.999999999999467,23.499999999999467,21.999999999999467,candidate,0.06000000000000005
EURUSD,-1,2019-05-02T00:00:00+00:00,2019-05-03T16:00:00+00:00,10.399999999999299,8.899999999999299,7.399999999999299,candidate,-0.2799999999999998
EURUSD,-1,2019-05-06T00:00:00+00:00,2019-05-08T00:00:00+00:00,-7.200000000000539,-8.70000000000054,-10.20000000000054,candidate,0.06999999999999984
EURUSD,-1,2019-05-17T00:00:00+00:00,2019-05-17T16:00:00+00:00,10.699999999999044,9.199999999999044,7.699999999999044,candidate,-0.08999999999999986
EURUSD,-1,2019-06-03T00:00:00+00:00,2019-06-05T00:00:00+00:00,-78.80000000000109,-80.30000000000109,-81.80000000000109,candidate,-0.0900000000000003
EURUSD,-1,2019-06-19T00:00:00+00:00,2019-06-21T00:00:00+00:00,-94.09999999999918,-95.59999999999918,-97.09999999999918,candidate,-0.050000000000000266
EURUSD,-1,2019-07-01T00:00:00+00:00,2019-07-03T00:00:00+00:00,60.99999999999994,59.49999999999994,57.99999999999994,candidate,-0.08000000000000007
EURUSD,-1,2019-07-04T00:00:00+00:00,2019-07-05T16:00:00+00:00,67.99999999999918,66.49999999999918,64.99999999999918,candidate,-0.08999999999999986
EURUSD,-1,2019-07-08T00:00:00+00:00,2019-07-10T00:00:00+00:00,17.300000000000093,15.800000000000093,14.300000000000093,candidate,0.1499999999999999
EURUSD,-1,2019-07-15T00:00:00+00:00,2019-07-17T00:00:00+00:00,62.40000000000023,60.90000000000023,59.40000000000023,candidate,0.050000000000000266
EURUSD,-1,2019-08-02T00:00:00+00:00,2019-08-02T16:00:00+00:00,-25.300000000001432,-26.800000000001432,-28.300000000001432,candidate,-0.1599999999999997
EURUSD,-1,2019-08-05T00:00:00+00:00,2019-08-07T00:00:00+00:00,-83.29999999999949,-84.79999999999949,-86.29999999999949,candidate,0.3599999999999999
EURUSD,-1,2019-08-19T00:00:00+00:00,2019-08-21T00:00:00+00:00,-1.500000000000945,-3.000000000000945,-4.500000000000945,candidate,-0.050000000000000266
EURUSD,-1,2019-09-09T00:00:00+00:00,2019-09-11T00:00:00+00:00,-29.400000000001647,-30.900000000001647,-32.40000000000165,candidate,0.06000000000000005
EURUSD,-1,2019-09-16T00:00:00+00:00,2019-09-18T00:00:00+00:00,5.699999999999594,4.199999999999594,2.6999999999995943,candidate,-0.050000000000000266
EURUSD,-1,2019-09-19T00:00:00+00:00,2019-09-20T16:00:00+00:00,18.199999999999328,16.699999999999328,15.199999999999328,candidate,-2.8200000000000003
EURUSD,-1,2019-09-23T00:00:00+00:00,2019-09-25T00:00:00+00:00,9.399999999999409,7.899999999999409,6.399999999999409,candidate,0.5999999999999996
EURUSD,-1,2019-09-26T00:00:00+00:00,2019-09-27T16:00:00+00:00,7.4000000000018495,5.9000000000018495,4.4000000000018495,candidate,-0.10999999999999988
EURUSD,-1,2019-09-30T00:00:00+00:00,2019-10-02T00:00:00+00:00,-2.2999999999995246,-3.7999999999995246,-5.299999999999525,candidate,0.1599999999999997
EURUSD,-1,2019-10-03T00:00:00+00:00,2019-10-04T16:00:00+00:00,-23.699999999999832,-25.199999999999832,-26.699999999999832,candidate,0.4700000000000002
EURUSD,-1,2019-10-17T00:00:00+00:00,2019-10-18T16:00:00+00:00,-75.70000000000076,-77.20000000000076,-78.70000000000076,candidate,-0.17999999999999972
EURUSD,-1,2019-10-21T00:00:00+00:00,2019-10-23T00:00:00+00:00,36.10000000000113,34.60000000000113,33.10000000000113,candidate,0.09999999999999964
EURUSD,-1,2019-11-04T00:00:00+00:00,2019-11-06T00:00:00+00:00,91.9000000000003,90.4000000000003,88.9000000000003,candidate,0.0600000000000005
EURUSD,-1,2019-12-02T00:00:00+00:00,2019-12-04T00:00:00+00:00,-60.79999999999863,-62.29999999999863,-63.79999999999863,candidate,-0.10000000000000009
EURUSD,-1,2019-12-05T00:00:00+00:00,2019-12-06T16:00:00+00:00,29.400000000001647,27.900000000001647,26.400000000001647,candidate,0.08000000000000007
EURUSD,-1,2019-12-18T00:00:00+00:00,2019-12-20T00:00:00+00:00,22.400000000000198,20.900000000000198,19.400000000000198,candidate,-0.07000000000000028
EURUSD,-1,2020-03-06T00:00:00+00:00,2020-03-06T16:00:00+00:00,-60.100000000000705,-61.600000000000705,-63.100000000000705,candidate,0.4099999999999997
EURUSD,-1,2020-03-09T00:00:00+00:00,2020-03-11T00:00:00+00:00,104.49999999999848,102.99999999999848,101.49999999999848,candidate,0.10999999999999988
EURUSD,-1,2020-03-16T00:00:00+00:00,2020-03-18T00:00:00+00:00,100.99999999999997,99.49999999999997,97.99999999999997,candidate,-0.050000000000000044
EURUSD,-1,2020-03-19T00:00:00+00:00,2020-03-20T16:00:00+00:00,242.0999999999984,240.5999999999984,239.0999999999984,candidate,-0.28
EURUSD,-1,2020-03-23T00:00:00+00:00,2020-03-25T00:00:00+00:00,-89.29999999999882,-90.79999999999882,-92.29999999999882,candidate,-0.10999999999999999
EURUSD,-1,2020-03-30T00:00:00+00:00,2020-04-01T00:00:00+00:00,73.49999999999967,71.99999999999967,70.49999999999967,candidate,-0.08999999999999997
EURUSD,-1,2021-02-08T00:00:00+00:00,2021-02-10T00:00:00+00:00,-77.59999999999988,-79.09999999999988,-80.59999999999988,candidate,-0.05999999999999994
EURUSD,-1,2021-02-22T00:00:00+00:00,2021-02-24T00:00:00+00:00,-32.09999999999935,-33.59999999999935,-35.09999999999935,candidate,-0.050000000000000044
EURUSD,-1,2021-03-01T00:00:00+00:00,2021-03-03T00:00:00+00:00,-7.300000000001194,-8.800000000001194,-10.300000000001194,candidate,-0.06000000000000005
EURUSD,-1,2021-03-08T00:00:00+00:00,2021-03-10T00:00:00+00:00,42.200000000001125,40.700000000001125,39.200000000001125,candidate,-0.050000000000000044
EURUSD,-1,2021-03-15T00:00:00+00:00,2021-03-17T00:00:00+00:00,60.89999999999929,59.39999999999929,57.89999999999929,candidate,-0.06000000000000005
EURUSD,-1,2021-03-22T00:00:00+00:00,2021-03-24T00:00:00+00:00,36.40000000000087,34.90000000000087,33.40000000000087,candidate,-0.06000000000000005
EURUSD,-1,2021-03-29T00:00:00+00:00,2021-03-31T00:00:00+00:00,58.100000000000925,56.600000000000925,55.100000000000925,candidate,-0.06000000000000005
EURUSD,-1,2021-04-05T00:00:00+00:00,2021-04-07T00:00:00+00:00,-107.39999999999971,-108.89999999999971,-110.39999999999971,candidate,-0.06000000000000005
EURUSD,-1,2021-04-12T00:00:00+00:00,2021-04-14T00:00:00+00:00,-56.89999999999973,-58.39999999999973,-59.89999999999973,candidate,-0.06000000000000005
EURUSD,-1,2021-04-19T00:00:00+00:00,2021-04-21T00:00:00+00:00,-73.09999999999927,-74.59999999999927,-76.09999999999927,candidate,-0.06000000000000005
EURUSD,-1,2021-04-26T00:00:00+00:00,2021-04-28T00:00:00+00:00,24.599999999999067,23.099999999999067,21.599999999999067,candidate,-0.06000000000000005
EURUSD,-1,2021-05-10T00:00:00+00:00,2021-05-12T00:00:00+00:00,23.499999999998522,21.999999999998522,20.499999999998522,candidate,-0.050000000000000044
EURUSD,-1,2021-05-17T00:00:00+00:00,2021-05-19T00:00:00+00:00,-92.4999999999998,-93.9999999999998,-95.4999999999998,candidate,-0.050000000000000044
EURUSD,-1,2021-05-24T00:00:00+00:00,2021-05-26T00:00:00+00:00,-64.80000000000041,-66.30000000000041,-67.80000000000041,candidate,-0.050000000000000044
EURUSD,-1,2021-06-07T00:00:00+00:00,2021-06-09T00:00:00+00:00,-7.800000000000029,-9.30000000000003,-10.80000000000003,candidate,-0.050000000000000044
EURUSD,-1,2021-06-14T00:00:00+00:00,2021-06-16T00:00:00+00:00,-22.499999999998632,-23.999999999998632,-25.499999999998632,candidate,-0.050000000000000044
EURUSD,-1,2022-03-21T00:00:00+00:00,2022-03-23T00:00:00+00:00,19.099999999998563,17.599999999998563,16.099999999998563,candidate,-0.25
EURUSD,-1,2022-03-28T00:00:00+00:00,2022-03-30T00:00:00+00:00,-126.39999999999984,-127.89999999999984,-129.39999999999984,candidate,-0.050000000000000044
EURUSD,-1,2022-04-25T00:00:00+00:00,2022-04-27T00:00:00+00:00,158.50000000000142,157.00000000000142,155.50000000000142,candidate,-0.06000000000000005
EURUSD,-1,2022-05-02T00:00:00+00:00,2022-05-04T00:00:00+00:00,4.60000000000127,3.1000000000012697,1.6000000000012697,candidate,-0.050000000000000044
EURUSD,-1,2022-05-09T00:00:00+00:00,2022-05-11T00:00:00+00:00,-12.499999999999734,-13.999999999999734,-15.499999999999734,candidate,-0.49
EURUSD,-1,2022-05-23T00:00:00+00:00,2022-05-25T00:00:00+00:00,-140.29999999999987,-141.79999999999987,-143.29999999999987,candidate,-0.050000000000000044
EURUSD,-1,2022-05-30T00:00:00+00:00,2022-06-01T00:00:00+00:00,2.1999999999988695,0.6999999999988695,-0.8000000000011305,candidate,-0.050000000000000044
EURUSD,-1,2022-06-06T00:00:00+00:00,2022-06-08T00:00:00+00:00,22.800000000000598,21.300000000000598,19.800000000000598,candidate,-0.050000000000000044
EURUSD,-1,2022-06-13T00:00:00+00:00,2022-06-15T00:00:00+00:00,50.200000000000244,48.700000000000244,47.200000000000244,candidate,-0.08000000000000007
EURUSD,-1,2022-06-20T00:00:00+00:00,2022-06-22T00:00:00+00:00,-19.299999999999873,-20.799999999999873,-22.299999999999873,candidate,-0.75
EURUSD,-1,2022-06-23T00:00:00+00:00,2022-06-24T16:00:00+00:00,28.099999999999792,26.599999999999792,25.099999999999792,candidate,0.13000000000000012
EURUSD,-1,2022-06-27T00:00:00+00:00,2022-06-29T00:00:00+00:00,35.10000000000124,33.60000000000124,32.10000000000124,candidate,-0.1200000000000001
EURUSD,-1,2022-07-04T00:00:00+00:00,2022-07-06T00:00:00+00:00,167.6999999999995,166.1999999999995,164.6999999999995,candidate,-0.06000000000000005
EURUSD,-1,2022-07-25T00:00:00+00:00,2022-07-27T00:00:00+00:00,41.799999999998505,40.299999999998505,38.799999999998505,candidate,-0.06000000000000005
EURUSD,-1,2022-07-29T00:00:00+00:00,2022-07-29T16:00:00+00:00,0.8000000000008001,-0.6999999999991999,-2.1999999999992,candidate,0.5000000000000002
EURUSD,-1,2022-08-01T00:00:00+00:00,2022-08-03T00:00:00+00:00,62.20000000000114,60.70000000000114,59.20000000000114,candidate,-0.7499999999999998
EURUSD,-1,2022-08-08T00:00:00+00:00,2022-08-10T00:00:00+00:00,-41.29999999999967,-42.79999999999967,-44.29999999999967,candidate,-0.050000000000000266
EURUSD,-1,2022-08-15T00:00:00+00:00,2022-08-17T00:00:00+00:00,95.60000000000012,94.10000000000012,92.60000000000012,candidate,-0.050000000000000266
EURUSD,-1,2022-08-22T00:00:00+00:00,2022-08-24T00:00:00+00:00,73.20000000000104,71.70000000000104,70.20000000000104,candidate,-0.050000000000000266
EURUSD,-1,2022-08-29T00:00:00+00:00,2022-08-31T00:00:00+00:00,-97.09999999999884,-98.59999999999884,-100.09999999999884,candidate,-0.050000000000000266
EURUSD,-1,2022-09-12T00:00:00+00:00,2022-09-14T00:00:00+00:00,91.699999999999,90.199999999999,88.699999999999,candidate,-0.050000000000000266
EURUSD,-1,2022-09-16T00:00:00+00:00,2022-09-16T16:00:00+00:00,-0.9999999999998899,-2.49999999999989,-3.99999999999989,candidate,0.7599999999999998
EURUSD,-1,2022-09-19T00:00:00+00:00,2022-09-21T00:00:00+00:00,48.899999999999494,47.399999999999494,45.899999999999494,candidate,-0.06000000000000005
EURUSD,-1,2022-09-26T00:00:00+00:00,2022-09-28T00:00:00+00:00,-3.4000000000000696,-4.90000000000007,-6.40000000000007,candidate,-0.7400000000000002
EURUSD,-1,2022-10-03T00:00:00+00:00,2022-10-05T00:00:00+00:00,-174.30000000000055,-175.80000000000055,-177.30000000000055,candidate,-0.10000000000000009
EURUSD,-1,2022-10-24T00:00:00+00:00,2022-10-26T00:00:00+00:00,-97.69999999999945,-99.19999999999945,-100.69999999999945,candidate,-0.06000000000000005
EURUSD,-1,2022-11-04T00:00:00+00:00,2022-11-04T16:00:00+00:00,-159.40000000000063,-160.90000000000063,-162.40000000000063,candidate,0.75
EURUSD,-1,2022-11-07T00:00:00+00:00,2022-11-09T00:00:00+00:00,-132.70000000000005,-134.20000000000005,-135.70000000000005,candidate,-0.75
EURUSD,-1,2022-11-14T00:00:00+00:00,2022-11-16T00:00:00+00:00,-16.00000000000046,-17.50000000000046,-19.00000000000046,candidate,-0.050000000000000266
EURUSD,-1,2022-12-19T00:00:00+00:00,2022-12-21T00:00:00+00:00,-13.399999999998968,-14.899999999998968,-16.39999999999897,candidate,-0.5200000000000005
EURUSD,-1,2022-12-23T00:00:00+00:00,2022-12-23T16:00:00+00:00,-18.599999999999728,-20.099999999999728,-21.599999999999728,candidate,0.5
EURUSD,-1,2023-02-06T00:00:00+00:00,2023-02-08T00:00:00+00:00,58.700000000000415,57.200000000000415,55.700000000000415,candidate,-0.25
EURUSD,-1,2023-02-10T00:00:00+00:00,2023-02-10T16:00:00+00:00,65.20000000000081,63.70000000000081,62.20000000000081,candidate,0.5
EURUSD,-1,2023-03-24T00:00:00+00:00,2023-03-24T16:00:00+00:00,63.40000000000012,61.90000000000012,60.40000000000012,candidate,0.5
EURUSD,-1,2023-03-27T00:00:00+00:00,2023-03-29T00:00:00+00:00,-86.10000000000007,-87.60000000000007,-89.10000000000007,candidate,-0.25
EURUSD,-1,2023-05-08T00:00:00+00:00,2023-05-10T00:00:00+00:00,55.000000000000604,53.500000000000604,52.000000000000604,candidate,-0.25
EURUSD,-1,2023-05-12T00:00:00+00:00,2023-05-12T16:00:00+00:00,69.50000000000011,68.00000000000011,66.50000000000011,candidate,0.25
EURUSD,-1,2023-06-23T00:00:00+00:00,2023-06-23T16:00:00+00:00,69.39999999999947,67.89999999999947,66.39999999999947,candidate,0.25
EURUSD,-1,2023-07-31T00:00:00+00:00,2023-08-02T00:00:00+00:00,25.899999999998702,24.399999999998702,22.899999999998702,candidate,-0.25
EURUSD,-1,2023-08-04T00:00:00+00:00,2023-08-04T16:00:00+00:00,-78.59999999999978,-80.09999999999978,-81.59999999999978,candidate,0.2599999999999998
EURUSD,-1,2023-09-22T00:00:00+00:00,2023-09-22T16:00:00+00:00,1.8999999999991246,0.3999999999991246,-1.1000000000008754,candidate,0.2599999999999998
EURUSD,-1,2023-12-04T00:00:00+00:00,2023-12-06T00:00:00+00:00,81.40000000000036,79.90000000000036,78.40000000000036,candidate,-0.05999999999999961
EURUSD,-1,2024-01-04T00:00:00+00:00,2024-01-05T16:00:00+00:00,-28.500000000000192,-30.000000000000192,-31.500000000000192,candidate,-0.07000000000000028
EURUSD,-1,2024-01-08T00:00:00+00:00,2024-01-10T00:00:00+00:00,15.799999999999148,14.299999999999148,12.799999999999148,candidate,0.0699999999999994
EURUSD,-1,2024-06-14T00:00:00+00:00,2024-06-14T16:00:00+00:00,35.89999999999982,34.39999999999982,32.89999999999982,candidate,-0.23999999999999932
EURUSD,-1,2024-07-03T00:00:00+00:00,2024-07-05T00:00:00+00:00,-66.69999999999953,-68.19999999999953,-69.69999999999953,candidate,-0.07000000000000028
EURUSD,-1,2024-09-20T00:00:00+00:00,2024-09-20T16:00:00+00:00,-13.399999999998968,-14.899999999998968,-16.39999999999897,candidate,-0.20000000000000018
EURUSD,-1,2024-09-23T00:00:00+00:00,2024-09-25T00:00:00+00:00,-34.30000000000044,-35.80000000000044,-37.30000000000044,candidate,0.5099999999999998
EURUSD,-1,2024-10-02T00:00:00+00:00,2024-10-04T00:00:00+00:00,30.799999999999716,29.299999999999716,27.799999999999716,candidate,-0.1299999999999999
EURUSD,-1,2024-10-07T00:00:00+00:00,2024-10-09T00:00:00+00:00,-5.5000000000005045,-7.0000000000005045,-8.500000000000504,candidate,0.07000000000000028
EURUSD,-1,2024-10-25T00:00:00+00:00,2024-10-25T16:00:00+00:00,16.799999999999038,15.299999999999038,13.799999999999038,candidate,-0.25
EURUSD,-1,2024-11-04T00:00:00+00:00,2024-11-06T00:00:00+00:00,51.59999999999831,50.09999999999831,48.59999999999831,candidate,-0.09000000000000075
EURUSD,-1,2024-11-11T00:00:00+00:00,2024-11-13T00:00:00+00:00,92.29999999999849,90.79999999999849,89.29999999999849,candidate,0.22000000000000064
EURUSD,-1,2024-12-04T00:00:00+00:00,2024-12-06T00:00:00+00:00,-62.50000000000089,-64.00000000000088,-65.50000000000088,candidate,-0.05999999999999961
EURUSD,-1,2024-12-18T00:00:00+00:00,2024-12-20T00:00:00+00:00,138.70000000000047,137.20000000000047,135.70000000000047,candidate,-0.07000000000000028
EURUSD,-1,2024-12-23T00:00:00+00:00,2024-12-25T00:00:00+00:00,39.70000000000029,38.20000000000029,36.70000000000029,candidate,0.27000000000000046
EURUSD,-1,2024-12-26T00:00:00+00:00,2024-12-27T16:00:00+00:00,-24.100000000000232,-25.600000000000232,-27.100000000000232,candidate,-0.09000000000000075
EURUSD,-1,2024-12-30T00:00:00+00:00,2025-01-02T00:00:00+00:00,67.59999999999877,66.09999999999877,64.59999999999877,candidate,-0.20000000000000018
EURUSD,-1,2025-01-03T00:00:00+00:00,2025-01-03T16:00:00+00:00,-30.49999999999997,-31.99999999999997,-33.49999999999997,candidate,0.16000000000000014
EURUSD,-1,2025-01-06T00:00:00+00:00,2025-01-08T00:00:00+00:00,-40.50000000000109,-42.00000000000109,-43.50000000000109,candidate,-0.07000000000000028
EURUSD,-1,2025-02-07T00:00:00+00:00,2025-02-07T16:00:00+00:00,62.100000000000485,60.600000000000485,59.100000000000485,candidate,-0.25
EURUSD,-1,2025-03-03T00:00:00+00:00,2025-03-05T00:00:00+00:00,-192.4999999999999,-193.9999999999999,-195.4999999999999,candidate,0.05999999999999961
EURUSD,-1,2025-03-14T00:00:00+00:00,2025-03-14T16:00:00+00:00,-41.29999999999967,-42.79999999999967,-44.29999999999967,candidate,-0.23999999999999932
EURUSD,-1,2025-04-02T00:00:00+00:00,2025-04-04T00:00:00+00:00,-270.0999999999998,-271.5999999999998,-273.0999999999998,candidate,-0.08000000000000007
EURUSD,-1,2025-04-10T00:00:00+00:00,2025-04-11T16:00:00+00:00,-319.59999999999764,-321.09999999999764,-322.59999999999764,candidate,-0.07000000000000028
EURUSD,-1,2025-04-18T00:00:00+00:00,2025-04-18T16:00:00+00:00,-20.299999999999763,-21.799999999999763,-23.299999999999763,candidate,0.05000000000000071
EURUSD,-1,2025-04-25T00:00:00+00:00,2025-04-25T16:00:00+00:00,-21.400000000000308,-22.900000000000308,-24.400000000000308,candidate,-0.23000000000000043
EURUSD,-1,2025-05-26T00:00:00+00:00,2025-05-28T00:00:00+00:00,62.29999999999958,60.79999999999958,59.29999999999958,candidate,-0.07000000000000028
EURUSD,-1,2025-06-13T00:00:00+00:00,2025-06-13T16:00:00+00:00,4.20000000000087,2.7000000000008697,1.2000000000008697,candidate,-0.25
EURUSD,-1,2025-06-27T00:00:00+00:00,2025-06-27T16:00:00+00:00,-30.399999999999316,-31.899999999999316,-33.39999999999932,candidate,-0.0600000000000005
EURUSD,-1,2025-06-30T00:00:00+00:00,2025-07-02T00:00:00+00:00,-89.60000000000079,-91.10000000000079,-92.60000000000079,candidate,0.05999999999999961
EURUSD,-1,2025-07-07T00:00:00+00:00,2025-07-09T00:00:00+00:00,55.39999999999878,53.89999999999878,52.39999999999878,candidate,0.05000000000000071
EURUSD,-1,2025-07-28T00:00:00+00:00,2025-07-30T00:00:00+00:00,196.6000000000001,195.1000000000001,193.6000000000001,candidate,-0.0600000000000005
EURUSD,-1,2025-08-04T00:00:00+00:00,2025-08-06T00:00:00+00:00,-16.300000000000203,-17.800000000000203,-19.300000000000203,candidate,-0.0699999999999994
EURUSD,-1,2025-09-04T00:00:00+00:00,2025-09-05T16:00:00+00:00,-80.8999999999993,-82.3999999999993,-83.8999999999993,candidate,-0.05999999999999961
EURUSD,-1,2025-09-08T00:00:00+00:00,2025-09-10T00:00:00+00:00,15.399999999998748,13.899999999998748,12.399999999998748,candidate,0.08999999999999986
EURUSD,-1,2025-09-15T00:00:00+00:00,2025-09-17T00:00:00+00:00,-131.99999999999878,-133.49999999999878,-134.99999999999878,candidate,0.08999999999999986
EURUSD,-1,2025-09-18T00:00:00+00:00,2025-09-19T16:00:00+00:00,71.4999999999999,69.9999999999999,68.4999999999999,candidate,0.1200000000000001
EURUSD,-1,2025-09-22T00:00:00+00:00,2025-09-24T00:00:00+00:00,-69.09999999999971,-70.59999999999971,-72.09999999999971,candidate,0.2400000000000002
EURUSD,-1,2025-09-29T00:00:00+00:00,2025-10-01T00:00:00+00:00,-14.099999999999113,-15.599999999999113,-17.099999999999113,candidate,0.07000000000000028
EURUSD,-1,2025-10-02T00:00:00+00:00,2025-10-03T16:00:00+00:00,-9.999999999998899,-11.499999999998899,-12.999999999998899,candidate,-0.11000000000000032
EURUSD,-1,2025-10-06T00:00:00+00:00,2025-10-08T00:00:00+00:00,68.90000000000063,67.40000000000063,65.90000000000063,candidate,0.08999999999999986
EURUSD,-1,2025-10-13T00:00:00+00:00,2025-10-15T00:00:00+00:00,4.8000000000003595,3.3000000000003595,1.8000000000003595,candidate,0.05000000000000071
