symbol,direction,entry_time,exit_time,gross_pips,net_a_pips,net_b_pips,family
GBPUSD,-1,2023-07-31T00:00:00+00:00,2023-08-03T00:00:00+00:00,143.899999999999,142.399999999999,140.899999999999,candidate
GBPUSD,-1,2023-08-07T00:00:00+00:00,2023-08-10T00:00:00+00:00,45.09999999999792,43.59999999999792,42.09999999999792,candidate
GBPUSD,-1,2023-08-14T00:00:00+00:00,2023-08-17T00:00:00+00:00,-38.3,-39.8,-41.3,candidate
GBPUSD,1,2023-08-21T00:00:00+00:00,2023-08-24T00:00:00+00:00,-27.099999999999902,-28.599999999999902,-30.099999999999902,candidate
GBPUSD,1,2023-08-28T00:00:00+00:00,2023-08-31T00:00:00+00:00,126.20000000000076,124.70000000000076,123.20000000000076,candidate
GBPUSD,-1,2023-09-04T00:00:00+00:00,2023-09-07T00:00:00+00:00,99.80000000000099,98.30000000000099,96.80000000000099,candidate
GBPUSD,-1,2023-09-11T00:00:00+00:00,2023-09-14T00:00:00+00:00,-15.499999999999403,-16.999999999999403,-18.499999999999403,candidate
GBPUSD,-1,2023-09-18T00:00:00+00:00,2023-09-21T00:00:00+00:00,86.49999999999824,84.99999999999824,83.49999999999824,candidate
GBPUSD,-1,2023-09-25T00:00:00+00:00,2023-09-28T00:00:00+00:00,104.69999999999979,103.19999999999979,101.69999999999979,candidate
GBPUSD,-1,2023-10-02T00:00:00+00:00,2023-10-05T00:00:00+00:00,38.09999999999869,36.59999999999869,35.09999999999869,candidate
GBPUSD,-1,2023-10-09T00:00:00+00:00,2023-10-12T00:00:00+00:00,-90.50000000000001,-92.00000000000001,-93.50000000000001,candidate
GBPUSD,1,2023-10-16T00:00:00+00:00,2023-10-19T00:00:00+00:00,-5.299999999999194,-6.799999999999194,-8.299999999999194,candidate
GBPUSD,-1,2023-10-30T00:00:00+00:00,2023-11-02T00:00:00+00:00,-78.40000000000069,-79.90000000000069,-81.40000000000069,candidate
GBPUSD,1,2023-11-13T00:00:00+00:00,2023-11-16T00:00:00+00:00,167.90000000000083,166.40000000000083,164.90000000000083,candidate
GBPUSD,1,2023-11-27T00:00:00+00:00,2023-11-30T00:00:00+00:00,89.30000000000103,87.80000000000103,86.30000000000103,candidate
GBPUSD,1,2023-12-04T00:00:00+00:00,2023-12-07T00:00:00+00:00,-117.20000000000174,-118.70000000000174,-120.20000000000174,candidate
GBPUSD,-1,2023-12-18T00:00:00+00:00,2023-12-21T00:00:00+00:00,39.1000000000008,37.6000000000008,36.1000000000008,candidate
GBPUSD,-1,2023-12-25T00:00:00+00:00,2023-12-28T20:00:00+00:00,-29.50000000000008,-31.00000000000008,-32.500000000000085,candidate
GBPUSD,-1,2024-01-08T00:00:00+00:00,2024-01-11T00:00:00+00:00,-39.29999999999989,-40.79999999999989,-42.29999999999989,candidate
GBPUSD,1,2024-01-22T00:00:00+00:00,2024-01-25T00:00:00+00:00,2.900000000001235,1.400000000001235,-0.09999999999876508,candidate
GBPUSD,-1,2024-02-12T00:00:00+00:00,2024-02-15T00:00:00+00:00,73.49999999999967,71.99999999999967,70.49999999999967,candidate
GBPUSD,1,2024-02-26T00:00:00+00:00,2024-02-29T00:00:00+00:00,-2.6999999999999247,-4.199999999999925,-5.699999999999925,candidate
GBPUSD,1,2024-03-04T00:00:00+00:00,2024-03-07T00:00:00+00:00,70.9000000000004,69.4000000000004,67.9000000000004,candidate
GBPUSD,1,2024-03-18T00:00:00+00:00,2024-03-21T00:00:00+00:00,61.79999999999852,60.29999999999852,58.79999999999852,candidate
GBPUSD,-1,2024-03-25T00:00:00+00:00,2024-03-28T00:00:00+00:00,-12.399999999999078,-13.899999999999078,-15.399999999999078,candidate
GBPUSD,-1,2024-04-01T00:00:00+00:00,2024-04-04T00:00:00+00:00,-17.700000000000493,-19.200000000000493,-20.700000000000493,candidate
GBPUSD,-1,2024-04-08T00:00:00+00:00,2024-04-11T00:00:00+00:00,79.0000000000024,77.5000000000024,76.0000000000024,candidate
GBPUSD,1,2024-04-15T00:00:00+00:00,2024-04-18T00:00:00+00:00,0.6000000000017103,-0.8999999999982897,-2.3999999999982897,candidate
GBPUSD,-1,2024-04-22T00:00:00+00:00,2024-04-25T00:00:00+00:00,-89.4000000000017,-90.9000000000017,-92.4000000000017,candidate
GBPUSD,-1,2024-04-29T00:00:00+00:00,2024-05-02T00:00:00+00:00,-12.399999999999078,-13.899999999999078,-15.399999999999078,candidate
GBPUSD,1,2024-05-13T00:00:00+00:00,2024-05-16T00:00:00+00:00,178.30000000000013,176.80000000000013,175.30000000000013,candidate
