hypothesis_id,direction,sweep_index,reclaim_index,retest_index,entry_index,sweep_time_utc,reclaim_time_utc,retest_time_utc,entry_time_utc,pivot_price,pivot_index,entry_price,initial_stop,initial_risk_pips,sweep_atr_pips,sweep_tick_volume,prior20_tick_volume_mean,tick_volume_ratio,reclaim_adx,retest_outside_session,entry_outside_session,calendar_year,cost_r_0_5,cost_r_1_5,cost_r_2_25,cost_r_3_0
HYP-ASRS-EURUSD-M5-001,LONG,6658,6658,6659,6660,2019-02-04 07:40:00,2019-02-04 07:40:00,2019-02-04 07:45:00,2019-02-04 07:50:00,1.14397,6648,1.14421,1.1436819999999999,5.28000000000084,2.6000000000000627,325.0,119.15,2.727654217373059,24.43531589618134,False,False,2019,0.09469696969695464,0.28409090909086393,0.42613636363629587,0.5681818181817279
HYP-ASRS-EURUSD-M5-001,LONG,7539,7540,7541,7542,2019-02-07 09:05:00,2019-02-07 09:10:00,2019-02-07 09:15:00,2019-02-07 09:20:00,1.1346,7528,1.1347,1.134269,4.310000000000702,3.699999999999973,394.0,258.55,1.5238831947398954,19.054605408472625,False,False,2019,0.11600928074244049,0.34802784222732147,0.5220417633409823,0.6960556844546429
HYP-ASRS-EURUSD-M5-001,SHORT,10118,10118,10119,10120,2019-02-20 08:20:00,2019-02-20 08:20:00,2019-02-20 08:25:00,2019-02-20 08:30:00,1.13453,10112,1.13421,1.135155857142857,9.458571428571094,4.52857142857112,441.0,231.2,1.907439446366782,16.81044968415815,False,False,2019,0.05286210542214354,0.1585863162664306,0.23787947439964593,0.3171726325328612
HYP-ASRS-EURUSD-M5-001,LONG,12700,12701,12702,12703,2019-03-05 08:05:00,2019-03-05 08:10:00,2019-03-05 08:15:00,2019-03-05 08:20:00,1.13177,12693,1.13248,1.1314369999999998,10.430000000001272,4.100000000000374,600.0,206.5,2.9055690072639226,14.557120623475084,False,False,2019,0.04793863854265954,0.14381591562797863,0.21572387344196794,0.28763183125595726
HYP-ASRS-EURUSD-M5-001,SHORT,13047,13048,13049,13050,2019-03-06 13:00:00,2019-03-06 13:05:00,2019-03-06 13:10:00,2019-03-06 13:15:00,1.13049,13043,1.13039,1.1306526428571428,2.626428571428363,2.4214285714282573,269.0,167.65,1.6045332538025647,12.235195859103635,False,False,2019,0.19037258634758106,0.5711177590427432,0.8566766385641147,1.1422355180854864
HYP-ASRS-EURUSD-M5-001,SHORT,13142,13142,13143,13144,2019-03-06 20:55:00,2019-03-06 20:55:00,2019-03-06 21:00:00,2019-03-06 21:05:00,1.13109,13125,1.13096,1.1312237142857144,2.637142857144781,1.4571428571430456,152.0,97.45,1.559774243201642,18.5661573941029,True,True,2019,0.18959913326096678,0.5687973997829003,0.8531960996743505,1.1375947995658007
HYP-ASRS-EURUSD-M5-001,LONG,15095,15095,15096,15097,2019-03-15 15:55:00,2019-03-15 15:55:00,2019-03-15 16:00:00,2019-03-15 16:05:00,1.13233,15086,1.13267,1.1319894285714287,6.805714285713638,5.685714285714262,653.0,325.8,2.0042971147943525,23.615439836464525,True,True,2019,0.07346767422334873,0.2204030226700462,0.3306045340050693,0.4408060453400924
HYP-ASRS-EURUSD-M5-001,SHORT,15668,15668,15669,15670,2019-03-19 16:45:00,2019-03-19 16:45:00,2019-03-19 16:50:00,2019-03-19 16:55:00,1.13516,15660,1.13485,1.1357143571428572,8.643571428572638,4.478571428571744,463.0,264.9,1.7478293695734242,24.794611639690146,False,False,2019,0.057846458970324935,0.1735393769109748,0.2603090653664622,0.3470787538219496
HYP-ASRS-EURUSD-M5-001,SHORT,15842,15843,15844,15845,2019-03-20 07:15:00,2019-03-20 07:20:00,2019-03-20 07:25:00,2019-03-20 07:30:00,1.13497,15836,1.13477,1.135364642857143,5.946428571428353,1.8214285714290845,166.0,66.05,2.5132475397426193,16.98302053745994,False,False,2019,0.08408408408408717,0.25225225225226156,0.3783783783783923,0.5045045045045231
HYP-ASRS-EURUSD-M5-001,SHORT,15843,15843,15844,15845,2019-03-20 07:20:00,2019-03-20 07:20:00,2019-03-20 07:25:00,2019-03-20 07:30:00,1.13497,15836,1.13477,1.1353715,6.014999999999215,2.0500000000004244,174.0,72.5,2.4,16.98302053745994,False,False,2019,0.08312551953450793,0.2493765586035238,0.3740648379052857,0.4987531172070476
HYP-ASRS-EURUSD-M5-001,SHORT,16132,16133,16134,16135,2019-03-21 07:25:00,2019-03-21 07:30:00,2019-03-21 07:35:00,2019-03-21 07:40:00,1.14268,16128,1.14237,1.1430136428571427,6.43642857142579,3.1214285714282433,361.0,113.2,3.1890459363957597,24.22287738593531,False,False,2019,0.07768283209414077,0.23304849628242233,0.3495727444236335,0.46609699256484466
HYP-ASRS-EURUSD-M5-001,SHORT,16133,16133,16134,16135,2019-03-21 07:30:00,2019-03-21 07:30:00,2019-03-21 07:35:00,2019-03-21 07:40:00,1.14268,16128,1.14237,1.1430168571428572,6.468571428570602,3.2285714285710094,355.0,129.6,2.739197530864198,24.22287738593531,False,False,2019,0.07729681978799574,0.23189045936398722,0.34783568904598083,0.46378091872797444
HYP-ASRS-EURUSD-M5-001,LONG,17627,17628,17629,17630,2019-03-28 13:10:00,2019-03-28 13:15:00,2019-03-28 13:20:00,2019-03-28 13:25:00,1.12208,17621,1.12216,1.1214891428571427,6.708571428573062,6.028571428571748,764.0,425.3,1.7963790265694803,20.317779695883548,False,False,2019,0.07453151618396822,0.22359454855190466,0.335391822827857,0.44718909710380933
HYP-ASRS-EURUSD-M5-001,SHORT,18189,18190,18191,18192,2019-04-01 12:10:00,2019-04-01 12:15:00,2019-04-01 12:20:00,2019-04-01 12:25:00,1.12354,18184,1.12337,1.1238412857142859,4.712857142858962,4.042857142857142,426.0,283.9,1.500528355054597,17.741047119127224,False,False,2019,0.10609275538037737,0.3182782661411321,0.4774173992116981,0.6365565322822642
HYP-ASRS-EURUSD-M5-001,SHORT,19344,19345,19346,19347,2019-04-05 12:30:00,2019-04-05 12:35:00,2019-04-05 12:40:00,2019-04-05 12:45:00,1.12292,19336,1.12196,1.1248941428571428,29.34142857142774,4.471428571428523,1515.0,206.05,7.352584324193157,20.976205872466533,False,False,2019,0.017040751740591553,0.05112225522177466,0.07668338283266199,0.10224451044354932
