strategy,symbol,signal_ms,entry_ms,exit_ms,direction,signal_score,entry_price,exit_price,stop_price,target_price,initial_stop_pips,exit_reason,gross_pips,net_pips_a,net_pips_b,net_r_a,net_r_b
PRIMARY,GBPUSD,1512143100000,1512144000000,1512144000000,1,4.8594155592071395,1.3479999999999999,1.3475899999999998,1.3475899999999998,1.34882,4.100000000000215,stop,-4.100000000000215,-4.900000000000214,-5.300000000000215,-1.195121951219502,-1.292682926829253
PRIMARY,EURUSD,1512142200000,1512143100000,1512144900000,-1,-2.7892513955045124,1.18734,1.1871,1.18783,1.18636,4.899999999999904,time_stop,2.4000000000001798,1.6000000000001797,1.2000000000001798,0.326530612244941,0.24489795918371493
PRIMARY,GBPUSD,1512144000000,1512144900000,1512144900000,-1,-3.581107393790074,1.34728,1.34755,1.34755,1.34674,2.6999999999999247,stop,-2.6999999999999247,-3.4999999999999245,-3.899999999999925,-1.2962962962963045,-1.4444444444444569
PRIMARY,EURUSD,1512145800000,1512146700000,1512146700000,1,3.309636337080449,1.18699,1.1868575,1.1868575,1.187255,1.3249999999997986,both_hit_adverse_first,-1.3250000000009088,-2.1250000000009086,-2.525000000000909,-1.60377358490659,-1.9056603773594663
PRIMARY,GBPUSD,1512146700000,1512147600000,1512147600000,-1,-5.850150889415491,1.34631,1.3465899999999997,1.3465899999999997,1.3457500000000002,2.7999999999983594,stop,-2.7999999999983594,-3.599999999998359,-3.9999999999983595,-1.285714285714453,-1.4285714285716797
PRIMARY,GBPUSD,1512148500000,1512149400000,1512149400000,1,4.882767897830423,1.34783,1.3472675,1.3472675,1.348955,5.624999999999103,stop,-5.625000000000213,-6.425000000000213,-6.825000000000213,-1.1422222222224423,-1.2133333333335647
PRIMARY,GBPUSD,1512158400000,1512159300000,1512159300000,-1,-2.9114397006701305,1.34996,1.3503925,1.3503925,1.349095,4.325000000000578,stop,-4.325000000000578,-5.125000000000578,-5.525000000000579,-1.1849710982658712,-1.277456647398807
PRIMARY,GBPUSD,1512162000000,1512162900000,1512162900000,-1,-81.61014297583918,1.34503,1.34717,1.34717,1.3407499999999999,21.400000000000308,stop,-21.400000000000308,-22.20000000000031,-22.600000000000307,-1.037383177570093,-1.0560747663551393
PRIMARY,EURUSD,1512163800000,1512164700000,1512164700000,1,3.5813998057964844,1.18997,1.1895324999999999,1.1895324999999999,1.1908450000000002,4.375000000000905,stop,-4.375000000000906,-5.175000000000906,-5.575000000000906,-1.182857142857105,-1.2742857142856578
PRIMARY,GBPUSD,1512162900000,1512163800000,1512165600000,1,6.563393416360638,1.34691,1.3465799999999999,1.346095,1.3485400000000003,8.150000000001212,opposite_signal,-3.300000000001635,-4.100000000001635,-4.500000000001635,-0.5030674846627025,-0.5521472392639222
