strategy,symbol,signal_ms,entry_ms,exit_ms,direction,signal_score,entry_price,exit_price,stop_price,target_price,initial_stop_pips,exit_reason,gross_pips,net_pips_a,net_pips_b,net_r_a,net_r_b
PRIMARY,EURUSD,1520224200000,1520225100000,1520225100000,-1,-3.807676879910097,1.23204,1.2324424999999999,1.2324424999999999,1.2312350000000003,4.024999999998613,stop,-4.024999999998613,-4.824999999998613,-5.224999999998613,-1.1987577639752238,-1.2981366459628356
PRIMARY,GBPUSD,1520224200000,1520225100000,1520225100000,-1,-4.217402844083085,1.37851,1.3789249999999997,1.3789249999999997,1.37768,4.149999999999432,stop,-4.149999999998322,-4.9499999999983215,-5.349999999998322,-1.1927710843371082,-1.289156626505796
PRIMARY,GBPUSD,1520226900000,1520227800000,1520229600000,1,3.5266038993562754,1.3789799999999999,1.3792900000000001,1.3787349999999998,1.3794699999999998,2.449999999999397,time_stop,3.100000000002545,2.3000000000025453,1.9000000000025452,0.9387755102053515,0.7755102040828623
PRIMARY,EURUSD,1520232300000,1520233200000,1520233200000,-1,-2.9065582950010938,1.23214,1.2323024999999999,1.2323024999999999,1.2318150000000003,1.6249999999984333,stop,-1.6249999999984333,-2.424999999998433,-2.8249999999984334,-1.4923076923081668,-1.7384615384622506
PRIMARY,EURUSD,1520233200000,1520234100000,1520234100000,1,3.3251342621415385,1.2324,1.2322825,1.2322825,1.232635,1.1749999999999259,stop,-1.174999999999926,-1.9749999999999261,-2.3749999999999263,-1.6808510638298304,-2.021276595744746
PRIMARY,GBPUSD,1520234100000,1520235000000,1520235900000,-1,-2.831831066784922,1.37942,1.378995,1.3796325000000003,1.378995,2.1250000000005986,target,4.250000000001197,3.4500000000011974,3.050000000001197,1.623529411764812,1.4352941176472178
PRIMARY,EURUSD,1520238600000,1520239500000,1520241300000,-1,-2.9073363891924773,1.22954,1.2281,1.2303175,1.227985,7.774999999999865,time_stop,14.400000000001079,13.600000000001078,13.20000000000108,1.7491961414792687,1.6977491961416473
PRIMARY,GBPUSD,1520245800000,1520246700000,1520246700000,1,3.6108783921712853,1.37939,1.3800949999999998,1.3790375,1.3800949999999998,3.5249999999997788,target,7.049999999999557,6.249999999999557,5.849999999999556,1.7730496453900564,1.6595744680850848
PRIMARY,GBPUSD,1520246700000,1520247600000,1520247600000,1,6.268808778260198,1.38069,1.3800374999999998,1.3800374999999998,1.3819950000000003,6.525000000001668,stop,-6.525000000001668,-7.325000000001668,-7.7250000000016685,-1.122605363984643,-1.1839080459769644
PRIMARY,GBPUSD,1520248500000,1520249400000,1520249400000,-1,-2.7372952384302702,1.37916,1.37965,1.37965,1.3781799999999997,4.900000000001015,stop,-4.900000000001015,-5.7000000000010145,-6.100000000001015,-1.1632653061224152,-1.244897959183623
PRIMARY,GBPUSD,1520249400000,1520250300000,1520252100000,1,4.831988261894541,1.38174,1.38251,1.3805,1.3842199999999998,12.399999999999078,time_stop,7.699999999999374,6.899999999999374,6.499999999999374,0.5564516129032167,0.5241935483870852
PRIMARY,GBPUSD,1520252100000,1520253000000,1520253000000,1,6.188818641248781,1.38343,1.3830049999999998,1.3830049999999998,1.38428,4.250000000000087,stop,-4.250000000001197,-5.050000000001197,-5.450000000001197,-1.1882352941179044,-1.282352941176726
PRIMARY,EURUSD,1520253000000,1520253900000,1520253900000,-1,-6.348448504883188,1.23198,1.2323050000000002,1.2323050000000002,1.23133,3.250000000000197,both_hit_adverse_first,-3.2500000000013074,-4.050000000001307,-4.450000000001308,-1.2461538461541728,-1.3692307692310886
PRIMARY,EURUSD,1520254800000,1520255700000,1520255700000,-1,-18.709020242334518,1.23064,1.2309899999999998,1.2309899999999998,1.2299400000000003,3.4999999999985048,stop,-3.4999999999985043,-4.299999999998504,-4.6999999999985045,-1.2285714285715261,-1.3428571428572893
PRIMARY,EURUSD,1520259300000,1520260200000,1520260200000,-1,-10.338149222408953,1.22845,1.2293375,1.2293375,1.2266750000000002,8.8749999999993,stop,-8.8749999999993,-9.6749999999993,-10.0749999999993,-1.0901408450704297,-1.1352112676056443
PRIMARY,GBPUSD,1520259300000,1520260200000,1520260200000,-1,-2.883904713492053,1.3805100000000001,1.3813075000000001,1.3813075000000001,1.3789150000000003,7.974999999998955,stop,-7.975000000000065,-8.775000000000066,-9.175000000000065,-1.1003134796239769,-1.1504702194358956
PRIMARY,GBPUSD,1520262900000,1520263800000,1520263800000,-1,-3.9881083109343796,1.38141,1.3815225,1.3815225,1.381185,1.1249999999995983,both_hit_adverse_first,-1.1249999999995985,-1.9249999999995986,-2.3249999999995987,-1.7111111111113653,-2.066666666667048
PRIMARY,EURUSD,1520262000000,1520262900000,1520264700000,1,4.753265948980683,1.23069,1.23071,1.2302275000000003,1.231615,4.624999999999213,time_stop,0.1999999999990898,-0.6000000000009102,-1.0000000000009102,-0.12972972972994862,-0.2162162162164498
PRIMARY,EURUSD,1520266500000,1520267400000,1520267400000,1,4.055683747636455,1.2319499999999999,1.2313999999999998,1.2313999999999998,1.2330499999999998,5.499999999999394,stop,-5.5000000000005045,-6.300000000000504,-6.700000000000505,-1.1454545454547633,-1.218181818182044
PRIMARY,EURUSD,1520271000000,1520271900000,1520271900000,1,2.728566061130807,1.23284,1.232375,1.232375,1.2337699999999998,4.649999999999376,stop,-4.649999999999377,-5.449999999999377,-5.849999999999377,-1.1720430107527113,-1.2580645161290671
PRIMARY,EURUSD,1520273700000,1520274600000,1520274600000,1,8.707417549446504,1.2343600000000001,1.2336675000000001,1.2336675000000001,1.235745,6.924999999999849,stop,-6.924999999999848,-7.724999999999848,-8.124999999999847,-1.1155234657039734,-1.1732851985559603
PRIMARY,GBPUSD,1520272800000,1520273700000,1520274600000,1,4.114399049875983,1.38685,1.3858125000000001,1.3858125000000001,1.3889249999999997,10.374999999999135,stop,-10.374999999998025,-11.174999999998025,-11.574999999998024,-1.0771084337348393,-1.1156626506023122
PRIMARY,GBPUSD,1520278200000,1520279100000,1520279100000,-1,-3.018796806945474,1.38449,1.384695,1.384695,1.38408,2.0500000000001073,stop,-2.0500000000001073,-2.850000000000107,-3.2500000000001075,-1.3902439024390039,-1.585365853658506
PRIMARY,EURUSD,1520279100000,1520280000000,1520280000000,1,5.096158096353469,1.23343,1.23296,1.23296,1.23437,4.6999999999997035,stop,-4.699999999999704,-5.499999999999704,-5.899999999999705,-1.1702127659574577,-1.2553191489361866
PRIMARY,GBPUSD,1520280900000,1520281800000,1520281800000,-1,-3.1611056794923535,1.38406,1.383275,1.3844525,1.383275,3.925000000000179,target,7.850000000000357,7.050000000000357,6.6500000000003565,1.7961783439490537,1.6942675159235805
PRIMARY,EURUSD,1520281800000,1520282700000,1520282700000,1,9.576379205064198,1.23307,1.232765,1.232765,1.23368,3.049999999999997,stop,-3.049999999999997,-3.849999999999997,-4.249999999999997,-1.2622950819672134,-1.39344262295082
PRIMARY,EURUSD,1520283600000,1520284500000,1520284500000,1,2.991953614538413,1.233,1.2327675,1.2327675,1.2334650000000003,2.325000000000798,stop,-2.3250000000007987,-3.1250000000007985,-3.525000000000799,-1.3440860215052584,-1.5161290322578875
PRIMARY,GBPUSD,1520283600000,1520284500000,1520284500000,1,23.255232364202925,1.38362,1.3835075000000001,1.3835075000000001,1.383845,1.1249999999995983,both_hit_adverse_first,-1.1249999999995985,-1.9249999999995986,-2.3249999999995987,-1.7111111111113653,-2.066666666667048
PRIMARY,GBPUSD,1520284500000,1520285400000,1520285400000,1,5.239572499731134,1.38416,1.383895,1.383895,1.38469,2.649999999999597,stop,-2.649999999999597,-3.449999999999597,-3.8499999999995973,-1.301886792452876,-1.4528301886793142
PRIMARY,GBPUSD,1520285400000,1520286300000,1520286300000,-1,-15.504512145323854,1.38294,1.38349,1.38349,1.38184,5.5000000000005045,stop,-5.5000000000005045,-6.300000000000504,-6.700000000000505,-1.1454545454545322,-1.2181818181817983
PRIMARY,EURUSD,1520285400000,1520286300000,1520288100000,-1,-33.69927279665703,1.23266,1.23258,1.2329625000000002,1.232055,3.0250000000009436,time_stop,0.8000000000008001,8.000267115448878e-13,-0.3999999999991999,2.644716401800457e-13,-0.13223140495837193
PRIMARY,GBPUSD,1520287200000,1520288100000,1520288100000,1,2.867430558056662,1.38342,1.3832725000000001,1.3832725000000001,1.383715,1.474999999999671,both_hit_adverse_first,-1.474999999999671,-2.274999999999671,-2.674999999999671,-1.542372881356053,-1.81355932203408
PRIMARY,EURUSD,1520289900000,1520290800000,1520292600000,1,4.21986460621502,1.2335,1.23342,1.23307,1.2343600000000001,4.300000000000415,time_stop,-0.8000000000008001,-1.6000000000008001,-2.0000000000008002,-0.37209302325596416,-0.4651162790699087
PRIMARY,EURUSD,1520292600000,1520293500000,1520293500000,1,6.185478221620469,1.2337799999999999,1.2336174999999998,1.2336174999999998,1.234105,1.6250000000006537,stop,-1.6250000000006537,-2.4250000000006535,-2.825000000000654,-1.492307692307494,-1.7384615384612414
PRIMARY,GBPUSD,1520293500000,1520294400000,1520294400000,1,4.086998849932914,1.38502,1.3848925,1.3848925,1.3852749999999996,1.2749999999983608,stop,-1.2749999999983608,-2.0749999999983606,-2.474999999998361,-1.6274509803929633,-1.9411764705894454
PRIMARY,EURUSD,1520299800000,1520300700000,1520300700000,1,3.598183474806793,1.23396,1.2337799999999999,1.2337799999999999,1.23432,1.8000000000006902,stop,-1.80000000000069,-2.6000000000006898,-3.00000000000069,-1.444444444444274,-1.666666666666411
PRIMARY,EURUSD,1520300700000,1520301600000,1520301600000,-1,-2.7533221713684584,1.23367,1.2337924999999998,1.2337924999999998,1.2334250000000002,1.2249999999991434,stop,-1.2249999999980332,-2.024999999998033,-2.4249999999980334,-1.6530612244893461,-1.9795918367344727
PRIMARY,EURUSD,1520305200000,1520306100000,1520306100000,1,8.769468266502582,1.23546,1.235905,1.2352375,1.235905,2.225000000000143,target,4.450000000000287,3.6500000000002872,3.250000000000287,1.6404494382022707,1.4606741573034059
PRIMARY,EURUSD,1520310600000,1520311500000,1520311500000,-1,-11.907913905879388,1.23495,1.2351375,1.2351375,1.234575,1.8750000000000713,stop,-1.875000000000071,-2.675000000000071,-3.0750000000000712,-1.4266666666666503,-1.6399999999999757
PRIMARY,GBPUSD,1520310600000,1520311500000,1520311500000,-1,-10.047678427884073,1.38426,1.3845575,1.3845575,1.3836650000000001,2.974999999999506,stop,-2.975000000000616,-3.775000000000616,-4.175000000000616,-1.268907563025628,-1.4033613445382553
PRIMARY,GBPUSD,1520312400000,1520313300000,1520313300000,1,4.582336797728869,1.38513,1.3848349999999998,1.3848349999999998,1.38572,2.9500000000004523,stop,-2.9500000000015625,-3.7500000000015623,-4.150000000001563,-1.2711864406783009,-1.4067796610172631
PRIMARY,GBPUSD,1520315100000,1520316000000,1520316000000,-1,-3.842343353649983,1.38441,1.3845399999999999,1.3845399999999999,1.3841499999999998,1.300000000000745,stop,-1.2999999999996348,-2.0999999999996346,-2.499999999999635,-1.6153846153834086,-1.9230769230755402
PRIMARY,GBPUSD,1520318700000,1520319600000,1520319600000,-1,-2.795855599287611,1.38389,1.384125,1.384125,1.38342,2.3499999999998518,stop,-2.349999999999852,-3.149999999999852,-3.5499999999998524,-1.3404255319149152,-1.510638297872373
PRIMARY,EURUSD,1520320500000,1520321400000,1520321400000,-1,-10.985006272729304,1.23446,1.234535,1.234535,1.2343099999999998,0.7500000000004725,stop,-0.7500000000004725,-1.5500000000004726,-1.9500000000004725,-2.0666666666659945,-2.599999999998992
PRIMARY,EURUSD,1520321400000,1520322300000,1520322300000,1,5.5375930390828225,1.23504,1.234765,1.234765,1.23559,2.7500000000002522,stop,-2.7500000000002522,-3.550000000000252,-3.9500000000002524,-1.2909090909090641,-1.4363636363635963
PRIMARY,GBPUSD,1520321400000,1520322300000,1520324100000,1,3.2455898500113034,1.38442,1.38464,1.3841875000000001,1.384885,2.324999999999688,time_stop,2.20000000000109,1.40000000000109,1.00000000000109,0.6021505376349582,0.43010752688224696
PRIMARY,GBPUSD,1520324100000,1520325000000,1520325000000,-1,-3.543228212993485,1.38416,1.3837000000000002,1.38439,1.3837000000000002,2.299999999999524,target,4.599999999999049,3.7999999999990495,3.399999999999049,1.6521739130434068,1.4782608695651098
PRIMARY,EURUSD,1520325900000,1520326800000,1520326800000,-1,-5.747952144647277,1.23386,1.2340275,1.2340275,1.2335249999999998,1.6750000000009815,stop,-1.6750000000009813,-2.475000000000981,-2.8750000000009814,-1.4776119402982273,-1.7164179104473414
PRIMARY,GBPUSD,1520331300000,1520332200000,1520332200000,1,2.9485200924151447,1.38358,1.3829275,1.3829275,1.384885,6.524999999999448,stop,-6.524999999999448,-7.324999999999448,-7.724999999999448,-1.1226053639846847,-1.183908045977027
PRIMARY,GBPUSD,1520333100000,1520334000000,1520334000000,-1,-4.803119342924752,1.3825,1.3828325000000001,1.3828325000000001,1.381835,3.325000000000689,stop,-3.3250000000006885,-4.125000000000688,-4.525000000000689,-1.2406015037593485,-1.360902255639023
PRIMARY,EURUSD,1520334900000,1520335800000,1520335800000,-1,-5.860265969112056,1.23321,1.23374,1.23374,1.2321499999999999,5.3000000000003045,stop,-5.300000000001415,-6.1000000000014145,-6.500000000001415,-1.1509433962266158,-1.226415094339819
PRIMARY,GBPUSD,1520334000000,1520334900000,1520335800000,1,11.854096809298406,1.3838300000000001,1.3850850000000001,1.3832025000000001,1.3850850000000001,6.2750000000000306,target,12.550000000000061,11.75000000000006,11.350000000000062,1.872509960159363,1.8087649402390449
PRIMARY,GBPUSD,1520335800000,1520336700000,1520336700000,1,7.309828960899282,1.38501,1.3847125,1.3847125,1.385605,2.974999999999506,stop,-2.975000000000616,-3.775000000000616,-4.175000000000616,-1.268907563025628,-1.4033613445382553
PRIMARY,EURUSD,1520337600000,1520338500000,1520338500000,-1,-2.8053343481514417,1.23404,1.23423,1.23423,1.2336600000000002,1.8999999999991248,stop,-1.8999999999991246,-2.6999999999991244,-3.099999999999125,-1.4210526315791412,-1.631578947368712
PRIMARY,GBPUSD,1520338500000,1520339400000,1520339400000,-1,-2.9714482574781553,1.38455,1.384795,1.384795,1.3840599999999998,2.4500000000005073,stop,-2.4500000000005073,-3.250000000000507,-3.6500000000005075,-1.3265306122448304,-1.4897959183672456
PRIMARY,EURUSD,1520342100000,1520343000000,1520344800000,1,18.53755296775561,1.23822,1.2397,1.2366375,1.2413850000000002,15.825000000000422,time_stop,14.799999999999258,13.999999999999257,13.599999999999259,0.8846761453395819,0.859399684044164
PRIMARY,EURUSD,1520345700000,1520346600000,1520346600000,-1,-3.509391430706361,1.23957,1.2398225000000003,1.2398225000000003,1.2390649999999999,2.5250000000009987,stop,-2.525000000002109,-3.3250000000021087,-3.725000000002109,-1.316831683168631,-1.475247524752727
PRIMARY,GBPUSD,1520343900000,1520344800000,1520346600000,1,4.909456314794442,1.38981,1.3906100000000001,1.3890725,1.391285,7.375000000000576,time_stop,8.00000000000134,7.2000000000013396,6.800000000001339,0.9762711864407833,0.9220338983051942
PRIMARY,EURUSD,1520352900000,1520353800000,1520355600000,-1,-3.293103616542701,1.23921,1.2396,1.24006,1.2375099999999999,8.500000000000174,time_stop,-3.900000000001125,-4.700000000001125,-5.100000000001125,-0.5529411764707092,-0.6000000000001201
PRIMARY,GBPUSD,1520352900000,1520353800000,1520355600000,-1,-6.415820749780965,1.38954,1.3899599999999999,1.3905375,1.387545,9.974999999999845,time_stop,-4.199999999998649,-4.999999999998649,-5.399999999998649,-0.5012531328319526,-0.5413533834585196
PRIMARY,GBPUSD,1520357400000,1520358300000,1520358300000,1,13.461911500616493,1.38971,1.3895125,1.3895125,1.3901050000000001,1.9750000000007264,stop,-1.9750000000007262,-2.775000000000726,-3.1750000000007264,-1.4050632911390912,-1.6075949367086373
PRIMARY,GBPUSD,1520358300000,1520359200000,1520359200000,-1,-23.54888447432295,1.38825,1.388945,1.388945,1.38686,6.950000000000012,stop,-6.950000000001122,-7.750000000001122,-8.150000000001121,-1.1151079136692243,-1.1726618705037564
PRIMARY,EURUSD,1520359200000,1520360100000,1520361000000,1,4.167139523694463,1.24156,1.2406825,1.2406825,1.2433150000000002,8.775000000000864,stop,-8.775000000000865,-9.575000000000866,-9.975000000000865,-1.0911680911680826,-1.1367521367521234
PRIMARY,GBPUSD,1520362800000,1520363700000,1520363700000,-1,-7.842133566529879,1.38754,1.3880675,1.3880675,1.386485,5.275000000000141,stop,-5.275000000000141,-6.0750000000001405,-6.475000000000141,-1.1516587677725079,-1.2274881516587617
PRIMARY,EURUSD,1520362800000,1520363700000,1520364600000,-1,-4.156388664310975,1.24037,1.2409649999999999,1.2409649999999999,1.2391800000000002,5.949999999999012,stop,-5.949999999999012,-6.7499999999990115,-7.149999999999012,-1.1344537815126274,-1.201680672268941
PRIMARY,GBPUSD,1520363700000,1520364600000,1520364600000,1,14.474395310069625,1.38858,1.3880925,1.3880925,1.3895549999999999,4.87499999999974,stop,-4.874999999999741,-5.6749999999997405,-6.074999999999741,-1.164102564102573,-1.2461538461538595
PRIMARY,EURUSD,1520365500000,1520366400000,1520366400000,-1,-6.3125723779688,1.23933,1.2397925,1.2397925,1.238405,4.625000000000322,stop,-4.625000000000323,-5.425000000000323,-5.8250000000003235,-1.172972972972961,-1.2594594594594417
PRIMARY,EURUSD,1520367300000,1520368200000,1520368200000,1,4.886403918827,1.24018,1.2398175,1.2398175,1.2409050000000001,3.625000000000434,stop,-3.6250000000004334,-4.425000000000433,-4.825000000000434,-1.2206896551723871,-1.331034482758581
PRIMARY,GBPUSD,1520367300000,1520368200000,1520368200000,1,12.067777917264857,1.3890500000000001,1.3888125000000002,1.3888125000000002,1.3895250000000001,2.3750000000000155,stop,-2.3749999999989058,-3.1749999999989056,-3.574999999998906,-1.3368421052626884,-1.5052631578942663
PRIMARY,EURUSD,1520370000000,1520370900000,1520370900000,1,3.6434148179455885,1.24105,1.24084,1.24084,1.24147,2.100000000000435,stop,-2.100000000000435,-2.9000000000004347,-3.300000000000435,-1.3809523809523019,-1.5714285714284533
PRIMARY,EURUSD,1520370900000,1520371800000,1520371800000,-1,-8.473460286400949,1.24081,1.2409125,1.2409125,1.2406049999999997,1.0250000000011639,stop,-1.0250000000011639,-1.825000000001164,-2.225000000001164,-1.7804878048771626,-2.170731707315744
PRIMARY,EURUSD,1520374500000,1520375400000,1520375400000,1,6.72368495843212,1.24037,1.240195,1.240195,1.24072,1.7500000000003626,both_hit_adverse_first,-1.7500000000003624,-2.550000000000362,-2.9500000000003626,-1.4571428571427623,-1.6857142857141436
PRIMARY,GBPUSD,1520372700000,1520373600000,1520375400000,-1,-15.252070333553997,1.38882,1.3885,1.3892475,1.387965,4.275000000000251,time_stop,3.1999999999987594,2.3999999999987596,1.9999999999987594,0.5614035087716067,0.46783625730962386
PRIMARY,EURUSD,1520375400000,1520376300000,1520376300000,1,6.38717994350151,1.24057,1.240465,1.240465,1.24078,1.0500000000002174,stop,-1.0500000000002174,-1.8500000000002175,-2.2500000000002176,-1.7619047619046042,-2.1428571428569065
PRIMARY,EURUSD,1520377200000,1520378100000,1520378100000,1,3.8091232785529505,1.24078,1.24058,1.24058,1.24118,1.99999999999978,stop,-1.9999999999997797,-2.7999999999997796,-3.19999999999978,-1.4000000000000439,-1.600000000000066
PRIMARY,GBPUSD,1520379000000,1520379900000,1520379900000,1,10.752450210705549,1.3892,1.3890924999999998,1.3890924999999998,1.389415,1.0750000000003812,stop,-1.0750000000014914,-1.8750000000014915,-2.2750000000014916,-1.7441860465123968,-2.116279069768079
PRIMARY,EURUSD,1520379900000,1520380800000,1520380800000,-1,-3.5094790221444305,1.24033,1.24054,1.24054,1.2399099999999998,2.100000000000435,stop,-2.100000000000435,-2.9000000000004347,-3.300000000000435,-1.3809523809523019,-1.5714285714284533
PRIMARY,GBPUSD,1520379900000,1520380800000,1520380800000,-1,-12.275761925708506,1.38858,1.38881,1.38881,1.3881199999999996,2.3000000000017446,stop,-2.300000000001745,-3.100000000001745,-3.5000000000017453,-1.347826086956258,-1.521739130434387
PRIMARY,EURUSD,1520385300000,1520386200000,1520386200000,-1,-10.661505593476749,1.24175,1.2419525,1.2419525,1.2413449999999997,2.0250000000010537,stop,-2.0250000000010537,-2.8250000000010536,-3.225000000001054,-1.395061728394856,-1.5925925925922844
PRIMARY,GBPUSD,1520385300000,1520386200000,1520388000000,-1,-8.134616226108406,1.3898,1.38997,1.39006,1.3892799999999998,2.60000000000038,opposite_signal,-1.7000000000000348,-2.5000000000000346,-2.900000000000035,-0.9615384615383344,-1.115384615384466
PRIMARY,GBPUSD,1520396100000,1520397000000,1520397000000,-1,-7.157576928569205,1.38859,1.3888449999999999,1.3888449999999999,1.3880800000000002,2.549999999998942,stop,-2.549999999998942,-3.349999999998942,-3.749999999998942,-1.3137254901962085,-1.470588235294313
PRIMARY,GBPUSD,1520397900000,1520398800000,1520398800000,-1,-2.8938276329490664,1.3891,1.38923,1.38923,1.38884,1.2999999999996348,stop,-1.2999999999996348,-2.0999999999996346,-2.499999999999635,-1.6153846153847882,-1.9230769230771825
PRIMARY,GBPUSD,1520401500000,1520402400000,1520402400000,-1,-5.749579193018454,1.38919,1.38924,1.38924,1.3890899999999997,0.5000000000010552,stop,-0.5000000000010552,-1.3000000000010552,-1.7000000000010551,-2.5999999999966237,-3.399999999994935
PRIMARY,EURUSD,1520404200000,1520405100000,1520405100000,-1,-9.305113624896984,1.2417799999999999,1.24169,1.241825,1.24169,0.44999999999961743,target,0.8999999999992347,0.0999999999992347,-0.3000000000007652,0.22222222222071047,-0.6666666666689339
PRIMARY,EURUSD,1520405100000,1520406000000,1520406000000,-1,-4.241421810006701,1.24152,1.241645,1.241645,1.2412699999999999,1.2500000000004174,stop,-1.2500000000015277,-2.0500000000015275,-2.450000000001528,-1.6400000000006743,-1.9600000000005677
PRIMARY,EURUSD,1520406000000,1520406900000,1520406900000,1,5.978015206799063,1.242,1.2417725,1.2417725,1.242455,2.2750000000004706,stop,-2.275000000000471,-3.075000000000471,-3.4750000000004713,-1.3516483516482791,-1.5274725274724186
PRIMARY,GBPUSD,1520406000000,1520406900000,1520406900000,1,3.173938673675721,1.3896,1.3894625,1.3894625,1.3898749999999997,1.374999999999016,stop,-1.374999999999016,-2.1749999999990157,-2.574999999999016,-1.5818181818185981,-1.8727272727278974
PRIMARY,GBPUSD,1520406900000,1520407800000,1520409600000,-1,-4.722287296020914,1.38858,1.38842,1.3890474999999998,1.387645,4.674999999999541,time_stop,1.5999999999993797,0.7999999999993797,0.39999999999937974,0.17112299465229053,0.08556149732607894
PRIMARY,GBPUSD,1520411400000,1520412300000,1520412300000,1,4.712524024978509,1.39058,1.39019,1.39019,1.3913599999999997,3.899999999998905,stop,-3.8999999999989043,-4.699999999998904,-5.0999999999989045,-1.2051282051282626,-1.307692307692394
PRIMARY,GBPUSD,1520412300000,1520413200000,1520413200000,-1,-17.11181809007511,1.39006,1.3896450000000002,1.3902675,1.3896450000000002,2.074999999999161,target,4.149999999998322,3.349999999998322,2.9499999999983215,1.6144578313251454,1.421686746987718
PRIMARY,EURUSD,1520415900000,1520416800000,1520416800000,-1,-6.122855048190768,1.2409,1.24138,1.24138,1.23994,4.799999999999249,stop,-4.8000000000003595,-5.600000000000359,-6.00000000000036,-1.166666666666924,-1.2500000000002705
PRIMARY,GBPUSD,1520414100000,1520415000000,1520416800000,-1,-2.9409693692876093,1.38805,1.38751,1.38863,1.38689,5.800000000000249,time_stop,5.399999999999849,4.5999999999998495,4.199999999999849,0.793103448275802,0.7241379310344256
PRIMARY,GBPUSD,1520417700000,1520418600000,1520418600000,-1,-17.01800297708573,1.38726,1.3875525,1.3875525,1.3866749999999999,2.9250000000002885,stop,-2.9250000000002885,-3.7250000000002883,-4.125000000000289,-1.2735042735042466,-1.41025641025637
PRIMARY,EURUSD,1520420400000,1520421300000,1520421300000,1,3.0050866810953134,1.24198,1.2415100000000001,1.2415100000000001,1.24292,4.6999999999997035,stop,-4.699999999999704,-5.499999999999704,-5.899999999999705,-1.1702127659574577,-1.2553191489361866
PRIMARY,GBPUSD,1520421300000,1520422200000,1520422200000,-1,-2.8224006211494586,1.38545,1.3863050000000001,1.3863050000000001,1.38374,8.550000000000502,stop,-8.550000000000502,-9.350000000000502,-9.750000000000501,-1.093567251461983,-1.1403508771929742
PRIMARY,EURUSD,1520425800000,1520426700000,1520427600000,1,46.697385153285474,1.24364,1.2432550000000002,1.2432550000000002,1.2444099999999998,3.8499999999985772,stop,-3.849999999998577,-4.649999999998577,-5.049999999998577,-1.2077922077922845,-1.3116883116884268
PRIMARY,EURUSD,1520428500000,1520429400000,1520430300000,-1,-8.146013186018902,1.24253,1.2420199999999997,1.242785,1.2420199999999997,2.5500000000011624,target,5.100000000002325,4.300000000002325,3.9000000000023247,1.6862745098040646,1.5294117647060967
PRIMARY,GBPUSD,1520427600000,1520428500000,1520430300000,-1,-2.9361069745895496,1.38644,1.38592,1.3870099999999999,1.3853,5.699999999999594,time_stop,5.199999999998539,4.399999999998539,3.999999999998539,0.7719298245612022,0.7017543859647059
PRIMARY,EURUSD,1520430300000,1520431200000,1520433000000,-1,-15.802383620341459,1.24075,1.24073,1.241495,1.23926,7.449999999999957,time_stop,0.1999999999990898,-0.6000000000009102,-1.0000000000009102,-0.0805369127518005,-0.13422818791958605
PRIMARY,GBPUSD,1520433000000,1520433900000,1520433900000,1,43.85163272376312,1.38683,1.387605,1.3864425,1.387605,3.8749999999998512,target,7.749999999999702,6.949999999999702,6.549999999999701,1.7935483870967661,1.6903225806451492
PRIMARY,GBPUSD,1520433900000,1520434800000,1520434800000,1,3.9198996270715574,1.38746,1.3871475,1.3871475,1.3880849999999998,3.1249999999993783,stop,-3.1249999999993783,-3.924999999999378,-4.3249999999993785,-1.2560000000000509,-1.3840000000000765
PRIMARY,EURUSD,1520435700000,1520436600000,1520436600000,-1,-3.33962735861803,1.24101,1.2413675,1.2413675,1.240295,3.5750000000001063,stop,-3.575000000000106,-4.375000000000106,-4.775000000000106,-1.2237762237762169,-1.3356643356643256
PRIMARY,GBPUSD,1520435700000,1520436600000,1520436600000,-1,-6.230423440382756,1.38567,1.3864299999999998,1.3864299999999998,1.3841500000000002,7.599999999998719,stop,-7.599999999998719,-8.39999999999872,-8.799999999998718,-1.1052631578947547,-1.1578947368421317
PRIMARY,GBPUSD,1520437500000,1520438400000,1520438400000,1,5.128714358484057,1.38822,1.38745,1.38745,1.3897599999999999,7.699999999999374,stop,-7.699999999999374,-8.499999999999375,-8.899999999999373,-1.1038961038961124,-1.1558441558441683
PRIMARY,GBPUSD,1520439300000,1520440200000,1520440200000,1,2.9162876912838027,1.389,1.3886825,1.3886825,1.389635,3.174999999999706,both_hit_adverse_first,-3.174999999999706,-3.9749999999997057,-4.374999999999706,-1.2519685039370312,-1.3779527559055469
PRIMARY,EURUSD,1520441100000,1520442000000,1520442000000,-1,-13.177887682034884,1.24099,1.2411975,1.2411975,1.2405750000000002,2.074999999999161,stop,-2.074999999999161,-2.8749999999991607,-3.274999999999161,-1.3855421686748546,-1.578313253012282
PRIMARY,GBPUSD,1520441100000,1520442000000,1520442000000,-1,-4.580631246065301,1.38835,1.3888775,1.3888775,1.387295,5.275000000000141,stop,-5.275000000000141,-6.0750000000001405,-6.475000000000141,-1.1516587677725079,-1.2274881516587617
PRIMARY,GBPUSD,1520442000000,1520442900000,1520442900000,-1,-6.148936210121082,1.38777,1.3880624999999998,1.3880624999999998,1.3871850000000001,2.9249999999991783,both_hit_adverse_first,-2.924999999998068,-3.724999999998068,-4.124999999998068,-1.2735042735039708,-1.4102564102561461
PRIMARY,EURUSD,1520442900000,1520443800000,1520444700000,-1,-107.96061423309267,1.23927,1.24007,1.24007,1.2376700000000003,7.99999999999912,stop,-7.999999999999119,-8.79999999999912,-9.199999999999118,-1.100000000000011,-1.1500000000000163
