case_id,entry_time_utc,direction,entry,sl,tp,exit_time_utc,exit,reason,label
CHALLENGER_SELL_TP_20200318,2020-03-18T00:40:00,-1,1.10103,1.10183,1.09943,2020-03-18T00:55:05,1.09939,TP,WIN_2R
CHALLENGER_BUY_TIMEOUT_20200610,2020-06-10T00:30:00,1,1.13415,1.13356,1.13533,2020-06-10T02:30:00,1.13398,TIMEOUT_24_BARS,LOSS_MINUS_0_356R
CHALLENGER_BUY_TP_20201117,2020-11-17T00:20:00,1,1.18614,1.18592,1.18658,2020-11-17T01:17:03,1.18662,TP,WIN_2R
CHALLENGER_SELL_SL_20211124,2021-11-24T01:10:00,-1,1.12431,1.12443,1.12407,2021-11-24T01:12:04,1.12443,SL,LOSS_MINUS_1_333R
CHALLENGER_BUY_SL_20220111,2022-01-11T00:35:00,1,1.13326,1.13313,1.13352,2022-01-11T00:41:37,1.13312,SL_SLIPPAGE,LOSS_MINUS_1_385R
