position_id,open_time,close_time,decision_time,direction,volume,entry,exit,planned_stop,planned_target,risk_points,initial_risk_account,net,realized_r
300,2021.02.26 03:10:00,2021.02.26 04:12:32,2021.02.26 03:05:00,BUY,0.15,1.21571,1.21703,1.21505,1.21703,66.0,9.9,19.2,1.9393939393939392
302,2021.03.10 03:05:00,2021.03.10 03:33:29,2021.03.10 03:00:00,SELL,0.45,1.18957,1.18913,1.18979,1.18913,22.0,9.9,18.0,1.8181818181818181
304,2021.03.11 03:30:00,2021.03.11 04:05:33,2021.03.11 03:25:00,SELL,0.18,1.19218,1.19273,1.19273,1.19108,55.0,9.9,-10.620000000000001,-1.0727272727272728
306,2021.03.12 03:50:00,2021.03.12 04:04:32,2021.03.12 03:45:00,BUY,0.34,1.19853,1.19824,1.19824,1.19911,29.0,9.86,-11.219999999999999,-1.1379310344827587
308,2021.03.15 02:15:00,2021.03.15 03:28:37,2021.03.15 02:10:00,BUY,0.2,1.1954,1.19637,1.19492,1.19636,48.0,9.6,18.599999999999998,1.9374999999999998
310,2021.03.16 02:30:00,2021.03.16 02:33:27,2021.03.16 02:25:00,BUY,0.39,1.19286,1.19261,1.19261,1.19336,25.0,9.75,-11.31,-1.1600000000000001
312,2021.03.22 01:15:00,2021.03.22 01:54:26,2021.03.22 01:10:00,BUY,0.15,1.189,1.18833,1.18834,1.19032,66.0,9.9,-10.65,-1.0757575757575757
314,2021.03.22 03:10:00,2021.03.22 03:18:19,2021.03.22 03:05:00,SELL,0.3,1.18843,1.18777,1.18876,1.18777,33.0,9.9,18.6,1.878787878787879
316,2021.03.24 04:00:00,2021.03.24 04:23:26,2021.03.24 03:55:00,BUY,0.23,1.18482,1.18438,1.18439,1.18568,43.0,9.89,-11.04,-1.1162790697674416
318,2021.03.29 04:40:00,2021.03.29 05:09:30,2021.03.29 04:35:00,SELL,0.23,1.17837,1.1788,1.1788,1.17751,43.0,9.89,-10.81,-1.0930232558139534
320,2021.04.12 04:50:00,2021.04.12 06:50:00,2021.04.12 04:45:00,SELL,0.11,1.18892,1.1892,1.18978,1.1872,86.0,9.46,-3.52,-0.37209302325581395
322,2021.04.19 02:10:00,2021.04.19 03:50:25,2021.04.19 02:05:00,SELL,0.39,1.19714,1.1974,1.19739,1.19664,25.0,9.75,-11.700000000000001,-1.2000000000000002
324,2021.04.23 03:25:00,2021.04.23 03:45:24,2021.04.23 03:20:00,BUY,0.39,1.20172,1.20147,1.20147,1.20222,25.0,9.75,-11.31,-1.1600000000000001
326,2021.04.27 03:45:00,2021.04.27 04:01:42,2021.04.27 03:40:00,SELL,0.27,1.20771,1.20809,1.20807,1.20699,36.0,9.72,-11.34,-1.1666666666666665
328,2021.05.06 04:20:00,2021.05.06 04:22:23,2021.05.06 04:15:00,SELL,0.62,1.20047,1.20063,1.20063,1.20015,16.0,9.92,-12.4,-1.25
330,2021.05.07 03:15:00,2021.05.07 03:50:33,2021.05.07 03:10:00,BUY,0.26,1.20679,1.2064,1.20641,1.20755,38.0,9.88,-11.18,-1.131578947368421
332,2021.05.13 03:20:00,2021.05.13 03:44:49,2021.05.13 03:15:00,SELL,0.18,1.20737,1.2079,1.2079,1.20631,53.0,9.54,-10.26,-1.0754716981132075
334,2021.05.14 03:15:00,2021.05.14 03:17:10,2021.05.14 03:10:00,SELL,0.35,1.20753,1.20781,1.20781,1.20697,28.0,9.8,-11.200000000000001,-1.1428571428571428
336,2021.05.24 03:25:00,2021.05.24 03:31:59,2021.05.24 03:20:00,BUY,0.45,1.2185,1.21826,1.21828,1.21894,22.0,9.9,-12.600000000000001,-1.272727272727273
338,2021.05.25 03:30:00,2021.05.25 03:59:32,2021.05.25 03:25:00,BUY,0.36,1.22163,1.22217,1.22136,1.22217,27.0,9.72,18.0,1.8518518518518516
340,2021.05.26 03:15:00,2021.05.26 04:18:32,2021.05.26 03:10:00,BUY,0.14,1.22514,1.22446,1.22446,1.2265,68.0,9.52,-10.08,-1.0588235294117647
342,2021.05.28 03:15:00,2021.05.28 04:03:03,2021.05.28 03:10:00,SELL,0.29,1.21899,1.21831,1.21933,1.21831,34.0,9.86,18.56,1.8823529411764706
344,2021.06.01 03:40:00,2021.06.01 04:18:24,2021.06.01 03:35:00,SELL,0.16,1.22288,1.22351,1.2235,1.22164,62.0,9.92,-10.72,-1.0806451612903227
346,2021.06.10 04:10:00,2021.06.10 06:10:00,2021.06.10 04:05:00,SELL,0.27,1.21729,1.2168,1.21765,1.21657,36.0,9.72,12.15,1.25
348,2021.06.16 03:50:00,2021.06.16 03:51:25,2021.06.16 03:45:00,BUY,0.76,1.2126,1.21247,1.21247,1.21286,13.0,9.88,-12.920000000000002,-1.3076923076923077
350,2021.06.21 00:50:00,2021.06.21 01:07:59,2021.06.21 00:45:00,BUY,0.21,1.18637,1.18731,1.1859,1.18731,47.0,9.87,18.9,1.9148936170212767
352,2021.06.28 03:20:00,2021.06.28 04:38:04,2021.06.28 03:15:00,SELL,0.17,1.19365,1.19251,1.19422,1.19251,57.0,9.69,18.7,1.9298245614035088
354,2021.06.30 04:05:00,2021.06.30 04:43:36,2021.06.30 04:00:00,SELL,0.27,1.18999,1.19035,1.19035,1.18927,36.0,9.72,-10.8,-1.1111111111111112
356,2021.07.08 04:05:00,2021.07.08 04:26:15,2021.07.08 04:00:00,SELL,0.21,1.17881,1.17927,1.17927,1.17789,46.0,9.66,-10.5,-1.0869565217391304
358,2021.07.13 04:05:00,2021.07.13 04:06:27,2021.07.13 04:00:00,BUY,0.76,1.1864,1.18627,1.18627,1.18666,13.0,9.88,-12.920000000000002,-1.3076923076923077
360,2021.07.14 03:20:00,2021.07.14 03:28:28,2021.07.14 03:15:00,SELL,0.35,1.17726,1.17754,1.17754,1.1767,28.0,9.8,-11.200000000000001,-1.1428571428571428
362,2021.07.27 03:55:00,2021.07.27 04:46:35,2021.07.27 03:50:00,BUY,0.32,1.18064,1.18033,1.18033,1.18126,31.0,9.92,-11.2,-1.129032258064516
364,2021.07.28 03:20:00,2021.07.28 03:28:28,2021.07.28 03:15:00,BUY,0.39,1.18222,1.18197,1.18197,1.18272,25.0,9.75,-11.31,-1.1600000000000001
366,2021.07.30 04:35:00,2021.07.30 04:46:36,2021.07.30 04:30:00,SELL,0.47,1.18805,1.18826,1.18826,1.18763,21.0,9.87,-11.75,-1.1904761904761905
368,2021.08.09 02:05:00,2021.08.09 02:22:33,2021.08.09 02:00:00,SELL,0.22,1.17532,1.17442,1.17577,1.17442,45.0,9.9,18.92,1.9111111111111112
370,2021.08.13 03:30:00,2021.08.13 03:59:06,2021.08.13 03:25:00,SELL,0.62,1.17345,1.17362,1.17361,1.17313,16.0,9.92,-13.02,-1.3125
372,2021.08.20 03:20:00,2021.08.20 05:20:00,2021.08.20 03:15:00,BUY,0.23,1.16802,1.16794,1.1676,1.16886,42.0,9.66,-2.7600000000000002,-0.28571428571428575
374,2021.08.23 00:30:00,2021.08.23 01:00:34,2021.08.23 00:25:00,SELL,0.52,1.16957,1.16976,1.16976,1.16919,19.0,9.88,-11.96,-1.2105263157894737
376,2021.09.06 01:15:00,2021.09.06 03:15:00,2021.09.06 01:10:00,BUY,0.36,1.18812,1.18814,1.18785,1.18866,27.0,9.72,-0.72,-0.07407407407407407
378,2021.09.06 04:05:00,2021.09.06 06:05:00,2021.09.06 04:00:00,SELL,0.25,1.18792,1.18721,1.18831,1.18714,39.0,9.75,16.75,1.7179487179487178
380,2021.09.23 05:10:00,2021.09.23 05:42:25,2021.09.23 05:05:00,BUY,0.32,1.16909,1.16972,1.16878,1.16971,31.0,9.92,18.88,1.9032258064516128
382,2021.09.27 04:15:00,2021.09.27 04:16:41,2021.09.27 04:10:00,SELL,0.39,1.17184,1.17209,1.17209,1.17134,25.0,9.75,-11.31,-1.1600000000000001
384,2021.10.11 01:20:00,2021.10.11 01:30:34,2021.10.11 01:15:00,BUY,0.28,1.15732,1.15697,1.15697,1.15802,35.0,9.8,-10.920000000000002,-1.1142857142857143
386,2021.10.12 03:45:00,2021.10.12 03:54:36,2021.10.12 03:40:00,SELL,0.62,1.15496,1.15512,1.15512,1.15464,16.0,9.92,-12.4,-1.25
388,2021.10.25 03:15:00,2021.10.25 05:15:00,2021.10.25 03:10:00,BUY,0.13,1.1646,1.16448,1.16384,1.16612,76.0,9.88,-2.08,-0.21052631578947367
390,2021.10.26 03:20:00,2021.10.26 04:16:35,2021.10.26 03:15:00,SELL,0.16,1.16022,1.16084,1.16084,1.15898,62.0,9.92,-10.56,-1.0645161290322582
392,2021.10.29 03:25:00,2021.10.29 03:49:26,2021.10.29 03:20:00,BUY,0.25,1.16847,1.16808,1.16808,1.16925,39.0,9.75,-10.75,-1.1025641025641026
394,2021.11.03 03:30:00,2021.11.03 04:55:13,2021.11.03 03:25:00,BUY,0.39,1.15791,1.15841,1.15766,1.15841,25.0,9.75,17.94,1.84
396,2021.11.04 03:25:00,2021.11.04 04:03:38,2021.11.04 03:20:00,SELL,0.24,1.16091,1.16008,1.16132,1.16009,41.0,9.84,18.96,1.926829268292683
398,2021.11.08 01:35:00,2021.11.08 02:41:32,2021.11.08 01:30:00,BUY,0.26,1.15669,1.15631,1.15631,1.15745,38.0,9.88,-10.920000000000002,-1.105263157894737
400,2021.11.23 02:40:00,2021.11.23 02:46:02,2021.11.23 02:35:00,BUY,0.7,1.1242,1.12406,1.12406,1.12448,14.0,9.8,-12.600000000000001,-1.2857142857142858
402,2021.11.24 03:10:00,2021.11.24 03:12:04,2021.11.24 03:05:00,SELL,0.82,1.12431,1.12443,1.12443,1.12407,12.0,9.84,-13.12,-1.3333333333333333
404,2021.12.02 02:35:00,2021.12.02 02:44:59,2021.12.02 02:30:00,SELL,0.52,1.13168,1.13187,1.13187,1.1313,19.0,9.88,-11.96,-1.2105263157894737
406,2021.12.08 03:00:00,2021.12.08 04:09:15,2021.12.08 02:55:00,BUY,0.27,1.12751,1.12823,1.12715,1.12823,36.0,9.72,18.36,1.8888888888888886
408,2021.12.15 02:20:00,2021.12.15 02:48:16,2021.12.15 02:15:00,BUY,0.38,1.12596,1.12648,1.1257,1.12648,26.0,9.88,18.240000000000002,1.8461538461538463
410,2021.12.17 02:35:00,2021.12.17 02:43:38,2021.12.17 02:30:00,BUY,0.38,1.13324,1.13298,1.13298,1.13376,26.0,9.88,-11.4,-1.1538461538461537
412,2021.12.22 02:20:00,2021.12.22 02:31:36,2021.12.22 02:15:00,BUY,0.3,1.12888,1.12855,1.12855,1.12954,33.0,9.9,-11.1,-1.121212121212121
414,2022.01.10 03:10:00,2022.01.10 03:48:28,2022.01.10 03:05:00,BUY,0.35,1.13553,1.13525,1.13525,1.13609,28.0,9.8,-11.200000000000001,-1.1428571428571428
416,2022.01.11 02:35:00,2022.01.11 02:41:37,2022.01.11 02:30:00,BUY,0.76,1.13326,1.13312,1.13313,1.13352,13.0,9.88,-13.68,-1.3846153846153846
418,2022.01.28 02:30:00,2022.01.28 02:32:00,2022.01.28 02:25:00,SELL,0.58,1.11415,1.11432,1.11432,1.11381,17.0,9.86,-12.18,-1.2352941176470589
420,2022.02.01 02:35:00,2022.02.01 04:33:59,2022.02.01 02:30:00,SELL,0.2,1.12245,1.12296,1.12294,1.12147,49.0,9.8,-11.0,-1.1224489795918366
422,2022.02.03 02:50:00,2022.02.03 03:06:22,2022.02.03 02:45:00,SELL,0.52,1.12969,1.12988,1.12988,1.12931,19.0,9.88,-11.96,-1.2105263157894737
424,2022.02.04 02:15:00,2022.02.04 02:25:59,2022.02.04 02:10:00,SELL,0.39,1.14339,1.14367,1.14364,1.14289,25.0,9.75,-12.48,-1.28
426,2022.02.08 02:55:00,2022.02.08 03:26:42,2022.02.08 02:50:00,BUY,0.38,1.14427,1.14479,1.14401,1.14479,26.0,9.88,18.240000000000002,1.8461538461538463
428,2022.02.21 01:40:00,2022.02.21 02:51:25,2022.02.21 01:35:00,SELL,0.19,1.13157,1.13209,1.13209,1.13053,52.0,9.88,-10.64,-1.0769230769230769
430,2022.03.11 02:55:00,2022.03.11 03:10:04,2022.03.11 02:50:00,SELL,0.15,1.10056,1.09929,1.10119,1.0993,63.0,9.45,18.45,1.9523809523809526
432,2022.03.16 03:10:00,2022.03.16 03:51:43,2022.03.16 03:05:00,SELL,0.11,1.09602,1.09691,1.09691,1.09424,89.0,9.79,-10.229999999999999,-1.044943820224719
434,2022.03.21 02:50:00,2022.03.21 03:07:42,2022.03.21 02:45:00,BUY,0.43,1.10466,1.10512,1.10443,1.10512,23.0,9.89,18.060000000000002,1.8260869565217392
436,2022.03.24 02:30:00,2022.03.24 02:54:28,2022.03.24 02:25:00,BUY,0.3,1.10074,1.10041,1.10041,1.1014,33.0,9.9,-11.1,-1.121212121212121
438,2022.04.04 00:25:00,2022.04.04 00:25:30,2022.04.04 00:20:00,SELL,0.43,1.10378,1.10405,1.10401,1.10332,23.0,9.89,-13.33,-1.3478260869565217
440,2022.04.05 03:15:00,2022.04.05 03:16:39,2022.04.05 03:10:00,BUY,0.29,1.0976,1.09725,1.09726,1.09828,34.0,9.86,-11.31,-1.147058823529412
442,2022.04.07 03:30:00,2022.04.07 03:59:38,2022.04.07 03:25:00,BUY,0.18,1.09014,1.09122,1.0896,1.09122,54.0,9.72,18.720000000000002,1.925925925925926
444,2022.04.11 03:30:00,2022.04.11 03:55:04,2022.04.11 03:25:00,SELL,0.13,1.08846,1.08921,1.0892,1.08698,74.0,9.62,-10.27,-1.0675675675675675
446,2022.04.19 03:55:00,2022.04.19 04:01:35,2022.04.19 03:50:00,SELL,0.14,1.07748,1.07818,1.07818,1.07608,70.0,9.8,-10.360000000000001,-1.0571428571428572
448,2022.04.20 04:15:00,2022.04.20 04:18:35,2022.04.20 04:10:00,BUY,0.24,1.07981,1.07941,1.07941,1.08061,40.0,9.6,-10.559999999999999,-1.0999999999999999
450,2022.04.22 03:20:00,2022.04.22 03:42:14,2022.04.22 03:15:00,BUY,0.35,1.0838,1.08352,1.08352,1.08436,28.0,9.8,-11.200000000000001,-1.1428571428571428
452,2022.04.26 03:20:00,2022.04.26 03:34:04,2022.04.26 03:15:00,BUY,0.23,1.07168,1.07254,1.07125,1.07254,43.0,9.89,18.86,1.9069767441860463
454,2022.04.27 03:35:00,2022.04.27 03:43:30,2022.04.27 03:30:00,SELL,0.49,1.06395,1.06355,1.06415,1.06355,20.0,9.8,17.64,1.7999999999999998
456,2022.04.28 03:50:00,2022.04.28 03:53:30,2022.04.28 03:45:00,SELL,0.34,1.05486,1.05428,1.05515,1.05428,29.0,9.86,18.36,1.8620689655172413
458,2022.05.09 03:25:00,2022.05.09 03:59:02,2022.05.09 03:20:00,SELL,0.19,1.05289,1.05188,1.05339,1.05189,50.0,9.5,18.43,1.94
460,2022.05.16 04:40:00,2022.05.16 04:48:33,2022.05.16 04:35:00,BUY,0.22,1.0406,1.04014,1.04015,1.0415,45.0,9.9,-11.0,-1.1111111111111112
462,2022.06.01 03:15:00,2022.06.01 04:01:29,2022.06.01 03:10:00,SELL,0.31,1.0732,1.07255,1.07352,1.07256,32.0,9.92,18.91,1.90625
464,2022.06.07 03:50:00,2022.06.07 04:12:38,2022.06.07 03:45:00,SELL,0.34,1.06866,1.06808,1.06895,1.06808,29.0,9.86,18.36,1.8620689655172413
466,2022.06.08 04:00:00,2022.06.08 06:00:00,2022.06.08 03:55:00,SELL,0.16,1.06931,1.06906,1.06992,1.06809,61.0,9.76,3.36,0.3442622950819672
468,2022.06.16 03:45:00,2022.06.16 03:58:44,2022.06.16 03:40:00,BUY,0.16,1.04623,1.04563,1.04563,1.04743,60.0,9.6,-10.24,-1.0666666666666667
470,2022.06.21 03:20:00,2022.06.21 03:29:15,2022.06.21 03:15:00,BUY,0.29,1.05192,1.05262,1.05158,1.0526,34.0,9.86,19.14,1.9411764705882355
472,2022.06.27 01:20:00,2022.06.27 01:45:38,2022.06.27 01:15:00,BUY,0.3,1.05556,1.05622,1.05523,1.05622,33.0,9.9,18.6,1.878787878787879
474,2022.06.30 03:20:00,2022.06.30 03:46:25,2022.06.30 03:15:00,SELL,0.15,1.04393,1.04457,1.04457,1.04265,64.0,9.6,-10.2,-1.0625
476,2022.07.01 03:55:00,2022.07.01 05:55:00,2022.07.01 03:50:00,SELL,0.16,1.04725,1.04664,1.04785,1.04605,60.0,9.6,9.12,0.95
478,2022.07.08 05:45:00,2022.07.08 05:45:38,2022.07.08 05:40:00,SELL,0.22,1.01734,1.01644,1.01779,1.01644,45.0,9.9,18.92,1.9111111111111112
480,2022.07.11 05:25:00,2022.07.11 05:30:04,2022.07.11 05:20:00,SELL,0.52,1.01456,1.01477,1.01475,1.01418,19.0,9.88,-13.0,-1.3157894736842104
482,2022.07.25 00:55:00,2022.07.25 01:00:21,2022.07.25 00:50:00,BUY,0.31,1.02173,1.02139,1.02141,1.02237,32.0,9.92,-11.78,-1.1875
484,2022.07.25 03:45:00,2022.07.25 03:59:25,2022.07.25 03:40:00,SELL,0.23,1.01912,1.01826,1.01955,1.01826,43.0,9.89,18.86,1.9069767441860463
486,2022.07.27 03:35:00,2022.07.27 03:45:38,2022.07.27 03:30:00,BUY,0.31,1.01341,1.01406,1.01309,1.01405,32.0,9.92,18.91,1.90625
488,2022.08.01 03:40:00,2022.08.01 04:06:39,2022.08.01 03:35:00,BUY,0.27,1.02186,1.0226,1.0215,1.02258,36.0,9.72,18.9,1.9444444444444442
490,2022.08.04 03:45:00,2022.08.04 04:33:28,2022.08.04 03:40:00,BUY,0.17,1.0163,1.01746,1.01572,1.01746,58.0,9.86,19.04,1.9310344827586208
492,2022.08.08 04:05:00,2022.08.08 04:44:59,2022.08.08 04:00:00,SELL,0.1,1.0166,1.01752,1.01752,1.01476,92.0,9.2,-9.6,-1.0434782608695652
494,2022.08.10 03:15:00,2022.08.10 03:54:27,2022.08.10 03:10:00,SELL,0.26,1.02052,1.0209,1.0209,1.01976,38.0,9.88,-10.920000000000002,-1.105263157894737
496,2022.08.16 03:15:00,2022.08.16 03:38:40,2022.08.16 03:10:00,SELL,0.24,1.01581,1.01499,1.01622,1.01499,41.0,9.84,18.72,1.9024390243902438
498,2022.08.29 03:55:00,2022.08.29 04:07:36,2022.08.29 03:50:00,SELL,0.22,0.9932,0.99366,0.99365,0.9923,45.0,9.9,-11.0,-1.1111111111111112
500,2022.09.13 04:45:00,2022.09.13 04:54:54,2022.09.13 04:40:00,SELL,0.23,1.01315,1.01357,1.01357,1.01231,42.0,9.66,-10.58,-1.0952380952380951
502,2022.09.21 03:40:00,2022.09.21 05:11:28,2022.09.21 03:35:00,SELL,0.1,0.99606,0.99703,0.99703,0.99412,97.0,9.7,-10.1,-1.041237113402062
504,2022.09.23 03:35:00,2022.09.23 03:39:21,2022.09.23 03:30:00,SELL,0.34,0.98363,0.98393,0.98392,0.98305,29.0,9.86,-11.559999999999999,-1.1724137931034482
506,2022.09.29 03:25:00,2022.09.29 03:31:38,2022.09.29 03:20:00,SELL,0.34,0.97041,0.9707,0.9707,0.96983,29.0,9.86,-11.219999999999999,-1.1379310344827587
508,2022.10.03 00:30:00,2022.10.03 02:30:00,2022.10.03 00:25:00,SELL,0.07,0.97972,0.97979,0.98103,0.9771,131.0,9.17,-0.77,-0.08396946564885496
510,2022.10.04 03:20:00,2022.10.04 04:59:42,2022.10.04 03:15:00,SELL,0.11,0.983,0.98122,0.98389,0.98122,89.0,9.79,19.139999999999997,1.9550561797752808
512,2022.10.21 03:20:00,2022.10.21 05:20:00,2022.10.21 03:15:00,SELL,0.2,0.97728,0.97746,0.97777,0.9763,49.0,9.8,-4.4,-0.4489795918367347
514,2022.11.02 02:55:00,2022.11.02 02:59:36,2022.11.02 02:50:00,BUY,0.33,0.98811,0.98871,0.98781,0.98871,30.0,9.9,18.48,1.8666666666666667
516,2022.11.07 01:30:00,2022.11.07 03:18:38,2022.11.07 01:25:00,BUY,0.11,0.99317,0.99229,0.99229,0.99493,88.0,9.68,-10.12,-1.0454545454545454
518,2022.11.14 03:30:00,2022.11.14 03:37:40,2022.11.14 03:25:00,BUY,0.14,1.0332,1.0325,1.03251,1.03458,69.0,9.66,-10.360000000000001,-1.0724637681159421
520,2022.12.13 02:45:00,2022.12.13 04:45:00,2022.12.13 02:40:00,BUY,0.1,1.05477,1.05514,1.05381,1.05669,96.0,9.6,3.3000000000000003,0.34375000000000006
522,2022.12.29 03:15:00,2022.12.29 05:10:13,2022.12.29 03:10:00,BUY,0.13,1.06316,1.06243,1.06243,1.06462,73.0,9.49,-10.01,-1.0547945205479452
