arm,signal_time_server,entry_time_server,entry_time_utc,exit_time_server,direction,entry,stop,target,exit_price,exit_kind,risk_pips,spread_gate_pips,gross_r,net_r_x1,net_r_x1_5,net_r_x2
CONTROL,2019-01-08 13:25:00,2019-01-08 13:30:00,2019-01-08 11:30:00,2019-01-08 13:44:00,-1,1.14455,1.14528,1.1433819999999997,1.14528,STOP,7.300000000001194,0.8,-1.0,-1.205479452054761,-1.3082191780821413,-1.4109589041095218
CONTROL,2019-01-08 13:50:00,2019-01-08 13:55:00,2019-01-08 11:55:00,2019-01-08 14:49:00,1,1.14682,1.14441,1.150676,1.14441,STOP,24.100000000000232,0.8,-1.0,-1.0622406639004143,-1.0933609958506214,-1.1244813278008288
CONTROL,2019-01-09 10:00:00,2019-01-09 10:05:00,2019-01-09 08:05:00,2019-01-09 11:04:00,1,1.14682,1.1459585714285714,1.1481982857142856,1.1459585714285714,STOP,8.614285714285685,0.2,-1.0,-1.1741293532338315,-1.2611940298507471,-1.348258706467663
CONTROL,2019-01-09 11:05:00,2019-01-09 11:10:00,2019-01-09 09:10:00,2019-01-09 12:24:00,1,1.14642,1.1455199999999999,1.14786,1.14584,TIME,9.00000000000123,0.3,-0.6444444444443841,-0.811111111111028,-0.89444444444435,-0.9777777777776719
CONTROL,2019-01-09 12:30:00,2019-01-09 12:35:00,2019-01-09 10:35:00,2019-01-09 13:49:00,-1,1.1451500000000001,1.14609,1.1436460000000002,1.14543,TIME,9.399999999999409,0.2,-0.29787234042537614,-0.4574468085104926,-0.5372340425530507,-0.6170212765956089
CONTROL,2019-01-09 13:50:00,2019-01-09 13:55:00,2019-01-09 11:55:00,2019-01-09 15:09:00,-1,1.14533,1.1459953571428572,1.1442654285714284,1.14545,TIME,6.653571428572036,0.2,-0.18035426731095294,-0.40579710144941866,-0.5185185185186516,-0.6312399355878844
CONTROL,2019-01-09 15:10:00,2019-01-09 15:15:00,2019-01-09 13:15:00,2019-01-09 15:36:00,-1,1.14543,1.1460696428571429,1.1444065714285714,1.1460696428571429,STOP,6.39642857142908,0.2,-1.0,-1.2345058626465475,-1.3517587939698212,-1.469011725293095
CONTROL,2019-01-10 09:55:00,2019-01-10 10:00:00,2019-01-10 08:00:00,2019-01-10 10:21:00,1,1.15409,1.1532071428571429,1.1555025714285716,1.1555025714285716,TARGET,8.828571428571852,0.3,1.6,1.430097087378649,1.3451456310679735,1.260194174757298
CONTROL,2019-01-10 10:20:00,2019-01-10 10:25:00,2019-01-10 08:25:00,2019-01-10 10:52:00,1,1.15567,1.15364,1.158918,1.15364,STOP,20.299999999999763,0.3,-1.0,-1.0738916256157645,-1.1108374384236466,-1.147783251231529
CONTROL,2019-01-10 10:55:00,2019-01-10 11:00:00,2019-01-10 09:00:00,2019-01-10 12:14:00,-1,1.15287,1.15511,1.149286,1.15284,TIME,22.400000000000198,0.2,0.013392857142845637,-0.05357142857143949,-0.08705357142858205,-0.12053571428572463
CONTROL,2019-01-10 12:25:00,2019-01-10 12:30:00,2019-01-10 10:30:00,2019-01-10 13:08:00,-1,1.15195,1.1532900000000001,1.1498059999999999,1.1532900000000001,STOP,13.400000000001189,0.2,-1.0,-1.1119402985074527,-1.1679104477611792,-1.2238805970149056
CONTROL,2019-01-10 13:20:00,2019-01-10 13:25:00,2019-01-10 11:25:00,2019-01-10 13:57:00,1,1.15387,1.15262,1.15587,1.15262,STOP,12.499999999999734,0.2,-1.0,-1.1200000000000025,-1.1800000000000037,-1.240000000000005
CONTROL,2019-01-11 10:30:00,2019-01-11 10:35:00,2019-01-11 08:35:00,2019-01-11 11:10:00,1,1.1525,1.1516499999999998,1.1538600000000006,1.1516499999999998,STOP,8.500000000002395,0.8,-1.0,-1.1764705882352444,-1.2647058823528665,-1.3529411764704888
CONTROL,2019-01-11 11:10:00,2019-01-11 11:15:00,2019-01-11 09:15:00,2019-01-11 12:02:00,1,1.15241,1.1515499999999999,1.153786,1.1515499999999999,STOP,8.60000000000083,0.8,-1.0,-1.174418604651146,-1.261627906976719,-1.348837209302292
CONTROL,2019-01-11 12:00:00,2019-01-11 12:05:00,2019-01-11 10:05:00,2019-01-11 12:43:00,-1,1.15187,1.1526135714285715,1.1506802857142855,1.1526135714285715,STOP,7.4357142857151,0.8,-1.0,-1.2017291066282199,-1.30259365994233,-1.40345821325644
CONTROL,2019-01-11 12:40:00,2019-01-11 12:45:00,2019-01-11 10:45:00,2019-01-11 12:53:00,1,1.15266,1.15193,1.1538280000000003,1.1538280000000003,TARGET,7.300000000001194,0.8,1.6,1.3945205479452392,1.2917808219178588,1.1890410958904782
CONTROL,2019-01-11 13:25:00,2019-01-11 13:30:00,2019-01-11 11:30:00,2019-01-11 14:44:00,1,1.1522999999999999,1.1514803571428571,1.1536114285714283,1.15346,TIME,8.19642857142755,0.8,1.4152505446625467,1.2322440087148114,1.1407407407409438,1.0492374727670764
CONTROL,2019-01-14 09:55:00,2019-01-14 10:00:00,2019-01-14 08:00:00,2019-01-14 11:14:00,1,1.14791,1.1462299999999999,1.1505980000000002,1.14713,TIME,16.80000000000126,0.8,-0.4642857142856812,-0.5535714285713889,-0.5982142857142426,-0.6428571428570964
CONTROL,2019-01-14 11:50:00,2019-01-14 11:55:00,2019-01-14 09:55:00,2019-01-14 13:09:00,-1,1.14611,1.14734,1.1441419999999998,1.14544,TIME,12.300000000000644,0.8,0.5447154471544011,0.4227642276422124,0.36178861788611805,0.30081300813002365
CONTROL,2019-01-14 13:05:00,2019-01-14 13:10:00,2019-01-14 11:10:00,2019-01-14 13:28:00,-1,1.14545,1.1465800000000002,1.143642,1.1465800000000002,STOP,11.300000000000754,0.8,-1.0,-1.1327433628318495,-1.1991150442477743,-1.265486725663699
CONTROL,2019-01-14 13:45:00,2019-01-14 13:50:00,2019-01-14 11:50:00,2019-01-14 13:54:00,-1,1.14705,1.1477914285714286,1.145863714285714,1.145863714285714,TARGET,7.414285714286706,0.8,1.6,1.3976878612717034,1.2965317919075552,1.1953757225434067
CONTROL,2019-01-14 14:10:00,2019-01-14 14:15:00,2019-01-14 12:15:00,2019-01-14 15:29:00,-1,1.14657,1.1475910714285715,1.1449362857142857,1.14622,TIME,10.210714285714406,0.8,0.3427771948234318,0.19587268275627717,0.12242042672269984,0.04896817068912257
CONTROL,2019-01-15 09:55:00,2019-01-15 10:00:00,2019-01-15 08:00:00,2019-01-15 10:16:00,-1,1.147,1.1479300000000001,1.1455119999999999,1.1455119999999999,TARGET,9.300000000000974,0.8,1.6,1.438709677419372,1.3580645161290577,1.2774193548387436
CONTROL,2019-01-15 10:25:00,2019-01-15 10:30:00,2019-01-15 08:30:00,2019-01-15 11:18:00,-1,1.14551,1.1473700000000002,1.1425339999999997,1.1425339999999997,TARGET,18.60000000000195,0.8,1.6,1.519354838709686,1.479032258064529,1.438709677419372
CONTROL,2019-01-15 11:15:00,2019-01-15 11:20:00,2019-01-15 09:20:00,2019-01-15 12:34:00,-1,1.14272,1.1463400000000001,1.1369279999999997,1.1431,TIME,36.200000000001786,0.8,-0.10497237569061553,-0.14640883977901128,-0.16712707182320916,-0.18784530386740703
CONTROL,2019-01-15 12:30:00,2019-01-15 12:35:00,2019-01-15 10:35:00,2019-01-15 13:49:00,-1,1.1431,1.1439400000000002,1.1417559999999998,1.14256,TIME,8.40000000000174,0.8,0.6428571428569918,0.46428571428560017,0.3749999999999044,0.2857142857142086
CONTROL,2019-01-15 14:50:00,2019-01-15 14:55:00,2019-01-15 12:55:00,2019-01-15 15:38:00,-1,1.14269,1.1434710714285714,1.1414402857142858,1.1434710714285714,STOP,7.810714285714226,0.8,-1.0,-1.192043895747601,-1.2880658436214014,-1.384087791495202
CONTROL,2019-01-16 09:55:00,2019-01-16 10:00:00,2019-01-16 08:00:00,2019-01-16 10:01:00,-1,1.13933,1.1401807142857143,1.137968857142857,1.1401807142857143,STOP,8.507142857143712,0.8,-1.0,-1.1763224181360024,-1.2644836272040036,-1.3526448362720047
CONTROL,2019-01-16 10:20:00,2019-01-16 10:25:00,2019-01-16 08:25:00,2019-01-16 11:39:00,1,1.14106,1.13923,1.143988,1.14145,TIME,18.299999999999983,0.8,0.21311475409842232,0.13114754098366815,0.09016393442629106,0.049180327868913964
CONTROL,2019-01-16 11:50:00,2019-01-16 11:55:00,2019-01-16 09:55:00,2019-01-16 13:09:00,-1,1.14104,1.14213,1.139296,1.13991,TIME,10.900000000000354,0.8,1.0366972477064575,0.8990825688073795,0.8302752293578404,0.7614678899083014
CONTROL,2019-01-16 13:05:00,2019-01-16 13:10:00,2019-01-16 11:10:00,2019-01-16 13:34:00,-1,1.13991,1.14067,1.1386939999999999,1.1386939999999999,TARGET,7.600000000000939,0.8,1.6,1.4026315789473929,1.3039473684210894,1.2052631578947857
CONTROL,2019-01-16 13:30:00,2019-01-16 13:35:00,2019-01-16 11:35:00,2019-01-16 14:49:00,-1,1.13864,1.14008,1.1363360000000002,1.13904,TIME,14.399999999998858,0.8,-0.2777777777777692,-0.3819444444444441,-0.43402777777778156,-0.48611111111111904
CONTROL,2019-01-17 10:00:00,2019-01-17 10:05:00,2019-01-17 08:05:00,2019-01-17 10:46:00,-1,1.13869,1.1396114285714285,1.1372157142857144,1.1396114285714285,STOP,9.214285714285175,0.8,-1.0,-1.1627906976744282,-1.244186046511642,-1.3255813953488562
CONTROL,2019-01-17 10:45:00,2019-01-17 10:50:00,2019-01-17 08:50:00,2019-01-17 12:04:00,1,1.13973,1.13841,1.1418419999999998,1.13936,TIME,13.199999999999878,0.8,-0.28030303030301884,-0.39393939393938354,-0.45075757575756586,-0.5075757575757482
CONTROL,2019-01-17 12:00:00,2019-01-17 12:05:00,2019-01-17 10:05:00,2019-01-17 12:13:00,1,1.13936,1.1388875,1.1401159999999997,1.1388875,STOP,4.724999999998758,0.8,-1.0,-1.317460317460401,-1.4761904761906013,-1.6349206349208019
CONTROL,2019-01-17 12:30:00,2019-01-17 12:35:00,2019-01-17 10:35:00,2019-01-17 12:48:00,1,1.13927,1.1387567857142857,1.1400911428571427,1.1400911428571427,TARGET,5.132142857142696,0.8,1.6,1.307724425887256,1.161586638830884,1.015448851774512
CONTROL,2019-01-17 12:55:00,2019-01-17 13:00:00,2019-01-17 11:00:00,2019-01-17 14:14:00,1,1.13996,1.13922,1.1411440000000004,1.13998,TIME,7.4000000000018495,0.8,0.02702702702689727,-0.17567567567575476,-0.2770270270270808,-0.3783783783784068
CONTROL,2019-01-18 09:55:00,2019-01-18 10:00:00,2019-01-18 08:00:00,2019-01-18 10:56:00,-1,1.13911,1.13993,1.137798,1.13993,STOP,8.20000000000043,0.8,-1.0,-1.182926829268283,-1.2743902439024246,-1.3658536585365662
CONTROL,2019-01-18 11:05:00,2019-01-18 11:10:00,2019-01-18 09:10:00,2019-01-18 12:02:00,1,1.13944,1.1388207142857143,1.1404308571428572,1.1404308571428572,TARGET,6.192857142857111,0.8,1.6,1.3577854671280265,1.2366782006920398,1.115570934256053
CONTROL,2019-01-18 12:00:00,2019-01-18 12:05:00,2019-01-18 10:05:00,2019-01-18 13:19:00,1,1.1406,1.13927,1.1427280000000002,1.14044,TIME,13.300000000000534,0.8,-0.12030075187981473,-0.23308270676702825,-0.289473684210635,-0.3458646616542418
CONTROL,2019-01-18 13:15:00,2019-01-18 13:20:00,2019-01-18 11:20:00,2019-01-18 14:34:00,1,1.14044,1.1400489285714284,1.1410657142857143,1.14062,TIME,3.910714285715322,0.8,0.4602739726027942,0.0767123287672794,-0.11506849315047801,-0.3068493150682354
CONTROL,2019-01-18 14:45:00,2019-01-18 14:50:00,2019-01-18 12:50:00,2019-01-18 14:57:00,1,1.14062,1.1401667857142856,1.1413451428571428,1.1401667857142856,STOP,4.5321428571432065,0.8,-1.0,-1.3309692671394544,-1.4964539007091817,-1.6619385342789088
CONTROL,2019-01-21 10:05:00,2019-01-21 10:10:00,2019-01-21 08:10:00,2019-01-21 10:27:00,1,1.13849,1.13783,1.1395460000000002,1.13783,STOP,6.6000000000010495,0.8,-1.0,-1.227272727272691,-1.3409090909090366,-1.4545454545453822
CONTROL,2019-01-21 10:30:00,2019-01-21 10:35:00,2019-01-21 08:35:00,2019-01-21 11:49:00,-1,1.13758,1.13859,1.1359640000000002,1.13697,TIME,10.099999999999554,0.8,0.60396039603963,0.45544554455447495,0.3811881188118974,0.30693069306931986
CONTROL,2019-01-21 12:20:00,2019-01-21 12:25:00,2019-01-21 10:25:00,2019-01-21 13:27:00,1,1.13761,1.1370099999999999,1.1385700000000003,1.1370099999999999,STOP,6.00000000000156,0.8,-1.0,-1.249999999999935,-1.3749999999999025,-1.49999999999987
CONTROL,2019-01-21 13:25:00,2019-01-21 13:30:00,2019-01-21 11:30:00,2019-01-21 14:42:00,-1,1.13693,1.13758,1.1358899999999998,1.1358899999999998,TARGET,6.500000000000394,0.8,1.6,1.3692307692307832,1.253846153846175,1.1384615384615666
CONTROL,2019-01-21 14:40:00,2019-01-21 14:45:00,2019-01-21 12:45:00,2019-01-21 14:59:00,-1,1.13613,1.13664,1.1353140000000002,1.13664,STOP,5.1000000000001044,0.8,-1.0,-1.2941176470588176,-1.4411764705882262,-1.588235294117635
CONTROL,2019-01-22 09:55:00,2019-01-22 10:00:00,2019-01-22 08:00:00,2019-01-22 10:11:00,-1,1.13527,1.1358249999999999,1.1343820000000002,1.1358249999999999,STOP,5.549999999998612,0.8,-1.0,-1.270270270270338,-1.405405405405507,-1.5405405405406758
CONTROL,2019-01-22 10:45:00,2019-01-22 10:50:00,2019-01-22 08:50:00,2019-01-22 10:52:00,-1,1.13574,1.1362982142857143,1.134846857142857,1.1362982142857143,STOP,5.582142857143424,0.8,-1.0,-1.2687140115162876,-1.4030710172744312,-1.537428023032575
CONTROL,2019-01-22 11:10:00,2019-01-22 11:15:00,2019-01-22 09:15:00,2019-01-22 11:41:00,-1,1.13585,1.13645,1.1348900000000002,1.13645,STOP,5.999999999999339,0.8,-1.0,-1.2500000000000275,-1.3750000000000413,-1.500000000000055
CONTROL,2019-01-22 11:40:00,2019-01-22 11:45:00,2019-01-22 09:45:00,2019-01-22 12:00:00,1,1.13631,1.1356899999999999,1.137302,1.1356899999999999,STOP,6.200000000000649,0.8,-1.0,-1.2419354838709424,-1.3629032258064135,-1.4838709677418849
CONTROL,2019-01-22 12:05:00,2019-01-22 12:10:00,2019-01-22 10:10:00,2019-01-22 13:24:00,1,1.13657,1.13554,1.1382180000000002,1.13603,TIME,10.300000000000864,0.8,-0.5242718446601355,-0.6699029126212883,-0.7427184466018648,-0.8155339805824412
CONTROL,2019-01-23 10:00:00,2019-01-23 10:05:00,2019-01-23 08:05:00,2019-01-23 11:19:00,-1,1.13589,1.13684,1.13437,1.13609,TIME,9.500000000000064,0.8,-0.21052631578944908,-0.3684210526315533,-0.4473684210526054,-0.5263157894736574
CONTROL,2019-01-23 11:20:00,2019-01-23 11:25:00,2019-01-23 09:25:00,2019-01-23 12:13:00,-1,1.13607,1.136607857142857,1.1352094285714285,1.1352094285714285,TARGET,5.378571428571455,0.8,1.6,1.321115537848607,1.1816733067729106,1.042231075697214
CONTROL,2019-01-23 12:10:00,2019-01-23 12:15:00,2019-01-23 10:15:00,2019-01-23 12:48:00,-1,1.13529,1.13586,1.1343779999999997,1.13586,STOP,5.700000000001815,0.8,-1.0,-1.2631578947367583,-1.3947368421051376,-1.5263157894735166
CONTROL,2019-01-23 12:55:00,2019-01-23 13:00:00,2019-01-23 11:00:00,2019-01-23 13:07:00,-1,1.13574,1.1361717857142857,1.1350491428571428,1.1361717857142857,STOP,4.31785714285704,0.8,-1.0,-1.3473945409429362,-1.5210918114144043,-1.6947890818858726
CONTROL,2019-01-23 13:20:00,2019-01-23 13:25:00,2019-01-23 11:25:00,2019-01-23 14:39:00,1,1.13648,1.13566,1.137792,1.13673,TIME,8.20000000000043,0.8,0.3048780487805737,0.12195121951229057,0.030487804878149005,-0.06097560975599253
CONTROL,2019-01-24 09:55:00,2019-01-24 10:00:00,2019-01-24 08:00:00,2019-01-24 10:15:00,-1,1.13696,1.1375300000000002,1.1360479999999997,1.1360479999999997,TARGET,5.700000000001815,0.8,1.6,1.3368421052632418,1.2052631578948625,1.0736842105264834
CONTROL,2019-01-24 10:25:00,2019-01-24 10:30:00,2019-01-24 08:30:00,2019-01-24 10:36:00,-1,1.13548,1.13731,1.132552,1.13731,STOP,18.299999999999983,0.8,-1.0,-1.0819672131147542,-1.1229508196721312,-1.1639344262295084
CONTROL,2019-01-24 10:50:00,2019-01-24 10:55:00,2019-01-24 08:55:00,2019-01-24 11:27:00,-1,1.13651,1.1378074999999999,1.134434,1.134434,TARGET,12.974999999999515,0.8,1.6,1.4843930635838107,1.4265895953757162,1.3687861271676214
CONTROL,2019-01-24 11:25:00,2019-01-24 11:30:00,2019-01-24 09:30:00,2019-01-24 12:44:00,-1,1.13425,1.13639,1.1308259999999999,1.13465,TIME,21.400000000000308,0.8,-0.18691588785044402,-0.25700934579436824,-0.29205607476633033,-0.3271028037382925
CONTROL,2019-01-24 12:45:00,2019-01-24 12:50:00,2019-01-24 10:50:00,2019-01-24 13:11:00,-1,1.13439,1.1350489285714285,1.1333357142857146,1.1333357142857146,TARGET,6.589285714284632,0.8,1.6,1.3723577235771984,1.2585365853657977,1.1447154471543968
CONTROL,2019-01-25 10:00:00,2019-01-25 10:05:00,2019-01-25 08:05:00,2019-01-25 10:11:00,1,1.1326,1.13191,1.1337040000000003,1.13191,STOP,6.900000000000794,0.8,-1.0,-1.217391304347801,-1.3260869565217015,-1.4347826086956021
CONTROL,2019-01-25 10:25:00,2019-01-25 10:30:00,2019-01-25 08:30:00,2019-01-25 11:44:00,1,1.13281,1.1314799999999998,1.1349380000000004,1.13246,TIME,13.300000000002754,0.8,-0.2631578947368421,-0.3759398496240368,-0.43233082706763415,-0.4887218045112315
CONTROL,2019-01-25 12:25:00,2019-01-25 12:30:00,2019-01-25 10:30:00,2019-01-25 13:24:00,1,1.1333199999999999,1.1325699999999999,1.13452,1.13452,TARGET,7.500000000000284,0.8,1.6,1.4000000000000077,1.3000000000000114,1.2000000000000153
CONTROL,2019-01-25 13:20:00,2019-01-25 13:25:00,2019-01-25 11:25:00,2019-01-25 14:39:00,1,1.13427,1.1333199999999999,1.1357899999999999,1.13461,TIME,9.500000000000064,0.8,0.3578947368421102,0.200000000000006,0.1210526315789539,0.04210526315790181
CONTROL,2019-01-25 14:50:00,2019-01-25 14:55:00,2019-01-25 12:55:00,2019-01-25 15:04:00,1,1.13457,1.1340299999999999,1.1354340000000005,1.1340299999999999,STOP,5.40000000000207,0.8,-1.0,-1.2777777777776713,-1.416666666666507,-1.5555555555553426
CONTROL,2019-01-28 10:00:00,2019-01-28 10:05:00,2019-01-28 08:05:00,2019-01-28 11:19:00,-1,1.13998,1.14111,1.138172,1.14052,TIME,11.300000000000754,0.8,-0.47787610619464505,-0.6106194690264946,-0.6769911504424193,-0.7433628318583441
CONTROL,2019-01-28 11:20:00,2019-01-28 11:25:00,2019-01-28 09:25:00,2019-01-28 12:39:00,1,1.14062,1.1399599999999999,1.1416760000000001,1.14118,TIME,6.6000000000010495,0.8,0.8484848484848893,0.6212121212121982,0.5075757575758526,0.393939393939507
CONTROL,2019-01-28 12:40:00,2019-01-28 12:45:00,2019-01-28 10:45:00,2019-01-28 13:07:00,1,1.1414,1.1409714285714285,1.1420857142857144,1.1420857142857144,TARGET,4.285714285714448,0.8,1.6,1.2500000000000133,1.07500000000002,0.9000000000000267
CONTROL,2019-01-28 13:05:00,2019-01-28 13:10:00,2019-01-28 11:10:00,2019-01-28 13:58:00,1,1.14202,1.1409699999999998,1.1437000000000004,1.1409699999999998,STOP,10.500000000002174,0.8,-1.0,-1.1428571428571133,-1.21428571428567,-1.2857142857142265
CONTROL,2019-01-28 14:00:00,2019-01-28 14:05:00,2019-01-28 12:05:00,2019-01-28 14:16:00,1,1.14072,1.1401832142857142,1.1415788571428571,1.1415788571428571,TARGET,5.3678571428572575,0.8,1.6,1.320558882235535,1.1808383233533024,1.0411177644710699
CONTROL,2019-01-29 10:00:00,2019-01-29 10:05:00,2019-01-29 08:05:00,2019-01-29 10:29:00,1,1.14357,1.1429871428571428,1.1445025714285715,1.1445025714285715,TARGET,5.828571428572182,0.8,1.6,1.3426470588235628,1.2139705882353442,1.0852941176471256
CONTROL,2019-01-29 10:25:00,2019-01-29 10:30:00,2019-01-29 08:30:00,2019-01-29 11:44:00,1,1.1446,1.14336,1.1465840000000003,1.14438,TIME,12.400000000001299,0.8,-0.177419354838779,-0.2983870967742502,-0.3588709677419858,-0.4193548387097214
CONTROL,2019-01-29 11:55:00,2019-01-29 12:00:00,2019-01-29 10:00:00,2019-01-29 13:14:00,1,1.1441,1.1435321428571428,1.1450085714285714,1.14358,TIME,5.6785714285712,0.8,-0.9157232704400312,-1.1798742138362683,-1.3119496855343868,-1.4440251572325054
CONTROL,2019-01-29 13:15:00,2019-01-29 13:20:00,2019-01-29 11:20:00,2019-01-29 14:34:00,-1,1.14313,1.1443100000000002,1.1412419999999996,1.14277,TIME,11.800000000001809,0.8,0.30508474576259387,0.17796610169481675,0.11440677966092819,0.05084745762703963
CONTROL,2019-01-29 14:30:00,2019-01-29 14:35:00,2019-01-29 12:35:00,2019-01-29 15:49:00,-1,1.14277,1.1434600000000001,1.1416659999999998,1.14226,TIME,6.900000000000794,0.8,0.7391304347825387,0.5217391304347376,0.4130434782608371,0.3043478260869366
CONTROL,2019-01-30 09:55:00,2019-01-30 10:00:00,2019-01-30 08:00:00,2019-01-30 10:28:00,-1,1.1431,1.1438339285714285,1.1419257142857144,1.1438339285714285,STOP,7.339285714285104,0.8,-1.0,-1.2043795620438127,-1.306569343065719,-1.4087591240876252
CONTROL,2019-01-30 10:25:00,2019-01-30 10:30:00,2019-01-30 08:30:00,2019-01-30 11:44:00,1,1.14394,1.14234,1.1465,1.14314,TIME,16.00000000000046,0.8,-0.4999999999999306,-0.593749999999928,-0.6406249999999266,-0.6874999999999253
CONTROL,2019-01-30 12:45:00,2019-01-30 12:50:00,2019-01-30 10:50:00,2019-01-30 13:00:00,-1,1.14328,1.1437160714285715,1.1425822857142858,1.1425822857142858,TARGET,4.360714285713829,0.8,1.6,1.2560196560196202,1.08402948402943,0.9120393120392402
CONTROL,2019-01-30 13:35:00,2019-01-30 13:40:00,2019-01-30 11:40:00,2019-01-30 13:48:00,-1,1.1428,1.1432253571428572,1.1421194285714285,1.1432253571428572,STOP,4.253571428571856,0.8,-1.0,-1.3526448362720047,-1.5289672544080073,-1.7052896725440096
