case_id,case_kind,hypothesis_id,run_id,side,direction,stratum,anomaly_tag,image,image_sha256,position_id,entry_time_server,entry,sl,tp,exit_time_server,exit,net_usd,net_R,hold_minutes,decision_bar_server,decision_bar_utc,failed_gates,active_gates,normalized_distance,near_miss_rank,offline_full_signal_unexecuted,trade_fields_forbidden,telemetry_planned_stop,telemetry_planned_target
010-N023-B91901,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N023-B91901_forensics.png,EB210C4753A3D73385E8CD374FEE041BA39C7A74DE9FDC9AD4CB1B3DA2C0834A,,,,,,,,,,,2018.04.26 18:00:00,2018.04.26 15:00:00,2,6,0.0,23,False,True,,
010-N024-B93235,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N024-B93235_forensics.png,107F804AACF4C058846F68B72BEF82E9912E54786241B4630147F39856225DA9,,,,,,,,,,,2018.05.03 15:10:00,2018.05.03 12:10:00,2,6,0.0,24,False,True,,
010-N025-B95669,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N025-B95669_forensics.png,96C6887403A9A33AF91EFB44B67B304DCEF8C19FDE40A67401C927CA571F4BB0,,,,,,,,,,,2018.05.16 12:30:00,2018.05.16 09:30:00,2,6,0.0,25,False,True,,
010-N026-B97379,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N026-B97379_forensics.png,39F1F4EB6A965D9A0272437B149D32EF42496793B5F54ABE9FA1FDE658F4D46A,,,,,,,,,,,2018.05.24 18:00:00,2018.05.24 15:00:00,2,6,0.0,26,False,True,,
010-N027-B98132,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N027-B98132_forensics.png,3E8F05FC254573B7C6DA525F0C5B8B8B417CAD11DCC3D675800618E62A156D81,,,,,,,,,,,2018.05.29 16:10:00,2018.05.29 13:10:00,2,6,0.0,27,False,True,,
010-N028-B103569,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N028-B103569_forensics.png,64E519CE866C8101F41641B5482B8D3056948CD669F6E3C3814018796D9E3ECE,,,,,,,,,,,2018.06.26 13:00:00,2018.06.26 10:00:00,2,6,0.0,28,False,True,,
010-N029-B107060,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N029-B107060_forensics.png,B74C125E2714DA6291099EB1D475F1CB6F60A0B5684D577482C0426F1A4BA6A3,,,,,,,,,,,2018.07.13 11:00:00,2018.07.13 08:00:00,2,6,0.0,29,False,True,,
010-N030-B107681,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N030-B107681_forensics.png,FD991179175FE4AA7B31A1CB9AA3B3410DCB645B3EE32D6452BEA6E8FB194C57,,,,,,,,,,,2018.07.17 17:05:00,2018.07.17 14:05:00,2,6,0.0,30,False,True,,
010-N031-B109276,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N031-B109276_forensics.png,C0DC8883DB661606EDEC2AA4215C2E44F3C090CFADF55472A6D1A85D7258E131,,,,,,,,,,,2018.07.25 13:00:00,2018.07.25 10:00:00,2,6,0.0,31,False,True,,
010-N032-B109814,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N032-B109814_forensics.png,9658FC6AC11039768FDE45F3CB464133EDE4E870E28FDBB9502D4A9EE74982CC,,,,,,,,,,,2018.07.27 12:10:00,2018.07.27 09:10:00,2,6,0.0,32,False,True,,
010-N033-B111255,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N033-B111255_forensics.png,C6B4AEC85EED8DB790F7C46A7A6CA1C3DB63D30D498035936E840040127E7253,,,,,,,,,,,2018.08.03 18:05:00,2018.08.03 15:05:00,2,6,0.0,33,False,True,,
010-N034-B112814,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N034-B112814_forensics.png,9146DD6305A36B62B8C541C20C08D24EC904A3761DBDFC93F10941658ECD9DD6,,,,,,,,,,,2018.08.13 11:00:00,2018.08.13 08:00:00,2,6,0.0,34,False,True,,
010-N035-B115351,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N035-B115351_forensics.png,02899E6009512DB194755350857D67E0C45B187FB0C6D8E82B00289D2FAC27EF,,,,,,,,,,,2018.08.24 16:55:00,2018.08.24 13:55:00,2,6,0.0,35,False,True,,
010-N036-B118624,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N036-B118624_forensics.png,03449C433AB7F80C4611A59D7040DEEB07DFA599844437F8224500851462A8B5,,,,,,,,,,,2018.09.11 19:35:00,2018.09.11 16:35:00,2,6,0.0,36,False,True,,
010-N037-B120781,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N037-B120781_forensics.png,DE398D2BB9A85D16EBF6C7DD5E7E610313741A4A593CC543E6BD7880B619912F,,,,,,,,,,,2018.09.21 16:40:00,2018.09.21 13:40:00,2,6,0.0,37,False,True,,
010-N038-B121874,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N038-B121874_forensics.png,045BF86565612CB2A941EAC154E028797D09749E803422DDB1CFAC9504E07EBB,,,,,,,,,,,2018.09.27 16:25:00,2018.09.27 13:25:00,2,6,0.0,38,False,True,,
010-N039-B122712,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N039-B122712_forensics.png,B9B58A94F454581937AC74B4B45B4476906B5C276A7DE595625F1D916C8111DB,,,,,,,,,,,2018.10.02 17:45:00,2018.10.02 14:45:00,2,6,0.0,39,False,True,,
010-N040-B128622,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N040-B128622_forensics.png,1A8E24319B1A028E200BB276BB08BA3C832D47CCDE294B026F0084AC208F0BCF,,,,,,,,,,,2018.11.01 10:55:00,2018.11.01 08:55:00,2,6,0.0,40,False,True,,
010-N041-B130306,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N041-B130306_forensics.png,F7D58F8B438551A5642905E05AAF7E7783438264F44AB57B02E12F191A8DA275,,,,,,,,,,,2018.11.09 16:15:00,2018.11.09 14:15:00,2,6,0.0,41,False,True,,
010-N042-B131680,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N042-B131680_forensics.png,B5991A39A56F77140EDB0D1DE35DD3C8820E6A3657CC1529DD8EF71C4D92CED4,,,,,,,,,,,2018.11.16 16:35:00,2018.11.16 14:35:00,2,6,0.0,42,False,True,,
010-N043-B133536,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N043-B133536_forensics.png,A4A734966A1EA9BC2447DAB9E862AC77310DB05DD08ECEACA48A2E82A94E3AFE,,,,,,,,,,,2018.11.27 18:30:00,2018.11.27 16:30:00,2,6,0.0,43,False,True,,
010-N044-B138725,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N044-B138725_forensics.png,9A869252205818765DF14714245D877C4B588564028568697850DF88BA2B99A7,,,,,,,,,,,2018.12.24 17:05:00,2018.12.24 15:05:00,2,6,0.0,44,False,True,,
010-N045-B143610,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N045-B143610_forensics.png,603DB19EBFA1F1945AEFEFF6BD57DDEA4874A16C10B16F941155CA192D1A4B98,,,,,,,,,,,2019.01.22 10:25:00,2019.01.22 08:25:00,2,6,0.0,45,False,True,,
010-N046-B149045,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N046-B149045_forensics.png,AD2EA2D1939EBEBFA2CBDC3FDBBDEBF5ADD6266612D319316A5D337E62AC76D7,,,,,,,,,,,2019.02.19 10:35:00,2019.02.19 08:35:00,2,6,0.0,46,False,True,,
010-N047-B156307,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N047-B156307_forensics.png,92C442F59747EC4D924E79E6DAF15FB6E3BAE428C197380E4F921BA827053CD9,,,,,,,,,,,2019.03.28 14:05:00,2019.03.28 12:05:00,2,6,0.0,47,False,True,,
010-N048-B158228,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N048-B158228_forensics.png,A6A2B37F4332942DCECA65F868B527B0398152C4253B24F0668ADD0899A5C320,,,,,,,,,,,2019.04.08 16:20:00,2019.04.08 13:20:00,2,6,0.0,48,False,True,,
010-N049-B159043,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N049-B159043_forensics.png,6D51F6A71DC4EC6774CD9C18F8155B0B1E0BECADCB52BEDF03422159E90CF39B,,,,,,,,,,,2019.04.11 15:45:00,2019.04.11 12:45:00,2,6,0.0,49,False,True,,
010-N050-B161190,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N050-B161190_forensics.png,2927109DE2AA7E19FAF3067AA0DF632351A2E491984FC35057406988BC0B775F,,,,,,,,,,,2019.04.24 12:00:00,2019.04.24 09:00:00,2,6,0.0,50,False,True,,
010-N051-B164810,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N051-B164810_forensics.png,8F22A7466D1405528BB5814DC3733D8ABEDA37443BE4843C16AF2F1B9BA64B38,,,,,,,,,,,2019.05.13 16:50:00,2019.05.13 13:50:00,2,6,0.0,51,False,True,,
010-N052-B165914,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N052-B165914_forensics.png,E71C1081649C6BD882A431DBA191A39287CAE81BAD6C799CE082B2473794EF2F,,,,,,,,,,,2019.05.17 17:30:00,2019.05.17 14:30:00,2,6,0.0,52,False,True,,
010-N053-B168311,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N053-B168311_forensics.png,FE0C2AA24CD97FD07F1D0A62103028DB64323469C5A00339693308BE59CCF1C4,,,,,,,,,,,2019.05.30 15:40:00,2019.05.30 12:40:00,2,6,0.0,53,False,True,,
010-N054-B174662,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N054-B174662_forensics.png,6DD738C8ECB4B785614CB391958906F4594608EF638C1A2A55D34FCDBB31A044,,,,,,,,,,,2019.07.02 19:45:00,2019.07.02 16:45:00,2,6,0.0,54,False,True,,
010-N055-B176209,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N055-B176209_forensics.png,255E6047DB1D67EB4F6DCEC6E608274E5E5F99A63CAC8452641255ECCB603793,,,,,,,,,,,2019.07.10 15:35:00,2019.07.10 12:35:00,2,6,0.0,55,False,True,,
010-N056-B182471,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N056-B182471_forensics.png,71818ED24457C25F8BAC1B04B050E250ADB47AF0E7A68BDEDEF3FDD33C926FAE,,,,,,,,,,,2019.08.12 12:15:00,2019.08.12 09:15:00,2,6,0.0,56,False,True,,
010-N057-B182805,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N057-B182805_forensics.png,0BFC8E7C306F92DF618D25D9B8616B38D2A95F76628E7D7293F96344626C5050,,,,,,,,,,,2019.08.13 17:15:00,2019.08.13 14:15:00,2,6,0.0,57,False,True,,
010-N058-B185563,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N058-B185563_forensics.png,730F356CC1F3AC3EE88FE292DEC6202F8181D46568415EACBC318A09942A27DE,,,,,,,,,,,2019.08.27 18:45:00,2019.08.27 15:45:00,2,6,0.0,58,False,True,,
010-N059-B187422,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N059-B187422_forensics.png,FED3C77D60B8B8EEB17B61DFEC0025809522EB5A5CD4E9CF6C6C0098D3D58AA9,,,,,,,,,,,2019.09.05 17:45:00,2019.09.05 14:45:00,2,6,0.0,59,False,True,,
010-N060-B191279,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N060-B191279_forensics.png,5E8F55D84C5988994BA58E1A7D44B9F21824825DDE0E6A1FA8B3DAA53DEB0F46,,,,,,,,,,,2019.09.25 19:30:00,2019.09.25 16:30:00,2,6,0.0,60,False,True,,
010-N061-B191758,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N061-B191758_forensics.png,B2A8C72402A84362515B1B77966DE7B82AA5BA94B8A3DBFB8B635EABAF9BA206,,,,,,,,,,,2019.09.27 13:45:00,2019.09.27 10:45:00,2,6,0.0,61,False,True,,
010-N062-B196201,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N062-B196201_forensics.png,540879F32376BD316B5CEE3116DEE6A2302F91AC83240FBE55EE48059C4CFE1F,,,,,,,,,,,2019.10.21 18:40:00,2019.10.21 15:40:00,2,6,0.0,62,False,True,,
010-N063-B197006,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N063-B197006_forensics.png,49E074B495B7AA4EFE45E1ECC3C5C50EBA6AE164C8A4FB9D5A23CA9F0C452C62,,,,,,,,,,,2019.10.24 17:15:00,2019.10.24 14:15:00,2,6,0.0,63,False,True,,
010-N064-B197540,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N064-B197540_forensics.png,D09E6AA537239DAB612CD5EBCDE2403E441C2C7EAA99BED6485B17BF8E5FDDCC,,,,,,,,,,,2019.10.28 16:05:00,2019.10.28 14:05:00,2,6,0.0,64,False,True,,
010-N065-B199111,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N065-B199111_forensics.png,C1A74B4BE332515EEC87B8E35E61CCCE1394EB38ACDFED3AFFD0847D57EAABF8,,,,,,,,,,,2019.11.05 15:00:00,2019.11.05 13:00:00,2,6,0.0,65,False,True,,
010-N066-B200240,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N066-B200240_forensics.png,5F4D9F9BF8DB8EF0FADF9BB4867117B99DC6DB191ABDD774FDC340C84CFD3509,,,,,,,,,,,2019.11.11 17:45:00,2019.11.11 15:45:00,2,6,0.0,66,False,True,,
010-N067-B204037,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N067-B204037_forensics.png,451BF4611C08E4D98517B194D4F0032E445D0A38378DB4FF43369A1C709E9D32,,,,,,,,,,,2019.11.29 18:25:00,2019.11.29 16:25:00,2,6,0.0,67,False,True,,
010-N068-B204484,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N068-B204484_forensics.png,52D0FF9E1685BBAA2E0FE759E5068E6DAA09CC54AC6D2AF5EE03D4A814DBB0B9,,,,,,,,,,,2019.12.03 13:10:00,2019.12.03 11:10:00,2,6,0.0,68,False,True,,
010-N069-B205350,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N069-B205350_forensics.png,B1DBA57E49BEB448035BEE43F98530B75AEE0A8BBD76E77DAC4D256725C217CE,,,,,,,,,,,2019.12.06 16:50:00,2019.12.06 14:50:00,2,6,0.0,69,False,True,,
010-N070-B218785,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N070-B218785_forensics.png,8F2FDF4B9AD60BE74E80221F59E38907329CDA43EF94B1E1657B06C5C5596234,,,,,,,,,,,2020.02.18 18:45:00,2020.02.18 16:45:00,2,6,0.0,70,False,True,,
010-N071-B239093,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,BUY,1,,,010-N071-B239093_forensics.png,B800937331EB661EC832084C9E88981A608B206CB68A6C28FA80566595F8DE23,,,,,,,,,,,2020.06.03 17:55:00,2020.06.03 14:55:00,2,6,0.0,71,False,True,,
010-N072-B248336,OFFLINE_NEAR_MISS_DIAGNOSTIC,HYP-MZMS-XAU-M5-010,20260722_024229,SELL,-1,,,010-N072-B248336_forensics.png,E11AFFB22E94056684B429B6EDA4E713473C137AC635BFE6545DDC83C58CB973,,,,,,,,,,,2020.07.21 15:45:00,2020.07.21 12:45:00,2,6,0.0,72,False,True,,
