case_id,entry_time_utc,direction,entry,sl,tp,exit_time_utc,exit,reason,label
VRAS-006-D01-P256,2019.02.25 11:20:00,1,1.13499,1.13399,1.13649,2019.02.25 12:46:28,1.13649,WIN,winner_median
VRAS-006-D02-P28,2019.01.09 00:55:00,1,1.14416,1.14355,1.145075,2019.01.09 01:43:40,1.14511,WIN,winner_tail
VRAS-006-D03-P298,2019.03.07 09:25:00,-1,1.13025,1.13071,1.12956,2019.03.07 09:37:59,1.13071,LOSS,loser_median
VRAS-006-D04-P222,2019.02.19 01:15:00,-1,1.1311,1.13138,1.13068,2019.02.19 02:30:15,1.13142,LOSS,loser_tail
