case_id,entry_time_utc,direction,entry,sl,tp,exit_time_utc,exit,label,reason
008-E002-P4,2018-08-24 15:05:00,1,1192.91,1191.51,1195.15,2018-08-24 16:20:00,1194.18,winner,POPULATION_FULL
008-E003-P6,2018-09-26 11:15:00,-1,1200.13,1201.0300000000002,1198.69,2018-09-26 12:30:00,1199.17,winner,POPULATION_FULL
008-E001-P2,2018-02-08 12:25:00,-1,1310.0,1311.11,1308.224,2018-02-08 12:31:32,1311.11,loser,POPULATION_FULL
008-E006-P12,2018-12-03 18:45:00,1,1234.33,1232.83,1236.73,2018-12-03 19:37:37,1232.82,loser,POPULATION_FULL
