event_time_entry,action,order_type,volume,price_entry,symbol,position_id,risk_pts,initial_risk_account,deal,deal_profit,deal_commission,deal_swap,deal_fee,deal_net,is_final_close,event_time_exit,price_exit,net_usd,server_time,utc_time,variant,regime,event,status,adx,atr,rsi,session_vwap,session_sd,shadow_vwap,shadow_sd,session_anchor_utc,avwap_anchor_server,avwap_confirmed_server,anchored_vwap,m15_close,m15_vwap,entry,stop,target,estimated_cost_pips,spread_pips,direction,entry_time_server,entry_time_utc,exit_time_server,exit_time_utc,entry_price,exit_price,stop_price,target_price,net_R,outcome,hold_minutes,regime_label,session_phase,risk_bucket,atr_bucket,exit_class
2020-02-19 18:45:00,OPEN,BUY,2.55,1.07963,EURUSD,66,82.0,247.35,66,0.0,-10.2,0.0,0.0,-10.2,0,2020-02-19 19:12:22,1.0788,-221.85,2020-02-19 18:45:00,2020-02-19 16:45:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,25.859617,0.00046,58.480022,1.07951,0.00062,1.07963,0.00061,2020.02.19 08:00:00,2020.02.19 17:35:00,2020.02.19 17:50:00,1.07908,1.07961,1.07953,1.07963,1.07881,1.08111,1.7,0.2,1,2020-02-19 18:45:00,2020-02-19 16:45:00,2020-02-19 19:12:22,2020-02-19 17:12:22,1.07963,1.0788,1.07881,1.08111,-0.8969072164948454,LOSS,27.366666666666667,TREND,NY_LATE,LOW,LOW,STOP_LEVEL
2020-02-28 18:40:00,OPEN,BUY,2.32,1.10025,EURUSD,68,91.0,245.92,68,0.0,-9.28,0.0,0.0,-9.28,0,2020-02-28 18:42:39,1.09934,-220.4,2020-02-28 18:40:00,2020-02-28 16:40:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,42.937604,0.00113,62.595109,1.09991,0.00265,1.10024,0.0027,2020.02.28 08:00:00,2020.02.28 18:15:00,2020.02.28 18:30:00,1.09963,1.10009,1.0999,1.10025,1.09934,1.10189,1.6,0.1,1,2020-02-28 18:40:00,2020-02-28 16:40:00,2020-02-28 18:42:39,2020-02-28 16:42:39,1.10025,1.09934,1.09934,1.10189,-0.8962264150943396,LOSS,2.65,TREND,NY_LATE,MID,HIGH,STOP_LEVEL
2020-02-28 18:45:00,OPEN,SELL,1.45,1.09923,EURUSD,70,154.0,245.05,70,0.0,-5.8,0.0,0.0,-5.8,0,2020-02-28 18:56:39,1.10077,-229.10000000000002,2020-02-28 18:45:00,2020-02-28 16:45:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,40.813488,0.00119,55.223189,1.0999,0.00263,1.10023,0.00269,2020.02.28 08:00:00,2020.02.28 18:30:00,2020.02.28 18:45:00,1.09988,1.09923,1.09989,1.09923,1.10077,1.09646,1.8,0.3,-1,2020-02-28 18:45:00,2020-02-28 16:45:00,2020-02-28 18:56:39,2020-02-28 16:56:39,1.09923,1.10077,1.10077,1.09646,-0.9349112426035503,LOSS,11.65,TREND,NY_LATE,HIGH,HIGH,STOP_LEVEL
2020-02-28 20:15:00,OPEN,BUY,2.36,1.10006,EURUSD,72,89.0,245.44,72,0.0,-9.44,0.0,0.0,-9.44,0,2020-02-28 20:18:25,1.09917,-219.48,2020-02-28 20:15:00,2020-02-28 18:15:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,24.657965,0.00058,54.396202,1.09992,0.00246,1.10021,0.00249,2020.02.28 08:00:00,2020.02.28 19:40:00,2020.02.28 19:55:00,1.09989,1.10004,1.09991,1.10006,1.09917,1.10166,1.7,0.2,1,2020-02-28 20:15:00,2020-02-28 18:15:00,2020-02-28 20:18:25,2020-02-28 18:18:25,1.10006,1.09917,1.09917,1.10166,-0.8942307692307692,LOSS,3.4166666666666665,TREND,NY_LATE,MID,MID,STOP_LEVEL
2020-03-04 18:15:00,OPEN,SELL,2.5,1.11342,EURUSD,74,83.0,245.0,74,0.0,-10.0,0.0,0.0,-10.0,0,2020-03-04 19:55:00,1.11207,327.5,2020-03-04 18:15:00,2020-03-04 16:15:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,29.914431,0.00087,58.330232,1.11382,0.00218,1.11398,0.00206,2020.03.04 08:00:00,2020.03.04 18:00:00,2020.03.04 18:15:00,1.1138,1.11342,1.11383,1.11342,1.11425,1.11193,1.8,0.3,-1,2020-03-04 18:15:00,2020-03-04 16:15:00,2020-03-04 19:55:00,2020-03-04 17:55:00,1.11342,1.11207,1.11425,1.11193,1.336734693877551,WIN,100.0,TREND,NY_LATE,LOW,HIGH,NON_LEVEL_FINAL_CLOSE
2020-03-06 22:30:00,OPEN,BUY,1.63,1.13198,EURUSD,76,135.0,244.5,76,0.0,-6.52,0.0,0.0,-6.52,0,2020-03-06 22:44:40,1.13062,-228.20000000000002,2020-03-06 22:30:00,2020-03-06 20:30:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,54.554628,0.0006,58.622182,1.13106,0.00229,1.1309,0.0023,2020.03.06 08:00:00,2020.03.06 22:00:00,2020.03.06 22:15:00,1.1318,1.1319,1.13109,1.13198,1.13063,1.13441,1.8,0.3,1,2020-03-06 22:30:00,2020-03-06 20:30:00,2020-03-06 22:44:40,2020-03-06 20:44:40,1.13198,1.13062,1.13063,1.13441,-0.9333333333333333,LOSS,14.666666666666666,TREND,NY_LATE,HIGH,MID,STOP_LEVEL
2020-03-09 16:30:00,OPEN,SELL,1.08,1.14186,EURUSD,78,211.0,244.08,78,0.0,-4.32,0.0,0.0,-4.32,0,2020-03-09 17:00:31,1.14397,-232.2,2020-03-09 16:30:00,2020-03-09 13:30:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,23.833725,0.00259,45.405608,1.14205,0.00219,1.14187,0.00225,2020.03.09 08:00:00,2020.03.09 16:10:00,2020.03.09 16:25:00,1.14249,1.14185,1.14202,1.14186,1.14397,1.13806,2.3,0.8,-1,2020-03-09 16:30:00,2020-03-09 13:30:00,2020-03-09 17:00:31,2020-03-09 14:00:31,1.14186,1.14397,1.14397,1.13806,-0.9513274336283185,LOSS,30.516666666666666,TREND,LONDON_NY_OVERLAP,HIGH,HIGH,STOP_LEVEL
2020-03-10 13:00:00,OPEN,BUY,1.58,1.13534,EURUSD,80,139.0,243.32,80,0.0,-6.32,0.0,0.0,-6.32,0,2020-03-10 14:08:41,1.13785,390.26,2020-03-10 13:00:00,2020-03-10 10:00:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,31.24805,0.00081,49.551765,1.13517,0.00071,1.13518,0.00072,2020.03.10 08:00:00,2020.03.10 12:45:00,2020.03.10 13:00:00,1.13446,1.13527,1.1352,1.13534,1.13395,1.13784,2.3,0.8,1,2020-03-10 13:00:00,2020-03-10 10:00:00,2020-03-10 14:08:41,2020-03-10 11:08:41,1.13534,1.13785,1.13395,1.13784,1.603896103896104,WIN,68.68333333333334,TREND,LONDON_EARLY,HIGH,HIGH,TARGET_LEVEL
2020-03-10 16:30:00,OPEN,SELL,1.74,1.13585,EURUSD,82,126.0,245.34,82,0.0,-6.96,0.0,0.0,-6.96,0,2020-03-10 16:42:37,1.13711,-226.20000000000002,2020-03-10 16:30:00,2020-03-10 13:30:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,26.763826,0.00101,39.769956,1.13648,0.0013,1.13627,0.0013,2020.03.10 08:00:00,2020.03.10 16:00:00,2020.03.10 16:15:00,1.13615,1.13585,1.13649,1.13585,1.13711,1.13358,2.3,0.8,-1,2020-03-10 16:30:00,2020-03-10 13:30:00,2020-03-10 16:42:37,2020-03-10 13:42:37,1.13585,1.13711,1.13711,1.13358,-0.921985815602837,LOSS,12.616666666666667,TREND,LONDON_NY_OVERLAP,HIGH,HIGH,STOP_LEVEL
2020-03-11 12:50:00,OPEN,BUY,2.07,1.13227,EURUSD,84,103.0,244.26,84,0.0,-8.28,0.0,0.0,-8.28,0,2020-03-11 14:10:12,1.13412,374.67,2020-03-11 12:50:00,2020-03-11 09:50:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,23.226768,0.00072,54.190979,1.13167,0.00063,1.13164,0.00059,2020.03.11 08:00:00,2020.03.11 12:30:00,2020.03.11 12:45:00,1.13195,1.13204,1.13154,1.13227,1.13124,1.13412,1.6,0.1,1,2020-03-11 12:50:00,2020-03-11 09:50:00,2020-03-11 14:10:12,2020-03-11 11:10:12,1.13227,1.13412,1.13124,1.13412,1.533898305084746,WIN,80.2,TREND,LONDON_EARLY,MID,HIGH,TARGET_LEVEL
2020-03-12 14:30:00,OPEN,SELL,0.57,1.12129,EURUSD,86,414.0,244.53,86,0.0,-2.28,0.0,0.0,-2.28,0,2020-03-12 14:45:31,1.12548,-241.11,2020-03-12 14:30:00,2020-03-12 11:30:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,26.306928,0.00129,37.46393,1.12384,0.00143,1.12397,0.00155,2020.03.12 08:00:00,2020.03.12 14:05:00,2020.03.12 14:20:00,1.12329,1.12138,1.12382,1.12129,1.12543,1.11384,1.9,0.4,-1,2020-03-12 14:30:00,2020-03-12 11:30:00,2020-03-12 14:45:31,2020-03-12 11:45:31,1.12129,1.12548,1.12543,1.11384,-0.986013986013986,LOSS,15.516666666666667,TREND,LONDON_EARLY,HIGH,HIGH,NON_LEVEL_FINAL_CLOSE
2020-03-16 14:40:00,OPEN,SELL,0.75,1.11676,EURUSD,88,309.0,243.0,88,0.0,-3.0,0.0,0.0,-3.0,0,2020-03-16 15:32:40,1.11119,414.75,2020-03-16 14:40:00,2020-03-16 11:40:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,20.165904,0.00142,43.780673,1.11873,0.00212,1.11857,0.00204,2020.03.16 08:00:00,2020.03.16 13:30:00,2020.03.16 13:45:00,1.11826,1.11822,1.11882,1.11676,1.11985,1.1112,1.6,0.1,-1,2020-03-16 14:40:00,2020-03-16 11:40:00,2020-03-16 15:32:40,2020-03-16 12:32:40,1.11676,1.11119,1.11985,1.1112,1.7067901234567902,WIN,52.666666666666664,TREND,LONDON_EARLY,HIGH,HIGH,TARGET_LEVEL
2020-03-18 13:00:00,OPEN,SELL,1.81,1.1,EURUSD,90,121.0,246.16,90,0.0,-7.24,0.0,0.0,-7.24,0,2020-03-18 13:15:30,1.09782,387.34,2020-03-18 13:00:00,2020-03-18 10:00:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,22.401378,0.00121,49.751876,1.10002,0.00108,1.09992,0.00111,2020.03.18 08:00:00,2020.03.18 12:45:00,2020.03.18 13:00:00,1.10039,1.1,1.10005,1.1,1.10121,1.09782,1.7,0.2,-1,2020-03-18 13:00:00,2020-03-18 10:00:00,2020-03-18 13:15:30,2020-03-18 10:15:30,1.1,1.09782,1.10121,1.09782,1.5735294117647058,WIN,15.5,TREND,LONDON_EARLY,HIGH,HIGH,TARGET_LEVEL
2020-03-18 22:40:00,OPEN,SELL,1.83,1.09028,EURUSD,92,120.0,247.05,92,0.0,-7.32,0.0,0.0,-7.32,0,2020-03-18 22:55:25,1.09153,-236.07,2020-03-18 22:40:00,2020-03-18 19:40:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,50.226596,0.00084,59.802047,1.09099,0.00634,1.09112,0.0062,2020.03.18 08:00:00,2020.03.18 22:10:00,2020.03.18 22:25:00,1.09071,1.09057,1.09098,1.09028,1.09148,1.08812,1.6,0.1,-1,2020-03-18 22:40:00,2020-03-18 19:40:00,2020-03-18 22:55:25,2020-03-18 19:55:25,1.09028,1.09153,1.09148,1.08812,-0.9555555555555555,LOSS,15.416666666666666,TREND,NY_LATE,MID,HIGH,NON_LEVEL_FINAL_CLOSE
2020-03-23 13:15:00,OPEN,SELL,1.2,1.06819,EURUSD,94,190.0,246.0,94,0.0,-4.8,0.0,0.0,-4.8,0,2020-03-23 14:00:28,1.07009,-232.8,2020-03-23 13:15:00,2020-03-23 10:15:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,32.728037,0.00098,46.164017,1.06853,0.00094,1.06839,0.00092,2020.03.23 08:00:00,2020.03.23 12:55:00,2020.03.23 13:10:00,1.06918,1.06819,1.06849,1.06819,1.07009,1.06477,1.6,0.1,-1,2020-03-23 13:15:00,2020-03-23 10:15:00,2020-03-23 14:00:28,2020-03-23 11:00:28,1.06819,1.07009,1.07009,1.06477,-0.9463414634146342,LOSS,45.46666666666667,TREND,LONDON_EARLY,HIGH,HIGH,STOP_LEVEL
2020-03-23 20:25:00,OPEN,BUY,1.72,1.07495,EURUSD,96,128.0,245.96,96,0.0,-6.88,0.0,0.0,-6.88,0,2020-03-23 20:37:21,1.07367,-227.04,2020-03-23 20:25:00,2020-03-23 17:25:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,29.293409,0.00118,46.528199,1.07457,0.00408,1.07402,0.00437,2020.03.23 08:00:00,2020.03.23 20:05:00,2020.03.23 20:20:00,1.07447,1.07477,1.07452,1.07495,1.07367,1.07725,1.7,0.2,1,2020-03-23 20:25:00,2020-03-23 17:25:00,2020-03-23 20:37:21,2020-03-23 17:37:21,1.07495,1.07367,1.07367,1.07725,-0.923076923076923,LOSS,12.35,TREND,NY_LATE,HIGH,HIGH,STOP_LEVEL
2020-03-24 15:30:00,OPEN,BUY,1.13,1.08438,EURUSD,98,201.0,244.08,98,0.0,-4.52,0.0,0.0,-4.52,0,2020-03-24 15:36:39,1.08236,-232.78,2020-03-24 15:30:00,2020-03-24 12:30:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,24.583064,0.00142,52.468155,1.08438,0.00192,1.08465,0.00194,2020.03.24 08:00:00,2020.03.24 14:55:00,2020.03.24 15:10:00,1.0834,1.08443,1.08436,1.08438,1.08237,1.088,1.6,0.1,1,2020-03-24 15:30:00,2020-03-24 12:30:00,2020-03-24 15:36:39,2020-03-24 12:36:39,1.08438,1.08236,1.08237,1.088,-0.9537037037037036,LOSS,6.65,TREND,LONDON_NY_OVERLAP,HIGH,HIGH,STOP_LEVEL
2020-03-25 15:15:00,OPEN,BUY,1.62,1.08276,EURUSD,100,136.0,244.62,100,0.0,-6.48,0.0,0.0,-6.48,0,2020-03-25 15:42:00,1.0814,-226.79999999999998,2020-03-25 15:15:00,2020-03-25 12:15:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,29.975973,0.00101,59.791117,1.08232,0.0013,1.0824,0.00128,2020.03.25 08:00:00,2020.03.25 14:35:00,2020.03.25 14:50:00,1.08141,1.08274,1.08238,1.08276,1.0814,1.08521,1.6,0.1,1,2020-03-25 15:15:00,2020-03-25 12:15:00,2020-03-25 15:42:00,2020-03-25 12:42:00,1.08276,1.0814,1.0814,1.08521,-0.9271523178807947,LOSS,27.0,TREND,LONDON_NY_OVERLAP,HIGH,HIGH,STOP_LEVEL
2020-03-27 12:15:00,OPEN,SELL,1.6,1.10007,EURUSD,102,137.0,243.2,102,0.0,-6.4,0.0,0.0,-6.4,0,2020-03-27 12:47:38,1.10144,-225.6,2020-03-27 12:15:00,2020-03-27 09:15:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,19.103924,0.00106,39.912694,1.10069,0.00047,1.1007,0.00047,2020.03.27 08:00:00,2020.03.27 11:50:00,2020.03.27 12:05:00,1.10058,1.10009,1.10055,1.10007,1.10144,1.0976,1.7,0.2,-1,2020-03-27 12:15:00,2020-03-27 09:15:00,2020-03-27 12:47:38,2020-03-27 09:47:38,1.10007,1.10144,1.10144,1.0976,-0.9276315789473685,LOSS,32.63333333333333,TREND,LONDON_EARLY,HIGH,HIGH,STOP_LEVEL
2020-03-27 16:30:00,OPEN,SELL,1.66,1.09905,EURUSD,104,132.0,244.02,104,0.0,-6.64,0.0,0.0,-6.64,0,2020-03-27 16:54:34,1.10038,-227.42,2020-03-27 16:30:00,2020-03-27 13:30:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,32.34619,0.00107,51.926104,1.09987,0.00178,1.09995,0.00176,2020.03.27 08:00:00,2020.03.27 16:10:00,2020.03.27 16:25:00,1.09969,1.09905,1.09983,1.09905,1.10037,1.09667,1.6,0.1,-1,2020-03-27 16:30:00,2020-03-27 13:30:00,2020-03-27 16:54:34,2020-03-27 13:54:34,1.09905,1.10038,1.10037,1.09667,-0.9319727891156462,LOSS,24.566666666666666,TREND,LONDON_NY_OVERLAP,HIGH,HIGH,STOP_LEVEL
2020-04-01 22:25:00,OPEN,BUY,2.15,1.09402,EURUSD,106,98.0,242.95,106,0.0,-8.6,0.0,0.0,-8.6,0,2020-04-01 22:44:06,1.09578,369.79999999999995,2020-04-01 22:25:00,2020-04-01 19:25:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,30.820299,0.00056,63.513041,1.09368,0.00165,1.09353,0.00154,2020.04.01 07:00:00,2020.04.01 22:00:00,2020.04.01 22:15:00,1.09345,1.09382,1.09369,1.09402,1.09304,1.09578,1.6,0.1,1,2020-04-01 22:25:00,2020-04-01 19:25:00,2020-04-01 22:44:06,2020-04-01 19:44:06,1.09402,1.09578,1.09304,1.09578,1.5221238938053097,WIN,19.1,TREND,NY_LATE,MID,MID,TARGET_LEVEL
2020-04-03 11:30:00,OPEN,BUY,2.03,1.08045,EURUSD,108,105.0,243.6,108,0.0,-8.12,0.0,0.0,-8.12,0,2020-04-03 12:03:40,1.07936,-229.39000000000001,2020-04-03 11:30:00,2020-04-03 08:30:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,31.289989,0.00079,42.621218,1.08036,0.00096,1.08029,0.00088,2020.04.03 07:00:00,2020.04.03 11:00:00,2020.04.03 11:15:00,1.07991,1.08042,1.08031,1.08045,1.0794,1.08234,1.7,0.2,1,2020-04-03 11:30:00,2020-04-03 08:30:00,2020-04-03 12:03:40,2020-04-03 09:03:40,1.08045,1.07936,1.0794,1.08234,-0.9416666666666668,LOSS,33.666666666666664,TREND,LONDON_EARLY,MID,HIGH,NON_LEVEL_FINAL_CLOSE
2020-04-03 16:30:00,OPEN,BUY,1.54,1.07979,EURUSD,110,143.0,243.32,110,0.0,-6.16,0.0,0.0,-6.16,0,2020-04-03 16:41:59,1.07835,-227.92,2020-04-03 16:30:00,2020-04-03 13:30:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,28.815819,0.00124,54.649806,1.0797,0.00093,1.0798,0.00089,2020.04.03 07:00:00,2020.04.03 16:00:00,2020.04.03 16:15:00,1.07878,1.07979,1.07967,1.07979,1.07836,1.08236,1.6,0.1,1,2020-04-03 16:30:00,2020-04-03 13:30:00,2020-04-03 16:41:59,2020-04-03 13:41:59,1.07979,1.07835,1.07836,1.08236,-0.9367088607594937,LOSS,11.983333333333333,TREND,LONDON_NY_OVERLAP,HIGH,HIGH,STOP_LEVEL
2020-04-06 15:10:00,OPEN,SELL,2.13,1.0799,EURUSD,112,99.0,242.82,112,0.0,-8.52,0.0,0.0,-8.52,0,2020-04-06 15:45:38,1.07811,372.75,2020-04-06 15:10:00,2020-04-06 12:10:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,24.574642,0.00071,47.451253,1.08047,0.00093,1.08052,0.00089,2020.04.06 07:00:00,2020.04.06 14:15:00,2020.04.06 14:30:00,1.07998,1.07991,1.08052,1.0799,1.08089,1.07812,1.7,0.2,-1,2020-04-06 15:10:00,2020-04-06 12:10:00,2020-04-06 15:45:38,2020-04-06 12:45:38,1.0799,1.07811,1.08089,1.07812,1.5350877192982457,WIN,35.63333333333333,TREND,LONDON_NY_OVERLAP,MID,HIGH,TARGET_LEVEL
2020-04-06 17:00:00,OPEN,BUY,1.48,1.08023,EURUSD,114,150.0,244.2,114,0.0,-5.92,0.0,0.0,-5.92,0,2020-04-06 17:45:26,1.07873,-227.92,2020-04-06 17:00:00,2020-04-06 14:00:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,31.884953,0.00076,62.370468,1.08003,0.00113,1.08005,0.00113,2020.04.06 07:00:00,2020.04.06 16:35:00,2020.04.06 16:50:00,1.07884,1.08023,1.08002,1.08023,1.07873,1.08293,1.6,0.1,1,2020-04-06 17:00:00,2020-04-06 14:00:00,2020-04-06 17:45:26,2020-04-06 14:45:26,1.08023,1.07873,1.07873,1.08293,-0.9333333333333333,LOSS,45.43333333333333,TREND,LONDON_NY_OVERLAP,HIGH,HIGH,STOP_LEVEL
2020-04-07 11:35:00,OPEN,SELL,1.57,1.08581,EURUSD,116,140.0,243.35,116,0.0,-6.28,0.0,0.0,-6.28,0,2020-04-07 12:06:03,1.08722,-227.65,2020-04-07 11:35:00,2020-04-07 08:35:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,23.950647,0.00074,48.781603,1.08682,0.0005,1.08682,0.00047,2020.04.07 07:00:00,2020.04.07 10:55:00,2020.04.07 11:10:00,1.0869,1.08689,1.08697,1.08581,1.08721,1.08329,1.8,0.3,-1,2020-04-07 11:35:00,2020-04-07 08:35:00,2020-04-07 12:06:03,2020-04-07 09:06:03,1.08581,1.08722,1.08721,1.08329,-0.935483870967742,LOSS,31.05,TREND,LONDON_EARLY,HIGH,HIGH,STOP_LEVEL
2020-04-07 12:15:00,OPEN,BUY,2.43,1.08689,EURUSD,118,85.0,243.0,118,0.0,-9.72,0.0,0.0,-9.72,0,2020-04-07 12:42:36,1.08603,-218.7,2020-04-07 12:15:00,2020-04-07 09:15:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,23.436696,0.00066,57.797847,1.08671,0.00052,1.08668,0.0005,2020.04.07 07:00:00,2020.04.07 11:40:00,2020.04.07 11:55:00,1.08642,1.08686,1.08682,1.08689,1.08604,1.08842,1.8,0.3,1,2020-04-07 12:15:00,2020-04-07 09:15:00,2020-04-07 12:42:36,2020-04-07 09:42:36,1.08689,1.08603,1.08604,1.08842,-0.8999999999999999,LOSS,27.6,TREND,LONDON_EARLY,MID,MID,STOP_LEVEL
2020-04-07 18:15:00,OPEN,BUY,1.97,1.08883,EURUSD,120,108.0,242.31,120,0.0,-7.88,0.0,0.0,-7.88,0,2020-04-07 19:31:36,1.09078,376.27,2020-04-07 18:15:00,2020-04-07 15:15:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,31.922331,0.00083,39.626468,1.08857,0.00183,1.0884,0.00179,2020.04.07 07:00:00,2020.04.07 18:00:00,2020.04.07 18:15:00,1.08828,1.08882,1.08859,1.08883,1.08775,1.09077,1.6,0.1,1,2020-04-07 18:15:00,2020-04-07 15:15:00,2020-04-07 19:31:36,2020-04-07 16:31:36,1.08883,1.09078,1.08775,1.09077,1.5528455284552845,WIN,76.6,TREND,NY_LATE,MID,HIGH,TARGET_LEVEL
2020-04-08 11:15:00,OPEN,SELL,2.29,1.0853,EURUSD,122,91.0,242.74,122,0.0,-9.16,0.0,0.0,-9.16,0,2020-04-08 12:03:28,1.08621,-217.54999999999998,2020-04-08 11:15:00,2020-04-08 08:15:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,19.091343,0.00068,47.123623,1.08555,0.00042,1.08554,0.00039,2020.04.08 07:00:00,2020.04.08 10:55:00,2020.04.08 11:10:00,1.08582,1.0853,1.08557,1.0853,1.08621,1.08366,1.7,0.2,-1,2020-04-08 11:15:00,2020-04-08 08:15:00,2020-04-08 12:03:28,2020-04-08 09:03:28,1.0853,1.08621,1.08621,1.08366,-0.8962264150943395,LOSS,48.46666666666667,TREND,LONDON_EARLY,MID,MID,STOP_LEVEL
2020-04-08 18:25:00,OPEN,BUY,2.18,1.08738,EURUSD,124,96.0,241.98,124,0.0,-8.72,0.0,0.0,-8.72,0,2020-04-08 18:51:23,1.08642,-218.0,2020-04-08 18:25:00,2020-04-08 15:25:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,20.659747,0.00067,49.010864,1.08684,0.001,1.08686,0.001,2020.04.08 07:00:00,2020.04.08 17:55:00,2020.04.08 18:10:00,1.08649,1.08696,1.08682,1.08738,1.08642,1.08911,1.7,0.2,1,2020-04-08 18:25:00,2020-04-08 15:25:00,2020-04-08 18:51:23,2020-04-08 15:51:23,1.08738,1.08642,1.08642,1.08911,-0.9009009009009009,LOSS,26.383333333333333,TREND,NY_LATE,MID,MID,STOP_LEVEL
2020-04-15 18:10:00,OPEN,SELL,2.49,1.09015,EURUSD,126,82.0,241.53,126,0.0,-9.96,0.0,0.0,-9.96,0,2020-04-15 18:29:29,1.09098,-216.63,2020-04-15 18:10:00,2020-04-15 15:10:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,54.917072,0.00075,63.079336,1.09067,0.00275,1.09109,0.00268,2020.04.15 07:00:00,2020.04.15 17:45:00,2020.04.15 18:00:00,1.0903,1.09041,1.09068,1.09015,1.09097,1.08867,1.6,0.1,-1,2020-04-15 18:10:00,2020-04-15 15:10:00,2020-04-15 18:29:29,2020-04-15 15:29:29,1.09015,1.09098,1.09097,1.08867,-0.8969072164948453,LOSS,19.483333333333334,TREND,NY_LATE,LOW,HIGH,STOP_LEVEL
2020-04-15 18:30:00,OPEN,BUY,1.66,1.09136,EURUSD,128,130.0,240.7,128,0.0,-6.64,0.0,0.0,-6.64,0,2020-04-15 20:10:00,1.09169,48.14,2020-04-15 18:30:00,2020-04-15 15:30:00,PRIMARY_TICK_LONDON,1,TREND_LONG,ORDER_ACCEPTED,54.199113,0.00078,68.95573,1.09066,0.00268,1.09107,0.00263,2020.04.15 07:00:00,2020.04.15 17:05:00,2020.04.15 17:20:00,1.08961,1.09134,1.09067,1.09136,1.09006,1.0937,1.7,0.2,1,2020-04-15 18:30:00,2020-04-15 15:30:00,2020-04-15 20:10:00,2020-04-15 17:10:00,1.09136,1.09169,1.09006,1.0937,0.2,WIN,100.0,TREND,NY_LATE,HIGH,HIGH,NON_LEVEL_FINAL_CLOSE
2020-04-16 17:05:00,OPEN,SELL,2.24,1.0878,EURUSD,130,93.0,241.92,130,0.0,-8.96,0.0,0.0,-8.96,0,2020-04-16 17:10:42,1.08876,-224.0,2020-04-16 17:05:00,2020-04-16 14:05:00,PRIMARY_TICK_LONDON,1,TREND_SHORT,ORDER_ACCEPTED,21.826359,0.00064,45.325896,1.08792,0.00079,1.08787,0.00074,2020.04.16 07:00:00,2020.04.16 16:30:00,2020.04.16 16:45:00,1.08785,1.08787,1.0879,1.0878,1.08873,1.08613,1.6,0.1,-1,2020-04-16 17:05:00,2020-04-16 14:05:00,2020-04-16 17:10:42,2020-04-16 14:10:42,1.0878,1.08876,1.08873,1.08613,-0.9259259259259259,LOSS,5.7,TREND,LONDON_NY_OVERLAP,MID,MID,STOP_LEVEL
