position_id,direction,break_bar_open,actual_decision,start,end,duration_seconds,filename,source_status,causal_records,records_early_60s,records_late_60s,records_final_30s,aligned_imbalance_last,aligned_imbalance_median_early60,aligned_imbalance_median_late60,aligned_imbalance_transition,aligned_persistence_full,aligned_persistence_final30,spread_ticks_last,staleness_ms,book_transition_score,quality_eligible,quality_reason,decision_time_server,open_time_server,break_bar_open_utc,actual_decision_utc,decision_year,volume,initial_risk_account,net,realized_r
1116,BUY,2021-01-17T23:20:00Z,2021-01-17T23:25:00Z,2021-01-17T23:20:00Z,2021-01-17T23:25:00Z,300,CTRL_PID000001116_20210117T232500Z.dbn.zst,nonempty,2711,853,160,96,0.10679611650485436,-0.048,0.05581516095534787,0.10381516095534787,0.6082626337144965,0.6145833333333334,1.0000000000021103,1389.325056,0.11999268757375917,True,PASS,2021.01.18 01:20:00,2021.01.18 01:25:00,2021-01-17T23:20:00Z,2021-01-17T23:25:00Z,2021,0.23,9.66,-10.58,-1.0952380952380951
1118,BUY,2021-01-18T01:45:00Z,2021-01-18T01:50:00Z,2021-01-18T01:45:00Z,2021-01-18T01:50:00Z,300,CTRL_PID000001118_20210118T015000Z.dbn.zst,nonempty,2883,341,472,246,-0.058823529411764705,-0.06521739130434782,-0.010079426746093412,0.05513796455825441,0.3166840097121054,0.4634146341463415,0.9999999999976694,4054.048256,-0.06660886955134343,True,PASS,2021.01.18 03:45:00,2021.01.18 03:50:00,2021-01-18T01:45:00Z,2021-01-18T01:50:00Z,2021,0.27,9.72,-11.34,-1.1666666666666665
1120,BUY,2021-01-19T00:35:00Z,2021-01-19T00:40:00Z,2021-01-19T00:35:00Z,2021-01-19T00:40:00Z,300,CTRL_PID000001120_20210119T004000Z.dbn.zst,nonempty,2344,151,617,507,0.03787878787878788,0.019390581717451522,-0.07547169811320754,-0.09486227983065906,0.2841296928327645,0.21696252465483234,0.9999999999976694,90.981376,-0.17423421802724914,True,PASS,2021.01.19 02:35:00,2021.01.19 02:40:00,2021-01-19T00:35:00Z,2021-01-19T00:40:00Z,2021,0.17,9.69,-10.37,-1.0701754385964912
1122,SELL,2021-01-20T00:00:00Z,2021-01-20T00:05:00Z,2021-01-20T00:00:00Z,2021-01-20T00:05:00Z,300,CTRL_PID000001122_20210120T000500Z.dbn.zst,nonempty,8486,1986,743,274,0.035211267605633804,0.05454545454545454,0.10043668122270742,0.04589122667725288,0.6012255479613481,0.7116788321167883,1.0000000000021103,2084.222464,0.09866755762497734,True,PASS,2021.01.20 02:00:00,2021.01.20 02:05:00,2021-01-20T00:00:00Z,2021-01-20T00:05:00Z,2021,0.12,9.6,-10.08,-1.05
1124,SELL,2021-01-21T00:00:00Z,2021-01-21T00:05:00Z,2021-01-21T00:00:00Z,2021-01-21T00:05:00Z,300,CTRL_PID000001124_20210121T000500Z.dbn.zst,nonempty,1643,354,236,118,-0.12693498452012383,0.022222222222222223,-0.16097303014278158,-0.1831952523650038,0.2836275106512477,0.0,1.0000000000021103,262.093568,-0.24002712839257345,True,PASS,2021.01.21 02:00:00,2021.01.21 02:05:00,2021-01-21T00:00:00Z,2021-01-21T00:05:00Z,2021,0.49,9.8,17.64,1.7999999999999998
1126,BUY,2021-01-22T00:00:00Z,2021-01-22T00:05:00Z,2021-01-22T00:00:00Z,2021-01-22T00:05:00Z,300,CTRL_PID000001126_20210122T000500Z.dbn.zst,nonempty,2338,206,303,176,0.012345679012345678,-0.046263345195729534,0.025157232704402517,0.07142057790013205,0.41402908468776733,0.4431818181818182,0.9999999999976694,131.779584,-0.0009858605299496795,True,PASS,2021.01.22 02:00:00,2021.01.22 02:05:00,2021-01-22T00:00:00Z,2021-01-22T00:05:00Z,2021,0.16,9.28,-9.92,-1.0689655172413794
1128,BUY,2021-01-25T00:25:00Z,2021-01-25T00:30:00Z,2021-01-25T00:25:00Z,2021-01-25T00:30:00Z,300,CTRL_PID000001128_20210125T003000Z.dbn.zst,nonempty,1723,159,655,234,-0.06936416184971098,-0.003278688524590164,-0.010526315789473684,-0.00724762726488352,0.3580963435867673,0.6025641025641025,1.9999999999997797,9.889024,-0.07720722078642654,True,PASS,2021.01.25 02:25:00,2021.01.25 02:30:00,2021-01-25T00:25:00Z,2021-01-25T00:30:00Z,2021,0.41,9.84,-11.48,-1.1666666666666667
1130,SELL,2021-01-26T00:00:00Z,2021-01-26T00:05:00Z,2021-01-26T00:00:00Z,2021-01-26T00:05:00Z,300,CTRL_PID000001130_20210126T000500Z.dbn.zst,nonempty,1992,284,518,220,-0.06748466257668712,-0.37392228293867635,-0.07261215459210092,0.30131012834657545,0.05973895582329317,0.4090909090909091,1.0000000000021103,427.067136,-0.08762849656309091,True,PASS,2021.01.26 02:00:00,2021.01.26 02:05:00,2021-01-26T00:00:00Z,2021-01-26T00:05:00Z,2021,0.28,9.52,-10.64,-1.1176470588235294
1132,SELL,2021-01-27T02:00:00Z,2021-01-27T02:05:00Z,2021-01-27T02:00:00Z,2021-01-27T02:05:00Z,300,CTRL_PID000001132_20210127T020500Z.dbn.zst,nonempty,2180,437,252,169,0.08571428571428572,-0.07341772151898734,0.06949440447641886,0.1429121259954062,0.32155963302752294,0.7159763313609467,0.9999999999976694,2701.060352,-0.0003905193694307141,True,PASS,2021.01.27 04:00:00,2021.01.27 04:05:00,2021-01-27T02:00:00Z,2021-01-27T02:05:00Z,2021,0.24,9.6,2.16,0.22500000000000003
1134,SELL,2021-01-28T00:15:00Z,2021-01-28T00:20:00Z,2021-01-28T00:15:00Z,2021-01-28T00:20:00Z,300,CTRL_PID000001134_20210128T002000Z.dbn.zst,nonempty,3271,1158,317,242,0.04519774011299435,0.04134497980651827,-0.05161290322580645,-0.09295788303232472,0.528584530724549,0.23140495867768596,1.9999999999997797,699.470336,-0.045089901960339455,True,PASS,2021.01.28 02:15:00,2021.01.28 02:20:00,2021-01-28T00:15:00Z,2021-01-28T00:20:00Z,2021,0.29,9.57,17.98,1.8787878787878787
1136,SELL,2021-01-29T00:20:00Z,2021-01-29T00:25:00Z,2021-01-29T00:20:00Z,2021-01-29T00:25:00Z,300,CTRL_PID000001136_20210129T002500Z.dbn.zst,nonempty,2339,625,749,333,-0.01015228426395939,-0.03754266211604096,-0.06790123456790123,-0.030358572451860272,0.2851646002565199,0.24024024024024024,2.0000000000042206,36.124416,-0.1395722947396455,False,WIDE_OR_INVALID_SPREAD,2021.01.29 02:20:00,2021.01.29 02:25:00,2021-01-29T00:20:00Z,2021-01-29T00:25:00Z,2021,0.2,9.6,18.4,1.9166666666666665
1138,SELL,2021-01-31T23:00:00Z,2021-01-31T23:05:00Z,2021-01-31T23:00:00Z,2021-01-31T23:05:00Z,300,CTRL_PID000001138_20210131T230500Z.dbn.zst,nonempty,6606,3567,368,88,-0.2692307692307692,0.2631578947368421,-0.21904761904761905,-0.48220551378446114,0.5670602482591584,0.0,1.9999999999997797,835.152896,-0.26233453752455616,True,PASS,2021.02.01 01:00:00,2021.02.01 01:05:00,2021-01-31T23:00:00Z,2021-01-31T23:05:00Z,2021,0.12,9.84,-10.440000000000001,-1.0609756097560976
1140,SELL,2021-02-02T00:00:00Z,2021-02-02T00:05:00Z,2021-02-02T00:00:00Z,2021-02-02T00:05:00Z,300,CTRL_PID000001140_20210202T000500Z.dbn.zst,nonempty,2584,903,117,10,0.04424778761061947,0.09473684210526316,0.037037037037037035,-0.057699805068226126,0.7225232198142415,1.0,1.9999999999997797,1106.160896,0.09167096663226695,True,PASS,2021.02.02 02:00:00,2021.02.02 02:05:00,2021-02-02T00:00:00Z,2021-02-02T00:05:00Z,2021,0.28,9.8,-10.920000000000002,-1.1142857142857143
1142,BUY,2021-02-03T00:35:00Z,2021-02-03T00:40:00Z,2021-02-03T00:35:00Z,2021-02-03T00:40:00Z,300,CTRL_PID000001142_20210203T004000Z.dbn.zst,nonempty,1668,270,533,227,-0.11041009463722397,-0.022653721682847898,-0.06578947368421052,-0.043135752001362625,0.2589928057553957,0.31277533039647576,0.9999999999976694,1787.862784,-0.15851884154403612,True,PASS,2021.02.03 02:35:00,2021.02.03 02:40:00,2021-02-03T00:35:00Z,2021-02-03T00:40:00Z,2021,0.21,9.45,9.24,0.9777777777777779
1144,BUY,2021-02-04T00:10:00Z,2021-02-04T00:15:00Z,2021-02-04T00:10:00Z,2021-02-04T00:15:00Z,300,CTRL_PID000001144_20210204T001500Z.dbn.zst,nonempty,2275,856,345,80,-0.03880597014925373,0.008086253369272238,-0.0026246719160104987,-0.010710925285282736,0.5916483516483516,0.1,1.0000000000021103,73.71008,0.039812545202531816,True,PASS,2021.02.04 02:10:00,2021.02.04 02:15:00,2021-02-04T00:10:00Z,2021-02-04T00:15:00Z,2021,0.2,9.6,-10.4,-1.0833333333333335
1146,SELL,2021-02-05T00:00:00Z,2021-02-05T00:05:00Z,2021-02-05T00:00:00Z,2021-02-05T00:05:00Z,300,CTRL_PID000001146_20210205T000500Z.dbn.zst,nonempty,1284,250,230,106,0.01775147928994083,-0.07398153436131735,0.02280130293159609,0.09678283729291344,0.45249221183800625,0.8018867924528302,1.9999999999997797,6096.61184,0.030337850298358872,True,PASS,2021.02.05 02:00:00,2021.02.05 02:05:00,2021-02-05T00:00:00Z,2021-02-05T00:05:00Z,2021,0.61,9.76,-12.2,-1.25
1148,SELL,2021-02-08T00:30:00Z,2021-02-08T00:35:00Z,2021-02-08T00:30:00Z,2021-02-08T00:35:00Z,300,CTRL_PID000001148_20210208T003500Z.dbn.zst,nonempty,4751,608,775,490,-0.1813953488372093,-0.14427860696517414,-0.18518518518518517,-0.040906578220011036,0.1688065670385182,0.0,1.9999999999997797,92.339712,-0.2323463018870427,True,PASS,2021.02.08 02:30:00,2021.02.08 02:35:00,2021-02-08T00:30:00Z,2021-02-08T00:35:00Z,2021,0.17,9.69,6.970000000000001,0.7192982456140352
1150,BUY,2021-02-09T00:05:00Z,2021-02-09T00:10:00Z,2021-02-09T00:05:00Z,2021-02-09T00:10:00Z,300,CTRL_PID000001150_20210209T001000Z.dbn.zst,nonempty,2658,758,457,98,0.0,-0.007477678571428571,0.016722408026755852,0.02420008659818442,0.4285176824680211,0.6632653061224489,1.0000000000021103,4895.536128,-0.019460513460208287,True,PASS,2021.02.09 02:05:00,2021.02.09 02:10:00,2021-02-09T00:05:00Z,2021-02-09T00:10:00Z,2021,0.24,9.6,18.48,1.925
1152,SELL,2021-02-10T00:00:00Z,2021-02-10T00:05:00Z,2021-02-10T00:00:00Z,2021-02-10T00:05:00Z,300,CTRL_PID000001152_20210210T000500Z.dbn.zst,nonempty,2833,393,396,254,0.05846153846153846,0.026143790849673203,0.04878048780487805,0.022636696955204847,0.6117190257677374,0.905511811023622,1.0000000000021103,0.38912,0.07937298331269063,True,PASS,2021.02.10 02:00:00,2021.02.10 02:05:00,2021-02-10T00:00:00Z,2021-02-10T00:05:00Z,2021,0.41,9.84,18.04,1.8333333333333333
1154,SELL,2021-02-11T00:30:00Z,2021-02-11T00:35:00Z,2021-02-11T00:30:00Z,2021-02-11T00:35:00Z,300,CTRL_PID000001154_20210211T003500Z.dbn.zst,nonempty,1419,339,92,26,-0.07540983606557378,-0.08571428571428572,-0.06136278629733119,0.024351499416954525,0.4009866102889359,0.3076923076923077,0.9999999999976694,7576.448,-0.05267164172138759,True,PASS,2021.02.11 02:30:00,2021.02.11 02:35:00,2021-02-11T00:30:00Z,2021-02-11T00:35:00Z,2021,0.37,9.62,-11.47,-1.1923076923076925
1156,SELL,2021-02-12T00:50:00Z,2021-02-12T00:55:00Z,2021-02-12T00:50:00Z,2021-02-12T00:55:00Z,300,CTRL_PID000001156_20210212T005500Z.dbn.zst,nonempty,6481,304,4654,2961,0.02608695652173913,-0.10638297872340426,-0.017543859649122806,0.08883911907428145,0.33173892917759606,0.4623438027693347,1.9999999999997797,8.647168,-0.044096940786341944,True,PASS,2021.02.12 02:50:00,2021.02.12 02:55:00,2021-02-12T00:50:00Z,2021-02-12T00:55:00Z,2021,0.18,9.54,10.62,1.1132075471698113
1158,BUY,2021-02-14T23:00:00Z,2021-02-14T23:05:00Z,2021-02-14T23:00:00Z,2021-02-14T23:05:00Z,300,CTRL_PID000001158_20210214T230500Z.dbn.zst,nonempty,1724,613,252,53,-0.10679611650485436,0.05714285714285714,-0.021739130434782608,-0.07888198757763976,0.48549883990719256,0.03773584905660377,0.9999999999976694,461.914112,-0.05212635644391925,True,PASS,2021.02.15 01:00:00,2021.02.15 01:05:00,2021-02-14T23:00:00Z,2021-02-14T23:05:00Z,2021,0.26,9.62,-10.66,-1.1081081081081081
1160,SELL,2021-02-15T01:05:00Z,2021-02-15T01:10:00Z,2021-02-15T01:05:00Z,2021-02-15T01:10:00Z,300,CTRL_PID000001160_20210215T011000Z.dbn.zst,nonempty,929,147,405,174,-0.006756756756756757,-0.013157894736842105,-0.019230769230769232,-0.006072874493927127,0.39720129171151775,0.5517241379310345,0.9999999999976694,935.250432,-0.059243483698896995,True,PASS,2021.02.15 03:05:00,2021.02.15 03:10:00,2021-02-15T01:05:00Z,2021-02-15T01:10:00Z,2021,0.41,9.84,-11.48,-1.1666666666666667
1162,BUY,2021-02-16T01:30:00Z,2021-02-16T01:35:00Z,2021-02-16T01:30:00Z,2021-02-16T01:35:00Z,300,CTRL_PID000001162_20210216T013500Z.dbn.zst,nonempty,3834,474,1419,185,-0.011037527593818985,0.022004889975550123,-0.028169014084507043,-0.050173904060057166,0.3821074595722483,0.34594594594594597,1.9999999999997797,1797.703936,-0.0910754757650312,True,PASS,2021.02.16 03:30:00,2021.02.16 03:35:00,2021-02-16T01:30:00Z,2021-02-16T01:35:00Z,2021,0.22,9.68,7.4799999999999995,0.7727272727272727
1164,SELL,2021-02-17T01:00:00Z,2021-02-17T01:05:00Z,2021-02-17T01:00:00Z,2021-02-17T01:05:00Z,300,CTRL_PID000001164_20210217T010500Z.dbn.zst,nonempty,4178,1095,864,593,0.008902077151335312,0.04735376044568245,0.03468208092485549,-0.012671679520826963,0.6740067017711824,0.6458684654300169,1.0000000000021103,62.590464,0.08933803135639158,True,PASS,2021.02.17 03:00:00,2021.02.17 03:05:00,2021-02-17T01:00:00Z,2021-02-17T01:05:00Z,2021,0.16,9.44,-10.08,-1.0677966101694916
1166,BUY,2021-02-18T00:45:00Z,2021-02-18T00:50:00Z,2021-02-18T00:45:00Z,2021-02-18T00:50:00Z,300,CTRL_PID000001166_20210218T005000Z.dbn.zst,nonempty,1852,409,479,235,-0.1989795918367347,-0.056105610561056105,-0.16964285714285715,-0.11353724658180105,0.1285097192224622,0.0,1.0000000000021103,6299.64928,-0.28492447796538367,True,PASS,2021.02.18 02:45:00,2021.02.18 02:50:00,2021-02-18T00:45:00Z,2021-02-18T00:50:00Z,2021,0.39,9.75,-11.31,-1.1600000000000001
1168,SELL,2021-02-19T00:00:00Z,2021-02-19T00:05:00Z,2021-02-19T00:00:00Z,2021-02-19T00:05:00Z,300,CTRL_PID000001168_20210219T000500Z.dbn.zst,nonempty,2243,542,323,162,-0.13544668587896252,0.025782078472958644,-0.05759162303664921,-0.08337370150960785,0.4333481943825234,0.030864197530864196,0.9999999999976694,443.059712,-0.08941065932270452,True,PASS,2021.02.19 02:00:00,2021.02.19 02:05:00,2021-02-19T00:00:00Z,2021-02-19T00:05:00Z,2021,0.27,9.72,-10.8,-1.1111111111111112
1170,BUY,2021-02-22T00:30:00Z,2021-02-22T00:35:00Z,2021-02-22T00:30:00Z,2021-02-22T00:35:00Z,300,CTRL_PID000001170_20210222T003500Z.dbn.zst,nonempty,4119,773,598,292,-0.002898550724637681,-0.04843304843304843,-0.022082018927444796,0.026351029505603633,0.39645545035202717,0.476027397260274,1.9999999999997797,95.946752,-0.0441172648030458,True,PASS,2021.02.22 02:30:00,2021.02.22 02:35:00,2021-02-22T00:30:00Z,2021-02-22T00:35:00Z,2021,0.16,9.28,-10.08,-1.0862068965517242
1172,BUY,2021-02-23T00:45:00Z,2021-02-23T00:50:00Z,2021-02-23T00:45:00Z,2021-02-23T00:50:00Z,300,CTRL_PID000001172_20210223T005000Z.dbn.zst,nonempty,1239,230,172,89,-0.04736842105263158,0.04242424242424243,-0.049868766404199474,-0.09229300882844191,0.25746569814366427,0.0,0.9999999999976694,3649.921536,-0.1798808469434387,True,PASS,2021.02.23 02:45:00,2021.02.23 02:50:00,2021-02-23T00:45:00Z,2021-02-23T00:50:00Z,2021,0.29,9.57,-10.73,-1.1212121212121213
1174,BUY,2021-02-24T00:15:00Z,2021-02-24T00:20:00Z,2021-02-24T00:15:00Z,2021-02-24T00:20:00Z,300,CTRL_PID000001174_20210224T002000Z.dbn.zst,nonempty,2458,863,669,266,0.018518518518518517,-0.07736389684813753,-0.06666666666666667,0.010697230181470868,0.1322213181448332,0.3609022556390977,0.9999999999976694,224.993536,-0.19520739250351465,True,PASS,2021.02.24 02:15:00,2021.02.24 02:20:00,2021-02-24T00:15:00Z,2021-02-24T00:20:00Z,2021,0.29,9.57,-10.73,-1.1212121212121213
1176,SELL,2021-02-25T00:20:00Z,2021-02-25T00:25:00Z,2021-02-25T00:20:00Z,2021-02-25T00:25:00Z,300,CTRL_PID000001176_20210225T002500Z.dbn.zst,nonempty,1407,444,267,133,0.012531328320802004,0.06459948320413436,0.017811704834605598,-0.046787778369528764,0.7348969438521677,0.7142857142857143,1.0000000000021103,708.621824,0.0985075089499709,True,PASS,2021.02.25 02:20:00,2021.02.25 02:25:00,2021-02-25T00:20:00Z,2021-02-25T00:25:00Z,2021,0.37,9.62,17.759999999999998,1.846153846153846
1178,BUY,2021-02-26T00:55:00Z,2021-02-26T01:00:00Z,2021-02-26T00:55:00Z,2021-02-26T01:00:00Z,300,CTRL_PID000001178_20210226T010000Z.dbn.zst,nonempty,10752,3147,1879,1145,0.07598784194528875,-0.005988023952095809,0.031578947368421054,0.03756697132051686,0.4622395833333333,0.7467248908296943,1.0000000000021103,1099.36384,0.007798014169030351,True,PASS,2021.02.26 02:55:00,2021.02.26 03:00:00,2021-02-26T00:55:00Z,2021-02-26T01:00:00Z,2021,0.16,9.28,-9.92,-1.0689655172413794
1180,BUY,2021-03-01T00:10:00Z,2021-03-01T00:15:00Z,2021-03-01T00:10:00Z,2021-03-01T00:15:00Z,300,CTRL_PID000001180_20210301T001500Z.dbn.zst,nonempty,4470,1007,1064,571,-0.05952380952380952,-0.05555555555555555,-0.03806228373702422,0.01749327181853133,0.3527964205816555,0.3905429071803853,1.0000000000021103,107.82848,-0.07437072473416265,True,PASS,2021.03.01 02:10:00,2021.03.01 02:15:00,2021-03-01T00:10:00Z,2021-03-01T00:15:00Z,2021,0.16,9.76,-10.4,-1.0655737704918034
1182,SELL,2021-03-02T00:50:00Z,2021-03-02T00:55:00Z,2021-03-02T00:50:00Z,2021-03-02T00:55:00Z,300,CTRL_PID000001182_20210302T005500Z.dbn.zst,nonempty,5555,253,3488,2581,0.03614457831325301,-0.13068181818181818,0.023017902813299233,0.15369972099511742,0.47254725472547254,0.6036419992251065,0.9999999999976694,41.215744,0.06887796356361979,True,PASS,2021.03.02 02:50:00,2021.03.02 02:55:00,2021-03-02T00:50:00Z,2021-03-02T00:55:00Z,2021,0.16,9.28,17.919999999999998,1.9310344827586206
1184,BUY,2021-03-03T00:15:00Z,2021-03-03T00:20:00Z,2021-03-03T00:15:00Z,2021-03-03T00:20:00Z,300,CTRL_PID000001184_20210303T002000Z.dbn.zst,nonempty,1888,686,273,118,-0.051490514905149054,-0.004773514400291652,0.04827586206896552,0.05304937646925717,0.4994703389830508,0.635593220338983,1.0000000000021103,1030.297856,0.03832882324339537,True,PASS,2021.03.03 02:15:00,2021.03.03 02:20:00,2021-03-03T00:15:00Z,2021-03-03T00:20:00Z,2021,0.65,9.75,-13.0,-1.3333333333333333
1186,SELL,2021-03-04T01:00:00Z,2021-03-04T01:05:00Z,2021-03-04T01:00:00Z,2021-03-04T01:05:00Z,300,CTRL_PID000001186_20210304T010500Z.dbn.zst,nonempty,5911,1401,1586,699,-0.014150943396226415,0.011111111111111112,-0.006608218061492331,-0.017719329172603444,0.42632380307900525,0.575107296137339,2.0000000000042206,41.504256,-0.04734981756217218,False,WIDE_OR_INVALID_SPREAD,2021.03.04 03:00:00,2021.03.04 03:05:00,2021-03-04T01:00:00Z,2021-03-04T01:05:00Z,2021,0.11,9.13,-9.57,-1.0481927710843373
1188,SELL,2021-03-05T00:30:00Z,2021-03-05T00:35:00Z,2021-03-05T00:30:00Z,2021-03-05T00:35:00Z,300,CTRL_PID000001188_20210305T003500Z.dbn.zst,nonempty,3408,855,1186,365,0.078125,-0.04838709677419355,-0.031149376266126454,0.017237720508067093,0.4507042253521127,0.37534246575342467,1.0000000000021103,41.34656,-0.023816371136441722,True,PASS,2021.03.05 02:30:00,2021.03.05 02:35:00,2021-03-05T00:30:00Z,2021-03-05T00:35:00Z,2021,0.2,9.6,-10.600000000000001,-1.104166666666667
1190,SELL,2021-03-08T00:10:00Z,2021-03-08T00:15:00Z,2021-03-08T00:10:00Z,2021-03-08T00:15:00Z,300,CTRL_PID000001190_20210308T001500Z.dbn.zst,nonempty,3180,247,1223,587,0.09186351706036745,0.0273224043715847,-0.045563549160671464,-0.07288595353225616,0.3251572327044025,0.4020442930153322,1.9999999999997797,95.357952,-0.1352552477040947,True,PASS,2021.03.08 02:10:00,2021.03.08 02:15:00,2021-03-08T00:10:00Z,2021-03-08T00:15:00Z,2021,0.13,9.36,-9.879999999999999,-1.0555555555555556
