case_id,case_kind,hypothesis_id,run_id,side,direction,stratum,anomaly_tag,image,image_sha256,position_id,entry_time_server,entry,sl,tp,exit_time_server,exit,net_usd,net_R,hold_minutes,decision_bar_server,decision_bar_utc,failed_gates,active_gates,normalized_distance,near_miss_rank,offline_full_signal_unexecuted,trade_fields_forbidden,telemetry_planned_stop,telemetry_planned_target
009-E011-P202,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,LOSER,,009-E011-P202_forensics.png,F38FFAFA56039651DC060812AB566BE9C8678699CC45625DD82CC4C40B5C2637,202,2018.10.01 19:35:00,1190.17,1188.42,1192.97,2018.10.01 20:24:25,1188.42,-8.870000000000001,-0.8887647312503709,49.416666666666664,2018.10.01 19:35:00,2018.10.01 16:35:00,,,,,,False,1188.42,1192.97
009-E012-P218,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,WINNER,TIME_EXIT_LIKE,009-E012-P218_forensics.png,4579B312B753AC6DF68669B4EF36A5A580FB3499D51CA1D59BFA981258A18067,218,2018.10.19 12:05:00,1227.27,1225.6399999999999,1229.878,2018.10.19 13:20:00,1228.47,7.06,0.7074672871535564,75.0,2018.10.19 12:05:00,2018.10.19 09:05:00,,,,,,False,1225.64,1229.88
009-E013-P246,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,ANOMALY:TIME_EXIT_LIKE,TIME_EXIT_LIKE,009-E013-P246_forensics.png,B03779ABE80FCBA43A3358DD1E472FF6AB129F1DED0EAB1A084134C3D6C85F06,246,2018.11.14 14:30:00,1201.08,1198.83,1204.6799999999998,2018.11.14 15:45:00,1200.6,-2.02,-0.2023672560963637,75.0,2018.11.14 14:30:00,2018.11.14 12:30:00,,,,,,False,1198.83,1204.68
009-E014-P250,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,ANOMALY:TIME_EXIT_LIKE,TIME_EXIT_LIKE,009-E014-P250_forensics.png,8079DF0E958A60EC1061C453A5F6263BE4D6270D0CC7021F2088B112B17BD764,250,2018.11.15 14:05:00,1209.68,1211.5,1206.768,2018.11.15 15:20:00,1209.7,-0.22,-0.022040978587389674,75.0,2018.11.15 14:05:00,2018.11.15 12:05:00,,,,,,False,1211.5,1206.77
009-E015-P268,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,WINNER,TIME_EXIT_LIKE,009-E015-P268_forensics.png,94BC383920C1B70BCB495B22E24873F3C5DED09249DAF9C44411CBC3CBAE3DD3,268,2018.12.06 10:55:00,1236.87,1234.9199999999998,1239.9899999999998,2018.12.06 12:10:00,1237.41,2.58,0.2585929277239783,75.0,2018.12.06 10:55:00,2018.12.06 08:55:00,,,,,,False,1234.92,1239.99
009-E016-P284,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,FILL:LOSER,TIME_EXIT_LIKE,009-E016-P284_forensics.png,708A63468B788A88FA365D006CBF2517DB3C7F85995FCB72421ED0B4DAED151F,284,2018.12.26 12:55:00,1273.56,1271.69,1276.552,2018.12.26 14:10:00,1272.19,-6.97,-0.6987363598542378,75.0,2018.12.26 12:55:00,2018.12.26 10:55:00,,,,,,False,1271.69,1276.55
009-E017-P302,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,LOSER,TIME_EXIT_LIKE,009-E017-P302_forensics.png,5BB8136A54D1B4EBC9658EC480FC99825F9F4F74EA85099B8EEAA337B53778E7,302,2019.01.30 12:25:00,1312.91,1314.64,1310.142,2019.01.30 13:40:00,1313.9,-5.09,-0.5103940392393744,75.0,2019.01.30 12:25:00,2019.01.30 10:25:00,,,,,,False,1314.64,1310.14
009-E018-P304,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,WINNER,TIME_EXIT_LIKE,009-E018-P304_forensics.png,E70B503E9C40EE24BEE4B61BF6E93DFD3B7994BCE9175620CD246B299EE500DE,304,2019.01.30 14:55:00,1312.66,1314.27,1310.084,2019.01.30 16:09:33,1310.07,15.38,1.542290961914238,74.55,2019.01.30 14:55:00,2019.01.30 12:55:00,,,,,,False,1314.27,1310.08
009-E019-P332,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,LOSER,TIME_EXIT_LIKE,009-E019-P332_forensics.png,67686E3363CB78938B88213B7B8AE0AF55CD0D261715669E804E1187AD250809,332,2019.02.28 13:30:00,1326.94,1324.0,1331.644,2019.02.28 14:45:00,1324.99,-5.93,-0.5947922279412325,75.0,2019.02.28 13:30:00,2019.02.28 11:30:00,,,,,,False,1324.0,1331.64
009-E020-P350,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,LOSER,TIME_EXIT_LIKE,009-E020-P350_forensics.png,DA666E0D2935451445A0EC732D61201FCF86016D494952113222129C2EC0ED58,350,2019.03.21 18:20:00,1306.54,1311.37,1298.812,2019.03.21 19:35:00,1307.57,-2.1199999999999997,-0.21265126576653656,75.0,2019.03.21 18:20:00,2019.03.21 16:20:00,,,,,,False,1311.37,1298.81
009-E021-P370,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,WINNER,TIME_EXIT_LIKE,009-E021-P370_forensics.png,0C58D69EC989868B45D29567D0847278BA5126F7CBA8D7B5901E35BD559DB3EC,370,2019.04.10 18:15:00,1308.15,1305.5,1312.39,2019.04.10 19:30:00,1308.95,2.32,0.23271560047144968,75.0,2019.04.10 18:15:00,2019.04.10 15:15:00,,,,,,False,1305.5,1312.39
009-E022-P404,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,WINNER,TIME_EXIT_LIKE,009-E022-P404_forensics.png,F72C5E946730BAB2A783B7ADC7F1E630C328EDAB8C6549414707AA8146BEB88D,404,2019.06.04 11:40:00,1326.13,1329.4,1320.8980000000001,2019.06.04 12:55:00,1325.04,3.19,0.3199980739927835,75.0,2019.06.04 11:40:00,2019.06.04 08:40:00,,,,,,False,1329.4,1320.9
009-E023-P418,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,WINNER,TIME_EXIT_LIKE,009-E023-P418_forensics.png,15FBD870DA0A7D3254FD859FC5FABA8C729C74554423000C0779E45A303037CE,418,2019.06.12 17:45:00,1334.56,1331.77,1339.024,2019.06.12 19:00:00,1335.37,2.35,0.23568724042435338,75.0,2019.06.12 17:45:00,2019.06.12 14:45:00,,,,,,False,1331.77,1339.02
009-E024-P454,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,ANOMALY:TIME_EXIT_LIKE,TIME_EXIT_LIKE,009-E024-P454_forensics.png,DF370CAD20199B7D54128DF7B8CCA1B57AF45A02FB4E3C55DA76317B7BB8718B,454,2019.07.22 11:55:00,1426.11,1428.1299999999999,1422.878,2019.07.22 13:10:00,1425.79,1.16,0.11635357524445283,75.0,2019.07.22 11:55:00,2019.07.22 08:55:00,,,,,,False,1428.13,1422.88
009-E025-P486,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,ANOMALY:TIME_EXIT_LIKE,TIME_EXIT_LIKE,009-E025-P486_forensics.png,F2895846DAB19EE55A629B0A97150C41C8B7F8E77AC7B59CC91C1A16A028DF77,486,2019.08.26 12:55:00,1531.91,1525.2,1542.6460000000002,2019.08.26 14:10:00,1531.48,-0.47000000000000003,-0.04712940320237276,75.0,2019.08.26 12:55:00,2019.08.26 09:55:00,,,,,,False,1525.2,1542.65
009-E026-P494,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,FILL:LOSER,,009-E026-P494_forensics.png,E26BD2A07AEB226504E8DE17CAE0AEC6EAEE2C3BE8891E1C1B26CF368011B723,494,2019.09.02 18:50:00,1527.95,1523.9,1534.43,2019.09.03 01:05:00,1526.91,-5.11,-0.5125013213708237,375.0,2019.09.02 18:50:00,2019.09.02 15:50:00,,,,,,False,1523.9,1534.43
009-E027-P522,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,FILL:WINNER,TIME_EXIT_LIKE,009-E027-P522_forensics.png,38648B376A6CA4F3523A1A178F6229493C7BF4E6D3F097382D3DAE0F416DFD1C,522,2019.09.20 14:35:00,1502.05,1504.1499999999999,1498.69,2019.09.20 15:50:00,1500.67,5.4,0.5417965431574558,75.0,2019.09.20 14:35:00,2019.09.20 11:35:00,,,,,,False,1504.15,1498.69
009-E028-P564,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,LOSER,,009-E028-P564_forensics.png,4D49DBDA1DCC79D745A52067BAC8A0FD9925CFAD5E12508C6CE1448B23FA5D54,564,2019.11.21 14:05:00,1470.15,1468.13,1473.382,2019.11.21 15:07:30,1468.09,-8.360000000000001,-0.8388961210788005,62.5,2019.11.21 14:05:00,2019.11.21 12:05:00,,,,,,False,1468.13,1473.38
009-E029-P584,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,WINNER,,009-E029-P584_forensics.png,0A17A914A170939EF0C4A209CDD7ADCC0EAAF7BD8BBA7FC5497CA4880B5A4251,584,2020.01.08 18:10:00,1568.78,1574.82,1559.116,2020.01.08 18:38:41,1559.11,9.63,0.9664476085539947,28.683333333333334,2020.01.08 18:10:00,2020.01.08 16:10:00,,,,,,False,1574.82,1559.12
009-E030-P600,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,LOSER,,009-E030-P600_forensics.png,43CF06D08AC76D61A2A0F2332484D7505948470C33076F0C336E62D4B780BB5B,600,2020.02.03 13:00:00,1580.92,1578.19,1585.288,2020.02.03 13:49:52,1578.19,-8.290000000000001,-0.8320049522861721,49.86666666666667,2020.02.03 13:00:00,2020.02.03 11:00:00,,,,,,False,1578.19,1585.29
009-E031-P608,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,FILL:LOSER,TIME_EXIT_LIKE,009-E031-P608_forensics.png,47E4B7E7323037130C9D493DBF3FFDAC3B0A51F4C5E10BAD16319B7620B4DD10,608,2020.02.14 11:35:00,1576.68,1574.8400000000001,1579.624,2020.02.14 12:50:00,1575.4,-6.5600000000000005,-0.6583833477187419,75.0,2020.02.14 11:35:00,2020.02.14 09:35:00,,,,,,False,1574.84,1579.62
009-E032-P634,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,WINNER,,009-E032-P634_forensics.png,E22B22672593D8217CD021A94CFC5C6F1579CD20526BB2E33FD49B463C559A9F,634,2020.04.06 14:00:00,1637.09,1633.57,1642.722,2020.04.06 14:55:35,1642.75,11.26,1.1302281836349783,55.583333333333336,2020.04.06 14:00:00,2020.04.06 11:00:00,,,,,,False,1633.57,1642.72
009-E033-P658,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,ANOMALY:TIME_EXIT_LIKE,TIME_EXIT_LIKE,009-E033-P658_forensics.png,16BC4BF67BA8ED1EFB339C0E2ECC3F722E7963D7583E43025F80EDD0C0334012,658,2020.05.01 13:30:00,1678.05,1673.0,1686.1299999999999,2020.05.01 14:45:00,1679.59,1.5,0.15060569090712117,75.0,2020.05.01 13:30:00,2020.05.01 10:30:00,,,,,,False,1673.0,1686.13
009-E034-P678,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,LOSER,TIME_EXIT_LIKE,009-E034-P678_forensics.png,E56E5886624A7663F5248AE101D948B5B694CDC99BEA83ECF6FA225F28854270,678,2020.06.18 17:05:00,1720.45,1726.93,1710.082,2020.06.18 18:20:00,1723.64,-3.23,-0.3243417694661043,75.0,2020.06.18 17:05:00,2020.06.18 14:05:00,,,,,,False,1726.93,1710.08
009-E035-P684,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,LOSER,,009-E035-P684_forensics.png,403D7374D1B10A35B7793B32EA1486D57CE444226F19E52EF43EC4D1E22E0F37,684,2020.06.29 11:55:00,1771.31,1768.82,1775.2939999999999,2020.06.29 12:10:35,1768.76,-7.75,-0.7782832657850407,15.583333333333334,2020.06.29 11:55:00,2020.06.29 08:55:00,,,,,,False,1768.82,1775.29
009-E036-P716,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,LOSER,,009-E036-P716_forensics.png,62C21FE3E7AFDB73388BFC1702B724C40A64C6E7AF39C33C069B6919FDD16DA8,716,2020.08.19 14:30:00,1985.01,1988.72,1979.074,2020.08.19 15:03:39,1988.76,-7.58,-0.7614095921536641,33.65,2020.08.19 14:30:00,2020.08.19 11:30:00,,,,,,False,1988.72,1979.07
009-E037-P730,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,WINNER,TIME_EXIT_LIKE,009-E037-P730_forensics.png,3EF78544118F9F8B79D284B43E78280D067369F52921369BD43A2D9C4D06CAB7,730,2020.09.14 12:30:00,1943.73,1947.34,1937.954,2020.09.14 13:45:00,1943.57,0.24000000000000002,0.024100866948352246,75.0,2020.09.14 12:30:00,2020.09.14 09:30:00,,,,,,False,1947.34,1937.95
009-E038-P748,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,WINNER,,009-E038-P748_forensics.png,961672CEA007710364CDFFFC022E9CA51DDC4AF981E677FA576D9EE7531C4FAE,748,2020.09.28 14:45:00,1861.99,1856.31,1871.078,2020.09.28 15:34:31,1871.11,9.08,0.9118406729143151,49.516666666666666,2020.09.28 14:45:00,2020.09.28 11:45:00,,,,,,False,1856.31,1871.08
009-E039-P752,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,FILL:LOSER,,009-E039-P752_forensics.png,471A37064DF70E40E68F6CEC21D40DCA2E2B918BE02E0EB99A509F0995BBDD25,752,2020.09.29 13:50:00,1881.89,1885.6200000000001,1875.922,2020.09.29 13:57:53,1885.63,-7.56,-0.7591285204585135,7.883333333333334,2020.09.29 13:50:00,2020.09.29 10:50:00,,,,,,False,1885.62,1875.92
009-E040-P800,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,ANOMALY:TIME_EXIT_LIKE,TIME_EXIT_LIKE,009-E040-P800_forensics.png,7DDF03D3EB4B0FA8F56613BB88D7E9DF178B35A2C12031DBA608F6407F2D2CB6,800,2020.12.03 11:30:00,1837.12,1842.08,1829.184,2020.12.03 12:45:00,1838.4,-2.64,-0.26513136857598746,75.0,2020.12.03 11:30:00,2020.12.03 09:30:00,,,,,,False,1842.08,1829.18
009-E041-P866,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,LOSER,TIME_EXIT_LIKE,009-E041-P866_forensics.png,4BC6CB593F9825502A30E9605CDF5258D655F32E3F7BA1A05F2E812D102AD69D,866,2021.02.26 13:15:00,1760.9,1766.1100000000001,1752.564,2021.02.26 14:30:00,1761.75,-0.89,-0.08939413875778307,75.0,2021.02.26 13:15:00,2021.02.26 11:15:00,,,,,,False,1766.11,1752.56
009-E042-P902,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,WINNER,TIME_EXIT_LIKE,009-E042-P902_forensics.png,097C6D202A4CB4B1231B6052FA1A9D503D6FED078311AC6E42DFF1BA67A69F75,902,2021.04.22 11:20:00,1790.21,1793.21,1785.41,2021.04.22 12:35:00,1786.36,11.45,1.1502413045524542,75.0,2021.04.22 11:20:00,2021.04.22 08:20:00,,,,,,False,1793.21,1785.41
009-E043-P904,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,LOSER,,009-E043-P904_forensics.png,116DAB5E8EE708ACA43197DCA8E166D63D2F02042C081DC563DE7E605721E248,904,2021.05.04 14:45:00,1785.04,1781.47,1790.752,2021.05.04 14:51:30,1781.47,-7.22,-0.7252215792995645,6.5,2021.05.04 14:45:00,2021.05.04 11:45:00,,,,,,False,1781.47,1790.75
009-E044-P924,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,LOSER,TIME_EXIT_LIKE,009-E044-P924_forensics.png,F69619CA343209E713748FE442D8977A2EA1688EE1C8972E2D504ECEF2C60318,924,2021.05.28 17:50:00,1893.61,1899.0,1884.9859999999999,2021.05.28 19:05:00,1897.21,-3.64,-0.3657299759321543,75.0,2021.05.28 17:50:00,2021.05.28 14:50:00,,,,,,False,1899.0,1884.99
009-E045-P932,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,ANOMALY:TIME_EXIT_LIKE,TIME_EXIT_LIKE,009-E045-P932_forensics.png,515A08A9907D34FFC4A5C6E3C911C6AF232B6264654A647360C1A9D27A2DA55B,932,2021.06.04 11:25:00,1868.38,1871.9,1862.748,2021.06.04 12:40:00,1869.35,-2.02,-0.2029923075964545,75.0,2021.06.04 11:25:00,2021.06.04 08:25:00,,,,,,False,1871.9,1862.75
009-E046-P938,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,WINNER,TIME_EXIT_LIKE,009-E046-P938_forensics.png,CAB2989DEE2EB1B3FD63BAB30E686AF6D84CBAF2DE8A3466A5E054099B91CC2B,938,2021.06.11 14:05:00,1890.37,1894.4399999999998,1883.858,2021.06.11 15:20:00,1888.74,3.18,0.31953000552545757,75.0,2021.06.11 14:05:00,2021.06.11 11:05:00,,,,,,False,1894.44,1883.86
009-E047-P994,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,ANOMALY:TIME_EXIT_LIKE,TIME_EXIT_LIKE,009-E047-P994_forensics.png,A7DE99778A722A683E80DF1E97FA4D6E093F8F7C54869CB2B23507ED18E21155,994,2021.09.01 12:35:00,1813.81,1810.36,1819.33,2021.09.01 13:50:00,1813.28,-1.1400000000000001,-0.11453833015171307,75.0,2021.09.01 12:35:00,2021.09.01 09:35:00,,,,,,False,1810.36,1819.33
009-E048-P1030,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,FILL:WINNER,TIME_EXIT_LIKE,009-E048-P1030_forensics.png,B7E88712826C34207902C39F9F61CE2F189FDBB977887BC8F496B709CD350CEE,1030,2021.10.20 14:00:00,1780.24,1777.6200000000001,1784.432,2021.10.20 15:12:05,1784.43,12.469999999999999,1.2519142642528982,72.08333333333333,2021.10.20 14:00:00,2021.10.20 11:00:00,,,,,,False,1777.62,1784.43
009-E049-P1054,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,WINNER,NEAR_FULL_TARGET,009-E049-P1054_forensics.png,6EDA7109B05EC1336597D19FE1882E1313F880BEDE0DDCB0A1F4EFF82EA6FF22,1054,2021.11.24 17:55:00,1785.26,1782.16,1790.22,2021.11.24 18:33:30,1790.25,14.87,1.4924734973040126,38.5,2021.11.24 17:55:00,2021.11.24 15:55:00,,,,,,False,1782.16,1790.22
009-E050-P1066,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,LOSER,,009-E050-P1066_forensics.png,95560E6196209D9DC763E5B8714F4C2241175E6B057DE13621C0DEDC223D70CC,1066,2021.12.20 14:25:00,1799.1,1794.54,1806.396,2021.12.20 15:29:42,1794.51,-9.26,-0.9293421933298722,64.7,2021.12.20 14:25:00,2021.12.20 12:25:00,,,,,,False,1794.54,1806.4
009-E051-P1068,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,FILL:WINNER,TIME_EXIT_LIKE,009-E051-P1068_forensics.png,2B4C0BADA4CF585AEFCECABCA1DFA32B9CD0ABC97821F82A95A6899B697EE16B,1068,2021.12.23 12:30:00,1805.43,1807.77,1801.6860000000001,2021.12.23 13:45:00,1805.23,0.6599999999999999,0.0662443688522591,75.0,2021.12.23 12:30:00,2021.12.23 10:30:00,,,,,,False,1807.77,1801.69
009-E052-P1074,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,WINNER,TIME_EXIT_LIKE,009-E052-P1074_forensics.png,A47286DC5B11469BE500C0FB819633D81C2313B1E3722080229D3E8BC24EF271,1074,2021.12.30 18:15:00,1810.04,1805.78,1816.856,2021.12.30 19:30:00,1813.32,6.4799999999999995,0.6502977621126488,75.0,2021.12.30 18:15:00,2021.12.30 16:15:00,,,,,,False,1805.78,1816.86
009-E053-P1116,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,LOSER,,009-E053-P1116_forensics.png,096449223BB360A93C131E5768F79C3A01BB73389F28D71A05CC2822DDD388C9,1116,2022.03.14 13:25:00,1954.78,1964.35,1939.468,2022.03.14 13:47:40,1964.36,-9.62,-0.9653866729875074,22.666666666666668,2022.03.14 13:25:00,2022.03.14 11:25:00,,,,,,False,1964.35,1939.47
009-E054-P1130,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,SELL,-1,LOSER,QUICK_ADVERSE,009-E054-P1130_forensics.png,0F08E9C9C2D8C705AA30AF8530111481E863AD6F3C0BABE66B7686E7DD7ADB90,1130,2022.03.28 14:00:00,1927.88,1932.63,1920.2800000000002,2022.03.28 14:13:28,1932.64,-9.6,-0.9634499214788314,13.466666666666667,2022.03.28 14:00:00,2022.03.28 11:00:00,,,,,,False,1932.63,1920.28
009-E055-P1138,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,ANOMALY:TIME_EXIT_LIKE,TIME_EXIT_LIKE,009-E055-P1138_forensics.png,2879A0200373626CD6BDD178F853E7B9A39B26991F27C955335E70D248EF6AA8,1138,2022.03.31 13:25:00,1927.7,1924.26,1933.204,2022.03.31 14:40:00,1930.11,4.74,0.47565661686521815,75.0,2022.03.31 13:25:00,2022.03.31 10:25:00,,,,,,False,1924.26,1933.2
009-E056-P1152,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,WINNER,TIME_EXIT_LIKE,009-E056-P1152_forensics.png,B460C9444AA04EBC3DA6A1629937653180656BCDD8ADCECFF00802B0DF3FD7D3,1152,2022.04.12 13:05:00,1954.81,1951.04,1960.8419999999999,2022.04.12 14:20:00,1956.71,3.7199999999999998,0.37327862861445593,75.0,2022.04.12 13:05:00,2022.04.12 10:05:00,,,,,,False,1951.04,1960.84
009-E057-P1186,EXECUTED,HYP-MZMS-XAU-M5-009,20260722_023841,BUY,1,LOSER,TIME_EXIT_LIKE,009-E057-P1186_forensics.png,6DB6AB096E5E92FBB317419BE986BC9C025D6E8D04CCBBEE48ED9A821691AA9B,1186,2022.05.18 12:35:00,1818.77,1813.55,1827.122,2022.05.18 13:50:00,1816.98,-1.83,-0.18358324396608025,75.0,2022.05.18 12:35:00,2022.05.18 09:35:00,,,,,,False,1813.55,1827.12
