case_id,entry_time_utc,direction,entry,reason,label,selection_stratum,event_id,decision_time_server,session,favorable_ms,adverse_ms,total_ms,adverse_share,max_gap_ms,valid_ticks,h1_range_location,h4_range_location,h1_structure,h4_structure,h1_aligned,h4_aligned,external_sweep,external_swept_count,room_r,nearest_pool_type,nearest_pool_pips
HYP026_01_ADVERSE_20241226_1050,2024-12-26T10:50:00,-1,1.04020,pivot_fav_ms=8000;pivot_adv_ms=134000;max_gap_ms=11000,adverse_dominant,MAX_ADVERSE_SHARE_-1_LONDON,HYP-ICT-FVG-PIVOT-RECLAIM-DWELL-COLLECT-EURUSD-M5-026_21900625_1735217400_LEVEL_RESILIENCE_-1_5242,2024.12.26 12:50:00,LONDON,8000,134000,142000,0.943661971831,11000,112,0.655813953488,0.309559939302,-1,0,1,0,0,0,1.71428571,ASIA_LOW,7.20000000
HYP026_02_FAVORABLE_MATCH_20241226_0905,2024-12-26T09:05:00,-1,1.03957,pivot_fav_ms=176000;pivot_adv_ms=88000;max_gap_ms=14000,favorable_dominant,NEAREST_SAME_DIRECTION_SESSION_YEAR,HYP-ICT-FVG-PIVOT-RECLAIM-DWELL-COLLECT-EURUSD-M5-026_21900625_1735211100_LEVEL_RESILIENCE_-1_5241,2024.12.26 11:05:00,LONDON,176000,88000,264000,0.333333333333,14000,568,0.311627906977,0.190895741557,0,0,0,0,0,0,1.34000000,PDL,6.70000000
HYP026_03_ADVERSE_20220803_1640,2022-08-03T16:40:00,-1,1.01567,pivot_fav_ms=70480;pivot_adv_ms=529520;max_gap_ms=3000,adverse_dominant,MAX_ADVERSE_SHARE_-1_NEW_YORK,HYP-ICT-FVG-PIVOT-RECLAIM-DWELL-COLLECT-EURUSD-M5-026_21900625_1659555600_LEVEL_RESILIENCE_-1_3417,2022.08.03 19:40:00,NEW_YORK,70480,529520,600000,0.882533333333,3000,918,0.374288964733,0.064232589588,1,1,0,0,0,0,0.19736842,H1_PIVOT_LOW,1.50000000
HYP026_04_FAVORABLE_MATCH_20220804_1355,2022-08-04T13:55:00,-1,1.01953,pivot_fav_ms=300000;pivot_adv_ms=0;max_gap_ms=745,favorable_dominant,NEAREST_SAME_DIRECTION_SESSION_YEAR,HYP-ICT-FVG-PIVOT-RECLAIM-DWELL-COLLECT-EURUSD-M5-026_21900625_1659632100_LEVEL_RESILIENCE_-1_3422,2022.08.04 16:55:00,NEW_YORK,300000,0,300000,0.000000000000,745,965,0.775757575758,0.374781085814,0,-1,0,1,0,0,0.96363636,ASIA_HIGH,10.60000000
HYP026_05_ADVERSE_20201229_0935,2020-12-29T09:35:00,1,1.22389,pivot_fav_ms=67292;pivot_adv_ms=532708;max_gap_ms=10000,adverse_dominant,MAX_ADVERSE_SHARE_1_LONDON,HYP-ICT-FVG-PIVOT-RECLAIM-DWELL-COLLECT-EURUSD-M5-026_21900625_1609241700_LEVEL_RESILIENCE_1_2225,2020.12.29 11:35:00,LONDON,67292,532708,600000,0.887846666667,10000,352,0.699819168174,0.903726708075,1,1,1,1,0,0,0.28333333,ASIA_HIGH,1.70000000
HYP026_06_FAVORABLE_MATCH_20201229_0940,2020-12-29T09:40:00,1,1.22389,pivot_fav_ms=300000;pivot_adv_ms=0;max_gap_ms=6000,favorable_dominant,NEAREST_SAME_DIRECTION_SESSION_YEAR,HYP-ICT-FVG-PIVOT-RECLAIM-DWELL-COLLECT-EURUSD-M5-026_21900625_1609242000_LEVEL_RESILIENCE_1_2226,2020.12.29 11:40:00,LONDON,300000,0,300000,0.000000000000,6000,204,0.783001808318,0.951345755694,1,1,1,1,0,0,0.43119266,PDH,4.70000000
HYP026_07_ADVERSE_20251203_1510,2025-12-03T15:10:00,1,1.16620,pivot_fav_ms=46387;pivot_adv_ms=553613;max_gap_ms=999,adverse_dominant,MAX_ADVERSE_SHARE_1_NEW_YORK,HYP-ICT-FVG-PIVOT-RECLAIM-DWELL-COLLECT-EURUSD-M5-026_21900625_1764781800_LEVEL_RESILIENCE_1_5940,2025.12.03 17:10:00,NEW_YORK,46387,553613,600000,0.922688333333,999,1856,0.831091180867,0.906146179402,1,1,1,1,0,0,0.00000000,NONE,0.00000000
HYP026_08_FAVORABLE_MATCH_20251203_1555,2025-12-03T15:55:00,1,1.16548,pivot_fav_ms=300000;pivot_adv_ms=0;max_gap_ms=1632,favorable_dominant,NEAREST_SAME_DIRECTION_SESSION_YEAR,HYP-ICT-FVG-PIVOT-RECLAIM-DWELL-COLLECT-EURUSD-M5-026_21900625_1764784500_LEVEL_RESILIENCE_1_5943,2025.12.03 17:55:00,NEW_YORK,300000,0,300000,0.000000000000,1632,643,0.789237668161,0.882890365448,1,1,1,1,0,0,0.00000000,NONE,0.00000000
