event_id,source_currencies,country_id,importance,event_type,time_mode,unit,multiplier,event_code,event_name
36030025,"AUD",36,2,0,0,0,0,"rba-assistant-governor-ellis-speech","RBA Assistant Governor Ellis Speech"
36030026,"AUD",36,2,0,0,0,0,"rba-assistant-governor-boulton-speech","RBA Assistant Governor Boulton Speech"
36030027,"AUD",36,2,0,0,0,0,"rba-assistant-governor-woods-speech","RBA Assistant Governor Woods Speech"
36030028,"AUD",36,2,0,0,0,0,"rba-assistant-governor-kent-speech","RBA Assistant Governor Kent Speech"
36030030,"AUD",36,2,0,0,0,0,"rba-assistant-governor-mcphee-speech","RBA Assistant Governor McPhee Speech"
36030031,"AUD",36,2,0,0,0,0,"rba-deputy-governor-bullock-speech","RBA Deputy Governor Bullock Speech"
36030032,"AUD",36,2,0,0,0,0,"rba-assistant-governor-jones-speech","RBA Assistant Governor Jones Speech"
36040001,"AUD",36,2,1,0,0,0,"nab-business-confidence","NAB Business Confidence"
36070001,"AUD",36,2,1,3,1,0,"hia-new-home-sales-12-months-mm","HIA New Home Sales 12-months m/m"
36070002,"AUD",36,2,1,3,1,0,"hia-new-home-sales-mm","HIA New Home Sales m/m"
36500002,"AUD",36,2,1,0,0,0,"commonwealth-bank-services-pmi","S&P Global Services PMI"
36500003,"AUD",36,2,1,0,0,0,"commonwealth-bank-composite-pmi","S&P Global Composite PMI"
36520001,"AUD",36,2,1,0,12,1,"cftc-aud-non-commercial-net-positions","CFTC AUD Non-Commercial Net Positions"
554010001,"NZD",554,2,1,0,1,0,"electronic-card-retail-sales-mm","Electronic Card Retail Sales m/m"
554010005,"NZD",554,2,1,0,1,0,"cpi-qq","CPI q/q"
554010006,"NZD",554,2,1,0,1,0,"cpi-yy","CPI y/y"
554010010,"NZD",554,2,1,0,2,3,"trade-balance-12-months","Trade Balance 12-Months"
554010016,"NZD",554,3,1,0,1,0,"employment-change-qq","Employment Change q/q"
554010019,"NZD",554,2,1,0,1,0,"retail-sales-qq","Retail Sales q/q"
554010020,"NZD",554,2,1,0,1,0,"core-retail-sales-qq","Core Retail Sales q/q"
554010021,"NZD",554,2,1,0,1,0,"retail-sales-yy","Retail Sales y/y"
554010022,"NZD",554,2,1,0,1,0,"ppi-input-qq","PPI Input q/q"
554010024,"NZD",554,2,1,0,1,0,"gdp-qq","GDP q/q"
554010028,"NZD",554,2,1,0,2,3,"current-account-12-months","Current Account 12-Months"
554010035,"NZD",554,2,1,0,1,0,"gdp-annual-change","GDP Annual Change"
554020001,"NZD",554,3,0,0,0,0,"rbnz-governor-orr-speech","RBNZ Governor Orr Speech"
554020002,"NZD",554,2,0,0,0,0,"rbnz-deputy-governor-bascand-speech","RBNZ Deputy Governor Bascand Speech"
554020003,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-mills-speech","RBNZ Assistant Governor Mills Speech"
554020004,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-mcdermott-speech","RBNZ Assistant Governor McDermott Speech"
554020005,"NZD",554,2,0,0,0,0,"rbnz-rate-statement","RBNZ Rate Statement"
554020006,"NZD",554,2,0,0,0,0,"rbnz-financial-stability-report","RBNZ Financial Stability Report"
554020007,"NZD",554,2,0,0,0,0,"rbnz-monetary-policy-statement","RBNZ Monetary Policy Statement"
554020008,"NZD",554,3,0,0,0,0,"rbnz-press-conference","RBNZ Press Conference"
554020009,"NZD",554,3,1,0,1,0,"rbnz-interest-rate-decision","RBNZ Interest Rate Decision"
554020010,"NZD",554,2,1,0,1,0,"rbnz-2-year-inflation-expectations","RBNZ 2-Year Inflation Expectations"
554020013,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-wolyncewicz-speech","RBNZ Assistant Governor Wolyncewicz Speech"
554020014,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-robbers-speech","RBNZ Assistant Governor Robbers Speech"
554020015,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-hoerler-speech","RBNZ Assistant Governor Hoerler Speech"
554020016,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-jenkin-speech","RBNZ Assistant Governor Jenkin Speech"
554020017,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-hawkesby-speech","RBNZ Assistant Governor Hawkesby Speech"
554020018,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-tainui-hernandez-speech","RBNZ Assistant Governor Tainui-Hernandez Speech"
554020019,"NZD",554,2,0,0,0,0,"rbnz-deputy-governor-hawkesby-speech","RBNZ Deputy Governor Hawkesby Speech"
554020020,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-kolich-speech","RBNZ Assistant Governor Kolich Speech"
554020021,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-smith-speech","RBNZ Assistant Governor Smith Speech"
554020022,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-owen-speech","RBNZ Assistant Governor Owen Speech"
554020023,"NZD",554,2,0,0,0,0,"rbnz-assistant-governor-silk-speech","RBNZ Assistant Governor Silk Speech"
554030003,"NZD",554,3,0,0,0,0,"budget-release","Budget Release"
554060001,"NZD",554,2,1,0,0,0,"businessnz-manufacturing-index","BusinessNZ Manufacturing Index"
554070001,"NZD",554,2,1,0,0,0,"westpac-mcdermott-miller-consumer-confidence","Westpac McDermott Miller Consumer Confidence"
