bucket,trades,wins,win_rate_pct,net_profit,profit_factor,mean_net_r,median_net_r,avg_win_r,avg_loss_r,payoff_r,breakeven_win_rate_pct,avg_initial_risk_account,median_holding_minutes
BREAKOUT_LONG,95,44,46.31578947368421,-787.8499999999999,0.6954097866302738,0.08325693526315787,-1.04210526,1.4313598,-1.0798122029411765,1.325563645327663,43.0003282003965,39.93863157894737,16.633333333333333
BREAKOUT_SHORT,118,45,38.13559322033898,-91.54000000000012,0.9495269182417678,-0.12218522855932203,-1.05714286,1.4458139286666665,-1.0887600515068492,1.3279454243987487,42.95633349129203,24.32983050847458,15.875
RANGE_LONG,10,2,20.0,-100.72,0.017365853658536583,-0.597727262,-1.0842465749999999,1.43521421,-1.10596263,1.2977058817981941,43.52167124268298,9.623999999999999,20.03333333333333
RANGE_SHORT,32,13,40.625,291.31000000000006,1.4881690518483761,-0.045673520312500014,-1.03575871,1.4598035730769232,-1.075736794736842,1.3570267190070744,42.42633280038768,36.066874999999996,21.091666666666665
TREND_LONG,194,68,35.05154639175258,-4309.900000000001,0.3788167265043866,-0.23811256216494844,-1.02221044,1.1564203657352938,-0.9907176343650795,1.1672552558089955,46.14131156538453,48.45979381443299,90.50833333333333
TREND_SHORT,221,101,45.70135746606335,-253.90000000000023,0.9623655037375103,0.024858159909502246,-0.28125,1.1577474953465345,-0.9286570307500001,1.2466900664193723,44.509922171585266,57.99466063348417,116.61666666666666
