bucket,trades,wins,win_rate_pct,net_profit,profit_factor,mean_net_r,median_net_r,avg_win_r,avg_loss_r,payoff_r,breakeven_win_rate_pct,avg_initial_risk_account,median_holding_minutes
DEAL_REASON_EXPERT,87,57,65.51724137931035,1012.1900000000002,2.917789272248432,0.21797816034482764,0.27848101,0.5323303578947368,-0.37929101499999995,1.4034879204685007,41.60620036755061,52.333793103448286,240.0
DEAL_REASON_SL,367,0,0.0,-18256.36,0.0,-1.059202020217984,-1.04651163,0.0,-1.059202020217984,0.0,100.0,47.54384196185286,36.45
DEAL_REASON_TP,216,216,100.0,11991.57,0.0,1.4588684461111112,1.4632862599999998,1.4588684461111112,0.0,0.0,100.0,37.6475,51.65833333333333
