position_id,engine_name,outcome,net_r,conservative_mfe_r,conservative_mae_r,reached_0_25r,reached_0_50r,reached_1_00r
618,TREND_SHORT,WIN,1.46456693,1.4960629921258715,0.7637795275589258,True,True,True
620,TREND_SHORT,LOSS,-1.03370787,0.2584269662922217,1.011235955056254,True,False,False
622,BREAKOUT_SHORT,LOSS,-1.0625,0.6406250000000596,1.0,True,True,False
624,TREND_LONG,WIN,1.47133758,1.496815286624183,0.03821656050951991,True,True,True
626,TREND_LONG,LOSS,-1.025,1.181250000000236,1.0,True,True,True
628,RANGE_SHORT,WIN,1.47916667,1.520833333333237,0.5833333333334104,True,True,True
630,BREAKOUT_LONG,LOSS,-1.0952381,0.0,1.0,False,False,False
632,TREND_LONG,LOSS,-1.03225806,0.096774193548312,1.0,False,False,False
634,TREND_LONG,LOSS,-1.05263158,0.4421052631579833,1.0105263157893087,True,False,False
636,BREAKOUT_SHORT,WIN,1.43103448,1.4999999999998086,0.2931034482758555,True,True,True
638,TREND_SHORT,LOSS,-1.03076923,1.0230769230767311,1.0,True,True,True
640,TREND_LONG,LOSS,-1.03030303,0.18939393939383617,1.0,False,False,False
642,TREND_LONG,LOSS,-1.03846154,0.5307692307693503,1.007692307692359,True,True,False
644,TREND_LONG,LOSS,-1.01877934,0.45070422535200255,1.0,True,False,False
646,BREAKOUT_SHORT,LOSS,-1.0862069,0.9137931034480976,1.017241379310457,True,True,False
648,TREND_SHORT,LOSS,-0.02409639,1.3493975903612814,0.5662650602408542,True,True,True
650,RANGE_SHORT,LOSS,-1.04166667,0.7083333333332947,1.0,True,True,False
652,BREAKOUT_SHORT,WIN,1.46315789,1.5052631578947713,0.21052631578944908,True,True,True
654,TREND_SHORT,LOSS,-1.01801802,0.8468468468467514,1.0,True,True,False
656,TREND_SHORT,LOSS,-1.01550388,0.16666666666663799,1.0,False,False,False
658,BREAKOUT_LONG,WIN,1.45918367,1.5000000000001132,0.6632653061225021,True,True,True
660,TREND_LONG,LOSS,-1.02985075,0.3955223880598375,1.0,True,False,False
662,TREND_SHORT,LOSS,-1.015625,0.16796875000006642,1.0,False,False,False
664,TREND_LONG,LOSS,-1.03875969,0.6666666666665519,1.0077519379845468,True,True,False
666,TREND_LONG,WIN,1.47651007,1.5033557046980086,0.0067114093960171615,True,True,True
668,TREND_LONG,WIN,0.62280702,1.1271929824560938,0.07456140350877151,True,True,True
670,TREND_LONG,LOSS,-1.03521127,0.23239436619730203,1.0070422535210166,False,False,False
672,TREND_SHORT,LOSS,-1.02325581,0.7093023255813263,1.0,True,True,False
674,TREND_LONG,LOSS,-1.03478261,0.22608695652167868,1.0,False,False,False
676,TREND_LONG,LOSS,-1.02083333,0.0,1.0,False,False,False
678,TREND_SHORT,LOSS,-1.04225352,0.028169014084535673,1.0140845070421896,False,False,False
680,BREAKOUT_SHORT,WIN,1.46052632,1.5131578947366344,0.7763157894737073,True,True,True
682,BREAKOUT_SHORT,LOSS,-1.07272727,0.8181818181818549,1.0,True,True,False
684,TREND_LONG,WIN,1.4537037,1.4907407407406799,0.7870370370370751,True,True,True
686,BREAKOUT_LONG,WIN,1.42857143,1.5102040816322646,0.7142857142857143,True,True,True
688,TREND_LONG,LOSS,-1.01834862,0.10550458715605067,1.0,False,False,False
690,TREND_LONG,LOSS,-1.03875969,0.10077519379859239,1.0077519379843747,False,False,False
692,TREND_LONG,LOSS,-1.03703704,0.3121693121693687,1.0158730158730027,True,False,False
694,BREAKOUT_LONG,LOSS,-1.11864407,1.1186440677962401,1.0508474576270677,True,True,True
696,BREAKOUT_SHORT,LOSS,-1.0617284,1.1481481481483005,1.012345679012427,True,True,True
698,TREND_LONG,LOSS,-1.03968254,0.6746031746031677,1.0079365079365596,True,True,False
700,TREND_LONG,LOSS,-1.03539823,0.39823008849540653,1.0,True,False,False
702,TREND_SHORT,LOSS,-1.02118644,0.5974576271187214,1.0042372881356212,True,True,False
704,BREAKOUT_LONG,WIN,1.40425532,1.4893617021275891,0.5957446808512247,True,True,True
706,TREND_SHORT,WIN,1.48648649,1.5045045045046344,0.03603603603597386,True,True,True
708,TREND_LONG,LOSS,-0.82142857,1.1734693877552222,0.9540816326529861,True,True,True
710,TREND_LONG,WIN,1.47727273,1.495454545454566,0.24545454545454087,True,True,True
712,BREAKOUT_LONG,WIN,1.46153846,1.5128205128204544,0.0,True,True,True
714,TREND_SHORT,LOSS,-1.01932367,0.6956521739130901,1.0,True,True,False
716,BREAKOUT_SHORT,WIN,1.44155844,1.4935064935065947,0.038961038961009,True,True,True
718,TREND_SHORT,LOSS,-1.04545455,1.2045454545454508,1.0151515151514463,True,True,True
720,TREND_LONG,WIN,0.12844037,1.11926605504605,0.3211009174311796,True,True,True
722,BREAKOUT_LONG,WIN,1.45360825,1.4948453608250514,0.9175257731957867,True,True,True
724,TREND_LONG,WIN,0.90816327,1.372448979591905,0.5867346938775545,True,True,True
726,TREND_LONG,LOSS,-1.03875969,0.12403100775188862,1.0077519379845468,False,False,False
728,TREND_LONG,LOSS,-1.02109705,0.3248945147680021,1.0042194092826344,True,False,False
730,BREAKOUT_LONG,WIN,1.44615385,1.5076923076921869,0.47692307692309793,True,True,True
732,TREND_LONG,LOSS,-1.05952381,0.02380952380941052,1.0119047619045731,False,False,False
734,RANGE_SHORT,WIN,1.47142857,1.5285714285717775,0.9285714285715871,True,True,True
736,RANGE_SHORT,WIN,1.43661972,1.4929577464786705,0.859154929577478,True,True,True
738,TREND_LONG,WIN,0.35159817,0.6118721461186983,0.9452054794520992,True,True,False
740,RANGE_SHORT,LOSS,-1.04301075,0.021505376343991033,1.0,False,False,False
742,TREND_LONG,LOSS,-1.02762431,0.2596685082874182,1.0055248618784896,True,False,False
744,RANGE_SHORT,LOSS,-1.02985075,0.3731343283583623,1.0,True,False,False
746,RANGE_LONG,LOSS,-1.04705882,0.9647058823529719,1.0,True,True,False
748,BREAKOUT_LONG,WIN,1.44897959,1.530612244897247,0.4897959183672822,True,True,True
750,TREND_LONG,LOSS,-1.03875969,0.20155038759701263,1.0077519379843747,False,False,False
752,TREND_LONG,WIN,1.49425287,1.5172413793104593,0.23563218390807825,True,True,True
754,BREAKOUT_LONG,WIN,1.45454545,1.52727272727352,0.23636363636364371,True,True,True
756,BREAKOUT_LONG,WIN,1.44642857,1.5178571428574614,0.8749999999999505,True,True,True
758,TREND_LONG,LOSS,-1.0483871,0.6612903225806105,1.0161290322579895,True,True,False
760,BREAKOUT_LONG,LOSS,-1.09302326,1.0000000000005165,1.0,True,True,True
762,TREND_LONG,LOSS,-1.02531646,0.1329113924050793,1.0,False,False,False
764,TREND_LONG,LOSS,-1.01960784,0.09019607843135206,1.0039215686274765,False,False,False
766,BREAKOUT_SHORT,LOSS,-1.06944444,0.0,1.0138888888889788,False,False,False
768,TREND_LONG,LOSS,-1.03521127,0.2535211267604687,1.0070422535210155,True,False,False
770,TREND_SHORT,LOSS,-1.02030457,0.05583756345169083,1.0,False,False,False
772,BREAKOUT_SHORT,LOSS,-1.09090909,0.0545454545458289,1.0181818181819429,False,False,False
774,RANGE_SHORT,WIN,1.44705882,1.4941176470589157,0.6235294117645983,True,True,True
776,TREND_SHORT,LOSS,-0.37748344,0.5761589403974874,0.5960264900661989,True,True,False
778,BREAKOUT_SHORT,LOSS,-1.08163265,1.4489795918375208,1.0,True,True,True
780,TREND_SHORT,WIN,0.92086331,1.143884892086315,0.5467625899281242,True,True,True
782,BREAKOUT_SHORT,LOSS,-1.08,0.6600000000003997,1.0,True,True,False
784,BREAKOUT_SHORT,LOSS,-1.1,0.0,1.0,False,False,False
786,TREND_LONG,WIN,1.46875,1.493750000000236,0.9749999999999722,True,True,True
788,BREAKOUT_SHORT,LOSS,-1.10638298,0.36170212765960463,1.021276595744349,True,False,False
790,TREND_SHORT,WIN,1.47402597,1.500000000000144,0.24675324675329732,True,True,True
792,TREND_SHORT,WIN,1.47826087,1.5072463768117224,0.5072463768115616,True,True,True
794,BREAKOUT_SHORT,LOSS,-1.0754717,0.20754716981145513,1.0,False,False,False
796,BREAKOUT_SHORT,LOSS,-1.09433962,0.6415094339623748,1.0188679245284284,True,True,False
798,BREAKOUT_LONG,WIN,1.41666667,1.5277777777782746,0.36111111111109395,True,True,True
800,TREND_LONG,WIN,1.48341232,1.5023696682463556,0.5450236966824425,True,True,True
802,BREAKOUT_SHORT,WIN,1.47058824,1.529411764705748,0.10294117647060744,True,True,True
804,TREND_SHORT,WIN,1.48167539,1.5026178010470213,0.7329842931937227,True,True,True
806,TREND_SHORT,LOSS,-1.02312139,0.09248554913291163,1.0,False,False,False
808,BREAKOUT_SHORT,WIN,1.47058824,1.5490196078432397,0.2549019607842369,True,True,True
810,BREAKOUT_LONG,WIN,1.44578313,1.4939759036145512,0.16867469879523875,True,True,True
812,TREND_LONG,LOSS,-1.02439024,0.6280487804879097,1.0,True,True,False
814,TREND_LONG,WIN,0.95967742,1.491935483871183,0.7177419354837915,True,True,True
816,BREAKOUT_SHORT,LOSS,-1.08888889,0.24444444444465277,1.0,False,False,False
818,TREND_LONG,LOSS,-1.03623188,0.6521739130435972,1.007246376811642,True,True,False
820,TREND_LONG,LOSS,-0.90625,0.6741071428570924,0.9687499999999938,True,True,False
822,BREAKOUT_SHORT,WIN,1.45945946,1.5135135135136026,0.1621621621620324,True,True,True
824,TREND_SHORT,WIN,0.53554502,1.189573459715739,0.09478672985781691,True,True,True
826,BREAKOUT_SHORT,WIN,1.47457627,1.5423728813556388,0.2542372881357144,True,True,True
828,TREND_LONG,WIN,1.45762712,1.5254237288131574,0.2881355932203007,True,True,True
830,BREAKOUT_SHORT,WIN,1.43636364,1.5090909090915772,0.36363636363643703,True,True,True
832,RANGE_SHORT,LOSS,-1.0625,0.17500000000000693,1.0124999999998023,False,False,False
834,BREAKOUT_LONG,LOSS,-1.05882353,0.02941176470607443,1.0,False,False,False
836,BREAKOUT_SHORT,LOSS,-1.05194805,0.0,1.0,False,False,False
838,TREND_LONG,WIN,1.47560976,1.5000000000002032,0.3841463414633907,True,True,True
840,TREND_LONG,WIN,1.46969697,1.5000000000000842,0.25757575757576523,True,True,True
842,TREND_LONG,WIN,0.31176471,0.7470588235293273,0.41176470588242975,True,True,False
844,BREAKOUT_SHORT,LOSS,-1.07575758,0.7727272727277621,1.015151515151617,True,True,False
846,TREND_LONG,LOSS,-0.48538012,0.7192982456141239,0.7836257309941475,True,True,False
848,TREND_SHORT,WIN,1.47802198,1.499999999999817,0.07692307692308631,True,True,True
850,BREAKOUT_SHORT,WIN,1.45714286,1.4952380952381699,0.26666666666672306,True,True,True
852,BREAKOUT_LONG,LOSS,-1.04761905,0.2380952380952255,1.0,False,False,False
854,BREAKOUT_SHORT,LOSS,-1.05479452,0.356164383561898,1.0,True,False,False
856,TREND_SHORT,WIN,1.48241206,1.5025125628141427,0.7638190954773942,True,True,True
858,TREND_SHORT,WIN,0.51464435,0.7071129707112505,0.24267782426778126,True,True,False
860,BREAKOUT_SHORT,LOSS,-1.05714286,0.014285714285809447,1.0,False,False,False
862,TREND_LONG,LOSS,-1.03448276,0.5603448275860253,1.0,True,True,False
864,TREND_LONG,LOSS,-1.04123711,0.051546391752690594,1.0,False,False,False
866,BREAKOUT_SHORT,LOSS,-1.07692308,0.0,1.0,False,False,False
868,TREND_SHORT,WIN,1.46728972,1.5046728971959804,0.14018691588792223,True,True,True
870,TREND_SHORT,WIN,0.11403509,0.7017543859648167,0.22368421052631451,True,True,False
872,TREND_SHORT,WIN,1.45054945,1.4945054945055802,0.30769230769238276,True,True,True
874,TREND_SHORT,LOSS,-1.04132231,0.19008264462807037,1.008264462809972,False,False,False
876,BREAKOUT_SHORT,LOSS,-1.07017544,0.9649122807019116,1.0,True,True,False
878,TREND_LONG,LOSS,-1.04,1.159999999999698,1.0,True,True,True
880,TREND_LONG,WIN,0.35087719,0.5497076023393157,0.4152046783625959,True,True,False
882,RANGE_SHORT,WIN,1.42,1.4999999999991118,0.12000000000030198,True,True,True
884,BREAKOUT_SHORT,LOSS,-1.10526316,0.6578947368422436,1.0,True,True,False
886,BREAKOUT_SHORT,LOSS,-1.0952381,0.4047619047618292,1.0,True,False,False
888,TREND_SHORT,LOSS,-1.05494505,0.16483516483503077,1.0109890109890833,False,False,False
890,BREAKOUT_SHORT,LOSS,-1.12820513,1.1282051282054348,1.0256410256412007,True,True,True
892,TREND_SHORT,WIN,1.46226415,1.5000000000002094,0.33018867924519213,True,True,True
894,BREAKOUT_LONG,WIN,1.42857143,1.5102040816334021,0.9387755102041186,True,True,True
896,TREND_LONG,WIN,0.84126984,1.2857142857144368,0.8809523809524649,True,True,True
898,BREAKOUT_SHORT,WIN,1.44444444,1.5079365079367373,0.14285714285704215,True,True,True
900,BREAKOUT_SHORT,LOSS,-1.06153846,1.4769230769230979,1.0,True,True,True
902,TREND_SHORT,LOSS,-1.02150538,1.0591397849462667,1.0,True,True,True
904,TREND_LONG,WIN,1.46902655,1.504424778761288,0.08849557522124067,True,True,True
906,TREND_SHORT,WIN,0.6,1.0624999999999913,0.3437500000000217,True,True,True
908,BREAKOUT_LONG,LOSS,-1.14814815,0.7407407407406799,1.0740740740741501,True,True,False
910,TREND_SHORT,LOSS,-1.02836879,0.6241134751773385,1.0,True,True,False
912,TREND_SHORT,LOSS,-1.0209205,0.2050209205020318,1.0041841004183443,False,False,False
914,BREAKOUT_SHORT,WIN,1.44578313,1.4939759036141516,0.25301204819279044,True,True,True
916,TREND_SHORT,WIN,1.475,1.5083333333335738,0.24166666666661116,True,True,True
918,BREAKOUT_SHORT,WIN,1.43478261,1.5217391304354122,0.13043478260861172,True,True,True
920,BREAKOUT_SHORT,LOSS,-1.13953488,0.3255813953482728,1.0465116279067486,True,False,False
922,TREND_SHORT,LOSS,-1.06557377,0.426229508196602,1.0,True,False,False
924,TREND_LONG,LOSS,-1.04123711,0.48453608247412766,1.0,True,False,False
926,RANGE_SHORT,LOSS,-1.06779661,0.4067796610165409,1.0,True,False,False
928,TREND_LONG,LOSS,-1.02836879,0.6879432624112224,1.0,True,True,False
930,BREAKOUT_LONG,WIN,1.48076923,1.5576923076920368,0.5192307692306789,True,True,True
932,TREND_LONG,WIN,1.46551724,1.5,0.5258620689654941,True,True,True
934,TREND_LONG,WIN,0.42763158,1.2697368421052833,0.31578947368424126,True,True,True
936,TREND_LONG,LOSS,-1.02941176,0.05882352941182233,1.0,False,False,False
938,TREND_LONG,LOSS,-1.04395604,0.21978021978020368,1.0,False,False,False
940,TREND_LONG,WIN,0.52777778,1.2916666666669043,0.0763888888887786,True,True,True
942,BREAKOUT_SHORT,WIN,1.39534884,1.4883720930226674,0.5813953488371973,True,True,True
944,BREAKOUT_SHORT,WIN,1.45714286,1.514285714285968,0.2857142857142857,True,True,True
946,TREND_SHORT,LOSS,-1.02739726,0.3630136986300776,1.0,True,False,False
948,TREND_SHORT,LOSS,-1.05263158,0.31578947368419513,1.0,True,False,False
950,BREAKOUT_SHORT,LOSS,-1.12903226,0.935483870967326,1.0,True,True,False
952,TREND_SHORT,WIN,0.15769231,0.39230769230771007,0.7923076923076929,True,False,False
954,BREAKOUT_SHORT,LOSS,-1.06557377,0.5245901639342233,1.0,True,True,False
956,BREAKOUT_LONG,LOSS,-1.08333333,0.6458333333333526,1.0,True,True,False
958,TREND_LONG,LOSS,-1.02688172,0.021505376344107843,1.0053763440860568,False,False,False
960,TREND_SHORT,LOSS,-1.08108108,0.7162162162161432,1.0270270270272055,True,True,False
962,BREAKOUT_SHORT,LOSS,-1.09433962,1.1132075471701512,1.0188679245284284,True,True,True
964,TREND_SHORT,LOSS,-1.04651163,0.25581395348821595,1.0,True,False,False
966,BREAKOUT_LONG,LOSS,-1.08333333,0.16666666666689797,1.0,False,False,False
968,TREND_LONG,WIN,1.47435897,1.5,0.006410256410298381,True,True,True
970,TREND_LONG,WIN,1.47183099,1.5,0.39436619718318666,True,True,True
972,TREND_SHORT,LOSS,-1.04301075,0.1505376344086535,1.0,False,False,False
974,BREAKOUT_LONG,WIN,1.45454545,1.5454545454545914,0.5454545454545914,True,True,True
976,TREND_SHORT,LOSS,-1.05660377,1.0943396226417228,1.0188679245284284,True,True,True
978,RANGE_SHORT,WIN,1.48148148,1.5555555555555098,0.27777777777754936,True,True,True
980,TREND_SHORT,LOSS,-0.09022556,0.684210526315851,0.736842105263237,True,True,False
982,TREND_SHORT,LOSS,-1.08695652,0.4673913043477343,1.0434782608696072,True,False,False
984,TREND_SHORT,LOSS,-1.05681818,0.6704545454546544,1.0113636363637108,True,True,False
986,BREAKOUT_LONG,WIN,1.40909091,1.5000000000002522,0.5454545454545914,True,True,True
988,BREAKOUT_SHORT,LOSS,-1.10810811,0.0,1.0,False,False,False
990,TREND_SHORT,LOSS,-1.03921569,0.48039215686261705,1.0,True,False,False
992,BREAKOUT_SHORT,LOSS,-1.11363636,0.5681818181812218,1.0227272727269057,True,True,False
994,BREAKOUT_LONG,WIN,1.36842105,1.4736842105258545,0.39473684210546306,True,True,True
996,TREND_SHORT,WIN,0.40322581,0.6612903225805802,0.2620967741935603,True,True,False
998,BREAKOUT_SHORT,LOSS,-1.14285714,0.9642857142862524,1.0,True,True,False
1000,RANGE_SHORT,LOSS,-1.10810811,0.08108108108161632,1.0,False,False,False
1002,TREND_SHORT,WIN,0.83516484,1.4395604395606514,0.5934065934065987,True,True,True
1004,RANGE_SHORT,LOSS,-1.16216216,0.8108108108102756,1.0540540540537784,True,True,False
1006,RANGE_LONG,LOSS,-1.06849315,0.9315068493149351,1.0136986301367696,True,True,False
1008,BREAKOUT_SHORT,LOSS,-1.11428571,0.8,1.0,True,True,False
1010,BREAKOUT_LONG,WIN,1.44,1.5200000000003553,0.0,True,True,True
1012,RANGE_SHORT,WIN,1.42222222,1.5111111111109357,0.6444444444446309,True,True,True
1014,RANGE_SHORT,LOSS,-1.08163265,0.0,1.0,False,False,False
1016,TREND_SHORT,LOSS,-1.03305785,0.49586776859519754,1.0,True,False,False
1018,BREAKOUT_LONG,LOSS,-1.10526316,1.0526315789483218,1.0,True,True,True
1020,TREND_LONG,WIN,0.41428571,0.7357142857141532,0.47142857142862354,True,True,False
1022,BREAKOUT_LONG,WIN,1.4,1.5142857142851704,0.5428571428574147,True,True,True
1024,TREND_SHORT,LOSS,-0.11627907,1.441860465116033,0.6744186046511268,True,True,True
1026,TREND_LONG,LOSS,-0.16521739,0.5652173913043897,0.7043478260869465,True,True,False
1028,BREAKOUT_SHORT,LOSS,-1.18181818,0.8787878787871447,1.0606060606057548,True,True,False
1030,TREND_LONG,WIN,0.92356688,1.3312101910826943,0.4904458598725493,True,True,True
1032,TREND_SHORT,WIN,1.45360825,1.4948453608244803,0.7835051546391611,True,True,True
1034,BREAKOUT_SHORT,LOSS,-1.08,0.0,1.0,False,False,False
1036,RANGE_LONG,WIN,1.43939394,1.4999999999994953,0.12121212121222316,True,True,True
1038,BREAKOUT_LONG,WIN,1.42857143,1.5102040816322646,0.7755102040815679,True,True,True
1040,BREAKOUT_SHORT,LOSS,-1.08163265,0.020408163265435594,1.0,False,False,False
1042,BREAKOUT_LONG,WIN,1.44444444,1.5555555555546647,0.2500000000003084,True,True,True
1044,BREAKOUT_LONG,WIN,1.37142857,1.4857142857135606,0.6857142857141951,True,True,True
1046,TREND_LONG,LOSS,-1.03053435,0.06870229007645104,1.0,False,False,False
1048,TREND_SHORT,LOSS,-1.07142857,0.7428571428573332,1.0142857142858095,True,True,False
1050,TREND_LONG,LOSS,-1.04385965,0.46491228070162627,1.0087719298246178,True,False,False
1052,RANGE_LONG,WIN,1.43103448,1.4999999999998086,0.17241379310342186,True,True,True
1054,BREAKOUT_LONG,LOSS,-1.07142857,0.25,1.0,True,False,False
1056,TREND_SHORT,WIN,1.46315789,1.5052631578947713,0.27368421052623704,True,True,True
1058,TREND_SHORT,WIN,1.47674419,1.5000000000000646,0.011627906976691646,True,True,True
1060,BREAKOUT_SHORT,WIN,1.45454545,1.5151515151519535,0.1969696969696766,True,True,True
1062,TREND_SHORT,LOSS,-0.64248705,0.7150259067357233,0.7253886010363094,True,True,False
1064,BREAKOUT_SHORT,LOSS,-1.10344828,0.08620689655151952,1.034482758620914,False,False,False
1066,TREND_SHORT,LOSS,-1.03496503,0.013986013986107368,1.0069930069930537,False,False,False
1068,TREND_SHORT,WIN,1.12077295,1.4299516908212804,0.21256038647342632,True,True,True
1070,TREND_SHORT,LOSS,-1.05150215,0.02145922746776167,1.034334763948533,False,False,False
1072,TREND_LONG,WIN,1.45454545,1.5064935064936937,0.49350649350659465,True,True,True
1074,TREND_LONG,WIN,1.48255814,1.505813953488475,0.2151162790697637,True,True,True
1076,TREND_LONG,WIN,0.36966825,0.6113744075829928,0.8530805687203522,True,True,False
1078,TREND_SHORT,LOSS,-0.45502646,0.4074074074073378,0.497354497354539,True,False,False
1080,TREND_LONG,LOSS,-1.02312139,0.5722543352601394,1.0,True,True,False
1082,BREAKOUT_SHORT,LOSS,-1.10526316,0.5789473684212679,1.0,True,True,False
1084,BREAKOUT_LONG,LOSS,-1.0754717,0.4339622641509197,1.0,True,False,False
1086,TREND_LONG,LOSS,-1.02684564,0.053691275167839246,1.0,False,False,False
1088,TREND_LONG,WIN,1.45454545,1.5,0.5681818181817608,True,True,True
1090,BREAKOUT_LONG,WIN,1.4047619,1.500000000000793,0.5952380952379568,True,True,True
1092,TREND_LONG,LOSS,-0.37931034,0.8689655172411491,0.9655172413792417,True,True,False
1094,TREND_LONG,LOSS,-1.10416667,0.12499999999988436,1.0208333333334683,False,False,False
1096,BREAKOUT_SHORT,WIN,1.43333333,1.4999999999994449,0.1833333333333765,True,True,True
1098,TREND_SHORT,LOSS,-1.048,0.49599999999988487,1.0160000000001053,True,False,False
1100,TREND_LONG,WIN,1.45454545,1.49494949494935,0.4747474747474226,True,True,True
1102,TREND_SHORT,LOSS,-1.04901961,0.0,1.0098039215686916,False,False,False
1104,TREND_SHORT,WIN,1.47916667,1.5000000000000577,0.1979166666666992,True,True,True
1106,TREND_SHORT,LOSS,-1.03649635,0.9051094890509659,1.00729927007304,True,True,False
1108,BREAKOUT_LONG,WIN,1.39583333,1.479166666667216,0.7500000000001157,True,True,True
1110,BREAKOUT_SHORT,WIN,1.44897959,1.5510204081638388,0.5102040816324959,True,True,True
1112,TREND_LONG,LOSS,-1.03846154,0.24999999999994663,1.0,False,False,False
1114,BREAKOUT_LONG,LOSS,-1.09433962,0.16981132075452726,1.0188679245280015,False,False,False
1116,BREAKOUT_LONG,LOSS,-1.07692308,0.6346153846151793,1.0,True,True,False
1118,TREND_LONG,LOSS,-1.03960396,0.8910891089108324,1.0,True,True,False
1120,TREND_SHORT,LOSS,-1.03076923,0.5461538461538041,1.0,True,True,False
1122,TREND_SHORT,LOSS,-1.04878049,0.43902439024377693,1.0,True,False,False
1124,TREND_SHORT,WIN,1.47826087,1.5,0.13586956521743196,True,True,True
1126,TREND_SHORT,WIN,1.4587156,1.495412844036972,0.4770642201834339,True,True,True
1128,TREND_SHORT,WIN,1.47701149,1.4999999999999363,0.04022988505747786,True,True,True
1130,BREAKOUT_SHORT,WIN,1.44,1.5199999999999112,0.3199999999999112,True,True,True
1132,TREND_LONG,WIN,1.14859438,1.1887550200804076,0.34939759036143286,True,True,True
1134,BREAKOUT_LONG,LOSS,-1.09756098,0.024390243902597534,1.0,False,False,False
1136,TREND_LONG,WIN,1.46315789,1.5052631578947713,0.15789473684196995,True,True,True
1138,TREND_SHORT,LOSS,-0.79113924,0.3670886075947802,0.9430379746835976,True,False,False
1140,TREND_LONG,LOSS,-0.33333333,0.6071428571429044,0.571428571428647,True,True,False
1142,BREAKOUT_LONG,LOSS,-1.06849315,0.17808219178079693,1.013698630137078,False,False,False
1144,BREAKOUT_SHORT,WIN,1.45918367,1.4999999999998868,0.04081632653065386,True,True,True
1146,TREND_SHORT,WIN,1.48015873,1.496031746031852,0.2817460317460433,True,True,True
1148,TREND_SHORT,WIN,1.48255814,1.5058139534881514,0.5348837209301995,True,True,True
1150,BREAKOUT_SHORT,WIN,1.47008547,1.5042735042733422,0.09401709401713132,True,True,True
1152,BREAKOUT_SHORT,LOSS,-1.03703704,0.0,1.0074074074072905,False,False,False
1154,TREND_SHORT,WIN,1.48630137,1.5,0.27397260273976876,True,True,True
1156,BREAKOUT_SHORT,WIN,1.45833333,1.500000000000347,0.8645833333333502,True,True,True
1158,TREND_SHORT,WIN,1.48857143,1.4999999999999682,0.34000000000000125,True,True,True
1160,TREND_LONG,WIN,1.47567568,1.4972972972974594,0.5783783783783557,True,True,True
1162,TREND_SHORT,WIN,1.4691358,1.4938271604937865,0.23456790123460344,True,True,True
1164,BREAKOUT_SHORT,LOSS,-1.07042254,0.0,1.014084507042346,False,False,False
1166,TREND_LONG,LOSS,-1.02840909,0.4943181818182707,1.0056818181818554,True,False,False
1168,TREND_LONG,LOSS,-1.01838235,0.7720588235294555,1.0036764705882597,True,True,False
1170,TREND_SHORT,WIN,1.48066298,1.5027624309391832,0.13812154696136528,True,True,True
1172,TREND_SHORT,LOSS,-1.0137741,0.19283746556477704,1.002754820936596,False,False,False
1174,TREND_SHORT,WIN,0.98387097,1.3387096774193106,0.5860215053763717,True,True,True
1176,BREAKOUT_SHORT,WIN,1.43548387,1.5,0.322580645161221,True,True,True
1178,BREAKOUT_SHORT,WIN,1.4742268,1.5154639175254145,0.1340206185568733,True,True,True
1180,BREAKOUT_LONG,WIN,1.46601942,1.5048543689318548,0.4271844660193777,True,True,True
1182,BREAKOUT_SHORT,LOSS,-1.13043478,0.8478260869564588,1.043478260869859,True,True,False
1184,TREND_SHORT,WIN,0.29577465,1.366197183098651,0.31690140845075265,True,True,True
1186,TREND_LONG,WIN,1.4806867,1.4978540772531097,0.21030042918457797,True,True,True
1188,TREND_SHORT,LOSS,-1.0462963,0.2777777777777549,1.0092592592593201,True,False,False
1190,RANGE_SHORT,LOSS,-1.02352941,0.05294117647054214,1.0,False,False,False
1192,BREAKOUT_LONG,WIN,1.41509434,1.4905660377362047,0.11320754716973228,True,True,True
1194,TREND_LONG,LOSS,-1.07407407,0.6296296296296601,1.0,True,True,False
1196,TREND_SHORT,LOSS,-1.0245098,0.7156862745096887,1.0049019607843457,True,True,False
1198,TREND_LONG,LOSS,-1.02857143,0.26857142857142424,1.0057142857143233,True,False,False
1200,TREND_SHORT,LOSS,-1.02617801,0.7696335078532984,1.005235602094275,True,True,False
1202,TREND_LONG,WIN,1.49019608,1.5032679738563395,0.02287581699346998,True,True,True
1204,BREAKOUT_LONG,LOSS,-1.07142857,1.3857142857146347,1.0142857142858095,True,True,True
1206,BREAKOUT_SHORT,LOSS,-1.07462687,0.5074626865672136,1.0149253731344272,True,True,False
1208,TREND_SHORT,WIN,1.47619048,1.495238095238064,0.023809523809468425,True,True,True
1210,BREAKOUT_SHORT,LOSS,-1.05194805,0.3246753246750775,1.0,True,False,False
1212,TREND_SHORT,WIN,1.48275862,1.5103448275863516,0.4689655172414047,True,True,True
1214,TREND_LONG,LOSS,-1.032,0.07200000000011796,1.0,False,False,False
1216,TREND_SHORT,LOSS,-1.03100775,0.0852713178293266,1.0,False,False,False
1218,TREND_SHORT,WIN,1.48905109,1.5182481751822758,0.306569343065736,True,True,True
1220,TREND_SHORT,LOSS,-1.03960396,1.2574257425744164,1.0,True,True,True
1222,BREAKOUT_SHORT,LOSS,-1.22105263,0.0,1.1789473684210552,False,False,False
1224,TREND_SHORT,LOSS,-1.03684211,0.036842105263165274,1.015789473684197,False,False,False
1226,BREAKOUT_LONG,LOSS,-1.04761905,0.083333333333069,1.0,False,False,False
1228,TREND_LONG,LOSS,-1.01612903,0.09677419354839287,1.0,False,False,False
1230,BREAKOUT_SHORT,LOSS,-1.05747126,0.1724137931035715,1.0114942528736395,False,False,False
