position_id,engine_name,outcome,net_r,conservative_mfe_r,conservative_mae_r,reached_0_25r,reached_0_50r,reached_1_00r
134,TREND_LONG,WIN,1.47976879,1.5028901734103595,0.30057803468212324,True,True,True
136,BREAKOUT_SHORT,WIN,1.47560976,1.5243902439027395,0.3170731707316875,True,True,True
138,TREND_SHORT,WIN,1.48449612,1.5,0.6782945736434582,True,True,True
140,BREAKOUT_SHORT,WIN,1.41176471,1.4901960784310908,0.0,True,True,True
142,BREAKOUT_SHORT,WIN,1.44827586,1.5172413793102657,0.4310344827587461,True,True,True
144,BREAKOUT_LONG,LOSS,-1.09411765,0.0,1.0470588235294578,False,False,False
146,TREND_SHORT,LOSS,-1.04132231,1.3884297520662963,1.008264462809972,True,True,True
148,TREND_LONG,LOSS,-1.01818182,0.45454545454536277,1.0,True,False,False
150,BREAKOUT_SHORT,LOSS,-1.11111111,0.0,1.0370370370368696,False,False,False
152,TREND_SHORT,LOSS,-1.02272727,0.8579545454546229,1.0,True,True,False
154,TREND_SHORT,LOSS,-1.03517588,0.3316582914573498,1.0150753768844099,True,False,False
156,TREND_LONG,LOSS,-1.03623188,0.39855072463773594,1.007246376811642,True,False,False
158,TREND_SHORT,WIN,1.12891986,1.1707317073171128,0.23693379790941846,True,True,True
160,TREND_LONG,LOSS,-0.52879581,0.8167539267015402,0.7539267015707062,True,True,False
162,BREAKOUT_LONG,WIN,1.42622951,1.491803278688471,0.934426229508131,True,True,True
164,TREND_LONG,LOSS,-1.08496732,0.2222222222222222,1.0588235294117134,False,False,False
166,RANGE_SHORT,WIN,1.48913043,1.5326086956520244,0.28260869565208474,True,True,True
168,TREND_SHORT,LOSS,-1.1865285,0.015544041450764087,1.165803108808342,False,False,False
170,TREND_SHORT,LOSS,-1.0304878,0.469512195121952,1.0060975609756502,True,False,False
172,TREND_LONG,LOSS,-1.02597403,0.09740259740266669,1.0,False,False,False
174,TREND_LONG,LOSS,-1.05128205,1.1709401709403575,1.0170940170941307,True,True,True
176,TREND_LONG,WIN,1.51744186,1.5406976744186789,0.9186046511627712,True,True,True
178,TREND_LONG,LOSS,-1.01904762,0.3095238095238297,1.0,True,False,False
180,TREND_SHORT,WIN,0.34615385,0.451923076923118,0.37179487179481524,True,False,False
182,TREND_SHORT,WIN,1.50406504,1.5365853658535353,0.47154471544715004,True,True,True
184,BREAKOUT_LONG,LOSS,-1.03100775,1.1550387596899039,1.0,True,True,True
186,BREAKOUT_LONG,WIN,1.45614035,1.5263157894736636,0.5087719298248142,True,True,True
188,TREND_SHORT,LOSS,-1.04347826,0.08695652173921438,1.0,False,False,False
190,TREND_SHORT,LOSS,-1.02919708,0.875912408759272,1.0,True,True,False
192,BREAKOUT_SHORT,LOSS,-1.06666667,0.23333333333340736,1.0,False,False,False
194,BREAKOUT_LONG,WIN,1.45588235,1.5147058823530373,0.33823529411757025,True,True,True
196,TREND_LONG,LOSS,-1.02469136,0.2407407407408169,1.0,False,False,False
198,TREND_LONG,WIN,1.47682119,1.503311258278388,0.07284768211909914,True,True,True
