bucket,trades,wins,win_rate_pct,net_profit,profit_factor,mean_net_r,median_net_r,avg_win_r,avg_loss_r,payoff_r,breakeven_win_rate_pct,avg_initial_risk_account,median_holding_minutes
-1,371,159,42.857142857142854,-54.13000000000015,0.9940885784958802,-0.02799395223719676,-1.01680672,1.2639721400628932,-0.9969685214622641,1.2678154955273935,44.09529796282851,45.39590296495956,49.38333333333333
1,299,114,38.12709030100334,-5198.47,0.4600282529888962,-0.14803244424749162,-1.02312139,1.2674284604385964,-1.0202624071351352,1.242257336519431,44.59791406245374,44.453545150501675,55.03333333333333
