arm,date,window,direction,entry,exit,reason,r_pips,gross_r,net_r_x1,net_r_x1_5,net_r_x2
book_nostop,2015-01-05,07-11,-1,1.19469,1.19199,WINDOW_END,42.6,0.6334,0.5982,0.5806,0.5630
book_nostop,2015-01-05,13-17,1,1.18991,1.19173,WINDOW_END,47.1,0.3860,0.3542,0.3383,0.3224
book_nostop,2015-01-06,07-11,-1,1.19595,1.18975,WINDOW_END,31.9,1.9432,1.8961,1.8726,1.8491
book_nostop,2015-01-06,13-17,1,1.19064,1.19360,WINDOW_END,40.5,0.7308,0.6937,0.6752,0.6567
book_nostop,2015-01-07,07-11,-1,1.18659,1.18496,WINDOW_END,36.5,0.4466,0.4055,0.3849,0.3644
book_nostop,2015-01-07,13-17,1,1.18356,1.18197,WINDOW_END,45.6,-0.3487,-0.3816,-0.3981,-0.4145
book_nostop,2015-01-08,07-11,-1,1.18204,1.17684,WINDOW_END,32.8,1.5841,1.5384,1.5155,1.4927
book_nostop,2015-01-08,13-17,1,1.17754,1.18090,WINDOW_END,37.2,0.9038,0.8634,0.8433,0.8231
book_nostop,2015-01-09,07-11,-1,1.17923,1.18124,WINDOW_END,28.9,-0.6966,-0.7486,-0.7746,-0.8005
book_nostop,2015-01-09,13-17,1,1.18163,1.18290,WINDOW_END,28.7,0.4429,0.3906,0.3644,0.3383
book_nostop,2015-01-12,07-11,-1,1.18558,1.17942,WINDOW_END,32.6,1.8881,1.8421,1.8191,1.7961
book_nostop,2015-01-12,13-17,1,1.17897,1.18306,WINDOW_END,36.7,1.1157,1.0748,1.0544,1.0339
book_nostop,2015-01-13,07-11,-1,1.18296,1.18015,WINDOW_END,30.9,0.9095,0.8610,0.8367,0.8124
book_nostop,2015-01-13,13-17,1,1.17801,1.17778,WINDOW_END,38.2,-0.0602,-0.0995,-0.1191,-0.1388
book_nostop,2015-01-14,07-11,-1,1.17849,1.17581,WINDOW_END,30.3,0.8856,0.8361,0.8113,0.7865
book_nostop,2015-01-14,13-17,1,1.17571,1.18054,WINDOW_END,42.2,1.1452,1.1096,1.0918,1.0740
book_nostop,2015-01-15,07-11,-1,1.17718,1.16844,WINDOW_END,34.3,2.5496,2.5058,2.4840,2.4621
book_nostop,2015-01-15,13-17,1,1.17365,1.15947,WINDOW_END,79.9,-1.7744,-1.7932,-1.8025,-1.8119
book_nostop,2015-01-16,07-11,-1,1.16349,1.15996,WINDOW_END,56.0,0.6304,0.6036,0.5902,0.5768
book_nostop,2015-01-16,13-17,1,1.15887,1.15161,WINDOW_END,56.0,-1.2969,-1.3237,-1.3371,-1.3505
book_nostop,2015-01-19,07-11,-1,1.15662,1.15999,WINDOW_END,47.9,-0.7032,-0.7345,-0.7501,-0.7658
book_nostop,2015-01-19,13-17,1,1.16053,1.16211,WINDOW_END,53.2,0.2972,0.2689,0.2548,0.2407
book_nostop,2015-01-20,07-11,-1,1.15717,1.16054,WINDOW_END,34.2,-0.9863,-1.0302,-1.0521,-1.0741
book_nostop,2015-01-20,13-17,1,1.15900,1.15578,WINDOW_END,41.3,-0.7795,-0.8158,-0.8340,-0.8522
book_nostop,2015-01-21,07-11,-1,1.15804,1.15706,WINDOW_END,31.9,0.3069,0.2599,0.2364,0.2129
book_nostop,2015-01-21,13-17,1,1.15884,1.15829,WINDOW_END,36.6,-0.1504,-0.1914,-0.2119,-0.2324
book_nostop,2015-01-22,07-11,-1,1.15777,1.16262,WINDOW_END,41.6,-1.1660,-1.2020,-1.2201,-1.2381
book_nostop,2015-01-22,13-17,1,1.16301,1.14126,WINDOW_END,51.7,-4.2095,-4.2385,-4.2531,-4.2676
book_nostop,2015-01-23,07-11,-1,1.13356,1.12342,WINDOW_END,59.4,1.7077,1.6825,1.6698,1.6572
book_nostop,2015-01-23,13-17,1,1.11860,1.12767,WINDOW_END,81.9,1.1068,1.0885,1.0794,1.0702
book_nostop,2015-01-26,07-11,-1,1.12161,1.12286,WINDOW_END,74.6,-0.1676,-0.1878,-0.1978,-0.2079
book_nostop,2015-01-26,13-17,1,1.12443,1.12884,WINDOW_END,70.4,0.6269,0.6055,0.5949,0.5842
book_nostop,2015-01-27,07-11,-1,1.12432,1.12802,WINDOW_END,46.1,-0.8027,-0.8352,-0.8515,-0.8677
book_nostop,2015-01-27,13-17,1,1.12997,1.13685,WINDOW_END,59.0,1.1654,1.1400,1.1273,1.1146
book_nostop,2015-01-28,07-11,-1,1.13702,1.13618,WINDOW_END,49.7,0.1690,0.1388,0.1237,0.1086
book_nostop,2015-01-28,13-17,1,1.13531,1.13402,WINDOW_END,51.1,-0.2526,-0.2820,-0.2967,-0.3114
book_nostop,2015-01-29,07-11,-1,1.12810,1.13057,WINDOW_END,42.2,-0.5850,-0.6205,-0.6383,-0.6560
book_nostop,2015-01-29,13-17,1,1.12958,1.13074,WINDOW_END,48.5,0.2390,0.2081,0.1927,0.1772
book_nostop,2015-01-30,07-11,-1,1.13333,1.13521,WINDOW_END,36.4,-0.5163,-0.5575,-0.5781,-0.5987
book_nostop,2015-01-30,13-17,1,1.13050,1.12891,WINDOW_END,49.2,-0.3231,-0.3536,-0.3688,-0.3841
book_nostop,2015-02-02,07-11,-1,1.13072,1.13391,WINDOW_END,38.1,-0.8367,-0.8760,-0.8957,-0.9154
book_nostop,2015-02-02,13-17,1,1.13155,1.13358,WINDOW_END,43.1,0.4705,0.4358,0.4184,0.4010
book_nostop,2015-02-03,07-11,-1,1.13386,1.13501,WINDOW_END,32.2,-0.3567,-0.4033,-0.4265,-0.4498
book_nostop,2015-02-03,13-17,1,1.13471,1.14607,WINDOW_END,37.6,3.0224,2.9825,2.9625,2.9426
book_nostop,2015-02-04,07-11,-1,1.14737,1.14420,WINDOW_END,42.3,0.7499,0.7144,0.6967,0.6789
book_nostop,2015-02-04,13-17,1,1.14587,1.14168,WINDOW_END,44.6,-0.9401,-0.9738,-0.9906,-1.0074
book_nostop,2015-02-05,07-11,-1,1.13400,1.14324,WINDOW_END,48.8,-1.8932,-1.9239,-1.9393,-1.9546
book_nostop,2015-02-05,13-17,1,1.14113,1.14314,WINDOW_END,60.0,0.3349,0.3099,0.2974,0.2849
book_nostop,2015-02-06,07-11,-1,1.14630,1.14309,WINDOW_END,37.7,0.8513,0.8115,0.7916,0.7717
book_nostop,2015-02-06,13-17,1,1.14563,1.13296,WINDOW_END,39.4,-3.2141,-3.2521,-3.2711,-3.2902
book_nostop,2015-02-09,07-11,-1,1.13228,1.13176,WINDOW_END,35.9,0.1449,0.1031,0.0822,0.0613
book_nostop,2015-02-09,13-17,1,1.12721,1.13151,WINDOW_END,43.6,0.9855,0.9511,0.9339,0.9168
book_nostop,2015-02-10,07-11,-1,1.13291,1.12814,WINDOW_END,33.0,1.4466,1.4012,1.3784,1.3557
book_nostop,2015-02-10,13-17,1,1.12879,1.13140,WINDOW_END,42.6,0.6130,0.5778,0.5601,0.5425
book_nostop,2015-02-11,07-11,-1,1.13168,1.13066,WINDOW_END,28.5,0.3576,0.3050,0.2787,0.2524
book_nostop,2015-02-11,13-17,1,1.13080,1.12946,WINDOW_END,32.1,-0.4176,-0.4643,-0.4877,-0.5111
book_nostop,2015-02-12,07-11,-1,1.13143,1.13361,WINDOW_END,33.8,-0.6442,-0.6885,-0.7107,-0.7329
book_nostop,2015-02-12,13-17,1,1.13328,1.14079,WINDOW_END,37.4,2.0065,1.9665,1.9464,1.9264
book_nostop,2015-02-13,07-11,-1,1.14289,1.14051,WINDOW_END,36.6,0.6503,0.6093,0.5888,0.5683
book_nostop,2015-02-13,13-17,1,1.13808,1.14073,WINDOW_END,39.5,0.6707,0.6327,0.6137,0.5947
book_nostop,2015-02-16,07-11,-1,1.14172,1.14156,WINDOW_END,30.6,0.0522,0.0033,-0.0212,-0.0457
book_nostop,2015-02-16,13-17,1,1.14106,1.13726,WINDOW_END,30.9,-1.2281,-1.2766,-1.3009,-1.3251
book_nostop,2015-02-17,07-11,-1,1.13477,1.14052,WINDOW_END,34.2,-1.6809,-1.7248,-1.7467,-1.7686
book_nostop,2015-02-17,13-17,1,1.14259,1.13938,WINDOW_END,43.6,-0.7366,-0.7710,-0.7882,-0.8054
book_nostop,2015-02-18,07-11,-1,1.13960,1.13875,WINDOW_END,30.9,0.2754,0.2268,0.2025,0.1782
book_nostop,2015-02-18,13-17,1,1.13837,1.13406,WINDOW_END,34.5,-1.2497,-1.2932,-1.3149,-1.3367
book_nostop,2015-02-19,07-11,-1,1.14132,1.13974,WINDOW_END,32.1,0.4928,0.4460,0.4226,0.3992
book_nostop,2015-02-19,13-17,1,1.13794,1.13916,WINDOW_END,43.4,0.2811,0.2466,0.2293,0.2120
book_nostop,2015-02-20,07-11,-1,1.13598,1.13352,WINDOW_END,26.9,0.9150,0.8592,0.8313,0.8034
book_nostop,2015-02-20,13-17,1,1.13127,1.13700,WINDOW_END,39.9,1.4345,1.3969,1.3781,1.3594
book_nostop,2015-02-23,07-11,-1,1.13749,1.12989,WINDOW_END,40.2,1.8927,1.8554,1.8367,1.8180
book_nostop,2015-02-23,13-17,1,1.13032,1.13441,WINDOW_END,42.9,0.9539,0.9190,0.9015,0.8840
book_nostop,2015-02-24,07-11,-1,1.13330,1.13053,WINDOW_END,31.1,0.8897,0.8415,0.8174,0.7934
book_nostop,2015-02-24,13-17,1,1.13319,1.13059,WINDOW_END,33.5,-0.7764,-0.8212,-0.8436,-0.8660
book_nostop,2015-02-25,07-11,-1,1.13536,1.13479,WINDOW_END,27.7,0.2059,0.1517,0.1246,0.0975
book_nostop,2015-02-25,13-17,1,1.13414,1.13618,WINDOW_END,34.8,0.5859,0.5428,0.5213,0.4997
book_nostop,2015-02-26,07-11,-1,1.13660,1.13598,WINDOW_END,21.9,0.2833,0.2147,0.1805,0.1462
book_nostop,2015-02-26,13-17,1,1.13193,1.12102,WINDOW_END,31.2,-3.4969,-3.5450,-3.5690,-3.5931
book_nostop,2015-02-27,07-11,-1,1.12021,1.12371,WINDOW_END,29.0,-1.2049,-1.2565,-1.2823,-1.3082
book_nostop,2015-02-27,13-17,1,1.12342,1.11964,WINDOW_END,35.9,-1.0529,-1.0947,-1.1156,-1.1365
book_nostop,2015-03-02,07-11,-1,1.11741,1.12154,WINDOW_END,30.2,-1.3664,-1.4160,-1.4408,-1.4656
book_nostop,2015-03-02,13-17,1,1.12197,1.11883,WINDOW_END,32.8,-0.9572,-1.0029,-1.0258,-1.0487
book_nostop,2015-03-03,07-11,-1,1.11965,1.11718,WINDOW_END,24.5,1.0081,0.9469,0.9163,0.8857
book_nostop,2015-03-03,13-17,1,1.11642,1.12114,WINDOW_END,27.2,1.7354,1.6803,1.6527,1.6251
book_nostop,2015-03-04,07-11,-1,1.11676,1.11238,WINDOW_END,21.7,2.0225,1.9532,1.9186,1.8839
book_nostop,2015-03-04,13-17,1,1.11224,1.10689,WINDOW_END,30.3,-1.7652,-1.8147,-1.8395,-1.8642
book_nostop,2015-03-05,07-11,-1,1.10358,1.10527,WINDOW_END,27.7,-0.6110,-0.6652,-0.6923,-0.7194
book_nostop,2015-03-05,13-17,1,1.10612,1.10050,WINDOW_END,30.5,-1.8418,-1.8910,-1.9156,-1.9401
book_nostop,2015-03-06,07-11,-1,1.10149,1.09702,WINDOW_END,27.7,1.6129,1.5588,1.5317,1.5047
book_nostop,2015-03-06,13-17,1,1.09701,1.08537,WINDOW_END,38.3,-3.0373,-3.0765,-3.0960,-3.1156
book_nostop,2015-03-09,07-11,-1,1.08572,1.08802,WINDOW_END,34.9,-0.6589,-0.7019,-0.7233,-0.7448
book_nostop,2015-03-09,13-17,1,1.08588,1.08470,WINDOW_END,40.4,-0.2923,-0.3294,-0.3480,-0.3666
book_nostop,2015-03-10,07-11,-1,1.07973,1.07586,WINDOW_END,31.0,1.2503,1.2018,1.1776,1.1534
book_nostop,2015-03-10,13-17,1,1.07404,1.07179,WINDOW_END,49.0,-0.4594,-0.4900,-0.5053,-0.5206
book_nostop,2015-03-11,07-11,-1,1.06929,1.05734,WINDOW_END,42.5,2.8130,2.7777,2.7600,2.7424
book_nostop,2015-03-11,13-17,1,1.05964,1.05724,WINDOW_END,58.6,-0.4099,-0.4355,-0.4483,-0.4611
book_nostop,2015-03-12,07-11,-1,1.05673,1.06185,WINDOW_END,55.3,-0.9255,-0.9526,-0.9662,-0.9797
book_nostop,2015-03-12,13-17,1,1.06404,1.05996,WINDOW_END,72.4,-0.5638,-0.5845,-0.5949,-0.6053
book_nostop,2015-03-13,07-11,-1,1.05787,1.05817,WINDOW_END,46.7,-0.0643,-0.0964,-0.1124,-0.1285
book_nostop,2015-03-13,13-17,1,1.05829,1.05109,WINDOW_END,53.4,-1.3486,-1.3766,-1.3907,-1.4047
book_nostop,2015-03-16,07-11,-1,1.05272,1.05311,WINDOW_END,51.5,-0.0757,-0.1048,-0.1193,-0.1339
book_nostop,2015-03-16,13-17,1,1.05455,1.06134,WINDOW_END,51.0,1.3319,1.3025,1.2878,1.2731
book_nostop,2015-03-17,07-11,-1,1.05822,1.06140,WINDOW_END,44.3,-0.7176,-0.7515,-0.7684,-0.7853
book_nostop,2015-03-17,13-17,1,1.06164,1.05955,WINDOW_END,50.9,-0.4108,-0.4402,-0.4550,-0.4697
book_nostop,2015-03-18,07-11,-1,1.05935,1.06236,WINDOW_END,34.4,-0.8753,-0.9190,-0.9408,-0.9626
book_nostop,2015-03-18,13-17,1,1.05918,1.06564,WINDOW_END,40.3,1.6026,1.5654,1.5468,1.5282
book_nostop,2015-03-19,07-11,-1,1.07852,1.06929,WINDOW_END,89.9,1.0266,1.0099,1.0015,0.9932
book_nostop,2015-03-19,13-17,1,1.06632,1.06328,WINDOW_END,103.7,-0.2931,-0.3076,-0.3148,-0.3221
book_nostop,2015-03-20,07-11,-1,1.06690,1.06919,WINDOW_END,58.9,-0.3891,-0.4146,-0.4273,-0.4401
book_nostop,2015-03-20,13-17,1,1.07498,1.08397,WINDOW_END,62.7,1.4328,1.4089,1.3970,1.3850
book_nostop,2015-03-23,07-11,-1,1.08026,1.08651,WINDOW_END,63.2,-0.9892,-1.0129,-1.0248,-1.0367
book_nostop,2015-03-23,13-17,1,1.08989,1.09146,WINDOW_END,72.9,0.2154,0.1948,0.1845,0.1743
book_nostop,2015-03-24,07-11,-1,1.09155,1.09964,WINDOW_END,56.8,-1.4252,-1.4516,-1.4648,-1.4780
book_nostop,2015-03-24,13-17,1,1.09753,1.09219,WINDOW_END,73.1,-0.7300,-0.7505,-0.7608,-0.7710
book_nostop,2015-03-25,07-11,-1,1.09070,1.09713,WINDOW_END,46.0,-1.3965,-1.4291,-1.4454,-1.4617
book_nostop,2015-03-25,13-17,1,1.09955,1.09674,WINDOW_END,53.5,-0.5255,-0.5536,-0.5676,-0.5816
book_nostop,2015-03-26,07-11,-1,1.09828,1.10081,WINDOW_END,41.1,-0.6156,-0.6521,-0.6703,-0.6886
book_nostop,2015-03-26,13-17,1,1.09831,1.09202,WINDOW_END,53.4,-1.1785,-1.2067,-1.2207,-1.2348
book_nostop,2015-03-27,07-11,-1,1.08729,1.08289,WINDOW_END,44.5,0.9880,0.9543,0.9375,0.9206
book_nostop,2015-03-27,13-17,1,1.08760,1.09178,WINDOW_END,55.9,0.7483,0.7214,0.7080,0.6946
book_nostop,2015-03-30,07-11,-1,1.08661,1.08309,WINDOW_END,44.0,0.8001,0.7660,0.7490,0.7319
book_nostop,2015-03-30,13-17,1,1.08323,1.08200,WINDOW_END,51.7,-0.2378,-0.2668,-0.2813,-0.2958
book_nostop,2015-03-31,07-11,-1,1.07851,1.07383,WINDOW_END,41.8,1.1203,1.0844,1.0664,1.0485
book_nostop,2015-03-31,13-17,1,1.07526,1.07271,WINDOW_END,48.2,-0.5294,-0.5605,-0.5761,-0.5916
book_nostop,2015-04-01,07-11,-1,1.07612,1.07564,WINDOW_END,39.9,0.1204,0.0828,0.0640,0.0452
book_nostop,2015-04-01,13-17,1,1.07771,1.07795,WINDOW_END,50.1,0.0479,0.0180,0.0030,-0.0120
book_nostop,2015-04-02,07-11,-1,1.08086,1.08182,WINDOW_END,41.9,-0.2290,-0.2648,-0.2827,-0.3006
book_nostop,2015-04-02,13-17,1,1.08469,1.08805,WINDOW_END,49.7,0.6757,0.6456,0.6305,0.6154
book_nostop,2015-04-03,07-11,-1,1.08808,1.08852,WINDOW_END,30.0,-0.1467,-0.1967,-0.2217,-0.2467
book_nostop,2015-04-03,13-17,1,1.10053,1.09700,WINDOW_END,51.7,-0.6821,-0.7111,-0.7256,-0.7401
book_nostop,2015-04-06,07-11,-1,1.09736,1.09865,WINDOW_END,35.9,-0.3593,-0.4010,-0.4219,-0.4428
book_nostop,2015-04-06,13-17,1,1.10184,1.09933,WINDOW_END,35.4,-0.7089,-0.7513,-0.7725,-0.7937
book_nostop,2015-04-07,07-11,-1,1.09208,1.08578,WINDOW_END,39.6,1.5898,1.5520,1.5331,1.5141
book_nostop,2015-04-07,13-17,1,1.08493,1.08503,WINDOW_END,46.3,0.0216,-0.0108,-0.0270,-0.0432
book_nostop,2015-04-08,07-11,-1,1.08446,1.08717,WINDOW_END,34.8,-0.7778,-0.8209,-0.8424,-0.8640
book_nostop,2015-04-08,13-17,1,1.08616,1.08181,WINDOW_END,42.7,-1.0184,-1.0535,-1.0710,-1.0886
book_nostop,2015-04-09,07-11,-1,1.07768,1.07625,WINDOW_END,42.0,0.3405,0.3048,0.2869,0.2691
book_nostop,2015-04-09,13-17,1,1.07425,1.06676,WINDOW_END,49.2,-1.5229,-1.5534,-1.5686,-1.5839
book_nostop,2015-04-10,07-11,-1,1.06452,1.05799,WINDOW_END,36.7,1.7776,1.7367,1.7163,1.6959
book_nostop,2015-04-10,13-17,1,1.05893,1.05911,WINDOW_END,46.1,0.0391,0.0065,-0.0098,-0.0260
book_nostop,2015-04-13,07-11,-1,1.06057,1.05260,WINDOW_END,38.8,2.0553,2.0166,1.9973,1.9779
book_nostop,2015-04-13,13-17,1,1.05499,1.05816,WINDOW_END,48.7,0.6506,0.6198,0.6044,0.5890
book_nostop,2015-04-14,07-11,-1,1.05484,1.05719,WINDOW_END,41.6,-0.5643,-0.6003,-0.6183,-0.6363
book_nostop,2015-04-14,13-17,1,1.06365,1.06586,WINDOW_END,53.3,0.4144,0.3863,0.3722,0.3581
book_nostop,2015-04-15,07-11,-1,1.06450,1.05840,WINDOW_END,41.1,1.4839,1.4474,1.4292,1.4109
book_nostop,2015-04-15,13-17,1,1.05971,1.06182,WINDOW_END,52.2,0.4044,0.3757,0.3613,0.3469
book_nostop,2015-04-16,07-11,-1,1.06655,1.07123,WINDOW_END,56.7,-0.8258,-0.8523,-0.8655,-0.8787
book_nostop,2015-04-16,13-17,1,1.07402,1.07301,WINDOW_END,71.3,-0.1417,-0.1627,-0.1732,-0.1838
book_nostop,2015-04-17,07-11,-1,1.07490,1.08182,WINDOW_END,56.1,-1.2340,-1.2608,-1.2742,-1.2875
book_nostop,2015-04-17,13-17,1,1.07564,1.07785,WINDOW_END,71.7,0.3083,0.2874,0.2769,0.2665
book_nostop,2015-04-20,07-11,-1,1.07918,1.07259,WINDOW_END,50.0,1.3172,1.2872,1.2722,1.2573
book_nostop,2015-04-20,13-17,1,1.07426,1.07478,WINDOW_END,55.5,0.0936,0.0666,0.0531,0.0396
book_nostop,2015-04-21,07-11,-1,1.06811,1.06809,WINDOW_END,41.2,0.0049,-0.0316,-0.0498,-0.0680
book_nostop,2015-04-21,13-17,1,1.07138,1.07534,WINDOW_END,44.0,0.8995,0.8654,0.8484,0.8313
book_nostop,2015-04-22,07-11,-1,1.07676,1.07672,WINDOW_END,39.7,0.0101,-0.0277,-0.0466,-0.0655
book_nostop,2015-04-22,13-17,1,1.07263,1.07270,WINDOW_END,50.4,0.0139,-0.0159,-0.0308,-0.0457
book_nostop,2015-04-23,07-11,-1,1.06865,1.07388,WINDOW_END,39.0,-1.3403,-1.3787,-1.3979,-1.4172
book_nostop,2015-04-23,13-17,1,1.07618,1.08230,WINDOW_END,51.1,1.1982,1.1689,1.1542,1.1395
book_nostop,2015-04-24,07-11,-1,1.08738,1.08150,WINDOW_END,50.3,1.1684,1.1386,1.1237,1.1088
book_nostop,2015-04-24,13-17,1,1.08417,1.08521,WINDOW_END,60.7,0.1714,0.1467,0.1343,0.1220
book_nostop,2015-04-27,07-11,-1,1.08499,1.08451,WINDOW_END,44.0,0.1092,0.0751,0.0580,0.0410
book_nostop,2015-04-27,13-17,1,1.08428,1.09061,WINDOW_END,47.7,1.3284,1.2969,1.2811,1.2654
book_nostop,2015-04-28,07-11,-1,1.08738,1.09411,WINDOW_END,36.4,-1.8474,-1.8886,-1.9092,-1.9298
book_nostop,2015-04-28,13-17,1,1.09261,1.09683,WINDOW_END,44.7,0.9436,0.9101,0.8933,0.8765
book_nostop,2015-04-29,07-11,-1,1.09807,1.09945,WINDOW_END,32.9,-0.4191,-0.4646,-0.4874,-0.5102
book_nostop,2015-04-29,13-17,1,1.10284,1.11433,WINDOW_END,46.1,2.4934,2.4608,2.4445,2.4283
book_nostop,2015-04-30,07-11,-1,1.11151,1.11913,WINDOW_END,52.2,-1.4590,-1.4877,-1.5021,-1.5165
book_nostop,2015-04-30,13-17,1,1.11627,1.12137,WINDOW_END,79.1,0.6446,0.6256,0.6161,0.6067
book_nostop,2015-05-01,07-11,-1,1.12499,1.12687,WINDOW_END,57.7,-0.3260,-0.3520,-0.3650,-0.3781
book_nostop,2015-05-01,13-17,1,1.12563,1.11768,WINDOW_END,61.3,-1.2975,-1.3220,-1.3342,-1.3465
book_nostop,2015-05-04,07-11,-1,1.11839,1.11340,WINDOW_END,47.1,1.0586,1.0267,1.0108,0.9949
book_nostop,2015-05-04,13-17,1,1.11820,1.11582,WINDOW_END,51.2,-0.4653,-0.4946,-0.5093,-0.5239
book_nostop,2015-05-05,07-11,-1,1.10890,1.11264,WINDOW_END,38.7,-0.9676,-1.0064,-1.0258,-1.0452
book_nostop,2015-05-05,13-17,1,1.11581,1.12013,WINDOW_END,51.7,0.8362,0.8072,0.7927,0.7781
book_nostop,2015-05-06,07-11,-1,1.12560,1.12355,WINDOW_END,46.8,0.4384,0.4063,0.3903,0.3742
book_nostop,2015-05-06,13-17,1,1.12832,1.13214,WINDOW_END,57.1,0.6696,0.6433,0.6301,0.6170
book_nostop,2015-05-07,07-11,-1,1.13392,1.13439,WINDOW_END,43.4,-0.1083,-0.1429,-0.1601,-0.1774
book_nostop,2015-05-07,13-17,1,1.12945,1.12672,WINDOW_END,59.8,-0.4562,-0.4813,-0.4938,-0.5064
book_nostop,2015-05-08,07-11,-1,1.11935,1.12131,WINDOW_END,48.6,-0.4034,-0.4342,-0.4497,-0.4651
book_nostop,2015-05-08,13-17,1,1.12620,1.12194,WINDOW_END,61.7,-0.6908,-0.7151,-0.7273,-0.7395
book_nostop,2015-05-11,07-11,-1,1.11873,1.11538,WINDOW_END,51.2,0.6538,0.6245,0.6099,0.5952
book_nostop,2015-05-11,13-17,1,1.11416,1.11571,WINDOW_END,50.8,0.3049,0.2754,0.2606,0.2459
book_nostop,2015-05-12,07-11,-1,1.11829,1.12526,WINDOW_END,39.9,-1.7460,-1.7835,-1.8023,-1.8211
book_nostop,2015-05-12,13-17,1,1.12281,1.12361,WINDOW_END,47.9,0.1669,0.1356,0.1200,0.1043
book_nostop,2015-05-13,07-11,-1,1.12515,1.12247,WINDOW_END,40.2,0.6659,0.6287,0.6100,0.5914
book_nostop,2015-05-13,13-17,1,1.13072,1.13705,WINDOW_END,57.8,1.0947,1.0688,1.0558,1.0429
book_nostop,2015-05-14,07-11,-1,1.14110,1.14335,WINDOW_END,47.1,-0.4778,-0.5097,-0.5256,-0.5415
book_nostop,2015-05-14,13-17,1,1.14120,1.13781,WINDOW_END,58.0,-0.5844,-0.6103,-0.6232,-0.6361
book_nostop,2015-05-15,07-11,-1,1.14138,1.13578,WINDOW_END,44.4,1.2612,1.2274,1.2105,1.1936
book_nostop,2015-05-15,13-17,1,1.13344,1.14305,WINDOW_END,50.7,1.8970,1.8674,1.8526,1.8378
book_nostop,2015-05-18,07-11,-1,1.14187,1.14176,WINDOW_END,42.9,0.0256,-0.0093,-0.0268,-0.0443
book_nostop,2015-05-18,13-17,1,1.13888,1.13499,WINDOW_END,49.4,-0.7879,-0.8182,-0.8334,-0.8486
book_nostop,2015-05-19,07-11,-1,1.13033,1.12147,WINDOW_END,41.7,2.1250,2.0890,2.0710,2.0530
book_nostop,2015-05-19,13-17,1,1.11320,1.11462,WINDOW_END,65.2,0.2178,0.1948,0.1833,0.1717
book_nostop,2015-05-20,07-11,-1,1.10824,1.10921,WINDOW_END,50.6,-0.1918,-0.2215,-0.2363,-0.2511
book_nostop,2015-05-20,13-17,1,1.11410,1.10971,WINDOW_END,54.1,-0.8111,-0.8388,-0.8527,-0.8666
book_nostop,2015-05-21,07-11,-1,1.11004,1.11638,WINDOW_END,46.0,-1.3790,-1.4116,-1.4279,-1.4442
book_nostop,2015-05-21,13-17,1,1.11128,1.11315,WINDOW_END,56.7,0.3296,0.3031,0.2899,0.2767
book_nostop,2015-05-22,07-11,-1,1.11525,1.11848,WINDOW_END,39.0,-0.8291,-0.8676,-0.8869,-0.9061
book_nostop,2015-05-22,13-17,1,1.10787,1.10368,WINDOW_END,57.0,-0.7351,-0.7614,-0.7745,-0.7877
book_nostop,2015-05-25,07-11,-1,1.10033,1.09746,WINDOW_END,45.0,0.6376,0.6043,0.5876,0.5710
book_nostop,2015-05-25,13-17,1,1.09849,1.09841,WINDOW_END,41.6,-0.0192,-0.0553,-0.0733,-0.0913
book_nostop,2015-05-26,07-11,-1,1.08889,1.09061,WINDOW_END,36.7,-0.4690,-0.5099,-0.5304,-0.5508
book_nostop,2015-05-26,13-17,1,1.09045,1.08904,WINDOW_END,45.1,-0.3125,-0.3457,-0.3623,-0.3790
book_nostop,2015-05-27,07-11,-1,1.09181,1.08795,WINDOW_END,39.9,0.9672,0.9296,0.9108,0.8921
book_nostop,2015-05-27,13-17,1,1.08311,1.08811,WINDOW_END,48.8,1.0250,0.9942,0.9789,0.9635
book_nostop,2015-05-28,07-11,-1,1.09338,1.09279,WINDOW_END,47.3,0.1248,0.0931,0.0772,0.0614
book_nostop,2015-05-28,13-17,1,1.08984,1.09296,WINDOW_END,55.0,0.5675,0.5402,0.5265,0.5129
book_nostop,2015-05-29,07-11,-1,1.09276,1.09583,WINDOW_END,45.1,-0.6802,-0.7134,-0.7300,-0.7466
book_nostop,2015-05-29,13-17,1,1.09665,1.09725,WINDOW_END,53.4,0.1123,0.0842,0.0702,0.0562
book_nostop,2015-06-01,07-11,-1,1.09372,1.09218,WINDOW_END,42.8,0.3598,0.3248,0.3073,0.2897
book_nostop,2015-06-01,13-17,1,1.09439,1.09177,WINDOW_END,52.0,-0.5035,-0.5323,-0.5467,-0.5611
book_nostop,2015-06-02,07-11,-1,1.09549,1.10180,WINDOW_END,43.2,-1.4612,-1.4960,-1.5133,-1.5307
book_nostop,2015-06-02,13-17,1,1.10649,1.11746,WINDOW_END,58.6,1.8733,1.8477,1.8349,1.8221
book_nostop,2015-06-03,07-11,-1,1.11677,1.11207,WINDOW_END,52.2,0.9004,0.8716,0.8573,0.8429
book_nostop,2015-06-03,13-17,1,1.11218,1.12565,WINDOW_END,59.4,2.2664,2.2411,2.2285,2.2159
book_nostop,2015-06-04,07-11,-1,1.12383,1.13576,WINDOW_END,45.6,-2.6159,-2.6488,-2.6652,-2.6817
book_nostop,2015-06-04,13-17,1,1.12936,1.12870,WINDOW_END,63.7,-0.1037,-0.1272,-0.1390,-0.1508
book_nostop,2015-06-05,07-11,-1,1.12465,1.12212,WINDOW_END,51.8,0.4886,0.4597,0.4452,0.4307
