arm,date,window,direction,entry,exit,reason,r_pips,gross_r,net_r_x1,net_r_x1_5,net_r_x2
book_sl,2015-08-11,07-11,-1,1.09666,1.10051,SL,38.5,-1.0000,-1.0390,-1.0584,-1.0779
book_sl,2015-08-11,13-17,1,1.10723,1.10245,SL,47.8,-1.0000,-1.0314,-1.0471,-1.0628
book_sl,2015-08-12,07-11,-1,1.10741,1.11117,SL,37.6,-1.0000,-1.0399,-1.0598,-1.0798
book_sl,2015-08-12,13-17,1,1.11462,1.11750,WINDOW_END,45.6,0.6315,0.5986,0.5822,0.5657
book_sl,2015-08-13,07-11,-1,1.11270,1.11135,WINDOW_END,40.8,0.3305,0.2938,0.2754,0.2571
book_sl,2015-08-13,13-17,1,1.10983,1.11390,WINDOW_END,41.7,0.9755,0.9395,0.9215,0.9036
book_sl,2015-08-14,07-11,-1,1.11628,1.11740,WINDOW_END,32.1,-0.3492,-0.3959,-0.4193,-0.4427
book_sl,2015-08-14,13-17,1,1.11529,1.11122,SL,40.7,-1.0000,-1.0368,-1.0552,-1.0737
book_sl,2015-08-17,07-11,-1,1.10982,1.10862,WINDOW_END,32.4,0.3707,0.3244,0.3012,0.2780
book_sl,2015-08-17,13-17,1,1.11087,1.10676,SL,41.1,-1.0000,-1.0365,-1.0547,-1.0729
book_sl,2015-08-18,07-11,-1,1.10727,1.10624,WINDOW_END,28.9,0.3560,0.3041,0.2782,0.2523
book_sl,2015-08-18,13-17,1,1.10312,1.10308,WINDOW_END,36.0,-0.0111,-0.0528,-0.0736,-0.0944
book_sl,2015-08-19,07-11,-1,1.10655,1.10391,WINDOW_END,26.7,0.9902,0.9340,0.9058,0.8777
book_sl,2015-08-19,13-17,1,1.10366,1.10576,WINDOW_END,34.4,0.6098,0.5663,0.5445,0.5227
book_sl,2015-08-20,07-11,-1,1.11347,1.11703,SL,35.6,-1.0000,-1.0421,-1.0631,-1.0842
book_sl,2015-08-20,13-17,1,1.11550,1.11934,WINDOW_END,42.7,0.9003,0.8652,0.8476,0.8300
book_sl,2015-08-21,07-11,-1,1.12826,1.12926,WINDOW_END,38.7,-0.2584,-0.2971,-0.3165,-0.3359
book_sl,2015-08-21,13-17,1,1.12865,1.13613,WINDOW_END,45.4,1.6475,1.6145,1.5979,1.5814
book_sl,2015-08-24,07-11,-1,1.14647,1.14905,WINDOW_END,63.5,-0.4065,-0.4301,-0.4419,-0.4537
book_sl,2015-08-24,13-17,1,1.15481,1.15284,WINDOW_END,73.9,-0.2665,-0.2868,-0.2970,-0.3071
book_sl,2015-08-25,07-11,-1,1.15674,1.14952,WINDOW_END,80.9,0.8928,0.8742,0.8650,0.8557
book_sl,2015-08-25,13-17,1,1.14735,1.14228,WINDOW_END,87.9,-0.5765,-0.5936,-0.6021,-0.6106
book_sl,2015-08-26,07-11,-1,1.14965,1.14209,WINDOW_END,73.5,1.0284,1.0080,0.9978,0.9876
book_sl,2015-08-26,13-17,1,1.13789,1.13844,WINDOW_END,76.2,0.0722,0.0525,0.0427,0.0328
book_sl,2015-08-27,07-11,-1,1.13294,1.12859,WINDOW_END,54.9,0.7926,0.7653,0.7516,0.7380
book_sl,2015-08-27,13-17,1,1.12433,1.12358,WINDOW_END,60.7,-0.1236,-0.1483,-0.1607,-0.1731
book_sl,2015-08-28,07-11,-1,1.12632,1.13074,SL,44.2,-1.0000,-1.0339,-1.0509,-1.0679
book_sl,2015-08-28,13-17,1,1.12441,1.11940,SL,50.1,-1.0000,-1.0299,-1.0449,-1.0599
book_sl,2015-08-31,07-11,-1,1.12236,1.12094,WINDOW_END,47.1,0.3014,0.2696,0.2537,0.2377
book_sl,2015-08-31,13-17,1,1.12258,1.11808,SL,45.0,-1.0000,-1.0334,-1.0501,-1.0667
book_sl,2015-09-01,07-11,-1,1.12828,1.13233,SL,40.5,-1.0000,-1.0370,-1.0555,-1.0740
book_sl,2015-09-01,13-17,1,1.12607,1.12702,WINDOW_END,53.4,0.1778,0.1498,0.1357,0.1217
book_sl,2015-09-02,07-11,-1,1.12802,1.12671,WINDOW_END,46.4,0.2826,0.2502,0.2340,0.2179
book_sl,2015-09-02,13-17,1,1.12400,1.12347,WINDOW_END,50.7,-0.1045,-0.1341,-0.1489,-0.1636
book_sl,2015-09-03,07-11,-1,1.12200,1.12236,WINDOW_END,33.5,-0.1074,-0.1522,-0.1746,-0.1970
book_sl,2015-09-03,13-17,1,1.11188,1.11166,WINDOW_END,49.0,-0.0449,-0.0754,-0.0907,-0.1060
book_sl,2015-09-04,07-11,-1,1.11310,1.11355,WINDOW_END,36.1,-0.1248,-0.1664,-0.1872,-0.2080
book_sl,2015-09-04,13-17,1,1.11290,1.11433,WINDOW_END,46.2,0.3096,0.2772,0.2609,0.2447
book_sl,2015-09-07,07-11,-1,1.11382,1.11493,WINDOW_END,39.4,-0.2820,-0.3201,-0.3392,-0.3582
book_sl,2015-09-07,13-17,1,1.11475,1.11680,WINDOW_END,37.6,0.5449,0.5051,0.4851,0.4652
book_sl,2015-09-08,07-11,-1,1.11993,1.11556,WINDOW_END,34.3,1.2758,1.2320,1.2101,1.1882
book_sl,2015-09-08,13-17,1,1.11733,1.11837,WINDOW_END,36.0,0.2886,0.2470,0.2261,0.2053
book_sl,2015-09-09,07-11,-1,1.11560,1.11883,SL,32.3,-1.0000,-1.0464,-1.0696,-1.0928
book_sl,2015-09-09,13-17,1,1.11322,1.11595,WINDOW_END,39.3,0.6947,0.6565,0.6375,0.6184
book_sl,2015-09-10,07-11,-1,1.12100,1.11902,WINDOW_END,43.0,0.4600,0.4252,0.4077,0.3903
book_sl,2015-09-10,13-17,1,1.12109,1.12631,WINDOW_END,45.8,1.1398,1.1071,1.0907,1.0743
book_sl,2015-09-11,07-11,-1,1.12842,1.12687,WINDOW_END,36.0,0.4311,0.3893,0.3685,0.3476
book_sl,2015-09-11,13-17,1,1.12782,1.13445,WINDOW_END,39.6,1.6723,1.6345,1.6156,1.5967
book_sl,2015-09-14,07-11,-1,1.13633,1.13212,WINDOW_END,33.3,1.2635,1.2185,1.1960,1.1735
book_sl,2015-09-14,13-17,1,1.13016,1.13185,WINDOW_END,36.8,0.4588,0.4181,0.3977,0.3774
book_sl,2015-09-15,07-11,-1,1.12880,1.13191,SL,31.1,-1.0000,-1.0482,-1.0723,-1.0964
book_sl,2015-09-15,13-17,1,1.13038,1.12666,SL,37.2,-1.0000,-1.0403,-1.0605,-1.0806
book_sl,2015-09-16,07-11,-1,1.12764,1.12227,WINDOW_END,29.7,1.8090,1.7584,1.7332,1.7079
book_sl,2015-09-16,13-17,1,1.12675,1.13088,WINDOW_END,39.5,1.0446,1.0066,0.9877,0.9687
book_sl,2015-09-17,07-11,-1,1.13024,1.13341,SL,31.7,-1.0000,-1.0473,-1.0709,-1.0946
book_sl,2015-09-17,13-17,1,1.13276,1.13040,WINDOW_END,34.5,-0.6839,-0.7274,-0.7492,-0.7709
book_sl,2015-09-18,07-11,-1,1.13964,1.14397,SL,43.3,-1.0000,-1.0346,-1.0519,-1.0692
book_sl,2015-09-18,13-17,1,1.14223,1.13768,SL,45.5,-1.0000,-1.0330,-1.0495,-1.0660
book_sl,2015-09-21,07-11,-1,1.13024,1.12812,WINDOW_END,42.9,0.4944,0.4595,0.4420,0.4245
book_sl,2015-09-21,13-17,1,1.12447,1.12001,SL,44.6,-1.0000,-1.0336,-1.0504,-1.0672
book_sl,2015-09-22,07-11,-1,1.11722,1.12054,SL,33.2,-1.0000,-1.0452,-1.0678,-1.0905
book_sl,2015-09-22,13-17,1,1.11542,1.11146,SL,39.6,-1.0000,-1.0379,-1.0569,-1.0758
book_sl,2015-09-23,07-11,-1,1.11389,1.11725,SL,33.6,-1.0000,-1.0446,-1.0669,-1.0892
book_sl,2015-09-23,13-17,1,1.11310,1.11730,WINDOW_END,46.6,0.9006,0.8685,0.8524,0.8363
book_sl,2015-09-24,07-11,-1,1.12033,1.12293,WINDOW_END,43.1,-0.6035,-0.6383,-0.6557,-0.6731
book_sl,2015-09-24,13-17,1,1.12509,1.12542,WINDOW_END,47.8,0.0690,0.0376,0.0220,0.0063
book_sl,2015-09-25,07-11,-1,1.11619,1.11700,WINDOW_END,43.5,-0.1862,-0.2207,-0.2379,-0.2552
book_sl,2015-09-25,13-17,1,1.11563,1.11856,WINDOW_END,49.0,0.5984,0.5677,0.5524,0.5371
book_sl,2015-09-28,07-11,-1,1.11674,1.11784,WINDOW_END,39.7,-0.2771,-0.3149,-0.3338,-0.3527
book_sl,2015-09-28,13-17,1,1.11565,1.12381,WINDOW_END,41.7,1.9547,1.9188,1.9008,1.8828
book_sl,2015-09-29,07-11,-1,1.12678,1.12351,WINDOW_END,35.6,0.9195,0.8773,0.8562,0.8351
book_sl,2015-09-29,13-17,1,1.12047,1.12603,WINDOW_END,43.4,1.2802,1.2457,1.2284,1.2111
book_sl,2015-09-30,07-11,-1,1.12201,1.12149,WINDOW_END,34.9,0.1488,0.1059,0.0844,0.0630
book_sl,2015-09-30,13-17,1,1.11936,1.11817,WINDOW_END,37.7,-0.3161,-0.3559,-0.3758,-0.3957
book_sl,2015-10-01,07-11,-1,1.11409,1.11467,WINDOW_END,28.7,-0.2019,-0.2541,-0.2802,-0.3063
book_sl,2015-10-01,13-17,1,1.11620,1.11959,WINDOW_END,33.5,1.0106,0.9659,0.9435,0.9212
book_sl,2015-10-02,07-11,-1,1.11735,1.11618,WINDOW_END,27.7,0.4223,0.3682,0.3411,0.3141
book_sl,2015-10-02,13-17,1,1.12865,1.12385,SL,48.0,-1.0000,-1.0313,-1.0469,-1.0625
book_sl,2015-10-05,07-11,-1,1.12352,1.12757,SL,40.5,-1.0000,-1.0370,-1.0555,-1.0741
book_sl,2015-10-05,13-17,1,1.12114,1.11866,WINDOW_END,49.1,-0.5048,-0.5353,-0.5506,-0.5659
book_sl,2015-10-06,07-11,-1,1.11865,1.12153,WINDOW_END,33.2,-0.8674,-0.9126,-0.9352,-0.9578
book_sl,2015-10-06,13-17,1,1.12066,1.12630,WINDOW_END,36.5,1.5450,1.5039,1.4833,1.4628
book_sl,2015-10-07,07-11,-1,1.12522,1.12544,WINDOW_END,28.3,-0.0777,-0.1306,-0.1571,-0.1836
book_sl,2015-10-07,13-17,1,1.12557,1.12210,SL,34.7,-1.0000,-1.0432,-1.0648,-1.0864
book_sl,2015-10-08,07-11,-1,1.12615,1.12896,SL,28.1,-1.0000,-1.0534,-1.0801,-1.1068
book_sl,2015-10-08,13-17,1,1.12597,1.12821,WINDOW_END,38.2,0.5867,0.5474,0.5278,0.5081
book_sl,2015-10-09,07-11,-1,1.12795,1.13105,SL,31.0,-1.0000,-1.0483,-1.0725,-1.0966
book_sl,2015-10-09,13-17,1,1.13688,1.13800,WINDOW_END,43.8,0.2555,0.2213,0.2042,0.1871
book_sl,2015-10-12,07-11,-1,1.13653,1.13938,SL,28.5,-1.0000,-1.0527,-1.0790,-1.1054
book_sl,2015-10-12,13-17,1,1.13675,1.13785,WINDOW_END,30.0,0.3670,0.3169,0.2919,0.2669
book_sl,2015-10-13,07-11,-1,1.13756,1.14019,SL,26.3,-1.0000,-1.0570,-1.0855,-1.1139
book_sl,2015-10-13,13-17,1,1.13913,1.13557,SL,35.6,-1.0000,-1.0422,-1.0633,-1.0844
book_sl,2015-10-14,07-11,-1,1.14007,1.14269,SL,26.2,-1.0000,-1.0572,-1.0859,-1.1145
book_sl,2015-10-14,13-17,1,1.14425,1.14097,SL,32.8,-1.0000,-1.0458,-1.0687,-1.0915
book_sl,2015-10-15,07-11,-1,1.14800,1.14345,WINDOW_END,30.5,1.4937,1.4445,1.4198,1.3952
book_sl,2015-10-15,13-17,1,1.13825,1.14002,WINDOW_END,44.1,0.4018,0.3677,0.3507,0.3337
book_sl,2015-10-16,07-11,-1,1.13843,1.13425,WINDOW_END,30.7,1.3632,1.3143,1.2898,1.2654
book_sl,2015-10-16,13-17,1,1.13587,1.13808,WINDOW_END,36.1,0.6129,0.5713,0.5505,0.5297
book_sl,2015-10-19,07-11,-1,1.13731,1.13204,WINDOW_END,30.4,1.7358,1.6864,1.6616,1.6369
book_sl,2015-10-19,13-17,1,1.13340,1.13211,WINDOW_END,34.7,-0.3722,-0.4155,-0.4372,-0.4588
book_sl,2015-10-20,07-11,-1,1.13293,1.13509,SL,21.6,-1.0000,-1.0696,-1.1044,-1.1392
book_sl,2015-10-20,13-17,1,1.13647,1.13368,SL,27.9,-1.0000,-1.0537,-1.0806,-1.1074
book_sl,2015-10-21,07-11,-1,1.13475,1.13708,SL,23.3,-1.0000,-1.0643,-1.0965,-1.1287
book_sl,2015-10-21,13-17,1,1.13539,1.13454,WINDOW_END,28.6,-0.2977,-0.3503,-0.3765,-0.4028
book_sl,2015-10-22,07-11,-1,1.13398,1.13139,WINDOW_END,24.3,1.0661,1.0043,0.9735,0.9426
book_sl,2015-10-22,13-17,1,1.11964,1.11501,SL,46.3,-1.0000,-1.0324,-1.0486,-1.0648
book_sl,2015-10-23,07-11,-1,1.11125,1.10908,WINDOW_END,41.0,0.5292,0.4927,0.4744,0.4561
book_sl,2015-10-23,13-17,1,1.10464,1.10154,WINDOW_END,55.3,-0.5610,-0.5881,-0.6017,-0.6152
book_sl,2015-10-26,07-11,-1,1.10313,1.10334,WINDOW_END,35.2,-0.0596,-0.1022,-0.1235,-0.1447
book_sl,2015-10-26,13-17,1,1.10159,1.10519,WINDOW_END,35.8,1.0053,0.9634,0.9425,0.9216
book_sl,2015-10-27,07-11,-1,1.10591,1.10555,WINDOW_END,27.5,0.1311,0.0765,0.0492,0.0219
book_sl,2015-10-27,13-17,1,1.10498,1.10379,WINDOW_END,31.2,-0.3816,-0.4297,-0.4538,-0.4778
book_sl,2015-10-28,07-11,-1,1.10400,1.10659,SL,25.9,-1.0000,-1.0579,-1.0868,-1.1158
book_sl,2015-10-28,13-17,1,1.10877,1.10703,WINDOW_END,31.5,-0.5527,-0.6004,-0.6242,-0.6480
book_sl,2015-10-29,07-11,-1,1.09360,1.09763,SL,40.3,-1.0000,-1.0372,-1.0558,-1.0744
book_sl,2015-10-29,13-17,1,1.09351,1.09617,WINDOW_END,44.7,0.5951,0.5615,0.5447,0.5280
book_sl,2015-10-30,07-11,-1,1.09912,1.10031,WINDOW_END,39.3,-0.3030,-0.3412,-0.3603,-0.3794
book_sl,2015-10-30,13-17,1,1.10075,1.10198,WINDOW_END,42.7,0.2881,0.2530,0.2354,0.2179
book_sl,2015-11-02,07-11,-1,1.10256,1.10256,WINDOW_END,36.4,-0.0000,-0.0412,-0.0618,-0.0824
book_sl,2015-11-02,13-17,1,1.10342,1.10237,WINDOW_END,42.6,-0.2464,-0.2816,-0.2992,-0.3167
book_sl,2015-11-03,07-11,-1,1.10251,1.09726,WINDOW_END,25.0,2.1021,2.0420,2.0120,1.9819
book_sl,2015-11-03,13-17,1,1.09780,1.09491,SL,28.9,-1.0000,-1.0518,-1.0777,-1.1036
book_sl,2015-11-04,07-11,-1,1.09481,1.09230,WINDOW_END,26.5,0.9464,0.8898,0.8616,0.8333
book_sl,2015-11-04,13-17,1,1.09334,1.09044,SL,29.0,-1.0000,-1.0518,-1.0777,-1.1036
book_sl,2015-11-05,07-11,-1,1.08622,1.08879,SL,25.7,-1.0000,-1.0583,-1.0875,-1.1166
book_sl,2015-11-05,13-17,1,1.08783,1.08683,WINDOW_END,36.7,-0.2721,-0.3129,-0.3333,-0.3537
book_sl,2015-11-06,07-11,-1,1.08647,1.08735,WINDOW_END,27.2,-0.3241,-0.3793,-0.4069,-0.4345
book_sl,2015-11-06,13-17,1,1.08707,1.08432,SL,27.5,-1.0000,-1.0545,-1.0818,-1.1090
book_sl,2015-11-09,07-11,-1,1.07688,1.07768,WINDOW_END,34.1,-0.2345,-0.2784,-0.3004,-0.3224
book_sl,2015-11-09,13-17,1,1.07753,1.07408,SL,34.5,-1.0000,-1.0434,-1.0652,-1.0869
book_sl,2015-11-10,07-11,-1,1.07435,1.07349,WINDOW_END,28.6,0.3012,0.2487,0.2224,0.1961
book_sl,2015-11-10,13-17,1,1.07009,1.06851,WINDOW_END,34.9,-0.4528,-0.4958,-0.5173,-0.5388
book_sl,2015-11-11,07-11,-1,1.07419,1.07387,WINDOW_END,35.4,0.0905,0.0481,0.0269,0.0057
book_sl,2015-11-11,13-17,1,1.07143,1.07333,WINDOW_END,37.0,0.5137,0.4731,0.4528,0.4326
book_sl,2015-11-12,07-11,-1,1.07539,1.07262,WINDOW_END,28.8,0.9621,0.9100,0.8839,0.8579
book_sl,2015-11-12,13-17,1,1.07209,1.07669,WINDOW_END,36.9,1.2465,1.2059,1.1855,1.1652
book_sl,2015-11-13,07-11,-1,1.07848,1.07729,WINDOW_END,37.9,0.3140,0.2744,0.2546,0.2348
book_sl,2015-11-13,13-17,1,1.07698,1.07289,SL,40.9,-1.0000,-1.0367,-1.0550,-1.0733
book_sl,2015-11-16,07-11,-1,1.07266,1.07201,WINDOW_END,39.8,0.1633,0.1256,0.1068,0.0879
book_sl,2015-11-16,13-17,1,1.07303,1.07071,WINDOW_END,42.4,-0.5477,-0.5831,-0.6008,-0.6185
book_sl,2015-11-17,07-11,-1,1.06681,1.06641,WINDOW_END,30.5,0.1311,0.0820,0.0574,0.0328
book_sl,2015-11-17,13-17,1,1.06645,1.06328,SL,31.7,-1.0000,-1.0473,-1.0710,-1.0947
book_sl,2015-11-18,07-11,-1,1.06493,1.06742,SL,24.9,-1.0000,-1.0602,-1.0904,-1.1205
book_sl,2015-11-18,13-17,1,1.06672,1.06389,SL,28.3,-1.0000,-1.0530,-1.0796,-1.1061
book_sl,2015-11-19,07-11,-1,1.06932,1.07017,WINDOW_END,34.4,-0.2472,-0.2908,-0.3126,-0.3345
book_sl,2015-11-19,13-17,1,1.06950,1.07461,WINDOW_END,37.4,1.3661,1.3260,1.3060,1.2859
book_sl,2015-11-20,07-11,-1,1.07165,1.06997,WINDOW_END,31.6,0.5324,0.4849,0.4611,0.4374
book_sl,2015-11-20,13-17,1,1.06863,1.06504,SL,35.9,-1.0000,-1.0418,-1.0627,-1.0835
book_sl,2015-11-23,07-11,-1,1.06188,1.06228,WINDOW_END,29.2,-0.1368,-0.1881,-0.2138,-0.2395
book_sl,2015-11-23,13-17,1,1.06238,1.06012,WINDOW_END,32.7,-0.6920,-0.7380,-0.7609,-0.7839
book_sl,2015-11-24,07-11,-1,1.06272,1.06549,SL,27.7,-1.0000,-1.0542,-1.0814,-1.1085
book_sl,2015-11-24,13-17,1,1.06476,1.06515,WINDOW_END,33.2,0.1176,0.0724,0.0498,0.0271
book_sl,2015-11-25,07-11,-1,1.06681,1.05949,WINDOW_END,31.1,2.3506,2.3024,2.2783,2.2542
book_sl,2015-11-25,13-17,1,1.05967,1.06149,WINDOW_END,40.4,0.4506,0.4135,0.3949,0.3764
book_sl,2015-11-26,07-11,-1,1.06184,1.06136,WINDOW_END,26.6,0.1807,0.1242,0.0960,0.0678
book_sl,2015-11-26,13-17,1,1.06092,1.06070,WINDOW_END,25.7,-0.0857,-0.1441,-0.1733,-0.2025
book_sl,2015-11-27,07-11,-1,1.06312,1.05907,WINDOW_END,20.0,2.0225,1.9476,1.9102,1.8727
book_sl,2015-11-27,13-17,1,1.05840,1.05947,WINDOW_END,26.3,0.4066,0.3496,0.3211,0.2926
book_sl,2015-11-30,07-11,-1,1.05807,1.05753,WINDOW_END,20.7,0.2610,0.1885,0.1522,0.1160
book_sl,2015-11-30,13-17,1,1.05752,1.05604,WINDOW_END,23.9,-0.6189,-0.6817,-0.7130,-0.7444
book_sl,2015-12-01,07-11,-1,1.05856,1.06088,SL,23.2,-1.0000,-1.0646,-1.0970,-1.1293
book_sl,2015-12-01,13-17,1,1.05999,1.06183,WINDOW_END,26.5,0.6951,0.6384,0.6101,0.5817
book_sl,2015-12-02,07-11,-1,1.06083,1.06287,SL,20.4,-1.0000,-1.0734,-1.1101,-1.1468
book_sl,2015-12-02,13-17,1,1.05979,1.05715,SL,26.4,-1.0000,-1.0568,-1.0852,-1.1136
book_sl,2015-12-03,07-11,-1,1.05909,1.05622,WINDOW_END,26.6,1.0782,1.0219,0.9937,0.9655
book_sl,2015-12-03,13-17,1,1.06653,1.09002,WINDOW_END,50.0,4.6984,4.6684,4.6534,4.6384
book_sl,2015-12-04,07-11,-1,1.09177,1.08660,WINDOW_END,65.8,0.7856,0.7628,0.7514,0.7400
book_sl,2015-12-04,13-17,1,1.08807,1.08832,WINDOW_END,64.7,0.0386,0.0154,0.0039,-0.0077
book_sl,2015-12-07,07-11,-1,1.08675,1.08138,WINDOW_END,42.6,1.2614,1.2262,1.2086,1.1910
book_sl,2015-12-07,13-17,1,1.08088,1.08393,WINDOW_END,42.5,0.7180,0.6826,0.6650,0.6473
book_sl,2015-12-08,07-11,-1,1.08552,1.08449,WINDOW_END,30.4,0.3386,0.2893,0.2646,0.2400
book_sl,2015-12-08,13-17,1,1.08647,1.08745,WINDOW_END,33.4,0.2938,0.2488,0.2263,0.2038
book_sl,2015-12-09,07-11,-1,1.09219,1.09310,WINDOW_END,30.4,-0.2998,-0.3492,-0.3739,-0.3986
book_sl,2015-12-09,13-17,1,1.09370,1.09821,WINDOW_END,34.7,1.2990,1.2558,1.2342,1.2126
book_sl,2015-12-10,07-11,-1,1.09921,1.09399,WINDOW_END,30.1,1.7338,1.6840,1.6591,1.6342
book_sl,2015-12-10,13-17,1,1.09503,1.09468,WINDOW_END,35.5,-0.0985,-0.1408,-0.1619,-0.1830
book_sl,2015-12-11,07-11,-1,1.09453,1.09628,WINDOW_END,27.8,-0.6287,-0.6826,-0.7095,-0.7365
book_sl,2015-12-11,13-17,1,1.09591,1.10008,WINDOW_END,33.6,1.2406,1.1960,1.1736,1.1513
book_sl,2015-12-14,07-11,-1,1.09697,1.09519,WINDOW_END,35.7,0.4983,0.4563,0.4353,0.4143
book_sl,2015-12-14,13-17,1,1.09708,1.10243,WINDOW_END,38.5,1.3897,1.3508,1.3313,1.3118
book_sl,2015-12-15,07-11,-1,1.10363,1.10051,WINDOW_END,33.3,0.9379,0.8928,0.8703,0.8477
book_sl,2015-12-15,13-17,1,1.09951,1.09546,SL,40.5,-1.0000,-1.0370,-1.0555,-1.0740
book_sl,2015-12-16,07-11,-1,1.09472,1.09209,WINDOW_END,31.0,0.8490,0.8006,0.7764,0.7522
book_sl,2015-12-16,13-17,1,1.09145,1.09362,WINDOW_END,34.2,0.6354,0.5915,0.5695,0.5476
book_sl,2015-12-17,07-11,-1,1.08630,1.08500,WINDOW_END,48.7,0.2669,0.2361,0.2207,0.2053
book_sl,2015-12-17,13-17,1,1.08566,1.08108,SL,45.8,-1.0000,-1.0327,-1.0491,-1.0655
book_sl,2015-12-18,07-11,-1,1.08611,1.08202,WINDOW_END,36.9,1.1090,1.0683,1.0480,1.0276
book_sl,2015-12-18,13-17,1,1.08355,1.08452,WINDOW_END,40.9,0.2369,0.2003,0.1820,0.1636
book_sl,2015-12-21,07-11,-1,1.08729,1.08658,WINDOW_END,30.3,0.2339,0.1845,0.1598,0.1351
book_sl,2015-12-21,13-17,1,1.08620,1.09192,WINDOW_END,31.3,1.8272,1.7793,1.7554,1.7314
book_sl,2015-12-22,07-11,-1,1.09152,1.09423,SL,27.1,-1.0000,-1.0553,-1.0830,-1.1107
book_sl,2015-12-22,13-17,1,1.09410,1.09769,WINDOW_END,29.6,1.2125,1.1619,1.1365,1.1112
book_sl,2015-12-23,07-11,-1,1.09388,1.09209,WINDOW_END,23.4,0.7653,0.7012,0.6691,0.6371
book_sl,2015-12-23,13-17,1,1.09221,1.08966,SL,25.5,-1.0000,-1.0587,-1.0881,-1.1174
book_sl,2015-12-24,07-11,-1,1.09316,1.09587,SL,27.1,-1.0000,-1.0553,-1.0830,-1.1106
book_sl,2015-12-28,07-11,-1,1.09695,1.09848,WINDOW_END,23.9,-0.6393,-0.7020,-0.7333,-0.7647
book_sl,2015-12-28,13-17,1,1.09731,1.09819,WINDOW_END,25.6,0.3440,0.2854,0.2561,0.2267
book_sl,2015-12-29,07-11,-1,1.09652,1.09861,SL,20.9,-1.0000,-1.0717,-1.1075,-1.1433
book_sl,2015-12-29,13-17,1,1.09727,1.09494,SL,23.3,-1.0000,-1.0645,-1.0967,-1.1290
book_sl,2015-12-30,07-11,-1,1.09274,1.09223,WINDOW_END,24.4,0.2093,0.1477,0.1170,0.0862
book_sl,2015-12-30,13-17,1,1.09257,1.09112,WINDOW_END,25.0,-0.5792,-0.6392,-0.6691,-0.6991
book_sl,2015-12-31,07-11,-1,1.09317,1.09096,WINDOW_END,23.1,0.9554,0.8905,0.8581,0.8257
book_sl,2015-12-31,13-17,1,1.08829,1.08546,SL,28.3,-1.0000,-1.0531,-1.0796,-1.1061
book_sl,2016-01-04,07-11,-1,1.08887,1.09226,SL,33.9,-1.0000,-1.0442,-1.0664,-1.0885
book_sl,2016-01-04,13-17,1,1.09058,1.08640,SL,41.8,-1.0000,-1.0359,-1.0539,-1.0718
book_sl,2016-01-05,07-11,-1,1.08275,1.07677,WINDOW_END,33.1,1.8052,1.7599,1.7372,1.7146
book_sl,2016-01-05,13-17,1,1.07512,1.07143,SL,36.9,-1.0000,-1.0406,-1.0609,-1.0813
book_sl,2016-01-06,07-11,-1,1.07450,1.07352,WINDOW_END,31.1,0.3155,0.2672,0.2431,0.2190
book_sl,2016-01-06,13-17,1,1.07427,1.07610,WINDOW_END,33.7,0.5430,0.4985,0.4763,0.4540
book_sl,2016-01-07,07-11,-1,1.08165,1.08507,SL,34.2,-1.0000,-1.0438,-1.0658,-1.0877
book_sl,2016-01-07,13-17,1,1.08581,1.08596,WINDOW_END,48.4,0.0310,0.0000,-0.0155,-0.0310
book_sl,2016-01-08,07-11,-1,1.08609,1.08687,WINDOW_END,44.4,-0.1756,-0.2093,-0.2262,-0.2431
book_sl,2016-01-08,13-17,1,1.08657,1.08221,SL,43.6,-1.0000,-1.0344,-1.0516,-1.0687
book_sl,2016-01-11,07-11,-1,1.09314,1.09003,WINDOW_END,44.1,0.7052,0.6712,0.6542,0.6372
book_sl,2016-01-11,13-17,1,1.08987,1.08555,SL,43.2,-1.0000,-1.0348,-1.0521,-1.0695
book_sl,2016-01-12,07-11,-1,1.08836,1.08479,WINDOW_END,39.8,0.8963,0.8586,0.8398,0.8209
book_sl,2016-01-12,13-17,1,1.08426,1.08348,WINDOW_END,42.0,-0.1859,-0.2217,-0.2396,-0.2574
book_sl,2016-01-13,07-11,-1,1.08326,1.08123,WINDOW_END,32.9,0.6175,0.5719,0.5491,0.5263
book_sl,2016-01-13,13-17,1,1.08141,1.08618,WINDOW_END,34.9,1.3666,1.3236,1.3021,1.2807
book_sl,2016-01-14,07-11,-1,1.08673,1.09001,SL,32.8,-1.0000,-1.0457,-1.0686,-1.0914
book_sl,2016-01-14,13-17,1,1.08860,1.08379,SL,48.1,-1.0000,-1.0312,-1.0468,-1.0624
book_sl,2016-01-15,07-11,-1,1.08870,1.09122,WINDOW_END,36.0,-0.6992,-0.7408,-0.7617,-0.7825
book_sl,2016-01-15,13-17,1,1.09081,1.09636,WINDOW_END,42.1,1.3197,1.2840,1.2662,1.2484
book_sl,2016-01-18,07-11,-1,1.08901,1.08900,WINDOW_END,40.8,0.0025,-0.0344,-0.0528,-0.0712
book_sl,2016-01-18,13-17,1,1.08956,1.08846,WINDOW_END,38.4,-0.2865,-0.3256,-0.3451,-0.3647
book_sl,2016-01-19,07-11,-1,1.08732,1.08725,WINDOW_END,28.0,0.0250,-0.0286,-0.0554,-0.0822
book_sl,2016-01-19,13-17,1,1.08744,1.09039,WINDOW_END,30.7,0.9610,0.9122,0.8877,0.8633
book_sl,2016-01-20,07-11,-1,1.09543,1.09258,WINDOW_END,30.8,0.9250,0.8763,0.8520,0.8276
