case_id,position_id,entry_time_server,exit_time_server,entry_time_utc,exit_time_utc,server_utc_offset_h,direction,side,entry,sl,tp,exit,volume,initial_risk_account,risk_pips,net_usd,net_r,holding_minutes,weekday_utc,session_utc,selection_reason,label,close_deal_id,exact_exit_class,exact_exit_comment,active_stop_at_exit,telemetry_status,h1_close,h1_ema,rolling_vwap_48,atr14,spread_pips
VRAS-008-R055-P2316,2316,2020.06.09 08:20:00,2020.06.09 08:51:43,2020.06.09 05:20:00,2020.06.09 05:51:43,3,1,BUY,1.1288,1.12833,1.12951,1.12951,1.04,48.88,4.7,69.68,1.4255319148936172,31.716666666666665,Tuesday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,2317,TARGET,tp 1.12951,1.12951,ORDER_ACCEPTED,1.12854,1.11973,1.12878,0.00022,0.1
VRAS-008-R056-P1860,1860,2020.03.09 12:55:00,2020.03.09 14:55:00,2020.03.09 10:55:00,2020.03.09 12:55:00,2,1,BUY,1.14234,1.14007,1.14575,1.14257,0.21,47.67,22.700000000000003,3.99,0.08370044052863436,120.0,Monday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,1861,TIME_EXIT,VRAS HYP006 time exit,,ORDER_ACCEPTED,1.13911,1.11344,1.14198,0.00128,0.8
VRAS-008-R057-P2106,2106,2020.04.29 06:55:00,2020.04.29 08:25:38,2020.04.29 03:55:00,2020.04.29 05:25:38,3,1,BUY,1.08453,1.08394,1.08542,1.08542,0.83,48.97,5.9,70.55000000000001,1.440677966101695,90.63333333333334,Wednesday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,2107,TARGET,tp 1.08542,1.08542,ORDER_ACCEPTED,1.08508,1.08399,1.08447,0.00023,0.3
VRAS-008-R058-P2368,2368,2020.06.18 03:05:00,2020.06.18 03:09:32,2020.06.18 00:05:00,2020.06.18 00:09:32,3,-1,SELL,1.12396,1.12467,1.1229,1.12467,0.69,48.99,7.1,-51.75,-1.056338028169014,4.533333333333333,Thursday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,2369,INITIAL_SL,sl 1.12467,1.12467,ORDER_ACCEPTED,1.12419,1.12708,1.12422,0.00024,0.3
VRAS-008-R059-P1930,1930,2020.03.25 13:50:00,2020.03.25 14:03:40,2020.03.25 11:50:00,2020.03.25 12:03:40,2,-1,SELL,1.082,1.08298,1.08053,1.08053,0.5,49.0,9.8,71.5,1.4591836734693877,13.666666666666666,Wednesday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,1931,TARGET,tp 1.08053,1.08053,ORDER_ACCEPTED,1.08064,1.08913,1.08248,0.00098,0.2
VRAS-008-R060-P4320,4320,2021.06.21 21:25:00,2021.06.21 22:16:31,2021.06.21 18:25:00,2021.06.21 19:16:31,3,-1,SELL,1.19127,1.19192,1.1903,1.19192,0.75,48.75,6.500000000000001,-51.75,-1.0615384615384615,51.516666666666666,Monday,OffHours,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,4321,INITIAL_SL,sl 1.19192,1.19192,ORDER_ACCEPTED,1.1914,1.20274,1.19141,0.00026,0.1
VRAS-008-R061-P1490,1490,2019.12.17 00:35:00,2019.12.17 00:56:37,2019.12.16 22:35:00,2019.12.16 22:56:37,2,1,BUY,1.11473,1.11395,1.1159,1.11393,0.63,49.14,7.800000000000001,-52.92,-1.0769230769230769,21.616666666666667,Monday,OffHours,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,1491,INITIAL_SL,sl 1.11395,1.11395,ORDER_ACCEPTED,1.11434,1.11082,1.11449,0.00031,1.2
VRAS-008-R062-P4522,4522,2021.08.03 23:00:00,2021.08.03 23:14:27,2021.08.03 20:00:00,2021.08.03 20:14:27,3,1,BUY,1.18661,1.18625,1.18715,1.18624,1.35,48.6,3.6,-55.35,-1.1388888888888888,14.45,Tuesday,OffHours,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,4523,INITIAL_SL,sl 1.18625,1.18625,ORDER_ACCEPTED,1.1866,1.18464,1.18649,0.00016,0.1
VRAS-008-R063-P5770,5770,2022.04.01 10:50:00,2022.04.01 12:50:00,2022.04.01 07:50:00,2022.04.01 09:50:00,3,1,BUY,1.10612,1.10414,1.10909,1.10487,0.24,47.52,19.8,-30.96,-0.6515151515151515,120.0,Friday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,5771,TIME_EXIT,VRAS HYP006 time exit,,ORDER_ACCEPTED,1.10741,1.10567,1.10606,0.00083,0.1
VRAS-008-R064-P4468,4468,2021.07.20 04:40:00,2021.07.20 05:20:26,2021.07.20 01:40:00,2021.07.20 02:20:26,3,-1,SELL,1.17951,1.17998,1.17881,1.17998,1.03,48.41,4.7,-52.529999999999994,-1.0851063829787233,40.43333333333333,Tuesday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,4469,INITIAL_SL,sl 1.17998,1.17998,ORDER_ACCEPTED,1.17949,1.18234,1.17957,0.00024,0.1
VRAS-008-R065-P1424,1424,2019.12.02 09:55:00,2019.12.02 11:55:00,2019.12.02 07:55:00,2019.12.02 09:55:00,2,-1,SELL,1.10183,1.10241,1.10096,1.1013,0.85,49.3,5.8,41.65,0.8448275862068966,120.0,Monday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,1425,TIME_EXIT,VRAS HYP006 time exit,,ORDER_ACCEPTED,1.10167,1.10243,1.10191,0.00022,0.1
VRAS-008-R066-P4116,4116,2021.05.06 07:50:00,2021.05.06 08:06:41,2021.05.06 04:50:00,2021.05.06 05:06:41,3,-1,SELL,1.20015,1.20048,1.19966,1.20048,1.48,48.84,3.3000000000000003,-54.760000000000005,-1.1212121212121213,16.683333333333334,Thursday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,4117,INITIAL_SL,sl 1.20048,1.20048,ORDER_ACCEPTED,1.1999,1.20412,1.20021,0.00017,0.1
VRAS-008-R067-P2,2,2019.01.03 01:20:00,2019.01.03 02:02:36,2019.01.02 23:20:00,2019.01.03 00:02:36,2,-1,SELL,1.13333,1.13553,1.13003,1.13328,0.22,48.4,22.0,0.22000000000000008,0.004545454545454547,42.6,Wednesday,OffHours,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,3,MOVED_SL,sl 1.13328,1.13328,ORDER_ACCEPTED,1.13364,1.14067,1.13387,0.00148,1.0
VRAS-008-R068-P1210,1210,2019.10.01 10:40:00,2019.10.01 11:57:30,2019.10.01 07:40:00,2019.10.01 08:57:30,3,-1,SELL,1.08841,1.08955,1.0867,1.08955,0.43,49.02,11.4,-50.74,-1.0350877192982455,77.5,Tuesday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,1211,INITIAL_SL,sl 1.08955,1.08955,ORDER_ACCEPTED,1.08804,1.0964,1.0888,0.00042,0.3
VRAS-008-R069-P5594,5594,2022.03.03 12:50:00,2022.03.03 13:16:36,2022.03.03 10:50:00,2022.03.03 11:16:36,2,-1,SELL,1.10889,1.10956,1.10789,1.10789,0.72,48.24,6.7,69.12,1.4328358208955225,26.6,Thursday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,5595,TARGET,tp 1.10789,1.10789,ORDER_ACCEPTED,1.10798,1.12082,1.10893,0.00043,0.1
VRAS-008-R070-P3036,3036,2020.10.15 07:10:00,2020.10.15 07:48:33,2020.10.15 04:10:00,2020.10.15 04:48:33,3,-1,SELL,1.17489,1.17519,1.17444,1.1752,1.63,48.9,3.0,-57.05,-1.1666666666666667,38.55,Thursday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,3037,INITIAL_SL,sl 1.17519,1.17519,ORDER_ACCEPTED,1.17493,1.17639,1.17492,0.00017,0.3
VRAS-008-R071-P4508,4508,2021.07.30 01:05:00,2021.07.30 03:05:00,2021.07.29 22:05:00,2021.07.30 00:05:00,3,1,BUY,1.18899,1.18839,1.18989,1.18886,0.81,48.6,6.0,-13.77,-0.2833333333333333,120.0,Thursday,OffHours,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,4509,TIME_EXIT,VRAS HYP006 time exit,,ORDER_ACCEPTED,1.18881,1.18171,1.18883,0.00021,0.3
VRAS-008-R072-P272,272,2019.02.28 10:45:00,2019.02.28 12:07:36,2019.02.28 08:45:00,2019.02.28 10:07:36,2,1,BUY,1.13841,1.13765,1.13955,1.13955,0.65,49.4,7.6,71.5,1.4473684210526316,82.6,Thursday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,273,TARGET,tp 1.13955,1.13955,ORDER_ACCEPTED,1.13813,1.13521,1.13787,0.00043,0.8
VRAS-008-R073-P5292,5292,2022.01.05 11:45:00,2022.01.05 12:04:37,2022.01.05 09:45:00,2022.01.05 10:04:37,2,-1,SELL,1.13006,1.13086,1.12886,1.13086,0.6,48.0,8.0,-50.4,-1.05,19.616666666666667,Wednesday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,5293,INITIAL_SL,sl 1.13086,1.13086,ORDER_ACCEPTED,1.13032,1.13133,1.13015,0.0005,0.1
VRAS-008-R074-P1898,1898,2020.03.18 02:45:00,2020.03.18 03:28:24,2020.03.18 00:45:00,2020.03.18 01:28:24,2,-1,SELL,1.10036,1.10184,1.09814,1.10031,0.33,48.84,14.8,0.32999999999999985,0.006756756756756753,43.4,Wednesday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,1899,MOVED_SL,sl 1.10031,1.10031,ORDER_ACCEPTED,1.10161,1.11696,1.10106,0.0006,0.3
VRAS-008-R075-P3526,3526,2021.01.12 14:35:00,2021.01.12 15:08:39,2021.01.12 12:35:00,2021.01.12 13:08:39,2,-1,SELL,1.21525,1.21613,1.21393,1.21614,0.55,48.4,8.8,-51.150000000000006,-1.0568181818181819,33.65,Tuesday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,3527,INITIAL_SL,sl 1.21613,1.21613,ORDER_ACCEPTED,1.21515,1.22302,1.21576,0.00048,0.1
VRAS-008-R076-P2654,2654,2020.08.10 09:00:00,2020.08.10 09:25:22,2020.08.10 06:00:00,2020.08.10 06:25:22,3,1,BUY,1.1794,1.17889,1.18017,1.17944,0.96,48.96,5.1000000000000005,0.0,0.0,25.366666666666667,Monday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,FLAT_RANDOM,2655,MOVED_SL,sl 1.17945,1.17945,ORDER_ACCEPTED,1.17938,1.17831,1.17936,0.00019,0.4
VRAS-008-R077-P4976,4976,2021.11.02 17:25:00,2021.11.02 18:35:21,2021.11.02 15:25:00,2021.11.02 16:35:21,2,-1,SELL,1.15916,1.16011,1.15774,1.15774,0.51,48.45,9.5,70.38,1.4526315789473683,70.35,Tuesday,NewYork,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,4977,TARGET,tp 1.15774,1.15774,ORDER_ACCEPTED,1.15914,1.16091,1.15962,0.00051,0.1
VRAS-008-R078-P4888,4888,2021.10.12 04:30:00,2021.10.12 05:26:36,2021.10.12 01:30:00,2021.10.12 02:26:36,3,-1,SELL,1.15495,1.15548,1.15416,1.15548,0.91,48.23,5.300000000000001,-51.87,-1.0754716981132075,56.6,Tuesday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,4889,INITIAL_SL,sl 1.15548,1.15548,ORDER_ACCEPTED,1.15493,1.15916,1.1551,0.00023,0.1
VRAS-008-R079-P270,270,2019.02.27 17:40:00,2019.02.27 18:31:29,2019.02.27 15:40:00,2019.02.27 16:31:29,2,1,BUY,1.13865,1.1367,1.14158,1.1367,0.25,48.75,19.5,-49.75,-1.0205128205128204,51.483333333333334,Wednesday,NewYork,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,271,INITIAL_SL,sl 1.13670,1.1367,ORDER_ACCEPTED,1.13816,1.1348,1.13849,0.00067,0.8
VRAS-008-R080-P36,36,2019.01.09 15:35:00,2019.01.09 16:04:36,2019.01.09 13:35:00,2019.01.09 14:04:36,2,1,BUY,1.14546,1.14447,1.14695,1.14695,0.5,49.5,9.9,72.5,1.4646464646464648,29.6,Wednesday,NewYork,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,37,TARGET,tp 1.14695,1.14695,ORDER_ACCEPTED,1.14505,1.14223,1.14534,0.00049,0.3
VRAS-008-R081-P4394,4394,2021.07.05 22:20:00,2021.07.05 23:49:00,2021.07.05 19:20:00,2021.07.05 20:49:00,3,-1,SELL,1.18667,1.18708,1.18606,1.18606,1.19,48.79,4.1000000000000005,67.83,1.3902439024390243,89.0,Monday,OffHours,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,4395,TARGET,tp 1.18606,1.18606,ORDER_ACCEPTED,1.18684,1.18943,1.1867,0.00014,0.7
VRAS-008-R082-P1282,1282,2019.10.17 11:35:00,2019.10.17 12:30:31,2019.10.17 08:35:00,2019.10.17 09:30:31,3,1,BUY,1.10829,1.10707,1.11012,1.11012,0.4,48.8,12.200000000000001,71.60000000000001,1.4672131147540985,55.516666666666666,Thursday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,1283,TARGET,tp 1.11012,1.11012,ORDER_ACCEPTED,1.10777,1.10177,1.10751,0.00043,0.2
VRAS-008-R083-P2162,2162,2020.05.07 13:15:00,2020.05.07 13:35:35,2020.05.07 10:15:00,2020.05.07 10:35:35,3,-1,SELL,1.07946,1.08028,1.07823,1.07822,0.6,49.2,8.200000000000001,72.0,1.4634146341463414,20.583333333333332,Thursday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,2163,TARGET,tp 1.07823,1.07823,ORDER_ACCEPTED,1.07987,1.0862,1.07965,0.00058,0.1
VRAS-008-R084-P560,560,2019.05.06 18:15:00,2019.05.06 20:15:00,2019.05.06 15:15:00,2019.05.06 17:15:00,3,1,BUY,1.11955,1.11827,1.12147,1.12081,0.38,48.64,12.8,46.36,0.953125,120.0,Monday,NewYork,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,561,TIME_EXIT,VRAS HYP006 time exit,,ORDER_ACCEPTED,1.11962,1.11948,1.11909,0.00045,0.8
VRAS-008-R085-P1524,1524,2019.12.24 11:00:00,2019.12.24 11:59:42,2019.12.24 09:00:00,2019.12.24 09:59:42,2,-1,SELL,1.10838,1.10894,1.10754,1.10754,0.88,49.28,5.6000000000000005,70.4,1.4285714285714286,59.7,Tuesday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,1525,TARGET,tp 1.10754,1.10754,ORDER_ACCEPTED,1.10838,1.1107,1.10859,0.00027,0.3
VRAS-008-R086-P398,398,2019.03.28 09:40:00,2019.03.28 09:55:28,2019.03.28 07:40:00,2019.03.28 07:55:28,2,-1,SELL,1.12539,1.12617,1.12422,1.1242,0.63,49.14,7.800000000000001,72.45,1.4743589743589745,15.466666666666667,Thursday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,399,TARGET,tp 1.12422,1.12422,ORDER_ACCEPTED,1.12559,1.13061,1.12559,0.00028,0.8
VRAS-008-R087-P5338,5338,2022.01.14 02:25:00,2022.01.14 02:49:34,2022.01.14 00:25:00,2022.01.14 00:49:34,2,1,BUY,1.14574,1.14522,1.14652,1.14521,0.93,48.36,5.2,-53.01,-1.096153846153846,24.566666666666666,Friday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,5339,INITIAL_SL,sl 1.14522,1.14522,ORDER_ACCEPTED,1.14565,1.13648,1.1455,0.0002,0.7
VRAS-008-R088-P2894,2894,2020.09.23 18:30:00,2020.09.23 19:40:39,2020.09.23 15:30:00,2020.09.23 16:40:39,3,-1,SELL,1.16778,1.16895,1.16603,1.16896,0.42,49.14,11.7,-51.24,-1.0427350427350428,70.65,Wednesday,NewYork,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,2895,INITIAL_SL,sl 1.16895,1.16895,ORDER_ACCEPTED,1.16742,1.17918,1.16839,0.00071,0.2
VRAS-008-R089-P4362,4362,2021.06.29 10:15:00,2021.06.29 12:15:00,2021.06.29 07:15:00,2021.06.29 09:15:00,3,-1,SELL,1.19136,1.19242,1.18977,1.19052,0.46,48.76,10.600000000000001,36.8,0.7547169811320754,120.0,Tuesday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,4363,TIME_EXIT,VRAS HYP006 time exit,,ORDER_ACCEPTED,1.19197,1.19555,1.19157,0.00037,0.1
VRAS-008-R090-P6072,6072,2022.05.26 05:10:00,2022.05.26 07:10:00,2022.05.26 02:10:00,2022.05.26 04:10:00,3,1,BUY,1.06987,1.06857,1.07182,1.07004,0.37,48.1,13.000000000000002,4.8100000000000005,0.1,120.0,Thursday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,6073,TIME_EXIT,VRAS HYP006 time exit,,ORDER_ACCEPTED,1.06881,1.06043,1.06947,0.00049,0.2
VRAS-008-R091-P460,460,2019.04.12 10:05:00,2019.04.12 11:30:55,2019.04.12 07:05:00,2019.04.12 08:30:55,3,1,BUY,1.1288,1.12809,1.12987,1.12987,0.7,49.7,7.1,72.10000000000001,1.4507042253521127,85.91666666666667,Friday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,461,TARGET,tp 1.12987,1.12987,ORDER_ACCEPTED,1.12837,1.12571,1.12869,0.00028,0.8
VRAS-008-R092-P4488,4488,2021.07.23 09:50:00,2021.07.23 10:14:36,2021.07.23 06:50:00,2021.07.23 07:14:36,3,-1,SELL,1.17699,1.17761,1.17606,1.17761,0.78,48.36,6.199999999999999,-51.48,-1.064516129032258,24.6,Friday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,4489,INITIAL_SL,sl 1.17761,1.17761,ORDER_ACCEPTED,1.17646,1.18013,1.17701,0.00026,0.1
VRAS-008-R093-P2274,2274,2020.06.02 09:40:00,2020.06.02 09:53:39,2020.06.02 06:40:00,2020.06.02 06:53:39,3,1,BUY,1.11344,1.11223,1.11526,1.11221,0.4,48.4,12.100000000000001,-50.800000000000004,-1.0495867768595042,13.65,Tuesday,Asia,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,2275,INITIAL_SL,sl 1.11223,1.11223,ORDER_ACCEPTED,1.11339,1.10222,1.11292,0.00044,0.1
VRAS-008-R094-P756,756,2019.06.19 15:40:00,2019.06.19 16:07:03,2019.06.19 12:40:00,2019.06.19 13:07:03,3,-1,SELL,1.12018,1.12083,1.11921,1.12083,0.76,49.4,6.500000000000001,-52.44,-1.0615384615384615,27.05,Wednesday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,757,INITIAL_SL,sl 1.12083,1.12083,ORDER_ACCEPTED,1.12028,1.1242,1.12026,0.00023,0.8
VRAS-008-R095-P2066,2066,2020.04.21 02:05:00,2020.04.21 04:05:00,2020.04.20 23:05:00,2020.04.21 01:05:00,3,-1,SELL,1.0862,1.08685,1.08523,1.08589,0.75,48.75,6.500000000000001,20.25,0.4153846153846154,120.0,Monday,OffHours,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,2067,TIME_EXIT,VRAS HYP006 time exit,,ORDER_ACCEPTED,1.08642,1.08911,1.08627,0.00024,0.5
VRAS-008-R096-P3960,3960,2021.04.05 11:50:00,2021.04.05 13:50:00,2021.04.05 08:50:00,2021.04.05 10:50:00,3,-1,SELL,1.17502,1.17586,1.17376,1.17462,0.58,48.72,8.4,20.88,0.42857142857142855,120.0,Monday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,3961,TIME_EXIT,VRAS HYP006 time exit,,ORDER_ACCEPTED,1.17428,1.17825,1.17507,0.00038,0.1
VRAS-008-R097-P5608,5608,2022.03.04 22:50:00,2022.03.04 22:57:31,2022.03.04 20:50:00,2022.03.04 20:57:31,2,-1,SELL,1.092,1.09293,1.09061,1.09293,0.51,47.43,9.3,-49.47,-1.043010752688172,7.516666666666667,Friday,OffHours,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,5609,INITIAL_SL,sl 1.09293,1.09293,ORDER_ACCEPTED,1.09131,1.11511,1.09219,0.00057,0.1
VRAS-008-R098-P4300,4300,2021.06.17 16:50:00,2021.06.17 18:43:28,2021.06.17 13:50:00,2021.06.17 15:43:28,3,-1,SELL,1.1936,1.19528,1.19108,1.19108,0.29,48.72,16.8,71.92,1.4761904761904763,113.46666666666667,Thursday,NewYork,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,4301,TARGET,tp 1.19108,1.19108,ORDER_ACCEPTED,1.19312,1.21181,1.19371,0.00061,0.1
VRAS-008-R099-P480,480,2019.04.16 22:25:00,2019.04.16 22:53:19,2019.04.16 19:25:00,2019.04.16 19:53:19,3,1,BUY,1.12884,1.1284,1.1295,1.1284,1.13,49.72,4.4,-54.239999999999995,-1.0909090909090908,28.316666666666666,Tuesday,OffHours,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,LOSS_RANDOM,481,INITIAL_SL,sl 1.12840,1.1284,ORDER_ACCEPTED,1.12871,1.12778,1.12871,0.00019,0.8
VRAS-008-R100-P2480,2480,2020.07.08 14:35:00,2020.07.08 16:23:05,2020.07.08 11:35:00,2020.07.08 13:23:05,3,1,BUY,1.1285,1.12745,1.13008,1.13008,0.46,48.3,10.500000000000002,70.84,1.4666666666666668,108.08333333333333,Wednesday,Europe,RANDOM_UNIFORM_WITHOUT_REPLACEMENT,WIN_RANDOM,2481,TARGET,tp 1.13008,1.13008,ORDER_ACCEPTED,1.12821,1.12647,1.12798,0.00042,0.3
