case_id,entry_time_utc,direction,entry,sl,tp,exit_time_utc,exit,label,reason
007-E001-P10,2018-01-31 18:00:00,-1,1342.45,1345.0900000000001,1338.226,2018-01-31 19:15:00,1341.2,winner,ANOMALY:TIME_EXIT_LIKE
007-E004-P220,2018-04-24 16:55:00,1,1327.52,1325.08,1331.424,2018-04-24 18:10:00,1328.1,winner,FILL:WINNER
007-E002-P36,2018-02-13 10:30:00,1,1329.34,1326.52,1333.8519999999999,2018-02-13 11:45:00,1328.37,loser,FILL:LOSER
007-E003-P158,2018-04-02 17:25:00,1,1336.68,1332.8700000000001,1342.776,2018-04-02 18:40:00,1336.05,loser,LOSER
