ask,bid,flags,last,symbol,time_msc,time_utc,volume_real
1.14516,1.14514,1030,0.0,EURUSD,1784047891674,2026-07-14T16:51:31.674000Z,0.0
1.14516,1.14514,1030,0.0,EURUSD,1784047894671,2026-07-14T16:51:34.671000Z,0.0
1.1452,1.14517,1030,0.0,EURUSD,1784047897532,2026-07-14T16:51:37.532000Z,0.0
1.1452,1.14518,1030,0.0,EURUSD,1784047899208,2026-07-14T16:51:39.208000Z,0.0
1.1452,1.14518,1030,0.0,EURUSD,1784047901471,2026-07-14T16:51:41.471000Z,0.0
1.14519,1.14517,1030,0.0,EURUSD,1784047903265,2026-07-14T16:51:43.265000Z,0.0
1.1452,1.14518,1028,0.0,EURUSD,1784047909605,2026-07-14T16:51:49.605000Z,0.0
1.14519,1.14517,1030,0.0,EURUSD,1784047911292,2026-07-14T16:51:51.292000Z,0.0
1.14519,1.14517,1030,0.0,EURUSD,1784047914140,2026-07-14T16:51:54.140000Z,0.0
1.14514,1.14512,1030,0.0,EURUSD,1784047915391,2026-07-14T16:51:55.391000Z,0.0
1.14507,1.14505,1030,0.0,EURUSD,1784047917590,2026-07-14T16:51:57.590000Z,0.0
1.14508,1.14506,1030,0.0,EURUSD,1784047920449,2026-07-14T16:52:00.449000Z,0.0
1.14507,1.14505,1030,0.0,EURUSD,1784047922509,2026-07-14T16:52:02.509000Z,0.0
1.14508,1.14506,1030,0.0,EURUSD,1784047924344,2026-07-14T16:52:04.344000Z,0.0
1.14508,1.14506,1030,0.0,EURUSD,1784047926249,2026-07-14T16:52:06.249000Z,0.0
1.14508,1.14506,1030,0.0,EURUSD,1784047928748,2026-07-14T16:52:08.748000Z,0.0
1.1451,1.14508,1030,0.0,EURUSD,1784047930615,2026-07-14T16:52:10.615000Z,0.0
1.14511,1.14509,1030,0.0,EURUSD,1784047932486,2026-07-14T16:52:12.486000Z,0.0
1.14507,1.14505,1030,0.0,EURUSD,1784047934992,2026-07-14T16:52:14.992000Z,0.0
1.14504,1.14502,1030,0.0,EURUSD,1784047937041,2026-07-14T16:52:17.041000Z,0.0
1.14501,1.14499,1030,0.0,EURUSD,1784047939036,2026-07-14T16:52:19.036000Z,0.0
1.14503,1.14501,1030,0.0,EURUSD,1784047940935,2026-07-14T16:52:20.935000Z,0.0
1.145,1.1449799999999999,1030,0.0,EURUSD,1784047943115,2026-07-14T16:52:23.115000Z,0.0
1.14502,1.145,1030,0.0,EURUSD,1784047945239,2026-07-14T16:52:25.239000Z,0.0
1.14504,1.14502,1030,0.0,EURUSD,1784047946537,2026-07-14T16:52:26.537000Z,0.0
1.14504,1.14502,1030,0.0,EURUSD,1784047949159,2026-07-14T16:52:29.159000Z,0.0
1.14503,1.14501,1030,0.0,EURUSD,1784047951711,2026-07-14T16:52:31.711000Z,0.0
1.14504,1.14502,1030,0.0,EURUSD,1784047953306,2026-07-14T16:52:33.306000Z,0.0
1.14504,1.14502,1026,0.0,EURUSD,1784047955827,2026-07-14T16:52:35.827000Z,0.0
1.14501,1.14499,1030,0.0,EURUSD,1784047957540,2026-07-14T16:52:37.540000Z,0.0
1.145,1.1449799999999999,1030,0.0,EURUSD,1784047959956,2026-07-14T16:52:39.956000Z,0.0
1.14501,1.14499,1030,0.0,EURUSD,1784047962063,2026-07-14T16:52:42.063000Z,0.0
1.1449,1.1448800000000001,1028,0.0,EURUSD,1784047964137,2026-07-14T16:52:44.137000Z,0.0
1.1448800000000001,1.14486,1030,0.0,EURUSD,1784047966133,2026-07-14T16:52:46.133000Z,0.0
1.14494,1.14492,1030,0.0,EURUSD,1784047968175,2026-07-14T16:52:48.175000Z,0.0
1.14492,1.1449,1030,0.0,EURUSD,1784047969365,2026-07-14T16:52:49.365000Z,0.0
1.14489,1.14487,1028,0.0,EURUSD,1784047971839,2026-07-14T16:52:51.839000Z,0.0
1.14487,1.14485,1030,0.0,EURUSD,1784047974549,2026-07-14T16:52:54.549000Z,0.0
1.14484,1.14482,1030,0.0,EURUSD,1784047976717,2026-07-14T16:52:56.717000Z,0.0
1.14484,1.14482,1030,0.0,EURUSD,1784047978810,2026-07-14T16:52:58.810000Z,0.0
1.14484,1.14482,1026,0.0,EURUSD,1784047980332,2026-07-14T16:53:00.332000Z,0.0
1.1448800000000001,1.14486,1030,0.0,EURUSD,1784047982949,2026-07-14T16:53:02.949000Z,0.0
