observation_date,IRSTCI01CHM156N
1998-12-01,1.03675999999999990
1999-01-01,0.84375000000000000
1999-02-01,1.08035999999999999
1999-03-01,1.00713999999999992
1999-04-01,0.80357000000000001
1999-05-01,0.84052000000000004
1999-06-01,0.88332999999999995
1999-07-01,0.77733999999999992
1999-08-01,0.75624999999999998
1999-09-01,0.84375000000000000
1999-10-01,0.97414000000000001
1999-11-01,0.95208000000000004
1999-12-01,1.35701000000000005
2000-01-01,1.18427000000000016
2000-02-01,1.94181000000000004
2000-03-01,1.61241999999999996
2000-04-01,2.62793000000000010
2000-05-01,2.19060999999999995
2000-06-01,2.96862000000000004
2000-07-01,3.01533000000000007
2000-08-01,2.92469000000000001
2000-09-01,3.23172000000000015
2000-10-01,3.06266999999999978
2000-11-01,3.09688000000000008
2000-12-01,3.50000000000000000
2001-01-01,3.35999999999999988
2001-02-01,3.29999999999999982
2001-03-01,3.35000000000000009
2001-04-01,3.10000000000000009
2001-05-01,3.25000000000000000
2001-06-01,3.25000000000000000
2001-07-01,3.20000000000000018
2001-08-01,3.29999999999999982
2001-09-01,2.12000000000000011
2001-10-01,2.14999999999999991
2001-11-01,2.18000000000000016
2001-12-01,1.64999999999999991
2002-01-01,1.41999999999999993
2002-02-01,1.67999999999999994
2002-03-01,1.32000000000000006
2002-04-01,1.51000000000000001
2002-05-01,1.03000000000000003
2002-06-01,1.02000000000000002
2002-07-01,0.64000000000000001
2002-08-01,0.59999999999999998
2002-09-01,0.65000000000000002
2002-10-01,0.53000000000000003
2002-11-01,0.58999999999999997
2002-12-01,0.44000000000000000
2003-01-01,0.47999999999999998
2003-02-01,0.48999999999999999
2003-03-01,0.17000000000000001
2003-04-01,0.11000000000000000
2003-05-01,0.10000000000000001
2003-06-01,0.13000000000000000
2003-07-01,0.08000000000000000
2003-08-01,0.08000000000000000
2003-09-01,0.11000000000000000
2003-10-01,0.10000000000000001
2003-11-01,0.11000000000000000
2003-12-01,0.09000000000000000
2004-01-01,0.10000000000000001
2004-02-01,0.09000000000000000
2004-03-01,0.10000000000000001
2004-04-01,0.12000000000000000
2004-05-01,0.10000000000000001
2004-06-01,0.35999999999999999
2004-07-01,0.22000000000000000
2004-08-01,0.17999999999999999
2004-09-01,0.54000000000000004
2004-10-01,0.57999999999999996
2004-11-01,0.45000000000000001
2004-12-01,0.55000000000000004
2005-01-01,0.59999999999999998
2005-02-01,0.63000000000000000
2005-03-01,0.75000000000000000
2005-04-01,0.64000000000000001
2005-05-01,0.66000000000000003
2005-06-01,0.57999999999999996
2005-07-01,0.63000000000000000
2005-08-01,0.63000000000000000
2005-09-01,0.63000000000000000
2005-10-01,0.60999999999999999
2005-11-01,0.63000000000000000
2005-12-01,0.63000000000000000
2006-01-01,0.75000000000000000
2006-02-01,0.91000000000000003
2006-03-01,1.03000000000000003
2006-04-01,1.21999999999999997
2006-05-01,1.15999999999999992
2006-06-01,1.27000000000000002
2006-07-01,1.30000000000000004
2006-08-01,1.33000000000000007
2006-09-01,1.61000000000000010
2006-10-01,1.59000000000000008
2006-11-01,1.87000000000000011
2006-12-01,1.93999999999999995
2007-01-01,2.02000000000000002
2007-02-01,1.93999999999999995
2007-03-01,1.97999999999999998
2007-04-01,2.10000000000000009
2007-05-01,2.18000000000000016
2007-06-01,2.56000000000000005
2007-07-01,2.50000000000000000
2007-08-01,2.35000000000000009
2007-09-01,2.20000000000000018
2007-10-01,2.08999999999999986
2007-11-01,2.06000000000000005
2007-12-01,2.00000000000000000
2008-01-01,2.37999999999999989
2008-02-01,2.31999999999999984
2008-03-01,2.62000000000000011
2008-04-01,1.83000000000000007
2008-05-01,1.94999999999999996
2008-06-01,1.82000000000000006
2008-07-01,1.96999999999999997
2008-08-01,1.97999999999999998
2008-09-01,1.69999999999999996
2008-10-01,0.29999999999999999
2008-11-01,0.05000000000000000
2008-12-01,0.01000000000000000
2009-01-01,0.00000000000000000
2009-02-01,0.00000000000000000
2009-03-01,0.05000000000000000
2009-04-01,0.05000000000000000
2009-05-01,0.05000000000000000
2009-06-01,0.05000000000000000
2009-07-01,0.05000000000000000
2009-08-01,0.05000000000000000
2009-09-01,0.05000000000000000
2009-10-01,0.05000000000000000
2009-11-01,0.05000000000000000
2009-12-01,0.05000000000000000
2010-01-01,0.05000000000000000
2010-02-01,0.05000000000000000
2010-03-01,0.05000000000000000
2010-04-01,0.05000000000000000
2010-05-01,0.02000000000000000
2010-06-01,0.03000000000000000
2010-07-01,0.05000000000000000
2010-08-01,0.08000000000000000
2010-09-01,0.08000000000000000
2010-10-01,0.05000000000000000
2010-11-01,0.04000000000000000
2010-12-01,0.04000000000000000
2011-01-01,0.04000000000000000
2011-02-01,0.04000000000000000
2011-03-01,0.04000000000000000
2011-04-01,0.04000000000000000
2011-05-01,0.09000000000000000
2011-06-01,0.09000000000000000
2011-07-01,0.05000000000000000
2011-08-01,-0.28999999999999998
2011-09-01,0.02000000000000000
2011-10-01,0.05000000000000000
2011-11-01,0.05000000000000000
2011-12-01,0.07000000000000001
2012-01-01,0.01000000000000000
2012-02-01,0.03000000000000000
2012-03-01,0.05000000000000000
2012-04-01,0.02000000000000000
2012-05-01,0.00000000000000000
2012-06-01,0.00000000000000000
2012-07-01,0.00000000000000000
2012-08-01,-0.05000000000000000
2012-09-01,0.01000000000000000
2012-10-01,0.01000000000000000
2012-11-01,-0.05000000000000000
2012-12-01,-0.20000000000000001
2013-01-01,-0.14999999999999999
2013-02-01,-0.20000000000000001
2013-03-01,-0.10000000000000001
2013-04-01,0.06000000000000000
2013-05-01,-0.03000000000000000
2013-06-01,-0.03000000000000000
2013-07-01,0.01000000000000000
2013-08-01,-0.20000000000000001
2013-09-01,-0.05000000000000000
2013-10-01,-0.14999999999999999
2013-11-01,-0.08000000000000000
2013-12-01,0.01000000000000000
2014-01-01,-0.12000000000000000
2014-02-01,-0.14999999999999999
2014-03-01,-0.14999999999999999
2014-04-01,-0.14999999999999999
2014-05-01,-0.16000000000000000
2014-06-01,-0.14999999999999999
2014-07-01,-0.14999999999999999
2014-08-01,-0.10000000000000001
2014-09-01,-0.10000000000000001
2014-10-01,-0.10000000000000001
2014-11-01,-0.10000000000000001
2014-12-01,-2.00000000000000000
2015-01-01,-1.75000000000000000
2015-02-01,-1.00000000000000000
2015-03-01,-1.50000000000000000
2015-04-01,-1.00000000000000000
2015-05-01,-1.25000000000000000
2015-06-01,-1.14999999999999991
2015-07-01,-1.00000000000000000
2015-08-01,-1.25000000000000000
2015-09-01,-1.00000000000000000
2015-10-01,-0.90000000000000002
2015-11-01,-1.10000000000000009
2015-12-01,-1.00000000000000000
2016-01-01,-1.00000000000000000
2016-02-01,-0.84999999999999998
2016-03-01,-1.10000000000000009
2016-04-01,-1.00000000000000000
2016-05-01,-1.25000000000000000
2016-06-01,-1.75000000000000000
2016-07-01,-1.00000000000000000
2016-08-01,-3.64999999999999991
2016-09-01,-0.94999999999999996
2016-10-01,-0.84999999999999998
2016-11-01,-0.90000000000000002
2016-12-01,-0.90000000000000002
2017-01-01,-0.90000000000000002
2017-02-01,-0.94999999999999996
2017-03-01,-0.94999999999999996
2017-04-01,-0.90000000000000002
2017-05-01,-0.94999999999999996
2017-06-01,-1.17999999999999994
2017-07-01,-0.90000000000000002
2017-08-01,-1.14999999999999991
2017-09-01,-0.90000000000000002
2017-10-01,-0.96999999999999997
2017-11-01,-1.00000000000000000
2017-12-01,-1.00000000000000000
2018-01-01,-1.00000000000000000
2018-02-01,-0.94999999999999996
2018-03-01,-1.00000000000000000
2018-04-01,-0.97999999999999998
2018-05-01,-0.94999999999999996
